mu,s0,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,h_seed4,h_seed5,s_seed0,s_seed1,s_seed2,s_seed3,s_seed4,s_seed5
1.84734,0.172414,race_to_bottom,-0.9951,0.9998,0.0047,0.000,-3.40259e+07,5.78737e+06,7316.65,9.55694e+08,9.95515e+08,7.96412e+08,1.99103e+08,-620.552,-472904,-1647.11,0.233333,255.881,-3.3553e+07,-614.596,49.7667,54575.8,1.0000,0.9999,1.0000,1.0000,0.9995,0.9997,0.0282,0.0000,0.0000,0.0000,0.0000,0.0000
2.3442,0.172414,race_to_bottom,-0.9960,0.9999,0.0039,0.000,-3.40286e+07,5.78773e+06,6753.24,9.55755e+08,9.95578e+08,7.96462e+08,1.99116e+08,-620.602,-311927,-1353.99,0.191667,210.188,-3.37167e+07,-617.179,49.8083,54621.5,1.0000,0.9999,1.0000,1.0000,0.9999,0.9999,0.0235,0.0000,0.0000,0.0000,0.0000,0.0000
2.9747,0.172414,race_to_bottom,-0.9956,0.9999,0.0043,0.000,-3.40204e+07,5.78482e+06,7153.8,9.55497e+08,9.95309e+08,7.96247e+08,1.99062e+08,-620.452,-383369,-1458.12,0.2125,233.035,-3.3637e+07,-615.93,49.7875,54598.6,1.0000,0.9999,1.0000,0.9997,0.9999,0.9999,0.0257,0.0000,0.0000,0.0000,0.0000,0.0000
3.77478,0.172414,race_to_bottom,-0.9871,0.9981,0.0110,0.000,-3.1808e+07,5.76399e+06,9368.49,9.53402e+08,9.90984e+08,7.92787e+08,1.98197e+08,-580.102,348829,854.158,0.554167,607.718,-3.21568e+07,-592.14,49.4458,54223.9,1.0000,0.9997,0.9995,0.9999,0.9895,0.9999,0.0281,0.0000,0.0000,0.0000,0.0381,0.0000
4.79005,0.172414,race_to_bottom,-0.9773,0.9970,0.0197,0.000,-2.90221e+07,5.73942e+06,16769,9.51225e+08,9.86004e+08,7.88803e+08,1.97201e+08,-529.295,1.75178e+06,639.643,0.9875,1082.93,-3.07739e+07,-570.369,49.0125,53748.7,1.0000,0.9983,1.0000,0.9844,0.9997,0.9999,0.0291,0.0218,0.0000,0.0673,0.0000,0.0000
6.07839,0.172414,race_to_bottom,-0.9914,0.9999,0.0085,0.000,-3.3871e+07,5.73169e+06,13926.6,9.508e+08,9.90416e+08,7.92333e+08,1.98083e+08,-617.728,-766912,-1483.21,0.420833,461.5,-3.31041e+07,-608.616,49.5792,54370.2,1.0000,1.0000,1.0000,0.9999,1.0000,0.9997,0.0263,0.0246,0.0000,0.0000,0.0000,0.0000
7.71324,0.172414,race_to_bottom,-0.9959,0.9998,0.0039,0.000,-3.37694e+07,5.69206e+06,6973.92,9.47312e+08,9.86781e+08,7.89425e+08,1.97356e+08,-615.875,-309375,-1292.51,0.195833,214.757,-3.34601e+07,-612.529,49.8042,54616.9,1.0000,0.9997,1.0000,0.9999,0.9997,0.9994,0.0232,0.0000,0.0000,0.0000,0.0000,0.0000
9.7878,0.172414,race_to_bottom,-0.9865,0.9996,0.0131,0.000,-3.31662e+07,5.59398e+06,20819,9.36753e+08,9.75534e+08,7.80427e+08,1.95107e+08,-604.874,-990047,-1132.58,0.654167,717.381,-3.21762e+07,-594.229,49.3458,54114.3,1.0000,0.9980,1.0000,0.9999,1.0000,0.9998,0.0298,0.0241,0.0000,0.0247,0.0000,0.0000
12.4203,0.172414,race_to_bottom,-0.9839,0.9999,0.0160,0.000,-3.26351e+07,5.37485e+06,23492,9.12855e+08,9.50889e+08,7.60711e+08,1.90178e+08,-595.188,-1.65292e+06,-1532.44,0.808333,886.445,-3.09822e+07,-572.555,49.1917,53945.2,1.0000,1.0000,1.0000,0.9997,0.9998,1.0000,0.0719,0.0243,0.0000,0.0000,0.0000,0.0000
15.7609,0.172414,race_to_bottom,-0.9109,0.9513,0.0404,0.000,2.26957e+07,4.7199e+06,25027.2,8.28008e+08,8.10057e+08,6.48046e+08,1.62011e+08,413.915,9.53639e+06,4472.76,2.01667,2211.54,1.31593e+07,242.646,47.9833,52620.1,1.0000,0.9674,0.8914,0.9419,0.9640,0.9431,0.0296,0.0780,0.0000,0.1057,0.0000,0.0293
20,0.172414,race_to_bottom,-0.3193,0.5894,0.2701,0.167,2.99551e+08,4.12203e+06,33079.9,7.86847e+08,4.91451e+08,3.93161e+08,9.82902e+07,5463.11,1.50095e+08,8036.11,13.5125,14818.3,1.49456e+08,3947.7,36.4875,40013.4,0.5968,0.3223,0.7915,0.7393,0.7581,0.3283,0.1238,0.7313,0.0436,0.2251,0.0486,0.4484
0.02,0.206897,race_to_bottom,-1.0000,1.0000,0.0000,0.000,-3.40511e+07,5.79062e+06,0,9.56202e+08,9.96044e+08,7.96835e+08,1.99209e+08,-621.013,0,nan,0,0,-3.40511e+07,-621.013,50,54831.7,1.0000,0.9999,1.0000,1.0000,1.0000,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0253792,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40518e+07,5.79085e+06,0,9.56223e+08,9.96066e+08,7.96853e+08,1.99213e+08,-621.024,0,nan,0,0,-3.40518e+07,-621.024,50,54831.7,1.0000,0.9997,1.0000,1.0000,0.9999,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0322052,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40536e+07,5.79155e+06,0,9.56283e+08,9.96128e+08,7.96903e+08,1.99226e+08,-621.057,0,nan,0,0,-3.40536e+07,-621.057,50,54831.7,1.0000,0.9997,1.0000,0.9998,1.0000,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0408672,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40545e+07,5.79188e+06,0,9.56312e+08,9.96159e+08,7.96927e+08,1.99232e+08,-621.073,0,nan,0,0,-3.40545e+07,-621.073,50,54831.7,1.0000,0.9997,0.9999,1.0000,1.0000,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0518589,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40566e+07,5.79269e+06,0,9.56382e+08,9.96231e+08,7.96985e+08,1.99246e+08,-621.111,0,nan,0,0,-3.40566e+07,-621.111,50,54831.7,1.0000,0.9998,0.9998,0.9999,0.9999,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0658069,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40575e+07,5.79305e+06,0,9.56413e+08,9.96264e+08,7.97011e+08,1.99253e+08,-621.128,0,nan,0,0,-3.40575e+07,-621.128,50,54831.7,1.0000,0.9998,0.9999,0.9999,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0835064,0.206897,race_to_bottom,-0.9997,0.9997,0.0000,0.000,-3.40568e+07,5.79275e+06,0,9.56389e+08,9.96238e+08,7.96991e+08,1.99248e+08,-621.115,0,nan,0,0,-3.40568e+07,-621.115,50,54831.7,1.0000,0.9998,1.0000,0.9999,0.9996,0.9990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.105966,0.206897,race_to_bottom,-0.9998,0.9998,0.0000,0.000,-3.40575e+07,5.79304e+06,0,9.56413e+08,9.96263e+08,7.97011e+08,1.99253e+08,-621.128,0,nan,0,0,-3.40575e+07,-621.128,50,54831.7,1.0000,0.9998,0.9996,0.9998,0.9999,0.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.134467,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40579e+07,5.7932e+06,0,9.56426e+08,9.96277e+08,7.97022e+08,1.99255e+08,-621.135,0,nan,0,0,-3.40579e+07,-621.135,50,54831.7,1.0000,0.9999,0.9999,0.9997,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.170634,0.206897,race_to_bottom,-0.9998,0.9998,0.0000,0.000,-3.4058e+07,5.79324e+06,0,9.56431e+08,9.96282e+08,7.97025e+08,1.99256e+08,-621.138,0,nan,0,0,-3.4058e+07,-621.138,50,54831.7,1.0000,0.9996,0.9997,0.9995,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.216527,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40582e+07,5.79332e+06,0,9.56436e+08,9.96288e+08,7.9703e+08,1.99258e+08,-621.141,0,nan,0,0,-3.40582e+07,-621.141,50,54831.7,1.0000,0.9999,0.9998,0.9999,1.0000,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.274765,0.206897,race_to_bottom,-0.9998,0.9998,0.0000,0.000,-3.40595e+07,5.79398e+06,0,9.56483e+08,9.96336e+08,7.97069e+08,1.99267e+08,-621.164,0,nan,0,0,-3.40595e+07,-621.164,50,54831.7,1.0000,0.9994,0.9996,0.9999,0.9997,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.348666,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.4058e+07,5.79324e+06,0,9.5643e+08,9.96282e+08,7.97025e+08,1.99256e+08,-621.138,0,nan,0,0,-3.4058e+07,-621.138,50,54831.7,1.0000,0.9999,0.9998,0.9998,0.9997,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.442443,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40595e+07,5.79402e+06,0,9.56485e+08,9.96339e+08,7.97071e+08,1.99268e+08,-621.166,0,nan,0,0,-3.40595e+07,-621.166,50,54831.7,1.0000,0.9999,1.0000,1.0000,0.9995,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.561443,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40587e+07,5.79412e+06,0,9.56468e+08,9.96321e+08,7.97057e+08,1.99264e+08,-621.151,0,nan,0,0,-3.40587e+07,-621.151,50,54831.7,1.0000,0.9999,1.0000,0.9997,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.71245,0.206897,race_to_bottom,-1.0000,1.0000,0.0000,0.000,-3.40573e+07,5.79394e+06,0,9.56428e+08,9.9628e+08,7.97024e+08,1.99256e+08,-621.124,0,nan,0,0,-3.40573e+07,-621.124,50,54831.7,1.0000,1.0000,0.9999,0.9999,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.904071,0.206897,race_to_bottom,-0.9896,0.9985,0.0089,0.000,-3.31488e+07,5.78072e+06,12327.8,9.55182e+08,9.94124e+08,7.95299e+08,1.98825e+08,-604.556,-190755,160.765,0.445833,488.916,-3.29581e+07,-606.138,49.5542,54342.7,1.0000,0.9999,1.0000,0.9923,0.9990,1.0000,0.0302,0.0000,0.0000,0.0232,0.0000,0.0000
1.14723,0.206897,race_to_bottom,-0.9948,0.9999,0.0051,0.000,-3.40243e+07,5.78696e+06,7653.85,9.55653e+08,9.95472e+08,7.96377e+08,1.99094e+08,-620.522,-569404,-1822.65,0.258333,283.297,-3.34549e+07,-613.048,49.7417,54548.4,1.0000,0.9998,0.9998,0.9999,0.9999,0.9999,0.0306,0.0000,0.0000,0.0000,0.0000,0.0000
1.45579,0.206897,race_to_bottom,-0.9958,0.9999,0.0041,0.000,-3.40272e+07,5.78817e+06,6907.64,9.55735e+08,9.95558e+08,7.96446e+08,1.99112e+08,-620.576,-381651,-1497.12,0.208333,228.465,-3.36456e+07,-616.04,49.7917,54603.2,1.0000,0.9994,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0246,0.0000,0.0000
1.84734,0.206897,race_to_bottom,-0.9951,0.9998,0.0047,0.000,-3.40151e+07,5.78466e+06,7316.65,9.5537e+08,9.95177e+08,7.96142e+08,1.99035e+08,-620.355,-472904,-1647.11,0.233333,255.881,-3.35422e+07,-614.399,49.7667,54575.8,1.0000,0.9997,0.9999,0.9996,0.9999,0.9994,0.0282,0.0000,0.0000,0.0000,0.0000,0.0000
2.3442,0.206897,race_to_bottom,-0.9959,0.9999,0.0039,0.000,-3.40247e+07,5.78709e+06,6753.24,9.55646e+08,9.95464e+08,7.96372e+08,1.99093e+08,-620.531,-311927,-1353.99,0.191667,210.188,-3.37128e+07,-617.108,49.8083,54621.5,1.0000,0.9994,1.0000,0.9999,1.0000,0.9999,0.0235,0.0000,0.0000,0.0000,0.0000,0.0000
2.9747,0.206897,race_to_bottom,-0.9956,0.9999,0.0043,0.000,-3.40155e+07,5.7846e+06,7153.8,9.55374e+08,9.95182e+08,7.96145e+08,1.99036e+08,-620.363,-383369,-1458.12,0.2125,233.035,-3.36321e+07,-615.841,49.7875,54598.6,1.0000,0.9997,0.9999,0.9999,1.0000,1.0000,0.0257,0.0000,0.0000,0.0000,0.0000,0.0000
3.77478,0.206897,race_to_bottom,-0.9879,0.9998,0.0119,0.000,-3.39555e+07,5.76778e+06,20117.3,9.53842e+08,9.93586e+08,7.94869e+08,1.98717e+08,-619.269,-983910,-1402.25,0.583333,639.703,-3.29716e+07,-608.189,49.4167,54192,1.0000,0.9999,1.0000,0.9999,1.0000,0.9990,0.0281,0.0219,0.0000,0.0213,0.0000,0.0000
4.79005,0.206897,race_to_bottom,-0.9911,0.9999,0.0088,0.000,-3.39459e+07,5.76114e+06,14185.4,9.5331e+08,9.93031e+08,7.94425e+08,1.98606e+08,-619.094,-834058,-1551.41,0.4375,479.777,-3.31119e+07,-608.93,49.5625,54351.9,1.0000,0.9998,0.9999,0.9999,1.0000,0.9997,0.0291,0.0000,0.0000,0.0238,0.0000,0.0000
6.07839,0.206897,race_to_bottom,-0.9917,1.0000,0.0082,0.000,-3.38665e+07,5.73173e+06,13900.2,9.50725e+08,9.90338e+08,7.9227e+08,1.98068e+08,-617.645,-728340,-1438.23,0.4125,452.361,-3.31382e+07,-609.157,49.5875,54379.3,1.0000,1.0000,1.0000,1.0000,0.9999,0.9999,0.0263,0.0229,0.0000,0.0000,0.0000,0.0000
7.71324,0.206897,race_to_bottom,-0.9859,0.9974,0.0116,0.000,-3.12877e+07,5.68188e+06,13933.1,9.46295e+08,9.83278e+08,7.86623e+08,1.96656e+08,-570.614,965832,1893.46,0.575,630.564,-3.22536e+07,-594.751,49.425,54201.1,1.0000,0.9999,1.0000,0.9846,0.9999,1.0000,0.0232,0.0233,0.0000,0.0229,0.0000,0.0000
9.7878,0.206897,race_to_bottom,-0.9862,0.9998,0.0136,0.000,-3.35255e+07,5.61304e+06,21871.9,9.39934e+08,9.79094e+08,7.83275e+08,1.95819e+08,-611.427,-1.34137e+06,-1559.54,0.691667,758.505,-3.21842e+07,-594.785,49.3083,54073.2,1.0000,0.9998,1.0000,0.9995,0.9997,0.9999,0.0298,0.0275,0.0000,0.0245,0.0000,0.0000
12.4203,0.206897,race_to_bottom,-0.9659,0.9956,0.0297,0.000,-2.99252e+07,5.43378e+06,37490.4,9.22181e+08,9.57578e+08,7.66062e+08,1.91516e+08,-545.764,-607570,438.55,1.49583,1640.38,-2.93176e+07,-549.263,48.5042,53191.3,1.0000,1.0000,1.0000,0.9947,1.0000,0.9791,0.0719,0.0270,0.0000,0.0445,0.0000,0.0347
15.7609,0.206897,race_to_bottom,-0.7873,0.8983,0.1110,0.000,6.00871e+07,4.53852e+06,34711.3,7.99443e+08,7.43929e+08,5.95143e+08,1.48786e+08,1095.85,5.85888e+07,3472.1,5.54583,6081.74,1.49832e+06,302.221,44.4542,48749.9,1.0000,0.9696,0.9789,1.0000,0.9654,0.4756,0.0296,0.0000,0.0000,0.0264,0.0000,0.6099
20,0.206897,transitional,-0.2473,0.5572,0.3098,0.000,3.45956e+08,4.07718e+06,33312.3,7.87993e+08,4.46148e+08,3.56918e+08,8.92296e+07,6309.41,1.9525e+08,11346.8,15.4958,16993.2,1.50705e+08,3918.79,34.5042,37838.4,0.5968,0.4197,0.6465,0.4864,0.7199,0.4737,0.1238,0.7103,0.1743,0.3878,0.0649,0.3978
0.02,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40502e+07,5.79023e+06,0,9.56169e+08,9.9601e+08,7.96808e+08,1.99202e+08,-620.994,0,nan,0,0,-3.40502e+07,-620.994,50,54831.7,1.0000,0.9996,1.0000,0.9999,1.0000,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0253792,0.241379,race_to_bottom,-0.6902,0.8469,0.1567,0.167,1.00651e+08,5.562e+06,4736.19,9.3598e+08,8.40896e+08,6.72717e+08,1.68179e+08,1835.64,1.27076e+08,14793,7.83333,8590.29,-2.64247e+07,75.5894,42.1667,46241.4,0.0819,0.9996,1.0000,1.0000,0.9999,1.0000,0.9400,0.0000,0.0000,0.0000,0.0000,0.0000
0.0322052,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40523e+07,5.79107e+06,0,9.56242e+08,9.96085e+08,7.96868e+08,1.99217e+08,-621.034,0,nan,0,0,-3.40523e+07,-621.034,50,54831.7,1.0000,0.9995,0.9998,1.0000,1.0000,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0408672,0.241379,race_to_bottom,-0.6902,0.8469,0.1567,0.167,1.01051e+08,5.56524e+06,4803.71,9.36307e+08,8.40826e+08,6.7266e+08,1.68165e+08,1842.94,1.27374e+08,14827.7,7.83333,8590.29,-2.63228e+07,107.153,42.1667,46241.4,0.0814,0.9999,1.0000,1.0000,1.0000,0.9999,0.9400,0.0000,0.0000,0.0000,0.0000,0.0000
0.0518589,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40563e+07,5.79259e+06,0,9.56373e+08,9.96222e+08,7.96978e+08,1.99244e+08,-621.107,0,nan,0,0,-3.40563e+07,-621.107,50,54831.7,1.0000,1.0000,0.9997,1.0000,0.9999,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0658069,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40574e+07,5.79302e+06,0,9.56411e+08,9.96262e+08,7.97009e+08,1.99252e+08,-621.127,0,nan,0,0,-3.40574e+07,-621.127,50,54831.7,1.0000,0.9998,1.0000,0.9998,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0835064,0.241379,race_to_bottom,-0.9997,0.9997,0.0000,0.000,-3.40568e+07,5.79275e+06,0,9.56388e+08,9.96238e+08,7.9699e+08,1.99248e+08,-621.115,0,nan,0,0,-3.40568e+07,-621.115,50,54831.7,1.0000,1.0000,0.9998,0.9997,0.9996,0.9990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.105966,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40578e+07,5.79315e+06,0,9.56422e+08,9.96273e+08,7.97018e+08,1.99255e+08,-621.133,0,nan,0,0,-3.40578e+07,-621.133,50,54831.7,1.0000,1.0000,1.0000,0.9997,0.9999,0.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.134467,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40588e+07,5.79373e+06,0,9.56461e+08,9.96313e+08,7.9705e+08,1.99263e+08,-621.152,0,nan,0,0,-3.40588e+07,-621.152,50,54831.7,1.0000,0.9995,0.9998,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.170634,0.241379,race_to_bottom,-1.0000,1.0000,0.0000,0.000,-3.40581e+07,5.7933e+06,0,9.56435e+08,9.96286e+08,7.97029e+08,1.99257e+08,-621.14,0,nan,0,0,-3.40581e+07,-621.14,50,54831.7,1.0000,1.0000,0.9999,0.9999,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.216527,0.241379,race_to_bottom,-1.0000,1.0000,0.0000,0.000,-3.40581e+07,5.79329e+06,0,9.56434e+08,9.96286e+08,7.97028e+08,1.99257e+08,-621.14,0,nan,0,0,-3.40581e+07,-621.14,50,54831.7,1.0000,1.0000,0.9999,1.0000,1.0000,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.274765,0.241379,race_to_bottom,-0.9859,0.9972,0.0113,0.000,-3.21727e+07,5.77231e+06,15999.9,9.54504e+08,9.92465e+08,7.93972e+08,1.98493e+08,-586.754,619616,1135.36,0.5625,616.856,-3.27923e+07,-603.799,49.4375,54214.8,1.0000,1.0000,0.9998,0.9839,0.9997,1.0000,0.0000,0.0000,0.0000,0.0680,0.0000,0.0000
0.348666,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40579e+07,5.79322e+06,0,9.56428e+08,9.96279e+08,7.97023e+08,1.99256e+08,-621.137,0,nan,0,0,-3.40579e+07,-621.137,50,54831.7,1.0000,0.9996,1.0000,0.9999,0.9997,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.442443,0.241379,race_to_bottom,-0.9998,0.9998,0.0000,0.000,-3.40595e+07,5.79398e+06,0,9.56483e+08,9.96337e+08,7.97069e+08,1.99267e+08,-621.165,0,nan,0,0,-3.40595e+07,-621.165,50,54831.7,1.0000,0.9999,0.9993,0.9999,0.9995,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.561443,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40627e+07,5.79619e+06,0,9.56614e+08,9.96473e+08,7.97178e+08,1.99295e+08,-621.224,0,nan,0,0,-3.40627e+07,-621.224,50,54831.7,1.0000,0.9997,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.71245,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,-3.40445e+07,5.79385e+06,0,9.56433e+08,9.96272e+08,7.97017e+08,1.99254e+08,-620.891,0,nan,0,0,-3.40445e+07,-620.891,50,54831.7,1.0000,1.0000,0.9999,0.9998,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.904071,0.241379,race_to_bottom,-0.9998,0.9998,0.0000,0.000,-3.40587e+07,5.7947e+06,0,9.56482e+08,9.96336e+08,7.97069e+08,1.99267e+08,-621.151,0,nan,0,0,-3.40587e+07,-621.151,50,54831.7,1.0000,0.9999,1.0000,0.9999,0.9990,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.14723,0.241379,race_to_bottom,-0.9957,0.9999,0.0042,0.000,-3.40262e+07,5.78706e+06,7189.35,9.55691e+08,9.95512e+08,7.96409e+08,1.99102e+08,-620.558,-339800,-1343.26,0.204167,223.896,-3.36864e+07,-616.753,49.7958,54607.8,1.0000,0.9999,1.0000,0.9999,0.9999,0.9999,0.0000,0.0000,0.0250,0.0000,0.0000,0.0000
1.45579,0.241379,race_to_bottom,-0.9859,0.9995,0.0136,0.000,-3.33903e+07,5.77184e+06,20314.1,9.54166e+08,9.93349e+08,7.94679e+08,1.9867e+08,-608.961,-904955,-328.915,0.6875,753.935,-3.24854e+07,-599.761,49.3125,54077.7,1.0000,1.0000,1.0000,0.9970,1.0000,1.0000,0.0611,0.0000,0.0000,0.0207,0.0000,0.0000
1.84734,0.241379,race_to_bottom,-0.9917,0.9999,0.0081,0.000,-3.39782e+07,5.77397e+06,14174.4,9.54393e+08,9.94159e+08,7.95327e+08,1.98832e+08,-619.682,-675037,-1354.95,0.404167,443.223,-3.33032e+07,-612.113,49.5958,54388.4,1.0000,0.9999,1.0000,0.9999,0.9999,0.9994,0.0250,0.0000,0.0237,0.0000,0.0000,0.0000
2.3442,0.241379,race_to_bottom,-0.9961,0.9999,0.0038,0.000,-3.40098e+07,5.78322e+06,6762.04,9.55194e+08,9.94993e+08,7.95995e+08,1.98999e+08,-620.258,-291095,-1300.48,0.1875,205.619,-3.37187e+07,-617.176,49.8125,54626,1.0000,0.9998,1.0000,0.9998,1.0000,0.9999,0.0227,0.0000,0.0000,0.0000,0.0000,0.0000
2.9747,0.241379,race_to_bottom,-0.9915,0.9998,0.0083,0.000,-3.38999e+07,5.77546e+06,13790.2,9.54513e+08,9.94202e+08,7.95361e+08,1.9884e+08,-618.254,-763900,-1497.31,0.416667,456.93,-3.3136e+07,-609.166,49.5833,54374.7,1.0000,1.0000,0.9988,1.0000,1.0000,1.0000,0.0230,0.0000,0.0000,0.0267,0.0000,0.0000
3.77478,0.241379,race_to_bottom,-0.9951,0.9997,0.0046,0.000,-3.39975e+07,5.77917e+06,7261.72,9.54815e+08,9.94599e+08,7.9568e+08,1.9892e+08,-620.035,-456020,-1614.63,0.229167,251.312,-3.35415e+07,-614.345,49.7708,54580.3,1.0000,0.9997,0.9996,1.0000,1.0000,0.9990,0.0278,0.0000,0.0000,0.0000,0.0000,0.0000
4.79005,0.241379,race_to_bottom,-0.9906,0.9978,0.0072,0.000,-3.24974e+07,5.75731e+06,9843.46,9.52894e+08,9.91159e+08,7.92927e+08,1.98232e+08,-592.677,599448,1699.7,0.366667,402.099,-3.30969e+07,-607.854,49.6333,54429.6,1.0000,1.0000,1.0000,0.9873,1.0000,0.9997,0.0210,0.0000,0.0000,0.0222,0.0000,0.0000
6.07839,0.241379,race_to_bottom,-0.9960,0.9998,0.0038,0.000,-3.38818e+07,5.73534e+06,6817.26,9.51123e+08,9.90747e+08,7.92597e+08,1.98149e+08,-617.923,-302877,-1309.36,0.191667,210.188,-3.35789e+07,-614.657,49.8083,54621.5,1.0000,1.0000,0.9997,0.9995,0.9999,0.9999,0.0231,0.0000,0.0000,0.0000,0.0000,0.0000
7.71324,0.241379,race_to_bottom,-0.9916,1.0000,0.0084,0.000,-3.37369e+07,5.68396e+06,13936.8,9.46469e+08,9.85903e+08,7.88723e+08,1.97181e+08,-615.281,-759899,-1466.98,0.420833,461.5,-3.2977e+07,-606.281,49.5792,54370.2,1.0000,1.0000,1.0000,0.9999,0.9999,1.0000,0.0229,0.0272,0.0000,0.0000,0.0000,0.0000
9.7878,0.241379,race_to_bottom,-0.9954,0.9999,0.0045,0.000,-3.35728e+07,5.6248e+06,7201.35,9.40966e+08,9.80171e+08,7.84137e+08,1.96034e+08,-612.288,-427644,-1515.87,0.225,246.742,-3.31451e+07,-607.038,49.775,54584.9,1.0000,0.9999,1.0000,0.9998,0.9997,0.9999,0.0267,0.0000,0.0000,0.0000,0.0000,0.0000
12.4203,0.241379,race_to_bottom,-0.9822,0.9964,0.0142,0.000,-3.06633e+07,5.45468e+06,15764.3,9.25575e+08,9.61708e+08,7.69367e+08,1.92342e+08,-559.227,466651,749.474,0.720833,790.49,-3.113e+07,-575.316,49.2792,54041.2,1.0000,0.9999,0.9995,1.0000,1.0000,0.9791,0.0285,0.0219,0.0000,0.0000,0.0000,0.0347
15.7609,0.241379,race_to_bottom,-0.5479,0.7758,0.2279,0.000,1.60999e+08,4.4983e+06,44117.4,8.17846e+08,6.61389e+08,5.29111e+08,1.32278e+08,2936.24,1.20484e+08,7558.91,11.4208,12524.5,4.05147e+07,1271.52,38.5792,42307.2,0.9383,0.9548,0.5914,0.7293,0.9654,0.4756,0.0329,0.0000,0.4764,0.2483,0.0000,0.6099
20,0.241379,transitional,-0.2608,0.5827,0.3218,0.000,3.11944e+08,4.17887e+06,56543,7.97492e+08,4.89783e+08,3.91827e+08,9.79567e+07,5689.13,1.78869e+08,9944.09,16.025,17573.5,1.33075e+08,3570.9,33.975,37258.1,0.4124,0.6413,0.5973,0.6513,0.7199,0.4737,0.6757,0.3373,0.3019,0.1533,0.0649,0.3978
