mu,lam,regime,R,h_mean,s_mean,p_green,topology,k,m
6.07839,3.33591,race_to_bottom,-0.9999,0.9999,0.0000,0.000,ring,4,
7.71324,3.33591,race_to_bottom,-0.9999,0.9999,0.0000,0.000,ring,4,
9.7878,3.33591,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
12.4203,3.33591,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
15.7609,3.33591,race_to_bottom,-0.9741,0.9914,0.0173,0.000,ring,4,
20,3.33591,green_club,0.6799,0.1225,0.8024,0.750,ring,4,
0.02,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.0253792,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.0322052,3.81768,green_club,0.9999,0.0001,1.0000,1.000,ring,4,
0.0408672,3.81768,green_club,0.7500,0.1250,0.8750,0.875,ring,4,
0.0518589,3.81768,green_club,0.9999,0.0001,1.0000,1.000,ring,4,
0.0658069,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.0835064,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.105966,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.134467,3.81768,green_club,0.9999,0.0001,1.0000,1.000,ring,4,
0.170634,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.216527,3.81768,green_club,0.2500,0.3750,0.6250,0.625,ring,4,
0.274765,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.348666,3.81768,race_to_bottom,-0.0000,0.5000,0.5000,0.500,ring,4,
0.442443,3.81768,green_club,0.5000,0.2500,0.7500,0.750,ring,4,
0.561443,3.81768,green_club,0.2500,0.3750,0.6250,0.625,ring,4,
0.71245,3.81768,green_club,0.2499,0.3751,0.6250,0.625,ring,4,
0.904071,3.81768,race_to_bottom,-0.2500,0.6250,0.3750,0.375,ring,4,
1.14723,3.81768,race_to_bottom,-0.0000,0.5000,0.5000,0.500,ring,4,
1.45579,3.81768,race_to_bottom,-0.7500,0.8750,0.1250,0.125,ring,4,
1.84734,3.81768,race_to_bottom,-0.2500,0.6250,0.3750,0.375,ring,4,
2.3442,3.81768,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
2.9747,3.81768,race_to_bottom,-0.5000,0.7500,0.2500,0.250,ring,4,
3.77478,3.81768,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
4.79005,3.81768,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
6.07839,3.81768,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
7.71324,3.81768,race_to_bottom,-0.9999,0.9999,0.0000,0.000,ring,4,
9.7878,3.81768,race_to_bottom,-0.9999,0.9999,0.0000,0.000,ring,4,
12.4203,3.81768,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
15.7609,3.81768,race_to_bottom,-0.9162,0.9537,0.0375,0.000,ring,4,
20,3.81768,green_club,0.5002,0.1959,0.6961,0.625,ring,4,
0.02,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,4,
0.0253792,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,4,
0.0322052,4.36903,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.0408672,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,4,
0.0518589,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,4,
0.0658069,4.36903,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.0835064,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,4,
0.105966,4.36903,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.134467,4.36903,green_club,0.5000,0.2500,0.7500,0.750,ring,4,
0.170634,4.36903,green_club,0.7499,0.1251,0.8750,0.875,ring,4,
0.216527,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,4,
0.274765,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ring,4,
0.348666,4.36903,green_club,0.5000,0.2500,0.7500,0.750,ring,4,
0.442443,4.36903,green_club,0.5000,0.2500,0.7500,0.750,ring,4,
0.561443,4.36903,green_club,0.2500,0.3750,0.6250,0.625,ring,4,
0.71245,4.36903,green_club,0.2500,0.3750,0.6250,0.625,ring,4,
0.904071,4.36903,race_to_bottom,-0.2500,0.6250,0.3750,0.375,ring,4,
1.14723,4.36903,race_to_bottom,-0.2500,0.6250,0.3750,0.375,ring,4,
1.45579,4.36903,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
1.84734,4.36903,race_to_bottom,-0.2500,0.6250,0.3750,0.375,ring,4,
2.3442,4.36903,race_to_bottom,-0.7500,0.8750,0.1250,0.125,ring,4,
2.9747,4.36903,race_to_bottom,-0.7500,0.8750,0.1250,0.125,ring,4,
3.77478,4.36903,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
4.79005,4.36903,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
6.07839,4.36903,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
7.71324,4.36903,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
9.7878,4.36903,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
12.4203,4.36903,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
15.7609,4.36903,race_to_bottom,-0.9639,0.9800,0.0161,0.000,ring,4,
20,4.36903,green_club,0.8575,0.0518,0.9093,0.875,ring,4,
0.02,5,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.0253792,5,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.0322052,5,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.0408672,5,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.0518589,5,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.0658069,5,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.0835064,5,green_club,0.5000,0.2500,0.7500,0.750,ring,4,
0.105966,5,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.134467,5,green_club,0.7500,0.1250,0.8750,0.875,ring,4,
0.170634,5,green_club,1.0000,0.0000,1.0000,1.000,ring,4,
0.216527,5,green_club,0.7500,0.1250,0.8750,0.875,ring,4,
0.274765,5,green_club,0.7500,0.1250,0.8750,0.875,ring,4,
0.348666,5,green_club,0.5000,0.2500,0.7500,0.750,ring,4,
0.442443,5,green_club,0.7500,0.1250,0.8750,0.875,ring,4,
0.561443,5,race_to_bottom,-0.0000,0.5000,0.5000,0.500,ring,4,
0.71245,5,race_to_bottom,-0.0000,0.5000,0.5000,0.500,ring,4,
0.904071,5,race_to_bottom,0.0000,0.5000,0.5000,0.500,ring,4,
1.14723,5,race_to_bottom,0.0000,0.5000,0.5000,0.500,ring,4,
1.45579,5,race_to_bottom,-0.5000,0.7500,0.2500,0.250,ring,4,
1.84734,5,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
2.3442,5,race_to_bottom,-0.0000,0.5000,0.5000,0.500,ring,4,
2.9747,5,race_to_bottom,-0.5000,0.7500,0.2500,0.250,ring,4,
3.77478,5,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
4.79005,5,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
6.07839,5,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
7.71324,5,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
9.7878,5,race_to_bottom,-1.0000,1.0000,0.0000,0.000,ring,4,
12.4203,5,race_to_bottom,-0.9999,0.9999,0.0000,0.000,ring,4,
15.7609,5,race_to_bottom,-0.9753,0.9886,0.0133,0.000,ring,4,
20,5,green_club,0.3132,0.2994,0.6126,0.625,ring,4,
