mu,lam,regime,R,h_mean,s_mean,p_green,topology,k,m
0.274765,2.91494,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.348666,2.91494,green_club,0.5000,0.2500,0.7500,0.750,ba,2,1
0.442443,2.91494,green_club,0.2500,0.3750,0.6250,0.625,ba,2,1
0.561443,2.91494,green_club,0.7500,0.1250,0.8750,0.875,ba,2,1
0.71245,2.91494,green_club,0.2564,0.3750,0.6314,0.625,ba,2,1
0.904071,2.91494,race_to_bottom,0.0135,0.5000,0.5135,0.500,ba,2,1
1.14723,2.91494,race_to_bottom,-0.2691,0.6360,0.3669,0.375,ba,2,1
1.45579,2.91494,race_to_bottom,-0.5000,0.7500,0.2500,0.250,ba,2,1
1.84734,2.91494,race_to_bottom,-0.4809,0.7462,0.2653,0.250,ba,2,1
2.3442,2.91494,race_to_bottom,-0.2578,0.6293,0.3715,0.375,ba,2,1
2.9747,2.91494,race_to_bottom,-0.9064,0.9757,0.0693,0.000,ba,2,1
3.77478,2.91494,race_to_bottom,-0.6418,0.8470,0.2052,0.125,ba,2,1
4.79005,2.91494,race_to_bottom,-0.6254,0.8324,0.2071,0.125,ba,2,1
6.07839,2.91494,race_to_bottom,-0.7972,0.9309,0.1337,0.000,ba,2,1
7.71324,2.91494,race_to_bottom,-0.8434,0.9584,0.1150,0.000,ba,2,1
9.7878,2.91494,race_to_bottom,-0.8787,0.9663,0.0876,0.000,ba,2,1
12.4203,2.91494,race_to_bottom,-0.8792,0.9531,0.0739,0.000,ba,2,1
15.7609,2.91494,race_to_bottom,-0.4707,0.7182,0.2475,0.125,ba,2,1
20,2.91494,green_club,0.6449,0.1431,0.7880,0.750,ba,2,1
0.02,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ba,2,1
0.0253792,3.33591,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0322052,3.33591,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0408672,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ba,2,1
0.0518589,3.33591,green_club,0.7499,0.1251,0.8750,0.875,ba,2,1
0.0658069,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ba,2,1
0.0835064,3.33591,green_club,0.9999,0.0001,1.0000,1.000,ba,2,1
0.105966,3.33591,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.134467,3.33591,green_club,0.4999,0.2501,0.7500,0.750,ba,2,1
0.170634,3.33591,green_club,0.7499,0.1251,0.8750,0.875,ba,2,1
0.216527,3.33591,green_club,0.4999,0.2501,0.7500,0.750,ba,2,1
0.274765,3.33591,green_club,0.7499,0.1251,0.8750,0.875,ba,2,1
0.348666,3.33591,green_club,0.4999,0.2501,0.7500,0.750,ba,2,1
0.442443,3.33591,green_club,0.5000,0.2500,0.7500,0.750,ba,2,1
0.561443,3.33591,green_club,0.5000,0.2500,0.7500,0.750,ba,2,1
0.71245,3.33591,green_club,0.2500,0.3750,0.6250,0.625,ba,2,1
0.904071,3.33591,green_club,0.2500,0.3750,0.6250,0.625,ba,2,1
1.14723,3.33591,race_to_bottom,-0.0000,0.5000,0.5000,0.500,ba,2,1
1.45579,3.33591,race_to_bottom,-0.5000,0.7500,0.2500,0.250,ba,2,1
1.84734,3.33591,race_to_bottom,-0.4719,0.7437,0.2718,0.250,ba,2,1
2.3442,3.33591,race_to_bottom,-0.9896,0.9990,0.0094,0.000,ba,2,1
2.9747,3.33591,race_to_bottom,-0.7018,0.8582,0.1564,0.125,ba,2,1
3.77478,3.33591,race_to_bottom,-0.6756,0.8514,0.1758,0.125,ba,2,1
4.79005,3.33591,race_to_bottom,-0.5442,0.7891,0.2449,0.125,ba,2,1
6.07839,3.33591,race_to_bottom,-0.7010,0.8729,0.1719,0.125,ba,2,1
7.71324,3.33591,race_to_bottom,-0.6896,0.8616,0.1720,0.125,ba,2,1
9.7878,3.33591,race_to_bottom,-0.8366,0.9431,0.1064,0.000,ba,2,1
12.4203,3.33591,race_to_bottom,-0.7866,0.9141,0.1275,0.000,ba,2,1
15.7609,3.33591,race_to_bottom,-0.5363,0.7552,0.2189,0.125,ba,2,1
20,3.33591,transitional,0.2361,0.3077,0.5439,0.250,ba,2,1
0.02,3.81768,green_club,0.7500,0.1250,0.8750,0.875,ba,2,1
0.0253792,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0322052,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0408672,3.81768,green_club,0.9999,0.0001,1.0000,1.000,ba,2,1
0.0518589,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0658069,3.81768,green_club,0.9999,0.0001,1.0000,1.000,ba,2,1
0.0835064,3.81768,green_club,0.7500,0.1250,0.8750,0.875,ba,2,1
0.105966,3.81768,green_club,0.7500,0.1250,0.8750,0.875,ba,2,1
0.134467,3.81768,green_club,0.7500,0.1250,0.8750,0.875,ba,2,1
0.170634,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.216527,3.81768,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.274765,3.81768,green_club,0.7499,0.1251,0.8750,0.875,ba,2,1
0.348666,3.81768,green_club,0.5000,0.2500,0.7500,0.750,ba,2,1
0.442443,3.81768,green_club,0.7465,0.1270,0.8736,0.875,ba,2,1
0.561443,3.81768,green_club,0.2500,0.3750,0.6250,0.625,ba,2,1
0.71245,3.81768,green_club,0.2634,0.3750,0.6384,0.625,ba,2,1
0.904071,3.81768,green_club,0.2500,0.3750,0.6250,0.625,ba,2,1
1.14723,3.81768,race_to_bottom,-0.0000,0.5000,0.5000,0.500,ba,2,1
1.45579,3.81768,race_to_bottom,0.0010,0.5045,0.5055,0.500,ba,2,1
1.84734,3.81768,race_to_bottom,-0.7393,0.8750,0.1357,0.125,ba,2,1
2.3442,3.81768,race_to_bottom,-0.7278,0.8711,0.1434,0.125,ba,2,1
2.9747,3.81768,race_to_bottom,-0.4961,0.7494,0.2533,0.250,ba,2,1
3.77478,3.81768,race_to_bottom,-0.7487,0.8777,0.1290,0.125,ba,2,1
4.79005,3.81768,race_to_bottom,-0.6523,0.8465,0.1942,0.125,ba,2,1
6.07839,3.81768,race_to_bottom,-0.8694,0.9584,0.0889,0.000,ba,2,1
7.71324,3.81768,race_to_bottom,-0.6422,0.8464,0.2042,0.125,ba,2,1
9.7878,3.81768,race_to_bottom,-0.5688,0.8281,0.2593,0.125,ba,2,1
12.4203,3.81768,race_to_bottom,-0.9694,0.9926,0.0232,0.000,ba,2,1
15.7609,3.81768,race_to_bottom,-0.7196,0.8469,0.1273,0.000,ba,2,1
20,3.81768,transitional,0.2462,0.3016,0.5478,0.375,ba,2,1
0.02,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ba,2,1
0.0253792,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ba,2,1
0.0322052,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ba,2,1
0.0408672,4.36903,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0518589,4.36903,green_club,0.9999,0.0001,1.0000,1.000,ba,2,1
0.0658069,4.36903,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0835064,4.36903,green_club,0.7500,0.1250,0.8750,0.875,ba,2,1
0.105966,4.36903,green_club,0.7499,0.1251,0.8750,0.875,ba,2,1
0.134467,4.36903,green_club,0.7500,0.1250,0.8750,0.875,ba,2,1
0.170634,4.36903,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.216527,4.36903,green_club,0.7499,0.1251,0.8750,0.875,ba,2,1
0.274765,4.36903,green_club,1.0000,0.0001,1.0000,1.000,ba,2,1
0.348666,4.36903,green_club,0.7499,0.1251,0.8750,0.875,ba,2,1
0.442443,4.36903,green_club,0.2500,0.3750,0.6250,0.625,ba,2,1
0.561443,4.36903,green_club,0.5000,0.2500,0.7500,0.750,ba,2,1
0.71245,4.36903,green_club,0.7500,0.1250,0.8750,0.875,ba,2,1
0.904071,4.36903,race_to_bottom,-0.0000,0.5000,0.5000,0.500,ba,2,1
1.14723,4.36903,race_to_bottom,-0.7500,0.8750,0.1250,0.125,ba,2,1
1.45579,4.36903,race_to_bottom,-0.0000,0.5000,0.5000,0.500,ba,2,1
1.84734,4.36903,race_to_bottom,-0.9391,0.9763,0.0371,0.000,ba,2,1
2.3442,4.36903,race_to_bottom,-0.7447,0.8729,0.1282,0.125,ba,2,1
2.9747,4.36903,race_to_bottom,-0.5000,0.7500,0.2500,0.250,ba,2,1
3.77478,4.36903,race_to_bottom,-0.4575,0.7362,0.2787,0.250,ba,2,1
4.79005,4.36903,race_to_bottom,-0.4597,0.7372,0.2775,0.250,ba,2,1
6.07839,4.36903,race_to_bottom,-0.9122,0.9796,0.0674,0.000,ba,2,1
7.71324,4.36903,race_to_bottom,-0.1894,0.6122,0.4229,0.375,ba,2,1
9.7878,4.36903,race_to_bottom,-0.8769,0.9611,0.0842,0.000,ba,2,1
12.4203,4.36903,race_to_bottom,-0.9254,0.9751,0.0497,0.000,ba,2,1
15.7609,4.36903,race_to_bottom,-0.7612,0.8684,0.1072,0.000,ba,2,1
20,4.36903,transitional,-0.0125,0.4418,0.4292,0.250,ba,2,1
0.02,5,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0253792,5,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0322052,5,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0408672,5,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0518589,5,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0658069,5,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.0835064,5,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.105966,5,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.134467,5,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.170634,5,green_club,0.7500,0.1250,0.8750,0.875,ba,2,1
0.216527,5,green_club,0.5000,0.2500,0.7500,0.750,ba,2,1
0.274765,5,green_club,1.0000,0.0000,1.0000,1.000,ba,2,1
0.348666,5,green_club,0.5000,0.2500,0.7500,0.750,ba,2,1
0.442443,5,green_club,0.7500,0.1250,0.8750,0.875,ba,2,1
0.561443,5,race_to_bottom,0.0000,0.5000,0.5000,0.500,ba,2,1
0.71245,5,green_club,0.7500,0.1250,0.8750,0.875,ba,2,1
0.904071,5,green_club,0.2500,0.3750,0.6250,0.625,ba,2,1
1.14723,5,race_to_bottom,0.0000,0.5000,0.5000,0.500,ba,2,1
1.45579,5,race_to_bottom,-0.2392,0.6250,0.3858,0.375,ba,2,1
1.84734,5,race_to_bottom,-0.2500,0.6250,0.3750,0.375,ba,2,1
2.3442,5,race_to_bottom,-0.0000,0.5000,0.5000,0.500,ba,2,1
2.9747,5,race_to_bottom,-0.2500,0.6250,0.3750,0.375,ba,2,1
3.77478,5,race_to_bottom,-0.4120,0.7236,0.3116,0.250,ba,2,1
4.79005,5,race_to_bottom,-0.9556,0.9849,0.0293,0.000,ba,2,1
6.07839,5,race_to_bottom,-0.7284,0.8729,0.1445,0.125,ba,2,1
7.71324,5,race_to_bottom,-0.6552,0.8479,0.1927,0.125,ba,2,1
9.7878,5,race_to_bottom,-0.9604,0.9949,0.0345,0.000,ba,2,1
12.4203,5,race_to_bottom,-0.8915,0.9654,0.0738,0.000,ba,2,1
15.7609,5,race_to_bottom,-0.6930,0.8355,0.1425,0.000,ba,2,1
20,5,transitional,0.0015,0.4424,0.4439,0.250,ba,2,1
