mu,lam,regime,R,h_mean,s_mean,p_green,topology,k,m
0.0322052,0.114442,green_club,0.8274,0.1232,0.9506,1.000,ring,2,
0.0408672,0.114442,green_club,0.8977,0.0745,0.9722,1.000,ring,2,
0.0518589,0.114442,green_club,0.9054,0.0734,0.9787,1.000,ring,2,
0.0658069,0.114442,green_club,0.8015,0.1338,0.9353,0.875,ring,2,
0.0835064,0.114442,green_club,0.8069,0.1351,0.9420,1.000,ring,2,
0.105966,0.114442,green_club,0.6832,0.1984,0.8816,0.875,ring,2,
0.134467,0.114442,green_club,0.5259,0.2730,0.7990,0.625,ring,2,
0.170634,0.114442,green_club,0.6310,0.2310,0.8620,0.750,ring,2,
0.216527,0.114442,green_club,0.4162,0.3365,0.7527,0.625,ring,2,
0.274765,0.114442,transitional,0.1085,0.4946,0.6031,0.250,ring,2,
0.348666,0.114442,transitional,0.1471,0.4814,0.6285,0.250,ring,2,
0.442443,0.114442,transitional,0.1932,0.4403,0.6335,0.250,ring,2,
0.561443,0.114442,transitional,-0.0785,0.5788,0.5003,0.125,ring,2,
0.71245,0.114442,transitional,0.0170,0.5277,0.5447,0.250,ring,2,
0.904071,0.114442,transitional,-0.0393,0.5612,0.5219,0.125,ring,2,
1.14723,0.114442,transitional,-0.2228,0.6526,0.4298,0.000,ring,2,
1.45579,0.114442,transitional,-0.0762,0.5682,0.4921,0.125,ring,2,
1.84734,0.114442,race_to_bottom,-0.2485,0.6569,0.4084,0.125,ring,2,
2.3442,0.114442,transitional,-0.3069,0.6815,0.3746,0.000,ring,2,
2.9747,0.114442,race_to_bottom,-0.2955,0.6723,0.3767,0.125,ring,2,
3.77478,0.114442,transitional,-0.2631,0.6573,0.3942,0.000,ring,2,
4.79005,0.114442,race_to_bottom,-0.2050,0.6392,0.4342,0.000,ring,2,
6.07839,0.114442,transitional,-0.1985,0.6306,0.4322,0.000,ring,2,
7.71324,0.114442,race_to_bottom,-0.3573,0.7097,0.3524,0.125,ring,2,
9.7878,0.114442,transitional,0.0397,0.5175,0.5572,0.125,ring,2,
12.4203,0.114442,transitional,0.0665,0.4769,0.5434,0.250,ring,2,
15.7609,0.114442,green_club,0.3913,0.2629,0.6542,0.625,ring,2,
20,0.114442,transitional,0.3355,0.2652,0.6007,0.250,ring,2,
0.02,0.13097,green_club,0.8914,0.0743,0.9657,1.000,ring,2,
0.0253792,0.13097,green_club,0.9421,0.0422,0.9843,1.000,ring,2,
0.0322052,0.13097,green_club,0.9164,0.0702,0.9867,1.000,ring,2,
0.0408672,0.13097,green_club,0.8062,0.1357,0.9419,0.875,ring,2,
0.0518589,0.13097,green_club,0.9531,0.0370,0.9902,1.000,ring,2,
0.0658069,0.13097,green_club,0.8883,0.0869,0.9751,1.000,ring,2,
0.0835064,0.13097,green_club,0.6336,0.2196,0.8532,0.875,ring,2,
0.105966,0.13097,green_club,0.6025,0.2416,0.8441,0.750,ring,2,
0.134467,0.13097,transitional,0.5014,0.3029,0.8043,0.500,ring,2,
0.170634,0.13097,green_club,0.6938,0.1957,0.8894,0.750,ring,2,
0.216527,0.13097,green_club,0.6726,0.2086,0.8812,0.875,ring,2,
0.274765,0.13097,green_club,0.4957,0.2918,0.7875,0.625,ring,2,
0.348666,0.13097,green_club,0.4018,0.3292,0.7310,0.625,ring,2,
0.442443,0.13097,transitional,0.0562,0.5113,0.5675,0.375,ring,2,
0.561443,0.13097,transitional,0.1566,0.4613,0.6179,0.250,ring,2,
0.71245,0.13097,transitional,0.0902,0.4951,0.5853,0.375,ring,2,
0.904071,0.13097,transitional,-0.0760,0.5781,0.5022,0.000,ring,2,
1.14723,0.13097,transitional,0.0440,0.5232,0.5671,0.250,ring,2,
1.45579,0.13097,race_to_bottom,-0.2691,0.6652,0.3961,0.125,ring,2,
1.84734,0.13097,transitional,-0.0663,0.5698,0.5035,0.250,ring,2,
2.3442,0.13097,transitional,-0.3722,0.7051,0.3329,0.000,ring,2,
2.9747,0.13097,race_to_bottom,-0.3787,0.7158,0.3371,0.000,ring,2,
3.77478,0.13097,race_to_bottom,-0.3154,0.6907,0.3753,0.125,ring,2,
4.79005,0.13097,race_to_bottom,-0.2370,0.6623,0.4253,0.000,ring,2,
6.07839,0.13097,transitional,-0.2499,0.6633,0.4134,0.000,ring,2,
7.71324,0.13097,transitional,-0.3082,0.6852,0.3770,0.000,ring,2,
9.7878,0.13097,transitional,-0.2455,0.6460,0.4004,0.000,ring,2,
12.4203,0.13097,transitional,-0.1613,0.5937,0.4324,0.000,ring,2,
15.7609,0.13097,transitional,0.4191,0.2648,0.6839,0.500,ring,2,
20,0.13097,green_club,0.4820,0.2097,0.6918,0.750,ring,2,
0.02,0.149884,green_club,0.9642,0.0289,0.9931,1.000,ring,2,
0.0253792,0.149884,green_club,0.9824,0.0170,0.9994,1.000,ring,2,
0.0322052,0.149884,green_club,0.9633,0.0314,0.9947,1.000,ring,2,
0.0408672,0.149884,green_club,0.9687,0.0243,0.9930,1.000,ring,2,
0.0518589,0.149884,green_club,0.8775,0.0796,0.9572,0.875,ring,2,
0.0658069,0.149884,green_club,0.9613,0.0321,0.9934,1.000,ring,2,
0.0835064,0.149884,green_club,0.8520,0.1056,0.9575,1.000,ring,2,
0.105966,0.149884,green_club,0.7772,0.1368,0.9140,0.875,ring,2,
0.134467,0.149884,green_club,0.7732,0.1485,0.9217,0.750,ring,2,
0.170634,0.149884,green_club,0.6863,0.2010,0.8872,0.625,ring,2,
0.216527,0.149884,green_club,0.4221,0.3244,0.7465,0.500,ring,2,
0.274765,0.149884,green_club,0.4966,0.2981,0.7946,0.625,ring,2,
0.348666,0.149884,green_club,0.2957,0.3899,0.6856,0.500,ring,2,
0.442443,0.149884,transitional,0.2806,0.4084,0.6891,0.375,ring,2,
0.561443,0.149884,race_to_bottom,-0.0204,0.5504,0.5300,0.375,ring,2,
0.71245,0.149884,race_to_bottom,-0.1306,0.5908,0.4602,0.250,ring,2,
0.904071,0.149884,transitional,-0.0366,0.5548,0.5182,0.250,ring,2,
1.14723,0.149884,transitional,-0.2037,0.6313,0.4276,0.125,ring,2,
1.45579,0.149884,race_to_bottom,-0.3173,0.6886,0.3713,0.125,ring,2,
1.84734,0.149884,race_to_bottom,-0.3643,0.7121,0.3478,0.125,ring,2,
2.3442,0.149884,race_to_bottom,-0.3415,0.7037,0.3622,0.000,ring,2,
2.9747,0.149884,race_to_bottom,-0.0161,0.5416,0.5255,0.250,ring,2,
3.77478,0.149884,race_to_bottom,-0.4526,0.7512,0.2987,0.000,ring,2,
4.79005,0.149884,transitional,-0.2878,0.6662,0.3784,0.125,ring,2,
6.07839,0.149884,race_to_bottom,-0.3312,0.6999,0.3688,0.250,ring,2,
7.71324,0.149884,race_to_bottom,-0.3654,0.7110,0.3456,0.000,ring,2,
9.7878,0.149884,race_to_bottom,-0.1352,0.5977,0.4626,0.250,ring,2,
12.4203,0.149884,transitional,-0.1477,0.5939,0.4461,0.000,ring,2,
15.7609,0.149884,transitional,0.2902,0.3105,0.6007,0.250,ring,2,
20,0.149884,transitional,0.4840,0.2123,0.6962,0.500,ring,2,
0.02,0.17153,green_club,0.9730,0.0242,0.9972,1.000,ring,2,
0.0253792,0.17153,green_club,0.9880,0.0114,0.9993,1.000,ring,2,
0.0322052,0.17153,green_club,0.9875,0.0101,0.9976,1.000,ring,2,
0.0408672,0.17153,green_club,0.9697,0.0227,0.9924,1.000,ring,2,
0.0518589,0.17153,green_club,0.9713,0.0243,0.9956,1.000,ring,2,
0.0658069,0.17153,green_club,0.9844,0.0148,0.9992,1.000,ring,2,
0.0835064,0.17153,green_club,0.9894,0.0099,0.9993,1.000,ring,2,
0.105966,0.17153,green_club,0.9515,0.0372,0.9887,1.000,ring,2,
0.134467,0.17153,green_club,0.8814,0.0755,0.9569,0.875,ring,2,
0.170634,0.17153,green_club,0.8710,0.0906,0.9615,0.875,ring,2,
0.216527,0.17153,green_club,0.6430,0.2079,0.8509,0.625,ring,2,
0.274765,0.17153,green_club,0.5587,0.2528,0.8116,0.625,ring,2,
0.348666,0.17153,green_club,0.2283,0.4210,0.6493,0.500,ring,2,
0.442443,0.17153,green_club,0.4499,0.3149,0.7648,0.750,ring,2,
0.561443,0.17153,green_club,0.1346,0.4661,0.6008,0.500,ring,2,
0.71245,0.17153,transitional,-0.1574,0.6191,0.4617,0.125,ring,2,
0.904071,0.17153,race_to_bottom,-0.2931,0.6843,0.3912,0.125,ring,2,
1.14723,0.17153,race_to_bottom,-0.1346,0.6033,0.4687,0.375,ring,2,
1.45579,0.17153,race_to_bottom,-0.5334,0.8010,0.2676,0.000,ring,2,
1.84734,0.17153,race_to_bottom,-0.3919,0.7260,0.3341,0.000,ring,2,
2.3442,0.17153,transitional,-0.3305,0.7054,0.3749,0.000,ring,2,
2.9747,0.17153,race_to_bottom,-0.3262,0.6906,0.3644,0.250,ring,2,
3.77478,0.17153,race_to_bottom,0.0155,0.5304,0.5459,0.375,ring,2,
4.79005,0.17153,race_to_bottom,-0.4268,0.7449,0.3181,0.000,ring,2,
6.07839,0.17153,race_to_bottom,-0.2808,0.6700,0.3892,0.125,ring,2,
7.71324,0.17153,race_to_bottom,-0.2575,0.6544,0.3969,0.125,ring,2,
9.7878,0.17153,transitional,-0.2283,0.6348,0.4064,0.125,ring,2,
12.4203,0.17153,transitional,0.0094,0.5231,0.5325,0.250,ring,2,
15.7609,0.17153,transitional,0.3340,0.2998,0.6338,0.375,ring,2,
20,0.17153,transitional,0.4732,0.2077,0.6809,0.375,ring,2,
0.02,0.196303,green_club,0.9957,0.0043,1.0000,1.000,ring,2,
0.0253792,0.196303,green_club,0.9890,0.0090,0.9980,1.000,ring,2,
0.0322052,0.196303,green_club,0.9968,0.0032,1.0000,1.000,ring,2,
0.0408672,0.196303,green_club,0.9992,0.0008,1.0000,1.000,ring,2,
0.0518589,0.196303,green_club,0.9885,0.0103,0.9987,1.000,ring,2,
0.0658069,0.196303,green_club,0.9865,0.0099,0.9964,1.000,ring,2,
0.0835064,0.196303,green_club,0.8773,0.0726,0.9500,0.875,ring,2,
0.105966,0.196303,green_club,0.7617,0.1302,0.8919,0.875,ring,2,
0.134467,0.196303,green_club,0.8744,0.0800,0.9543,0.875,ring,2,
0.170634,0.196303,green_club,0.8944,0.0723,0.9667,1.000,ring,2,
0.216527,0.196303,green_club,0.6097,0.2292,0.8389,0.625,ring,2,
0.274765,0.196303,green_club,0.4797,0.2860,0.7657,0.625,ring,2,
0.348666,0.196303,green_club,0.4325,0.3052,0.7377,0.625,ring,2,
0.442443,0.196303,green_club,0.5725,0.2433,0.8159,0.625,ring,2,
0.561443,0.196303,green_club,0.3611,0.3544,0.7155,0.625,ring,2,
0.71245,0.196303,race_to_bottom,-0.0635,0.5660,0.5025,0.375,ring,2,
0.904071,0.196303,race_to_bottom,0.1121,0.4679,0.5800,0.375,ring,2,
1.14723,0.196303,race_to_bottom,-0.3842,0.7173,0.3331,0.250,ring,2,
1.45579,0.196303,transitional,-0.0618,0.5616,0.4998,0.250,ring,2,
1.84734,0.196303,race_to_bottom,-0.0180,0.5551,0.5371,0.250,ring,2,
2.3442,0.196303,race_to_bottom,-0.3524,0.7048,0.3524,0.250,ring,2,
2.9747,0.196303,race_to_bottom,-0.4240,0.7365,0.3125,0.125,ring,2,
3.77478,0.196303,transitional,-0.0834,0.5772,0.4938,0.250,ring,2,
4.79005,0.196303,race_to_bottom,-0.2327,0.6393,0.4065,0.125,ring,2,
6.07839,0.196303,race_to_bottom,-0.2574,0.6533,0.3959,0.250,ring,2,
7.71324,0.196303,race_to_bottom,-0.4663,0.7665,0.3002,0.000,ring,2,
9.7878,0.196303,race_to_bottom,-0.1579,0.6078,0.4499,0.250,ring,2,
12.4203,0.196303,race_to_bottom,-0.0644,0.5594,0.4951,0.250,ring,2,
15.7609,0.196303,green_club,0.4848,0.2424,0.7272,0.625,ring,2,
20,0.196303,green_club,0.5387,0.1856,0.7244,0.750,ring,2,
0.02,0.224652,green_club,0.9989,0.0011,1.0000,1.000,ring,2,
0.0253792,0.224652,green_club,0.9987,0.0013,1.0000,1.000,ring,2,
0.0322052,0.224652,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.0408672,0.224652,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.0518589,0.224652,green_club,0.9884,0.0107,0.9991,1.000,ring,2,
0.0658069,0.224652,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.0835064,0.224652,green_club,0.9989,0.0012,1.0000,1.000,ring,2,
0.105966,0.224652,green_club,0.9770,0.0183,0.9953,1.000,ring,2,
0.134467,0.224652,green_club,0.9485,0.0322,0.9807,1.000,ring,2,
0.170634,0.224652,green_club,0.7748,0.1290,0.9038,0.875,ring,2,
0.216527,0.224652,green_club,0.6378,0.1995,0.8373,0.750,ring,2,
0.274765,0.224652,green_club,0.6236,0.2054,0.8290,0.750,ring,2,
0.348666,0.224652,green_club,0.4273,0.3021,0.7294,0.625,ring,2,
0.442443,0.224652,green_club,0.5386,0.2549,0.7935,0.625,ring,2,
0.561443,0.224652,green_club,0.2634,0.4060,0.6694,0.500,ring,2,
0.71245,0.224652,green_club,0.2434,0.4171,0.6605,0.500,ring,2,
0.904071,0.224652,transitional,0.0839,0.4884,0.5723,0.375,ring,2,
1.14723,0.224652,race_to_bottom,-0.2737,0.6683,0.3946,0.125,ring,2,
1.45579,0.224652,race_to_bottom,-0.3496,0.6989,0.3494,0.125,ring,2,
1.84734,0.224652,race_to_bottom,-0.3669,0.7116,0.3447,0.250,ring,2,
2.3442,0.224652,race_to_bottom,-0.1977,0.6266,0.4289,0.375,ring,2,
2.9747,0.224652,race_to_bottom,-0.4023,0.7377,0.3354,0.125,ring,2,
3.77478,0.224652,race_to_bottom,-0.5806,0.8166,0.2359,0.000,ring,2,
4.79005,0.224652,race_to_bottom,-0.4809,0.7641,0.2832,0.000,ring,2,
6.07839,0.224652,race_to_bottom,-0.5000,0.7767,0.2767,0.125,ring,2,
7.71324,0.224652,race_to_bottom,-0.4490,0.7528,0.3038,0.125,ring,2,
9.7878,0.224652,race_to_bottom,-0.3969,0.7156,0.3188,0.250,ring,2,
12.4203,0.224652,race_to_bottom,-0.3338,0.6920,0.3582,0.125,ring,2,
15.7609,0.224652,transitional,0.4332,0.2478,0.6809,0.375,ring,2,
20,0.224652,transitional,0.4393,0.2176,0.6569,0.500,ring,2,
0.02,0.257097,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.0253792,0.257097,green_club,0.9989,0.0011,1.0000,1.000,ring,2,
0.0322052,0.257097,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.0408672,0.257097,green_club,0.9993,0.0007,1.0000,1.000,ring,2,
0.0518589,0.257097,green_club,0.9892,0.0091,0.9983,1.000,ring,2,
0.0658069,0.257097,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.0835064,0.257097,green_club,0.9990,0.0010,1.0000,1.000,ring,2,
0.105966,0.257097,green_club,0.9454,0.0334,0.9789,1.000,ring,2,
0.134467,0.257097,green_club,0.7492,0.1258,0.8750,0.875,ring,2,
0.170634,0.257097,green_club,0.9755,0.0189,0.9944,1.000,ring,2,
0.216527,0.257097,green_club,0.5022,0.2540,0.7562,0.750,ring,2,
0.274765,0.257097,green_club,0.5462,0.2397,0.7858,0.750,ring,2,
0.348666,0.257097,green_club,0.7031,0.1693,0.8724,0.750,ring,2,
0.442443,0.257097,green_club,0.6635,0.1919,0.8555,0.750,ring,2,
0.561443,0.257097,green_club,0.2300,0.4129,0.6429,0.500,ring,2,
0.71245,0.257097,green_club,0.3286,0.3601,0.6887,0.500,ring,2,
0.904071,0.257097,race_to_bottom,0.0129,0.5180,0.5309,0.500,ring,2,
1.14723,0.257097,green_club,0.1609,0.4485,0.6094,0.625,ring,2,
1.45579,0.257097,green_club,0.1470,0.4614,0.6084,0.500,ring,2,
1.84734,0.257097,race_to_bottom,0.0220,0.5239,0.5459,0.250,ring,2,
2.3442,0.257097,race_to_bottom,-0.3453,0.6912,0.3459,0.125,ring,2,
2.9747,0.257097,transitional,-0.3956,0.7311,0.3355,0.000,ring,2,
3.77478,0.257097,race_to_bottom,-0.4159,0.7354,0.3195,0.125,ring,2,
4.79005,0.257097,race_to_bottom,-0.3857,0.7216,0.3359,0.125,ring,2,
6.07839,0.257097,race_to_bottom,-0.3934,0.7217,0.3283,0.250,ring,2,
7.71324,0.257097,race_to_bottom,-0.5264,0.8011,0.2746,0.000,ring,2,
9.7878,0.257097,race_to_bottom,-0.5498,0.7990,0.2492,0.125,ring,2,
12.4203,0.257097,race_to_bottom,-0.4195,0.7206,0.3011,0.125,ring,2,
15.7609,0.257097,green_club,0.4751,0.2433,0.7184,0.750,ring,2,
20,0.257097,green_club,0.5611,0.1678,0.7289,0.625,ring,2,
0.02,0.294226,green_club,0.9992,0.0008,1.0000,1.000,ring,2,
0.0253792,0.294226,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.0322052,0.294226,green_club,0.9990,0.0010,1.0000,1.000,ring,2,
0.0408672,0.294226,green_club,0.9986,0.0014,1.0000,1.000,ring,2,
0.0518589,0.294226,green_club,0.9988,0.0012,1.0000,1.000,ring,2,
0.0658069,0.294226,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0835064,0.294226,green_club,0.9368,0.0405,0.9773,1.000,ring,2,
0.105966,0.294226,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.134467,0.294226,green_club,0.9982,0.0018,1.0000,1.000,ring,2,
0.170634,0.294226,green_club,0.9053,0.0594,0.9646,0.875,ring,2,
0.216527,0.294226,green_club,0.9706,0.0202,0.9908,1.000,ring,2,
0.274765,0.294226,green_club,0.7524,0.1235,0.8759,0.875,ring,2,
0.348666,0.294226,green_club,0.9731,0.0156,0.9887,1.000,ring,2,
0.442443,0.294226,green_club,0.6064,0.2231,0.8296,0.625,ring,2,
0.561443,0.294226,green_club,0.5067,0.2672,0.7739,0.750,ring,2,
0.71245,0.294226,race_to_bottom,0.0039,0.5223,0.5262,0.500,ring,2,
0.904071,0.294226,race_to_bottom,-0.0229,0.5340,0.5111,0.375,ring,2,
1.14723,0.294226,race_to_bottom,0.0084,0.5136,0.5220,0.500,ring,2,
1.45579,0.294226,green_club,-0.0124,0.5253,0.5128,0.500,ring,2,
1.84734,0.294226,race_to_bottom,-0.2125,0.6340,0.4215,0.250,ring,2,
2.3442,0.294226,race_to_bottom,-0.4757,0.7647,0.2891,0.125,ring,2,
2.9747,0.294226,race_to_bottom,-0.3043,0.6754,0.3710,0.125,ring,2,
3.77478,0.294226,race_to_bottom,-0.2476,0.6458,0.3982,0.375,ring,2,
4.79005,0.294226,race_to_bottom,-0.6657,0.8550,0.1892,0.000,ring,2,
6.07839,0.294226,transitional,-0.3030,0.6846,0.3815,0.125,ring,2,
7.71324,0.294226,race_to_bottom,-0.2538,0.6588,0.4051,0.250,ring,2,
9.7878,0.294226,race_to_bottom,-0.3388,0.6970,0.3581,0.000,ring,2,
12.4203,0.294226,race_to_bottom,-0.2575,0.6573,0.3998,0.125,ring,2,
15.7609,0.294226,green_club,0.4960,0.2267,0.7228,0.875,ring,2,
20,0.294226,green_club,0.5530,0.1779,0.7309,0.750,ring,2,
0.02,0.336718,green_club,0.9989,0.0011,1.0000,1.000,ring,2,
0.0253792,0.336718,green_club,0.9993,0.0007,1.0000,1.000,ring,2,
0.0322052,0.336718,green_club,0.9989,0.0011,1.0000,1.000,ring,2,
0.0408672,0.336718,green_club,0.9990,0.0010,1.0000,1.000,ring,2,
0.0518589,0.336718,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.0658069,0.336718,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.0835064,0.336718,green_club,0.9992,0.0008,1.0000,1.000,ring,2,
0.105966,0.336718,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.134467,0.336718,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.170634,0.336718,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.216527,0.336718,green_club,0.9760,0.0160,0.9921,1.000,ring,2,
0.274765,0.336718,green_club,0.7465,0.1284,0.8749,0.875,ring,2,
0.348666,0.336718,green_club,0.9522,0.0314,0.9836,1.000,ring,2,
0.442443,0.336718,green_club,0.7355,0.1353,0.8709,0.875,ring,2,
0.561443,0.336718,green_club,0.4507,0.2937,0.7444,0.625,ring,2,
0.71245,0.336718,green_club,0.6318,0.1961,0.8280,0.750,ring,2,
0.904071,0.336718,green_club,0.5986,0.2249,0.8234,0.625,ring,2,
1.14723,0.336718,race_to_bottom,-0.1024,0.5853,0.4829,0.375,ring,2,
1.45579,0.336718,green_club,0.0887,0.4861,0.5748,0.500,ring,2,
1.84734,0.336718,race_to_bottom,-0.2489,0.6596,0.4107,0.125,ring,2,
2.3442,0.336718,race_to_bottom,-0.4795,0.7679,0.2884,0.000,ring,2,
2.9747,0.336718,race_to_bottom,-0.4735,0.7523,0.2788,0.125,ring,2,
3.77478,0.336718,race_to_bottom,-0.2662,0.6641,0.3978,0.250,ring,2,
4.79005,0.336718,race_to_bottom,-0.4746,0.7613,0.2867,0.250,ring,2,
6.07839,0.336718,race_to_bottom,-0.6008,0.8286,0.2278,0.125,ring,2,
7.71324,0.336718,race_to_bottom,-0.6709,0.8531,0.1822,0.125,ring,2,
9.7878,0.336718,race_to_bottom,-0.5890,0.8230,0.2340,0.125,ring,2,
12.4203,0.336718,race_to_bottom,-0.1326,0.5885,0.4559,0.250,ring,2,
15.7609,0.336718,green_club,0.5982,0.1886,0.7868,0.750,ring,2,
20,0.336718,green_club,0.5593,0.1841,0.7434,0.625,ring,2,
0.02,0.385347,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.0253792,0.385347,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.0322052,0.385347,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0408672,0.385347,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.0518589,0.385347,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.0658069,0.385347,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.0835064,0.385347,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.105966,0.385347,green_club,0.9991,0.0009,1.0000,1.000,ring,2,
0.134467,0.385347,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.170634,0.385347,green_club,0.9983,0.0017,1.0000,1.000,ring,2,
0.216527,0.385347,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.274765,0.385347,green_club,0.9611,0.0239,0.9850,1.000,ring,2,
0.348666,0.385347,green_club,0.7339,0.1351,0.8690,0.875,ring,2,
0.442443,0.385347,green_club,0.7352,0.1363,0.8715,0.875,ring,2,
0.561443,0.385347,green_club,0.5438,0.2346,0.7784,0.750,ring,2,
0.71245,0.385347,green_club,0.4895,0.2559,0.7454,0.750,ring,2,
0.904071,0.385347,race_to_bottom,-0.0976,0.5724,0.4748,0.375,ring,2,
1.14723,0.385347,green_club,0.4530,0.2900,0.7430,0.750,ring,2,
1.45579,0.385347,green_club,0.0998,0.4793,0.5792,0.500,ring,2,
1.84734,0.385347,race_to_bottom,-0.2187,0.6278,0.4090,0.375,ring,2,
2.3442,0.385347,transitional,-0.1094,0.5846,0.4751,0.125,ring,2,
2.9747,0.385347,race_to_bottom,-0.1403,0.5864,0.4462,0.375,ring,2,
3.77478,0.385347,race_to_bottom,-0.3387,0.6930,0.3543,0.125,ring,2,
4.79005,0.385347,race_to_bottom,-0.2660,0.6584,0.3924,0.250,ring,2,
6.07839,0.385347,race_to_bottom,-0.2918,0.6774,0.3856,0.000,ring,2,
7.71324,0.385347,race_to_bottom,-0.3317,0.7019,0.3702,0.000,ring,2,
9.7878,0.385347,race_to_bottom,-0.5382,0.8013,0.2631,0.000,ring,2,
12.4203,0.385347,race_to_bottom,-0.1611,0.6027,0.4416,0.250,ring,2,
15.7609,0.385347,green_club,0.5256,0.2228,0.7484,0.625,ring,2,
20,0.385347,green_club,0.6002,0.1673,0.7675,0.750,ring,2,
0.02,0.440998,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.0253792,0.440998,green_club,0.9994,0.0007,1.0000,1.000,ring,2,
0.0322052,0.440998,green_club,0.9989,0.0011,1.0000,1.000,ring,2,
0.0408672,0.440998,green_club,0.9992,0.0008,1.0000,1.000,ring,2,
0.0518589,0.440998,green_club,0.9991,0.0009,1.0000,1.000,ring,2,
0.0658069,0.440998,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.0835064,0.440998,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.105966,0.440998,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.134467,0.440998,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.170634,0.440998,green_club,0.9993,0.0007,1.0000,1.000,ring,2,
0.216527,0.440998,green_club,0.7519,0.1243,0.8762,0.875,ring,2,
0.274765,0.440998,green_club,0.9724,0.0198,0.9922,1.000,ring,2,
0.348666,0.440998,green_club,0.7661,0.1198,0.8859,0.875,ring,2,
0.442443,0.440998,green_club,0.7237,0.1408,0.8645,0.875,ring,2,
0.561443,0.440998,green_club,0.7445,0.1297,0.8742,0.875,ring,2,
