mu,lam,regime,R,h_mean,s_mean,p_green,topology,k,m
0.71245,0.440998,green_club,0.4671,0.2683,0.7355,0.750,ring,2,
0.904071,0.440998,green_club,0.5693,0.2297,0.7990,0.875,ring,2,
1.14723,0.440998,green_club,0.2920,0.3751,0.6670,0.625,ring,2,
1.45579,0.440998,race_to_bottom,0.0213,0.5208,0.5421,0.375,ring,2,
1.84734,0.440998,transitional,-0.1047,0.5824,0.4777,0.250,ring,2,
2.3442,0.440998,race_to_bottom,-0.2171,0.6229,0.4058,0.375,ring,2,
2.9747,0.440998,race_to_bottom,-0.1927,0.6307,0.4379,0.250,ring,2,
3.77478,0.440998,race_to_bottom,-0.2289,0.6377,0.4088,0.375,ring,2,
4.79005,0.440998,race_to_bottom,-0.7323,0.8820,0.1498,0.125,ring,2,
6.07839,0.440998,race_to_bottom,-0.3289,0.6893,0.3604,0.250,ring,2,
7.71324,0.440998,race_to_bottom,-0.3607,0.7090,0.3483,0.250,ring,2,
9.7878,0.440998,race_to_bottom,-0.1262,0.5944,0.4682,0.375,ring,2,
12.4203,0.440998,green_club,0.1248,0.4639,0.5886,0.500,ring,2,
15.7609,0.440998,green_club,0.4879,0.2431,0.7310,0.750,ring,2,
20,0.440998,green_club,0.5731,0.1743,0.7474,0.750,ring,2,
0.02,0.504687,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.0253792,0.504687,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.0322052,0.504687,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.0408672,0.504687,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0518589,0.504687,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.0658069,0.504687,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.0835064,0.504687,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.105966,0.504687,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.134467,0.504687,green_club,0.7497,0.1253,0.8750,0.875,ring,2,
0.170634,0.504687,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.216527,0.504687,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.274765,0.504687,green_club,0.7497,0.1253,0.8750,0.875,ring,2,
0.348666,0.504687,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.442443,0.504687,green_club,0.7496,0.1254,0.8750,0.875,ring,2,
0.561443,0.504687,green_club,0.7222,0.1427,0.8649,0.875,ring,2,
0.71245,0.504687,green_club,0.7245,0.1419,0.8664,0.875,ring,2,
0.904071,0.504687,green_club,0.7265,0.1414,0.8679,0.875,ring,2,
1.14723,0.504687,green_club,0.4118,0.3087,0.7205,0.750,ring,2,
1.45579,0.504687,race_to_bottom,-0.2862,0.6580,0.3718,0.375,ring,2,
1.84734,0.504687,race_to_bottom,0.0156,0.5050,0.5206,0.375,ring,2,
2.3442,0.504687,race_to_bottom,-0.3037,0.6583,0.3547,0.375,ring,2,
2.9747,0.504687,race_to_bottom,-0.1117,0.5749,0.4632,0.375,ring,2,
3.77478,0.504687,race_to_bottom,-0.3642,0.7047,0.3405,0.125,ring,2,
4.79005,0.504687,race_to_bottom,-0.4106,0.7258,0.3152,0.250,ring,2,
6.07839,0.504687,race_to_bottom,-0.1642,0.6113,0.4471,0.250,ring,2,
7.71324,0.504687,race_to_bottom,-0.5747,0.8170,0.2423,0.000,ring,2,
9.7878,0.504687,race_to_bottom,-0.5033,0.7856,0.2823,0.000,ring,2,
12.4203,0.504687,race_to_bottom,-0.2321,0.6434,0.4113,0.125,ring,2,
15.7609,0.504687,green_club,0.5677,0.2144,0.7822,0.750,ring,2,
20,0.504687,transitional,0.5250,0.1894,0.7144,0.500,ring,2,
0.02,0.577573,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0253792,0.577573,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.0322052,0.577573,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.0408672,0.577573,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.0518589,0.577573,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.0658069,0.577573,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.0835064,0.577573,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.105966,0.577573,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.134467,0.577573,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.170634,0.577573,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.216527,0.577573,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.274765,0.577573,green_club,0.7497,0.1253,0.8750,0.875,ring,2,
0.348666,0.577573,green_club,0.7497,0.1253,0.8750,0.875,ring,2,
0.442443,0.577573,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.561443,0.577573,green_club,0.9376,0.0365,0.9741,1.000,ring,2,
0.71245,0.577573,green_club,0.4988,0.2512,0.7500,0.750,ring,2,
0.904071,0.577573,green_club,0.5173,0.2461,0.7635,0.750,ring,2,
1.14723,0.577573,green_club,0.3068,0.3523,0.6591,0.625,ring,2,
1.45579,0.577573,green_club,0.4046,0.3073,0.7119,0.750,ring,2,
1.84734,0.577573,green_club,0.1811,0.4320,0.6131,0.500,ring,2,
2.3442,0.577573,race_to_bottom,-0.2381,0.6519,0.4138,0.250,ring,2,
2.9747,0.577573,race_to_bottom,-0.0703,0.5476,0.4773,0.375,ring,2,
3.77478,0.577573,race_to_bottom,-0.2460,0.6442,0.3982,0.375,ring,2,
4.79005,0.577573,race_to_bottom,-0.7546,0.8922,0.1376,0.000,ring,2,
6.07839,0.577573,race_to_bottom,-0.4963,0.7782,0.2820,0.000,ring,2,
7.71324,0.577573,race_to_bottom,-0.4370,0.7514,0.3144,0.125,ring,2,
9.7878,0.577573,race_to_bottom,-0.2906,0.6813,0.3908,0.125,ring,2,
12.4203,0.577573,race_to_bottom,-0.1721,0.6080,0.4359,0.250,ring,2,
15.7609,0.577573,green_club,0.4919,0.2350,0.7269,0.750,ring,2,
20,0.577573,green_club,0.7169,0.1069,0.8238,0.875,ring,2,
0.02,0.660986,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0253792,0.660986,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0322052,0.660986,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0408672,0.660986,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0518589,0.660986,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.0658069,0.660986,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0835064,0.660986,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.105966,0.660986,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.134467,0.660986,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.170634,0.660986,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.216527,0.660986,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.274765,0.660986,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.348666,0.660986,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.442443,0.660986,green_club,0.7516,0.1240,0.8757,0.875,ring,2,
0.561443,0.660986,green_club,0.7341,0.1330,0.8671,0.875,ring,2,
0.71245,0.660986,green_club,0.9860,0.0085,0.9945,1.000,ring,2,
0.904071,0.660986,green_club,0.0843,0.4695,0.5538,0.500,ring,2,
1.14723,0.660986,green_club,0.5052,0.2496,0.7548,0.750,ring,2,
1.45579,0.660986,green_club,0.4868,0.2625,0.7493,0.750,ring,2,
1.84734,0.660986,race_to_bottom,-0.0990,0.5583,0.4593,0.375,ring,2,
2.3442,0.660986,green_club,0.3209,0.3539,0.6748,0.625,ring,2,
2.9747,0.660986,green_club,0.3538,0.3365,0.6902,0.625,ring,2,
3.77478,0.660986,race_to_bottom,-0.1341,0.5851,0.4510,0.375,ring,2,
4.79005,0.660986,race_to_bottom,-0.2701,0.6549,0.3848,0.375,ring,2,
6.07839,0.660986,race_to_bottom,-0.1782,0.6130,0.4348,0.250,ring,2,
7.71324,0.660986,race_to_bottom,-0.2297,0.6425,0.4128,0.375,ring,2,
9.7878,0.660986,race_to_bottom,-0.3658,0.7063,0.3405,0.250,ring,2,
12.4203,0.660986,race_to_bottom,-0.3109,0.6729,0.3619,0.250,ring,2,
15.7609,0.660986,green_club,0.7318,0.1197,0.8514,1.000,ring,2,
20,0.660986,green_club,0.5878,0.1617,0.7494,0.875,ring,2,
0.02,0.756445,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0253792,0.756445,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0322052,0.756445,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.0408672,0.756445,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0518589,0.756445,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.0658069,0.756445,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.0835064,0.756445,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.105966,0.756445,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.134467,0.756445,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.170634,0.756445,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.216527,0.756445,green_club,0.9995,0.0005,1.0000,1.000,ring,2,
0.274765,0.756445,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.348666,0.756445,green_club,0.7498,0.1252,0.8750,0.875,ring,2,
0.442443,0.756445,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
0.561443,0.756445,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
0.71245,0.756445,green_club,0.7496,0.1254,0.8750,0.875,ring,2,
0.904071,0.756445,green_club,0.4997,0.2503,0.7500,0.750,ring,2,
1.14723,0.756445,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
1.45579,0.756445,green_club,0.7221,0.1410,0.8631,0.875,ring,2,
1.84734,0.756445,green_club,0.4715,0.2745,0.7460,0.750,ring,2,
2.3442,0.756445,race_to_bottom,-0.0290,0.5350,0.5060,0.375,ring,2,
2.9747,0.756445,transitional,0.0260,0.5109,0.5369,0.375,ring,2,
3.77478,0.756445,race_to_bottom,-0.1789,0.6086,0.4297,0.375,ring,2,
4.79005,0.756445,race_to_bottom,-0.5655,0.8044,0.2389,0.125,ring,2,
6.07839,0.756445,race_to_bottom,-0.2367,0.6350,0.3983,0.375,ring,2,
7.71324,0.756445,race_to_bottom,-0.7096,0.8693,0.1598,0.125,ring,2,
9.7878,0.756445,race_to_bottom,-0.4925,0.7735,0.2811,0.125,ring,2,
12.4203,0.756445,race_to_bottom,-0.0115,0.5354,0.5239,0.375,ring,2,
15.7609,0.756445,green_club,0.3166,0.3270,0.6436,0.625,ring,2,
20,0.756445,green_club,0.6256,0.1469,0.7725,0.750,ring,2,
0.02,0.865691,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0253792,0.865691,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.0322052,0.865691,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0408672,0.865691,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0518589,0.865691,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0658069,0.865691,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0835064,0.865691,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.105966,0.865691,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.134467,0.865691,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.170634,0.865691,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.216527,0.865691,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
0.274765,0.865691,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.348666,0.865691,green_club,0.9994,0.0006,1.0000,1.000,ring,2,
0.442443,0.865691,green_club,0.9996,0.0004,1.0000,1.000,ring,2,
0.561443,0.865691,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
0.71245,0.865691,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.904071,0.865691,green_club,0.7523,0.1243,0.8767,0.875,ring,2,
1.14723,0.865691,green_club,0.5046,0.2485,0.7531,0.750,ring,2,
1.45579,0.865691,green_club,0.7497,0.1253,0.8750,0.875,ring,2,
1.84734,0.865691,green_club,0.2492,0.3779,0.6271,0.625,ring,2,
2.3442,0.865691,green_club,0.1448,0.4371,0.5820,0.500,ring,2,
2.9747,0.865691,green_club,0.3309,0.3469,0.6777,0.625,ring,2,
3.77478,0.865691,green_club,0.1084,0.4606,0.5690,0.500,ring,2,
4.79005,0.865691,race_to_bottom,-0.4123,0.7319,0.3196,0.250,ring,2,
6.07839,0.865691,race_to_bottom,-0.1714,0.6097,0.4383,0.250,ring,2,
7.71324,0.865691,race_to_bottom,-0.4984,0.7814,0.2830,0.125,ring,2,
9.7878,0.865691,race_to_bottom,-0.3875,0.7168,0.3294,0.250,ring,2,
12.4203,0.865691,race_to_bottom,-0.4312,0.7341,0.3028,0.125,ring,2,
15.7609,0.865691,green_club,0.4839,0.2519,0.7358,0.750,ring,2,
20,0.865691,green_club,0.7916,0.0865,0.8781,1.000,ring,2,
0.02,0.990713,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0253792,0.990713,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0322052,0.990713,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0408672,0.990713,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0518589,0.990713,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0658069,0.990713,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.0835064,0.990713,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.105966,0.990713,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.134467,0.990713,green_club,0.9997,0.0003,1.0000,1.000,ring,2,
0.170634,0.990713,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.216527,0.990713,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.274765,0.990713,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.348666,0.990713,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
0.442443,0.990713,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.561443,0.990713,green_club,0.9960,0.0028,0.9988,1.000,ring,2,
0.71245,0.990713,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.904071,0.990713,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
1.14723,0.990713,green_club,0.5085,0.2484,0.7569,0.750,ring,2,
1.45579,0.990713,green_club,0.7389,0.1309,0.8698,0.875,ring,2,
1.84734,0.990713,green_club,0.4908,0.2551,0.7459,0.750,ring,2,
2.3442,0.990713,race_to_bottom,0.0580,0.4824,0.5405,0.500,ring,2,
2.9747,0.990713,green_club,0.5009,0.2521,0.7530,0.750,ring,2,
3.77478,0.990713,race_to_bottom,-0.1637,0.5934,0.4297,0.375,ring,2,
4.79005,0.990713,race_to_bottom,-0.2777,0.6443,0.3667,0.375,ring,2,
6.07839,0.990713,race_to_bottom,-0.3252,0.6740,0.3488,0.375,ring,2,
7.71324,0.990713,green_club,0.0175,0.5101,0.5275,0.500,ring,2,
9.7878,0.990713,race_to_bottom,-0.5110,0.7738,0.2629,0.125,ring,2,
12.4203,0.990713,race_to_bottom,-0.3706,0.7058,0.3352,0.250,ring,2,
15.7609,0.990713,green_club,0.4677,0.2542,0.7219,0.750,ring,2,
20,0.990713,green_club,0.7415,0.1030,0.8445,0.875,ring,2,
0.02,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0253792,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0322052,1.13379,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0408672,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0518589,1.13379,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0658069,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0835064,1.13379,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.105966,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.134467,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.170634,1.13379,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.216527,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.274765,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.348666,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.442443,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.561443,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.71245,1.13379,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
0.904071,1.13379,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
1.14723,1.13379,green_club,0.4999,0.2501,0.7500,0.750,ring,2,
1.45579,1.13379,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
1.84734,1.13379,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
2.3442,1.13379,green_club,0.2069,0.4016,0.6085,0.625,ring,2,
2.9747,1.13379,race_to_bottom,-0.0711,0.5495,0.4784,0.375,ring,2,
3.77478,1.13379,green_club,0.0779,0.4771,0.5551,0.500,ring,2,
4.79005,1.13379,green_club,0.0610,0.4869,0.5479,0.500,ring,2,
6.07839,1.13379,race_to_bottom,-0.1648,0.6008,0.4360,0.375,ring,2,
7.71324,1.13379,race_to_bottom,-0.4242,0.7382,0.3140,0.250,ring,2,
9.7878,1.13379,race_to_bottom,0.0506,0.5037,0.5543,0.375,ring,2,
12.4203,1.13379,race_to_bottom,-0.3400,0.6893,0.3493,0.250,ring,2,
15.7609,1.13379,green_club,0.2079,0.3848,0.5927,0.500,ring,2,
20,1.13379,green_club,0.7351,0.1126,0.8477,0.875,ring,2,
0.02,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0253792,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0322052,1.29753,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.0408672,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0518589,1.29753,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0658069,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0835064,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.105966,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.134467,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.170634,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.216527,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.274765,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.348666,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.442443,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.561443,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.71245,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.904071,1.29753,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
1.14723,1.29753,green_club,0.4999,0.2501,0.7500,0.750,ring,2,
1.45579,1.29753,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
1.84734,1.29753,green_club,0.7339,0.1354,0.8693,0.875,ring,2,
2.3442,1.29753,race_to_bottom,-0.2429,0.6228,0.3799,0.375,ring,2,
2.9747,1.29753,race_to_bottom,-0.0120,0.5093,0.4973,0.500,ring,2,
3.77478,1.29753,race_to_bottom,-0.0125,0.5096,0.4972,0.500,ring,2,
4.79005,1.29753,race_to_bottom,-0.0733,0.5471,0.4738,0.500,ring,2,
6.07839,1.29753,race_to_bottom,-0.2587,0.6394,0.3806,0.375,ring,2,
7.71324,1.29753,race_to_bottom,-0.5716,0.8049,0.2334,0.125,ring,2,
9.7878,1.29753,race_to_bottom,-0.4412,0.7450,0.3039,0.250,ring,2,
12.4203,1.29753,race_to_bottom,-0.1875,0.6145,0.4270,0.250,ring,2,
15.7609,1.29753,green_club,0.5814,0.2069,0.7882,0.875,ring,2,
20,1.29753,green_club,0.7105,0.1149,0.8254,0.875,ring,2,
0.02,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0253792,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0322052,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0408672,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0518589,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0658069,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0835064,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.105966,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.134467,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.170634,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.216527,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.274765,1.48492,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
0.348666,1.48492,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
0.442443,1.48492,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
0.561443,1.48492,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.71245,1.48492,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
0.904071,1.48492,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
1.14723,1.48492,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
1.45579,1.48492,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
1.84734,1.48492,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
2.3442,1.48492,green_club,0.2500,0.3750,0.6250,0.625,ring,2,
2.9747,1.48492,green_club,0.4999,0.2501,0.7500,0.750,ring,2,
3.77478,1.48492,race_to_bottom,0.0346,0.4911,0.5257,0.500,ring,2,
4.79005,1.48492,race_to_bottom,-0.0796,0.5550,0.4753,0.375,ring,2,
6.07839,1.48492,race_to_bottom,-0.2385,0.6250,0.3864,0.375,ring,2,
7.71324,1.48492,race_to_bottom,-0.6628,0.8482,0.1855,0.125,ring,2,
9.7878,1.48492,race_to_bottom,-0.5779,0.8062,0.2283,0.125,ring,2,
12.4203,1.48492,race_to_bottom,-0.2737,0.6538,0.3801,0.375,ring,2,
15.7609,1.48492,green_club,0.5032,0.2407,0.7439,0.625,ring,2,
20,1.48492,green_club,0.8130,0.0759,0.8889,0.875,ring,2,
0.02,1.69937,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0253792,1.69937,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0322052,1.69937,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0408672,1.69937,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0518589,1.69937,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0658069,1.69937,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0835064,1.69937,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.105966,1.69937,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.134467,1.69937,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.170634,1.69937,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.216527,1.69937,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.274765,1.69937,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.348666,1.69937,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.442443,1.69937,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.561443,1.69937,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.71245,1.69937,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.904071,1.69937,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
1.14723,1.69937,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
1.45579,1.69937,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
1.84734,1.69937,green_club,0.7500,0.1250,0.8750,0.875,ring,2,
2.3442,1.69937,green_club,0.4768,0.2636,0.7404,0.750,ring,2,
2.9747,1.69937,green_club,0.3614,0.3262,0.6876,0.625,ring,2,
3.77478,1.69937,race_to_bottom,0.0000,0.5000,0.5000,0.500,ring,2,
4.79005,1.69937,race_to_bottom,-0.2504,0.6278,0.3774,0.375,ring,2,
6.07839,1.69937,green_club,0.3192,0.3472,0.6664,0.625,ring,2,
7.71324,1.69937,race_to_bottom,0.0061,0.5107,0.5168,0.500,ring,2,
9.7878,1.69937,race_to_bottom,-0.0508,0.5403,0.4895,0.500,ring,2,
12.4203,1.69937,race_to_bottom,-0.1912,0.6161,0.4249,0.375,ring,2,
15.7609,1.69937,green_club,0.6594,0.1664,0.8258,0.875,ring,2,
20,1.69937,green_club,0.8572,0.0623,0.9194,1.000,ring,2,
0.02,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0253792,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0322052,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0408672,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0518589,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0658069,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.0835064,1.94479,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.105966,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.134467,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.170634,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.216527,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.274765,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.348666,1.94479,green_club,0.7499,0.1251,0.8750,0.875,ring,2,
0.442443,1.94479,green_club,0.9998,0.0002,1.0000,1.000,ring,2,
0.561443,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.71245,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
0.904071,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
1.14723,1.94479,green_club,0.9999,0.0001,1.0000,1.000,ring,2,
1.45579,1.94479,green_club,0.4999,0.2501,0.7500,0.750,ring,2,
1.84734,1.94479,green_club,0.7494,0.1254,0.8748,0.875,ring,2,
2.3442,1.94479,green_club,0.5000,0.2500,0.7500,0.750,ring,2,
2.9747,1.94479,green_club,0.2500,0.3750,0.6250,0.625,ring,2,
3.77478,1.94479,green_club,0.7498,0.1252,0.8750,0.875,ring,2,
4.79005,1.94479,race_to_bottom,-0.2487,0.6299,0.3812,0.375,ring,2,
6.07839,1.94479,race_to_bottom,0.0347,0.4900,0.5247,0.500,ring,2,
7.71324,1.94479,race_to_bottom,0.0506,0.4866,0.5372,0.500,ring,2,
9.7878,1.94479,green_club,0.1715,0.4297,0.6012,0.625,ring,2,
12.4203,1.94479,green_club,0.0733,0.4778,0.5511,0.500,ring,2,
15.7609,1.94479,green_club,0.6852,0.1594,0.8446,0.875,ring,2,
20,1.94479,green_club,0.7878,0.1021,0.8899,1.000,ring,2,
0.02,2.22566,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
0.0253792,2.22566,green_club,1.0000,0.0000,1.0000,1.000,ring,2,
