mu,lam,regime,R,h_mean,s_mean,p_green,topology,k,m
0.134467,0.756445,green_club,0.9509,0.0266,0.9775,1.000,er,3,
0.170634,0.756445,green_club,0.9485,0.0290,0.9775,1.000,er,3,
0.216527,0.756445,green_club,0.4562,0.2763,0.7325,0.750,er,3,
0.274765,0.756445,green_club,0.9489,0.0286,0.9775,1.000,er,3,
0.348666,0.756445,green_club,0.4835,0.2590,0.7425,0.750,er,3,
0.442443,0.756445,race_to_bottom,-0.2529,0.6304,0.3775,0.375,er,3,
0.561443,0.756445,green_club,0.2048,0.4025,0.6073,0.625,er,3,
0.71245,0.756445,race_to_bottom,-0.4856,0.7489,0.2634,0.250,er,3,
0.904071,0.756445,race_to_bottom,-0.7349,0.8725,0.1376,0.125,er,3,
1.14723,0.756445,race_to_bottom,-0.9751,0.9952,0.0201,0.000,er,3,
1.45579,0.756445,race_to_bottom,-0.7089,0.8683,0.1594,0.125,er,3,
1.84734,0.756445,race_to_bottom,-0.9744,0.9972,0.0228,0.000,er,3,
2.3442,0.756445,race_to_bottom,-0.7289,0.8755,0.1466,0.125,er,3,
2.9747,0.756445,race_to_bottom,-0.9570,0.9911,0.0341,0.000,er,3,
3.77478,0.756445,race_to_bottom,-0.9540,0.9882,0.0342,0.000,er,3,
4.79005,0.756445,race_to_bottom,-0.9251,0.9752,0.0502,0.000,er,3,
6.07839,0.756445,race_to_bottom,-0.9424,0.9874,0.0450,0.000,er,3,
7.71324,0.756445,race_to_bottom,-0.9404,0.9898,0.0494,0.000,er,3,
9.7878,0.756445,race_to_bottom,-0.9438,0.9877,0.0439,0.000,er,3,
12.4203,0.756445,race_to_bottom,-0.9043,0.9690,0.0647,0.000,er,3,
15.7609,0.756445,race_to_bottom,-0.4773,0.7047,0.2274,0.125,er,3,
20,0.756445,green_club,0.7551,0.1146,0.8697,1.000,er,3,
0.02,0.865691,green_club,0.9490,0.0285,0.9775,1.000,er,3,
0.0253792,0.865691,green_club,0.9604,0.0221,0.9825,1.000,er,3,
0.0322052,0.865691,green_club,0.9619,0.0206,0.9825,1.000,er,3,
0.0408672,0.865691,green_club,0.9638,0.0187,0.9825,1.000,er,3,
0.0518589,0.865691,green_club,0.9457,0.0318,0.9775,1.000,er,3,
0.0658069,0.865691,green_club,0.9511,0.0264,0.9775,1.000,er,3,
0.0835064,0.865691,green_club,0.9514,0.0261,0.9775,1.000,er,3,
0.105966,0.865691,green_club,0.9661,0.0164,0.9825,1.000,er,3,
0.134467,0.865691,green_club,0.7042,0.1508,0.8550,0.875,er,3,
0.170634,0.865691,green_club,0.9487,0.0288,0.9775,1.000,er,3,
0.216527,0.865691,green_club,0.9606,0.0219,0.9825,1.000,er,3,
0.274765,0.865691,green_club,0.9501,0.0274,0.9775,1.000,er,3,
0.348666,0.865691,green_club,0.9530,0.0245,0.9775,1.000,er,3,
0.442443,0.865691,race_to_bottom,-0.0058,0.5033,0.4975,0.500,er,3,
0.561443,0.865691,race_to_bottom,-0.2667,0.6367,0.3700,0.375,er,3,
0.71245,0.865691,race_to_bottom,-0.2583,0.6308,0.3725,0.375,er,3,
0.904071,0.865691,race_to_bottom,-0.2563,0.6366,0.3804,0.375,er,3,
1.14723,0.865691,race_to_bottom,-0.4962,0.7542,0.2580,0.250,er,3,
1.45579,0.865691,race_to_bottom,-0.9708,0.9946,0.0238,0.000,er,3,
1.84734,0.865691,race_to_bottom,-0.7449,0.8826,0.1377,0.125,er,3,
2.3442,0.865691,race_to_bottom,-0.9721,0.9959,0.0237,0.000,er,3,
2.9747,0.865691,race_to_bottom,-0.9648,0.9916,0.0268,0.000,er,3,
3.77478,0.865691,race_to_bottom,-0.7311,0.8765,0.1455,0.125,er,3,
4.79005,0.865691,race_to_bottom,-0.9452,0.9849,0.0397,0.000,er,3,
6.07839,0.865691,race_to_bottom,-0.9322,0.9858,0.0536,0.000,er,3,
7.71324,0.865691,race_to_bottom,-0.9300,0.9843,0.0543,0.000,er,3,
9.7878,0.865691,race_to_bottom,-0.9182,0.9805,0.0623,0.000,er,3,
12.4203,0.865691,race_to_bottom,-0.8818,0.9566,0.0748,0.000,er,3,
15.7609,0.865691,race_to_bottom,-0.6690,0.8019,0.1329,0.000,er,3,
20,0.865691,green_club,0.8232,0.0829,0.9062,1.000,er,3,
0.02,0.990713,green_club,0.9626,0.0199,0.9825,1.000,er,3,
0.0253792,0.990713,green_club,0.9650,0.0175,0.9825,1.000,er,3,
0.0322052,0.990713,green_club,0.9635,0.0190,0.9825,1.000,er,3,
0.0408672,0.990713,green_club,0.9504,0.0271,0.9775,1.000,er,3,
0.0518589,0.990713,green_club,0.9640,0.0185,0.9825,1.000,er,3,
0.0658069,0.990713,green_club,0.9738,0.0137,0.9875,1.000,er,3,
0.0835064,0.990713,green_club,0.9628,0.0197,0.9825,1.000,er,3,
0.105966,0.990713,green_club,0.9502,0.0273,0.9775,1.000,er,3,
0.134467,0.990713,green_club,0.9529,0.0246,0.9775,1.000,er,3,
0.170634,0.990713,green_club,0.9470,0.0305,0.9775,1.000,er,3,
0.216527,0.990713,green_club,0.9511,0.0264,0.9775,1.000,er,3,
0.274765,0.990713,green_club,0.9643,0.0182,0.9825,1.000,er,3,
0.348666,0.990713,green_club,0.2322,0.3878,0.6200,0.625,er,3,
0.442443,0.990713,green_club,0.7064,0.1486,0.8550,0.875,er,3,
0.561443,0.990713,green_club,0.4584,0.2741,0.7325,0.750,er,3,
0.71245,0.990713,race_to_bottom,-0.0088,0.5063,0.4975,0.500,er,3,
0.904071,0.990713,green_club,0.1905,0.4099,0.6004,0.625,er,3,
1.14723,0.990713,race_to_bottom,-0.4941,0.7524,0.2583,0.250,er,3,
1.45579,0.990713,race_to_bottom,-0.5305,0.7723,0.2418,0.250,er,3,
1.84734,0.990713,race_to_bottom,-0.7456,0.8822,0.1366,0.125,er,3,
2.3442,0.990713,race_to_bottom,-0.9475,0.9873,0.0397,0.000,er,3,
2.9747,0.990713,race_to_bottom,-0.6939,0.8671,0.1732,0.125,er,3,
3.77478,0.990713,race_to_bottom,-0.9636,0.9934,0.0298,0.000,er,3,
4.79005,0.990713,race_to_bottom,-0.4636,0.7422,0.2786,0.250,er,3,
6.07839,0.990713,race_to_bottom,-0.7443,0.8853,0.1411,0.125,er,3,
7.71324,0.990713,race_to_bottom,-0.4964,0.7604,0.2640,0.250,er,3,
9.7878,0.990713,race_to_bottom,-0.9244,0.9827,0.0583,0.000,er,3,
12.4203,0.990713,race_to_bottom,-0.9452,0.9883,0.0431,0.000,er,3,
15.7609,0.990713,race_to_bottom,-0.7121,0.8111,0.0990,0.000,er,3,
20,0.990713,green_club,0.6614,0.1373,0.7987,0.875,er,3,
0.02,1.13379,green_club,0.9645,0.0180,0.9825,1.000,er,3,
0.0253792,1.13379,green_club,0.9606,0.0219,0.9825,1.000,er,3,
0.0322052,1.13379,green_club,0.9514,0.0261,0.9775,1.000,er,3,
0.0408672,1.13379,green_club,0.9615,0.0210,0.9825,1.000,er,3,
0.0518589,1.13379,green_club,0.9627,0.0198,0.9825,1.000,er,3,
0.0658069,1.13379,green_club,0.9523,0.0252,0.9775,1.000,er,3,
0.0835064,1.13379,green_club,0.7186,0.1414,0.8600,0.875,er,3,
0.105966,1.13379,green_club,0.9528,0.0247,0.9775,1.000,er,3,
0.134467,1.13379,green_club,0.9628,0.0197,0.9825,1.000,er,3,
0.170634,1.13379,green_club,0.7052,0.1498,0.8550,0.875,er,3,
0.216527,1.13379,green_club,0.9633,0.0192,0.9825,1.000,er,3,
0.274765,1.13379,green_club,0.9746,0.0129,0.9875,1.000,er,3,
0.348666,1.13379,green_club,0.4610,0.2715,0.7325,0.750,er,3,
0.442443,1.13379,green_club,0.4606,0.2719,0.7325,0.750,er,3,
0.561443,1.13379,green_club,0.4605,0.2720,0.7325,0.750,er,3,
0.71245,1.13379,race_to_bottom,-0.0260,0.5160,0.4900,0.500,er,3,
0.904071,1.13379,race_to_bottom,-0.5170,0.7645,0.2475,0.250,er,3,
1.14723,1.13379,race_to_bottom,-0.2570,0.6334,0.3764,0.375,er,3,
1.45579,1.13379,race_to_bottom,-0.2498,0.6298,0.3800,0.375,er,3,
1.84734,1.13379,race_to_bottom,-0.4920,0.7508,0.2588,0.250,er,3,
2.3442,1.13379,race_to_bottom,-0.7231,0.8687,0.1456,0.125,er,3,
2.9747,1.13379,race_to_bottom,-0.7261,0.8717,0.1456,0.125,er,3,
3.77478,1.13379,race_to_bottom,-0.7377,0.8821,0.1444,0.125,er,3,
4.79005,1.13379,race_to_bottom,-0.7159,0.8699,0.1540,0.125,er,3,
6.07839,1.13379,race_to_bottom,-0.9386,0.9856,0.0471,0.000,er,3,
7.71324,1.13379,race_to_bottom,-0.9128,0.9789,0.0661,0.000,er,3,
9.7878,1.13379,race_to_bottom,-0.9233,0.9828,0.0595,0.000,er,3,
12.4203,1.13379,race_to_bottom,-0.8835,0.9568,0.0733,0.000,er,3,
15.7609,1.13379,race_to_bottom,-0.5621,0.7414,0.1793,0.125,er,3,
20,1.13379,green_club,0.7391,0.1255,0.8646,1.000,er,3,
0.02,1.29753,green_club,0.9615,0.0210,0.9825,1.000,er,3,
0.0253792,1.29753,green_club,0.9622,0.0203,0.9825,1.000,er,3,
0.0322052,1.29753,green_club,0.9638,0.0187,0.9825,1.000,er,3,
0.0408672,1.29753,green_club,0.9630,0.0195,0.9825,1.000,er,3,
0.0518589,1.29753,green_club,0.9614,0.0211,0.9825,1.000,er,3,
0.0658069,1.29753,green_club,0.9598,0.0227,0.9825,1.000,er,3,
0.0835064,1.29753,green_club,0.9528,0.0247,0.9775,1.000,er,3,
0.105966,1.29753,green_club,0.9620,0.0205,0.9825,1.000,er,3,
0.134467,1.29753,green_club,0.7070,0.1480,0.8550,0.875,er,3,
0.170634,1.29753,green_club,0.9493,0.0282,0.9775,1.000,er,3,
0.216527,1.29753,green_club,0.9513,0.0262,0.9775,1.000,er,3,
0.274765,1.29753,green_club,0.7150,0.1450,0.8600,0.875,er,3,
0.348666,1.29753,green_club,0.2324,0.3876,0.6200,0.625,er,3,
0.442443,1.29753,green_club,0.7056,0.1494,0.8550,0.875,er,3,
0.561443,1.29753,green_club,0.7034,0.1516,0.8550,0.875,er,3,
0.71245,1.29753,green_club,0.4730,0.2645,0.7375,0.750,er,3,
0.904071,1.29753,green_club,0.2156,0.3919,0.6075,0.625,er,3,
1.14723,1.29753,race_to_bottom,-0.0349,0.5239,0.4890,0.500,er,3,
1.45579,1.29753,race_to_bottom,-0.2495,0.6300,0.3805,0.375,er,3,
1.84734,1.29753,race_to_bottom,-0.2469,0.6299,0.3830,0.375,er,3,
2.3442,1.29753,race_to_bottom,-0.9644,0.9942,0.0298,0.000,er,3,
2.9747,1.29753,race_to_bottom,-0.7239,0.8712,0.1473,0.125,er,3,
3.77478,1.29753,race_to_bottom,-0.9598,0.9902,0.0303,0.000,er,3,
4.79005,1.29753,race_to_bottom,-0.7264,0.8710,0.1446,0.125,er,3,
6.07839,1.29753,race_to_bottom,-0.9326,0.9812,0.0487,0.000,er,3,
7.71324,1.29753,race_to_bottom,-0.6900,0.8631,0.1731,0.125,er,3,
9.7878,1.29753,race_to_bottom,-0.9481,0.9867,0.0386,0.000,er,3,
12.4203,1.29753,race_to_bottom,-0.6541,0.8376,0.1836,0.125,er,3,
15.7609,1.29753,race_to_bottom,-0.1062,0.5371,0.4309,0.375,er,3,
20,1.29753,green_club,0.8714,0.0720,0.9434,1.000,er,3,
0.02,1.48492,green_club,0.9642,0.0183,0.9825,1.000,er,3,
0.0253792,1.48492,green_club,0.9518,0.0257,0.9775,1.000,er,3,
0.0322052,1.48492,green_club,0.9534,0.0241,0.9775,1.000,er,3,
0.0408672,1.48492,green_club,0.9653,0.0172,0.9825,1.000,er,3,
0.0518589,1.48492,green_club,0.9640,0.0185,0.9825,1.000,er,3,
0.0658069,1.48492,green_club,0.9622,0.0203,0.9825,1.000,er,3,
0.0835064,1.48492,green_club,0.9530,0.0245,0.9775,1.000,er,3,
0.105966,1.48492,green_club,0.7195,0.1405,0.8600,0.875,er,3,
0.134467,1.48492,green_club,0.9515,0.0260,0.9775,1.000,er,3,
0.170634,1.48492,green_club,0.7060,0.1490,0.8550,0.875,er,3,
0.216527,1.48492,green_club,0.9642,0.0183,0.9825,1.000,er,3,
0.274765,1.48492,green_club,0.7175,0.1425,0.8600,0.875,er,3,
0.348666,1.48492,green_club,0.7059,0.1491,0.8550,0.875,er,3,
0.442443,1.48492,green_club,0.4566,0.2759,0.7325,0.750,er,3,
0.561443,1.48492,green_club,0.4594,0.2731,0.7325,0.750,er,3,
0.71245,1.48492,green_club,0.2373,0.3827,0.6200,0.625,er,3,
0.904071,1.48492,green_club,0.2174,0.3976,0.6150,0.625,er,3,
1.14723,1.48492,race_to_bottom,-0.2491,0.6291,0.3800,0.375,er,3,
1.45579,1.48492,green_club,0.1984,0.4066,0.6050,0.625,er,3,
1.84734,1.48492,green_club,0.2040,0.4073,0.6113,0.625,er,3,
2.3442,1.48492,race_to_bottom,-0.9687,0.9938,0.0251,0.000,er,3,
2.9747,1.48492,race_to_bottom,-0.9718,0.9953,0.0236,0.000,er,3,
3.77478,1.48492,race_to_bottom,-0.7271,0.8714,0.1443,0.125,er,3,
4.79005,1.48492,race_to_bottom,-0.5336,0.7767,0.2431,0.250,er,3,
6.07839,1.48492,race_to_bottom,-0.7355,0.8750,0.1396,0.125,er,3,
7.71324,1.48492,race_to_bottom,-0.9666,0.9941,0.0275,0.000,er,3,
9.7878,1.48492,race_to_bottom,-0.9461,0.9878,0.0418,0.000,er,3,
12.4203,1.48492,race_to_bottom,-0.7146,0.8638,0.1492,0.125,er,3,
15.7609,1.48492,race_to_bottom,-0.7818,0.8650,0.0832,0.000,er,3,
20,1.48492,green_club,0.5710,0.1866,0.7575,0.750,er,3,
0.02,1.69937,green_club,0.9520,0.0255,0.9775,1.000,er,3,
0.0253792,1.69937,green_club,0.9651,0.0174,0.9825,1.000,er,3,
0.0322052,1.69937,green_club,0.9507,0.0268,0.9775,1.000,er,3,
0.0408672,1.69937,green_club,0.9606,0.0219,0.9825,1.000,er,3,
0.0518589,1.69937,green_club,0.9641,0.0184,0.9825,1.000,er,3,
0.0658069,1.69937,green_club,0.9736,0.0139,0.9875,1.000,er,3,
0.0835064,1.69937,green_club,0.9619,0.0206,0.9825,1.000,er,3,
0.105966,1.69937,green_club,0.9616,0.0209,0.9825,1.000,er,3,
0.134467,1.69937,green_club,0.9629,0.0196,0.9825,1.000,er,3,
0.170634,1.69937,green_club,0.9508,0.0267,0.9775,1.000,er,3,
0.216527,1.69937,green_club,0.9646,0.0179,0.9825,1.000,er,3,
0.274765,1.69937,green_club,0.9495,0.0280,0.9775,1.000,er,3,
0.348666,1.69937,green_club,0.7036,0.1514,0.8550,0.875,er,3,
0.442443,1.69937,green_club,0.7207,0.1393,0.8600,0.875,er,3,
0.561443,1.69937,green_club,0.7016,0.1534,0.8550,0.875,er,3,
0.71245,1.69937,green_club,0.4618,0.2738,0.7356,0.750,er,3,
0.904071,1.69937,green_club,0.4834,0.2591,0.7425,0.750,er,3,
1.14723,1.69937,race_to_bottom,-0.2604,0.6329,0.3725,0.375,er,3,
1.45579,1.69937,green_club,0.2026,0.4056,0.6083,0.625,er,3,
1.84734,1.69937,race_to_bottom,-0.2565,0.6330,0.3765,0.375,er,3,
2.3442,1.69937,race_to_bottom,-0.7229,0.8700,0.1471,0.125,er,3,
2.9747,1.69937,race_to_bottom,-0.4842,0.7505,0.2663,0.250,er,3,
3.77478,1.69937,race_to_bottom,-0.4917,0.7531,0.2615,0.250,er,3,
4.79005,1.69937,race_to_bottom,-0.7319,0.8807,0.1488,0.125,er,3,
6.07839,1.69937,race_to_bottom,-0.7550,0.8909,0.1359,0.125,er,3,
7.71324,1.69937,race_to_bottom,-0.9651,0.9961,0.0310,0.000,er,3,
9.7878,1.69937,race_to_bottom,-0.9510,0.9926,0.0416,0.000,er,3,
12.4203,1.69937,race_to_bottom,-0.8769,0.9555,0.0785,0.000,er,3,
15.7609,1.69937,race_to_bottom,-0.5830,0.7795,0.1965,0.125,er,3,
20,1.69937,green_club,0.8217,0.0829,0.9045,1.000,er,3,
0.02,1.94479,green_club,0.9536,0.0239,0.9775,1.000,er,3,
0.0253792,1.94479,green_club,0.9631,0.0194,0.9825,1.000,er,3,
0.0322052,1.94479,green_club,0.9641,0.0184,0.9825,1.000,er,3,
0.0408672,1.94479,green_club,0.9482,0.0293,0.9775,1.000,er,3,
0.0518589,1.94479,green_club,0.7175,0.1425,0.8600,0.875,er,3,
0.0658069,1.94479,green_club,0.9634,0.0191,0.9825,1.000,er,3,
0.0835064,1.94479,green_club,0.9634,0.0191,0.9825,1.000,er,3,
0.105966,1.94479,green_club,0.9639,0.0186,0.9825,1.000,er,3,
0.134467,1.94479,green_club,0.9484,0.0291,0.9775,1.000,er,3,
0.170634,1.94479,green_club,0.9526,0.0249,0.9775,1.000,er,3,
0.216527,1.94479,green_club,0.9512,0.0263,0.9775,1.000,er,3,
0.274765,1.94479,green_club,0.7065,0.1485,0.8550,0.875,er,3,
0.348666,1.94479,green_club,0.7058,0.1492,0.8550,0.875,er,3,
0.442443,1.94479,green_club,0.4622,0.2703,0.7325,0.750,er,3,
0.561443,1.94479,green_club,0.4582,0.2743,0.7325,0.750,er,3,
0.71245,1.94479,green_club,0.2167,0.3965,0.6131,0.625,er,3,
0.904071,1.94479,race_to_bottom,-0.2737,0.6412,0.3675,0.375,er,3,
1.14723,1.94479,race_to_bottom,-0.4997,0.7547,0.2550,0.250,er,3,
1.45579,1.94479,race_to_bottom,-0.0167,0.5117,0.4950,0.500,er,3,
1.84734,1.94479,race_to_bottom,-0.2613,0.6338,0.3725,0.375,er,3,
2.3442,1.94479,race_to_bottom,-0.2639,0.6389,0.3750,0.375,er,3,
2.9747,1.94479,race_to_bottom,-0.4788,0.7490,0.2701,0.250,er,3,
3.77478,1.94479,race_to_bottom,-0.4755,0.7481,0.2725,0.250,er,3,
4.79005,1.94479,race_to_bottom,-0.5082,0.7614,0.2532,0.250,er,3,
6.07839,1.94479,race_to_bottom,-0.2774,0.6479,0.3705,0.375,er,3,
7.71324,1.94479,race_to_bottom,-0.7357,0.8742,0.1384,0.125,er,3,
9.7878,1.94479,race_to_bottom,-0.6842,0.8586,0.1744,0.125,er,3,
12.4203,1.94479,race_to_bottom,-0.4256,0.7268,0.3012,0.250,er,3,
15.7609,1.94479,race_to_bottom,-0.3286,0.6574,0.3288,0.250,er,3,
20,1.94479,green_club,0.9135,0.0430,0.9565,1.000,er,3,
0.02,2.22566,green_club,0.9510,0.0265,0.9775,1.000,er,3,
0.0253792,2.22566,green_club,0.9549,0.0226,0.9775,1.000,er,3,
0.0322052,2.22566,green_club,0.9483,0.0292,0.9775,1.000,er,3,
0.0408672,2.22566,green_club,0.9515,0.0260,0.9775,1.000,er,3,
0.0518589,2.22566,green_club,0.9648,0.0177,0.9825,1.000,er,3,
0.0658069,2.22566,green_club,0.9519,0.0256,0.9775,1.000,er,3,
0.0835064,2.22566,green_club,0.7167,0.1433,0.8600,0.875,er,3,
0.105966,2.22566,green_club,0.9507,0.0268,0.9775,1.000,er,3,
0.134467,2.22566,green_club,0.9638,0.0187,0.9825,1.000,er,3,
0.170634,2.22566,green_club,0.9622,0.0203,0.9825,1.000,er,3,
0.216527,2.22566,green_club,0.7165,0.1435,0.8600,0.875,er,3,
0.274765,2.22566,green_club,0.7046,0.1504,0.8550,0.875,er,3,
0.348666,2.22566,green_club,0.7045,0.1505,0.8550,0.875,er,3,
0.442443,2.22566,green_club,0.4607,0.2718,0.7325,0.750,er,3,
0.561443,2.22566,green_club,0.4734,0.2641,0.7375,0.750,er,3,
0.71245,2.22566,green_club,0.4613,0.2712,0.7325,0.750,er,3,
0.904071,2.22566,race_to_bottom,-0.0079,0.5079,0.5000,0.500,er,3,
1.14723,2.22566,race_to_bottom,-0.4914,0.7530,0.2616,0.250,er,3,
1.45579,2.22566,race_to_bottom,-0.0007,0.5032,0.5025,0.500,er,3,
1.84734,2.22566,race_to_bottom,-0.2763,0.6438,0.3675,0.375,er,3,
2.3442,2.22566,race_to_bottom,-0.5107,0.7614,0.2508,0.250,er,3,
2.9747,2.22566,race_to_bottom,-0.5106,0.7650,0.2544,0.250,er,3,
3.77478,2.22566,race_to_bottom,-0.2741,0.6446,0.3705,0.375,er,3,
4.79005,2.22566,race_to_bottom,-0.9656,0.9915,0.0259,0.000,er,3,
6.07839,2.22566,race_to_bottom,-0.9614,0.9964,0.0350,0.000,er,3,
7.71324,2.22566,race_to_bottom,-0.7218,0.8691,0.1473,0.125,er,3,
9.7878,2.22566,race_to_bottom,-0.9500,0.9892,0.0392,0.000,er,3,
12.4203,2.22566,race_to_bottom,-0.2810,0.6525,0.3715,0.375,er,3,
15.7609,2.22566,race_to_bottom,-0.5898,0.7757,0.1860,0.125,er,3,
20,2.22566,green_club,0.8374,0.0718,0.9092,0.875,er,3,
0.02,2.54709,green_club,0.9536,0.0239,0.9775,1.000,er,3,
0.0253792,2.54709,green_club,0.9529,0.0246,0.9775,1.000,er,3,
0.0322052,2.54709,green_club,0.9524,0.0251,0.9775,1.000,er,3,
0.0408672,2.54709,green_club,0.9638,0.0187,0.9825,1.000,er,3,
0.0518589,2.54709,green_club,0.9759,0.0116,0.9875,1.000,er,3,
0.0658069,2.54709,green_club,0.9517,0.0258,0.9775,1.000,er,3,
0.0835064,2.54709,green_club,0.9751,0.0124,0.9875,1.000,er,3,
0.105966,2.54709,green_club,0.9596,0.0229,0.9825,1.000,er,3,
0.134467,2.54709,green_club,0.9520,0.0255,0.9775,1.000,er,3,
0.170634,2.54709,green_club,0.9625,0.0200,0.9825,1.000,er,3,
0.216527,2.54709,green_club,0.9491,0.0284,0.9775,1.000,er,3,
0.274765,2.54709,green_club,0.9639,0.0186,0.9825,1.000,er,3,
0.348666,2.54709,green_club,0.7058,0.1492,0.8550,0.875,er,3,
0.442443,2.54709,green_club,0.9484,0.0291,0.9775,1.000,er,3,
0.561443,2.54709,green_club,0.4574,0.2751,0.7325,0.750,er,3,
0.71245,2.54709,green_club,0.4654,0.2721,0.7375,0.750,er,3,
0.904071,2.54709,green_club,0.4625,0.2700,0.7325,0.750,er,3,
1.14723,2.54709,green_club,0.2384,0.3816,0.6200,0.625,er,3,
1.45579,2.54709,green_club,0.2171,0.3929,0.6100,0.625,er,3,
1.84734,2.54709,race_to_bottom,-0.5010,0.7560,0.2550,0.250,er,3,
2.3442,2.54709,race_to_bottom,-0.2462,0.6295,0.3833,0.375,er,3,
2.9747,2.54709,race_to_bottom,-0.4943,0.7507,0.2564,0.250,er,3,
3.77478,2.54709,race_to_bottom,-0.4848,0.7490,0.2641,0.250,er,3,
4.79005,2.54709,race_to_bottom,-0.9776,0.9987,0.0211,0.000,er,3,
6.07839,2.54709,race_to_bottom,-0.9579,0.9921,0.0342,0.000,er,3,
7.71324,2.54709,race_to_bottom,-0.4827,0.7501,0.2674,0.250,er,3,
9.7878,2.54709,race_to_bottom,-0.9602,0.9928,0.0327,0.000,er,3,
12.4203,2.54709,race_to_bottom,-0.4728,0.7433,0.2706,0.250,er,3,
15.7609,2.54709,race_to_bottom,-0.6331,0.8102,0.1771,0.125,er,3,
20,2.54709,green_club,0.7186,0.1201,0.8388,0.750,er,3,
0.02,2.91494,green_club,0.9658,0.0167,0.9825,1.000,er,3,
0.0253792,2.91494,green_club,0.9532,0.0244,0.9775,1.000,er,3,
0.0322052,2.91494,green_club,0.9630,0.0195,0.9825,1.000,er,3,
0.0408672,2.91494,green_club,0.9512,0.0263,0.9775,1.000,er,3,
0.0518589,2.91494,green_club,0.9508,0.0267,0.9775,1.000,er,3,
0.0658069,2.91494,green_club,0.9645,0.0180,0.9825,1.000,er,3,
0.0835064,2.91494,green_club,0.9509,0.0266,0.9775,1.000,er,3,
0.105966,2.91494,green_club,0.9615,0.0210,0.9825,1.000,er,3,
0.134467,2.91494,green_club,0.9517,0.0258,0.9775,1.000,er,3,
0.170634,2.91494,green_club,0.9642,0.0183,0.9825,1.000,er,3,
0.216527,2.91494,green_club,0.7307,0.1343,0.8650,0.875,er,3,
0.274765,2.91494,green_club,0.9648,0.0177,0.9825,1.000,er,3,
0.348666,2.91494,green_club,0.4647,0.2678,0.7325,0.750,er,3,
0.442443,2.91494,green_club,0.7042,0.1508,0.8550,0.875,er,3,
0.561443,2.91494,green_club,0.4602,0.2723,0.7325,0.750,er,3,
0.71245,2.91494,green_club,0.9513,0.0262,0.9775,1.000,er,3,
0.904071,2.91494,green_club,0.4628,0.2731,0.7359,0.750,er,3,
1.14723,2.91494,race_to_bottom,-0.0267,0.5192,0.4925,0.500,er,3,
1.45579,2.91494,green_club,0.2091,0.3984,0.6075,0.625,er,3,
1.84734,2.91494,race_to_bottom,-0.0273,0.5173,0.4900,0.500,er,3,
2.3442,2.91494,race_to_bottom,-0.4992,0.7542,0.2550,0.250,er,3,
2.9747,2.91494,race_to_bottom,-0.9768,0.9955,0.0187,0.000,er,3,
3.77478,2.91494,race_to_bottom,-0.4969,0.7550,0.2581,0.250,er,3,
4.79005,2.91494,race_to_bottom,-0.2709,0.6422,0.3712,0.375,er,3,
6.07839,2.91494,race_to_bottom,-0.4714,0.7464,0.2750,0.250,er,3,
7.71324,2.91494,race_to_bottom,-0.7298,0.8755,0.1457,0.125,er,3,
9.7878,2.91494,race_to_bottom,-0.9305,0.9825,0.0521,0.000,er,3,
12.4203,2.91494,race_to_bottom,-0.9548,0.9884,0.0335,0.000,er,3,
15.7609,2.91494,race_to_bottom,-0.5712,0.7692,0.1980,0.125,er,3,
20,2.91494,green_club,0.7319,0.1096,0.8416,0.875,er,3,
0.02,3.33591,green_club,0.9749,0.0126,0.9875,1.000,er,3,
0.0253792,3.33591,green_club,0.9514,0.0261,0.9775,1.000,er,3,
0.0322052,3.33591,green_club,0.9510,0.0265,0.9775,1.000,er,3,
0.0408672,3.33591,green_club,0.9638,0.0187,0.9825,1.000,er,3,
0.0518589,3.33591,green_club,0.9669,0.0156,0.9825,1.000,er,3,
0.0658069,3.33591,green_club,0.9722,0.0153,0.9875,1.000,er,3,
0.0835064,3.33591,green_club,0.9531,0.0244,0.9775,1.000,er,3,
0.105966,3.33591,green_club,0.7049,0.1501,0.8550,0.875,er,3,
0.134467,3.33591,green_club,0.9513,0.0262,0.9775,1.000,er,3,
0.170634,3.33591,green_club,0.9482,0.0293,0.9775,1.000,er,3,
0.216527,3.33591,green_club,0.9636,0.0189,0.9825,1.000,er,3,
0.274765,3.33591,green_club,0.9755,0.0120,0.9875,1.000,er,3,
0.348666,3.33591,green_club,0.9380,0.0345,0.9725,1.000,er,3,
0.442443,3.33591,green_club,0.4608,0.2717,0.7325,0.750,er,3,
0.561443,3.33591,green_club,0.2349,0.3851,0.6200,0.625,er,3,
0.71245,3.33591,green_club,0.4831,0.2594,0.7425,0.750,er,3,
0.904071,3.33591,green_club,0.7091,0.1459,0.8550,0.875,er,3,
1.14723,3.33591,green_club,0.4399,0.2847,0.7246,0.750,er,3,
1.45579,3.33591,green_club,0.2139,0.3961,0.6100,0.625,er,3,
1.84734,3.33591,race_to_bottom,-0.2610,0.6335,0.3725,0.375,er,3,
2.3442,3.33591,race_to_bottom,-0.2530,0.6314,0.3784,0.375,er,3,
2.9747,3.33591,race_to_bottom,-0.7402,0.8777,0.1375,0.125,er,3,
3.77478,3.33591,race_to_bottom,-0.2510,0.6310,0.3800,0.375,er,3,
4.79005,3.33591,race_to_bottom,-0.7344,0.8758,0.1414,0.125,er,3,
6.07839,3.33591,race_to_bottom,-0.7138,0.8704,0.1566,0.125,er,3,
