mu,lam,regime,R,h_mean,s_mean,p_green,topology,k,m
0.105966,0.114442,race_to_bottom,-0.5310,0.7762,0.2452,0.250,ba,4,2
0.134467,0.114442,race_to_bottom,-0.5805,0.7957,0.2152,0.125,ba,4,2
0.170634,0.114442,race_to_bottom,-0.7164,0.8609,0.1444,0.125,ba,4,2
0.216527,0.114442,race_to_bottom,-0.7039,0.8705,0.1666,0.000,ba,4,2
0.274765,0.114442,race_to_bottom,-0.9344,0.9640,0.0296,0.000,ba,4,2
0.348666,0.114442,race_to_bottom,-0.8315,0.9231,0.0916,0.000,ba,4,2
0.442443,0.114442,race_to_bottom,-0.9474,0.9770,0.0296,0.000,ba,4,2
0.561443,0.114442,race_to_bottom,-0.8349,0.9307,0.0958,0.000,ba,4,2
0.71245,0.114442,race_to_bottom,-0.9533,0.9756,0.0223,0.000,ba,4,2
0.904071,0.114442,race_to_bottom,-0.8062,0.9097,0.1035,0.000,ba,4,2
1.14723,0.114442,race_to_bottom,-0.9529,0.9740,0.0212,0.000,ba,4,2
1.45579,0.114442,race_to_bottom,-0.9020,0.9537,0.0518,0.000,ba,4,2
1.84734,0.114442,race_to_bottom,-0.8923,0.9452,0.0529,0.000,ba,4,2
2.3442,0.114442,race_to_bottom,-0.9285,0.9644,0.0359,0.000,ba,4,2
2.9747,0.114442,race_to_bottom,-0.8158,0.9116,0.0958,0.000,ba,4,2
3.77478,0.114442,race_to_bottom,-0.8948,0.9449,0.0501,0.000,ba,4,2
4.79005,0.114442,race_to_bottom,-0.8734,0.9442,0.0708,0.000,ba,4,2
6.07839,0.114442,race_to_bottom,-0.9267,0.9645,0.0378,0.000,ba,4,2
7.71324,0.114442,race_to_bottom,-0.8961,0.9442,0.0481,0.000,ba,4,2
9.7878,0.114442,race_to_bottom,-0.7404,0.8707,0.1302,0.000,ba,4,2
12.4203,0.114442,race_to_bottom,-0.7130,0.8321,0.1191,0.000,ba,4,2
15.7609,0.114442,transitional,-0.0716,0.3829,0.3112,0.125,ba,4,2
20,0.114442,transitional,0.4388,0.1731,0.6119,0.500,ba,4,2
0.02,0.13097,transitional,0.2294,0.4527,0.6821,0.375,ba,4,2
0.0253792,0.13097,green_club,0.3211,0.3884,0.7094,0.500,ba,4,2
0.0322052,0.13097,green_club,0.2855,0.3874,0.6729,0.625,ba,4,2
0.0408672,0.13097,green_club,0.7154,0.2062,0.9217,0.750,ba,4,2
0.0518589,0.13097,race_to_bottom,-0.3938,0.7106,0.3168,0.250,ba,4,2
0.0658069,0.13097,race_to_bottom,-0.2432,0.6430,0.3998,0.375,ba,4,2
0.0835064,0.13097,race_to_bottom,-0.1346,0.5916,0.4571,0.250,ba,4,2
0.105966,0.13097,race_to_bottom,-0.5624,0.7999,0.2376,0.125,ba,4,2
0.134467,0.13097,race_to_bottom,-0.6845,0.8532,0.1687,0.000,ba,4,2
0.170634,0.13097,race_to_bottom,-0.7955,0.9056,0.1102,0.000,ba,4,2
0.216527,0.13097,race_to_bottom,-0.9350,0.9696,0.0346,0.000,ba,4,2
0.274765,0.13097,race_to_bottom,-0.8216,0.9218,0.1002,0.000,ba,4,2
0.348666,0.13097,race_to_bottom,-0.8436,0.9256,0.0821,0.000,ba,4,2
0.442443,0.13097,race_to_bottom,-0.9063,0.9563,0.0500,0.000,ba,4,2
0.561443,0.13097,race_to_bottom,-0.9691,0.9912,0.0221,0.000,ba,4,2
0.71245,0.13097,race_to_bottom,-0.9331,0.9679,0.0349,0.000,ba,4,2
0.904071,0.13097,race_to_bottom,-0.9791,0.9882,0.0091,0.000,ba,4,2
1.14723,0.13097,race_to_bottom,-0.9775,0.9902,0.0126,0.000,ba,4,2
1.45579,0.13097,race_to_bottom,-0.7965,0.9062,0.1097,0.125,ba,4,2
1.84734,0.13097,race_to_bottom,-0.9588,0.9816,0.0228,0.000,ba,4,2
2.3442,0.13097,race_to_bottom,-0.8680,0.9363,0.0682,0.000,ba,4,2
2.9747,0.13097,race_to_bottom,-0.8965,0.9534,0.0568,0.000,ba,4,2
3.77478,0.13097,race_to_bottom,-0.9288,0.9648,0.0360,0.000,ba,4,2
4.79005,0.13097,race_to_bottom,-0.8805,0.9464,0.0658,0.000,ba,4,2
6.07839,0.13097,race_to_bottom,-0.9473,0.9791,0.0318,0.000,ba,4,2
7.71324,0.13097,race_to_bottom,-0.9652,0.9799,0.0147,0.000,ba,4,2
9.7878,0.13097,race_to_bottom,-0.8823,0.9511,0.0687,0.000,ba,4,2
12.4203,0.13097,race_to_bottom,-0.7469,0.8636,0.1166,0.000,ba,4,2
15.7609,0.13097,transitional,-0.0906,0.4037,0.3130,0.125,ba,4,2
20,0.13097,transitional,0.5517,0.1411,0.6928,0.500,ba,4,2
0.02,0.149884,green_club,0.5053,0.2843,0.7895,0.625,ba,4,2
0.0253792,0.149884,green_club,0.4696,0.3106,0.7803,0.500,ba,4,2
0.0322052,0.149884,green_club,0.6012,0.2491,0.8503,0.750,ba,4,2
0.0408672,0.149884,race_to_bottom,-0.1005,0.5693,0.4688,0.375,ba,4,2
0.0518589,0.149884,race_to_bottom,-0.3384,0.6990,0.3606,0.125,ba,4,2
0.0658069,0.149884,race_to_bottom,-0.3373,0.6938,0.3565,0.250,ba,4,2
0.0835064,0.149884,race_to_bottom,-0.5770,0.7939,0.2170,0.125,ba,4,2
0.105966,0.149884,race_to_bottom,-0.6622,0.8396,0.1774,0.125,ba,4,2
0.134467,0.149884,race_to_bottom,-0.5395,0.7769,0.2374,0.250,ba,4,2
0.170634,0.149884,race_to_bottom,-0.7802,0.8955,0.1154,0.125,ba,4,2
0.216527,0.149884,race_to_bottom,-0.9480,0.9742,0.0262,0.000,ba,4,2
0.274765,0.149884,race_to_bottom,-0.9825,0.9902,0.0076,0.000,ba,4,2
0.348666,0.149884,race_to_bottom,-0.8342,0.9268,0.0926,0.000,ba,4,2
0.442443,0.149884,race_to_bottom,-0.9559,0.9825,0.0266,0.000,ba,4,2
0.561443,0.149884,race_to_bottom,-0.9727,0.9903,0.0176,0.000,ba,4,2
0.71245,0.149884,race_to_bottom,-0.9750,0.9912,0.0162,0.000,ba,4,2
0.904071,0.149884,race_to_bottom,-0.9814,0.9913,0.0099,0.000,ba,4,2
1.14723,0.149884,race_to_bottom,-0.9607,0.9834,0.0227,0.000,ba,4,2
1.45579,0.149884,race_to_bottom,-0.9554,0.9803,0.0249,0.000,ba,4,2
1.84734,0.149884,race_to_bottom,-0.9447,0.9785,0.0338,0.000,ba,4,2
2.3442,0.149884,race_to_bottom,-0.9577,0.9827,0.0250,0.000,ba,4,2
2.9747,0.149884,race_to_bottom,-0.9692,0.9843,0.0151,0.000,ba,4,2
3.77478,0.149884,race_to_bottom,-0.9702,0.9894,0.0192,0.000,ba,4,2
4.79005,0.149884,race_to_bottom,-0.9408,0.9748,0.0341,0.000,ba,4,2
6.07839,0.149884,race_to_bottom,-0.9800,0.9909,0.0109,0.000,ba,4,2
7.71324,0.149884,race_to_bottom,-0.9016,0.9544,0.0528,0.000,ba,4,2
9.7878,0.149884,race_to_bottom,-0.9102,0.9531,0.0430,0.000,ba,4,2
12.4203,0.149884,race_to_bottom,-0.8051,0.8955,0.0903,0.000,ba,4,2
15.7609,0.149884,transitional,-0.1109,0.4497,0.3388,0.000,ba,4,2
20,0.149884,green_club,0.6722,0.0985,0.7707,0.750,ba,4,2
0.02,0.17153,green_club,0.5180,0.2792,0.7972,0.625,ba,4,2
0.0253792,0.17153,green_club,0.8650,0.0912,0.9561,0.875,ba,4,2
0.0322052,0.17153,green_club,0.4786,0.2706,0.7492,0.750,ba,4,2
0.0408672,0.17153,race_to_bottom,-0.0417,0.5406,0.4989,0.375,ba,4,2
0.0518589,0.17153,green_club,0.4478,0.2865,0.7343,0.750,ba,4,2
0.0658069,0.17153,race_to_bottom,-0.0940,0.5713,0.4774,0.500,ba,4,2
0.0835064,0.17153,race_to_bottom,-0.1029,0.5758,0.4729,0.375,ba,4,2
0.105966,0.17153,race_to_bottom,-0.4986,0.7542,0.2556,0.250,ba,4,2
0.134467,0.17153,race_to_bottom,-0.2985,0.6715,0.3730,0.375,ba,4,2
0.170634,0.17153,race_to_bottom,-0.7440,0.8705,0.1264,0.125,ba,4,2
0.216527,0.17153,race_to_bottom,-0.9512,0.9786,0.0274,0.000,ba,4,2
0.274765,0.17153,race_to_bottom,-0.7473,0.8794,0.1321,0.125,ba,4,2
0.348666,0.17153,race_to_bottom,-0.9011,0.9535,0.0524,0.000,ba,4,2
0.442443,0.17153,race_to_bottom,-0.9033,0.9526,0.0493,0.000,ba,4,2
0.561443,0.17153,race_to_bottom,-0.9823,0.9914,0.0091,0.000,ba,4,2
0.71245,0.17153,race_to_bottom,-0.9466,0.9698,0.0232,0.000,ba,4,2
0.904071,0.17153,race_to_bottom,-0.9775,0.9894,0.0119,0.000,ba,4,2
1.14723,0.17153,race_to_bottom,-0.9765,0.9908,0.0143,0.000,ba,4,2
1.45579,0.17153,race_to_bottom,-0.9770,0.9877,0.0107,0.000,ba,4,2
1.84734,0.17153,race_to_bottom,-0.9803,0.9903,0.0101,0.000,ba,4,2
2.3442,0.17153,race_to_bottom,-0.9252,0.9692,0.0441,0.000,ba,4,2
2.9747,0.17153,race_to_bottom,-0.9792,0.9901,0.0110,0.000,ba,4,2
3.77478,0.17153,race_to_bottom,-0.9860,0.9930,0.0070,0.000,ba,4,2
4.79005,0.17153,race_to_bottom,-0.9520,0.9817,0.0297,0.000,ba,4,2
6.07839,0.17153,race_to_bottom,-0.9734,0.9904,0.0169,0.000,ba,4,2
7.71324,0.17153,race_to_bottom,-0.9914,0.9960,0.0046,0.000,ba,4,2
9.7878,0.17153,race_to_bottom,-0.9356,0.9724,0.0368,0.000,ba,4,2
12.4203,0.17153,race_to_bottom,-0.9222,0.9501,0.0279,0.000,ba,4,2
15.7609,0.17153,transitional,-0.1710,0.4695,0.2985,0.000,ba,4,2
20,0.17153,transitional,0.5392,0.1323,0.6715,0.500,ba,4,2
0.02,0.196303,green_club,0.2671,0.3690,0.6361,0.625,ba,4,2
0.0253792,0.196303,green_club,0.7185,0.1605,0.8790,0.875,ba,4,2
0.0322052,0.196303,green_club,0.4787,0.2712,0.7499,0.750,ba,4,2
0.0408672,0.196303,race_to_bottom,0.0076,0.4977,0.5053,0.500,ba,4,2
0.0518589,0.196303,green_club,0.2597,0.3758,0.6355,0.625,ba,4,2
0.0658069,0.196303,green_club,0.4345,0.2991,0.7336,0.750,ba,4,2
0.0835064,0.196303,green_club,0.1950,0.4178,0.6128,0.625,ba,4,2
0.105966,0.196303,race_to_bottom,-0.9643,0.9856,0.0213,0.000,ba,4,2
0.134467,0.196303,race_to_bottom,-0.5868,0.7958,0.2090,0.125,ba,4,2
0.170634,0.196303,race_to_bottom,-0.7510,0.8889,0.1379,0.125,ba,4,2
0.216527,0.196303,race_to_bottom,-0.7646,0.8835,0.1189,0.125,ba,4,2
0.274765,0.196303,race_to_bottom,-0.9574,0.9807,0.0232,0.000,ba,4,2
0.348666,0.196303,race_to_bottom,-0.9535,0.9757,0.0222,0.000,ba,4,2
0.442443,0.196303,race_to_bottom,-0.9907,0.9945,0.0038,0.000,ba,4,2
0.561443,0.196303,race_to_bottom,-0.9900,0.9950,0.0049,0.000,ba,4,2
0.71245,0.196303,race_to_bottom,-0.9987,0.9987,0.0000,0.000,ba,4,2
0.904071,0.196303,race_to_bottom,-0.9949,0.9978,0.0028,0.000,ba,4,2
1.14723,0.196303,race_to_bottom,-0.9854,0.9957,0.0102,0.000,ba,4,2
1.45579,0.196303,race_to_bottom,-0.9982,0.9982,0.0000,0.000,ba,4,2
1.84734,0.196303,race_to_bottom,-0.9802,0.9924,0.0122,0.000,ba,4,2
2.3442,0.196303,race_to_bottom,-0.9447,0.9787,0.0340,0.000,ba,4,2
2.9747,0.196303,race_to_bottom,-0.9986,0.9988,0.0002,0.000,ba,4,2
3.77478,0.196303,race_to_bottom,-0.9616,0.9837,0.0221,0.000,ba,4,2
4.79005,0.196303,race_to_bottom,-0.9859,0.9963,0.0104,0.000,ba,4,2
6.07839,0.196303,race_to_bottom,-0.9702,0.9869,0.0167,0.000,ba,4,2
7.71324,0.196303,race_to_bottom,-0.9885,0.9945,0.0060,0.000,ba,4,2
9.7878,0.196303,race_to_bottom,-0.9787,0.9923,0.0136,0.000,ba,4,2
12.4203,0.196303,race_to_bottom,-0.7562,0.8886,0.1324,0.125,ba,4,2
15.7609,0.196303,transitional,-0.1981,0.4766,0.2785,0.000,ba,4,2
20,0.196303,green_club,0.5330,0.1512,0.6842,0.750,ba,4,2
0.02,0.224652,race_to_bottom,-0.2467,0.6238,0.3771,0.375,ba,4,2
0.0253792,0.224652,green_club,0.6268,0.2076,0.8344,0.750,ba,4,2
0.0322052,0.224652,green_club,0.6658,0.1834,0.8492,0.750,ba,4,2
0.0408672,0.224652,green_club,0.2448,0.3802,0.6250,0.625,ba,4,2
0.0518589,0.224652,green_club,0.2596,0.3708,0.6304,0.625,ba,4,2
0.0658069,0.224652,green_club,0.0630,0.4864,0.5494,0.500,ba,4,2
0.0835064,0.224652,race_to_bottom,-0.2119,0.6103,0.3985,0.375,ba,4,2
0.105966,0.224652,race_to_bottom,-0.3952,0.7044,0.3092,0.250,ba,4,2
0.134467,0.224652,race_to_bottom,-0.4729,0.7377,0.2649,0.250,ba,4,2
0.170634,0.224652,race_to_bottom,-0.7507,0.8757,0.1250,0.125,ba,4,2
0.216527,0.224652,race_to_bottom,-0.7896,0.8958,0.1062,0.125,ba,4,2
0.274765,0.224652,race_to_bottom,-0.9994,0.9994,0.0000,0.000,ba,4,2
0.348666,0.224652,race_to_bottom,-0.9967,0.9985,0.0017,0.000,ba,4,2
0.442443,0.224652,race_to_bottom,-0.9993,0.9993,0.0000,0.000,ba,4,2
0.561443,0.224652,race_to_bottom,-0.9879,0.9948,0.0069,0.000,ba,4,2
0.71245,0.224652,race_to_bottom,-0.9947,0.9970,0.0023,0.000,ba,4,2
0.904071,0.224652,race_to_bottom,-0.9482,0.9786,0.0304,0.000,ba,4,2
1.14723,0.224652,race_to_bottom,-0.9585,0.9818,0.0234,0.000,ba,4,2
1.45579,0.224652,race_to_bottom,-0.9942,0.9968,0.0026,0.000,ba,4,2
1.84734,0.224652,race_to_bottom,-0.9982,0.9989,0.0007,0.000,ba,4,2
2.3442,0.224652,race_to_bottom,-0.9804,0.9918,0.0114,0.000,ba,4,2
2.9747,0.224652,race_to_bottom,-0.9753,0.9917,0.0163,0.000,ba,4,2
3.77478,0.224652,race_to_bottom,-0.9991,0.9992,0.0001,0.000,ba,4,2
4.79005,0.224652,race_to_bottom,-0.9993,0.9993,0.0000,0.000,ba,4,2
6.07839,0.224652,race_to_bottom,-0.9910,0.9961,0.0051,0.000,ba,4,2
7.71324,0.224652,race_to_bottom,-0.9737,0.9904,0.0167,0.000,ba,4,2
9.7878,0.224652,race_to_bottom,-0.9547,0.9837,0.0290,0.000,ba,4,2
12.4203,0.224652,race_to_bottom,-0.9315,0.9602,0.0287,0.000,ba,4,2
15.7609,0.224652,transitional,-0.0152,0.3975,0.3823,0.125,ba,4,2
20,0.224652,green_club,0.7700,0.0768,0.8468,0.750,ba,4,2
0.02,0.257097,green_club,0.7060,0.1490,0.8550,0.875,ba,4,2
0.0253792,0.257097,green_club,0.7113,0.1471,0.8584,0.875,ba,4,2
0.0322052,0.257097,green_club,0.4992,0.2508,0.7500,0.750,ba,4,2
0.0408672,0.257097,green_club,0.9948,0.0044,0.9992,1.000,ba,4,2
0.0518589,0.257097,green_club,0.1956,0.4035,0.5992,0.625,ba,4,2
0.0658069,0.257097,green_club,0.2556,0.3743,0.6299,0.625,ba,4,2
0.0835064,0.257097,green_club,0.2494,0.3756,0.6250,0.625,ba,4,2
0.105966,0.257097,race_to_bottom,-0.0009,0.5010,0.5001,0.500,ba,4,2
0.134467,0.257097,race_to_bottom,-0.2508,0.6258,0.3750,0.375,ba,4,2
0.170634,0.257097,race_to_bottom,-0.4999,0.7499,0.2500,0.250,ba,4,2
0.216527,0.257097,race_to_bottom,-0.9973,0.9988,0.0015,0.000,ba,4,2
0.274765,0.257097,race_to_bottom,-0.9961,0.9992,0.0030,0.000,ba,4,2
0.348666,0.257097,race_to_bottom,-0.9635,0.9868,0.0233,0.000,ba,4,2
0.442443,0.257097,race_to_bottom,-0.9940,0.9961,0.0022,0.000,ba,4,2
0.561443,0.257097,race_to_bottom,-0.9794,0.9931,0.0137,0.000,ba,4,2
0.71245,0.257097,race_to_bottom,-0.9949,0.9974,0.0025,0.000,ba,4,2
0.904071,0.257097,race_to_bottom,-0.9992,0.9992,0.0000,0.000,ba,4,2
1.14723,0.257097,race_to_bottom,-0.9950,0.9982,0.0032,0.000,ba,4,2
1.45579,0.257097,race_to_bottom,-0.9761,0.9930,0.0169,0.000,ba,4,2
1.84734,0.257097,race_to_bottom,-0.9942,0.9974,0.0032,0.000,ba,4,2
2.3442,0.257097,race_to_bottom,-0.9901,0.9969,0.0068,0.000,ba,4,2
2.9747,0.257097,race_to_bottom,-0.9998,0.9998,0.0000,0.000,ba,4,2
3.77478,0.257097,race_to_bottom,-0.9843,0.9932,0.0089,0.000,ba,4,2
4.79005,0.257097,race_to_bottom,-0.9760,0.9935,0.0175,0.000,ba,4,2
6.07839,0.257097,race_to_bottom,-0.9922,0.9973,0.0051,0.000,ba,4,2
7.71324,0.257097,race_to_bottom,-0.9726,0.9893,0.0167,0.000,ba,4,2
9.7878,0.257097,race_to_bottom,-0.9685,0.9863,0.0178,0.000,ba,4,2
12.4203,0.257097,race_to_bottom,-0.9664,0.9844,0.0181,0.000,ba,4,2
15.7609,0.257097,transitional,-0.3536,0.5935,0.2399,0.000,ba,4,2
20,0.257097,green_club,0.6118,0.1338,0.7457,0.625,ba,4,2
0.02,0.294226,green_club,0.9994,0.0006,1.0000,1.000,ba,4,2
0.0253792,0.294226,green_club,0.4659,0.2658,0.7317,0.750,ba,4,2
0.0322052,0.294226,green_club,0.7494,0.1256,0.8750,0.875,ba,4,2
0.0408672,0.294226,green_club,0.7477,0.1273,0.8750,0.875,ba,4,2
0.0518589,0.294226,green_club,0.7496,0.1254,0.8750,0.875,ba,4,2
0.0658069,0.294226,green_club,0.5364,0.2357,0.7721,0.750,ba,4,2
0.0835064,0.294226,green_club,0.4564,0.2759,0.7323,0.750,ba,4,2
0.105966,0.294226,race_to_bottom,-0.5003,0.7503,0.2500,0.250,ba,4,2
0.134467,0.294226,race_to_bottom,-0.1363,0.5768,0.4405,0.375,ba,4,2
0.170634,0.294226,race_to_bottom,-0.7564,0.8810,0.1246,0.125,ba,4,2
0.216527,0.294226,race_to_bottom,-0.5103,0.7562,0.2459,0.250,ba,4,2
0.274765,0.294226,race_to_bottom,-0.6265,0.8189,0.1924,0.125,ba,4,2
0.348666,0.294226,race_to_bottom,-0.7884,0.8987,0.1103,0.125,ba,4,2
0.442443,0.294226,race_to_bottom,-0.7627,0.8815,0.1188,0.125,ba,4,2
0.561443,0.294226,race_to_bottom,-0.9996,0.9996,0.0000,0.000,ba,4,2
0.71245,0.294226,race_to_bottom,-0.9996,0.9996,0.0000,0.000,ba,4,2
0.904071,0.294226,race_to_bottom,-0.9948,0.9992,0.0044,0.000,ba,4,2
1.14723,0.294226,race_to_bottom,-0.9997,0.9997,0.0000,0.000,ba,4,2
1.45579,0.294226,race_to_bottom,-0.9920,0.9961,0.0041,0.000,ba,4,2
1.84734,0.294226,race_to_bottom,-0.9997,0.9997,0.0000,0.000,ba,4,2
2.3442,0.294226,race_to_bottom,-0.9921,0.9981,0.0060,0.000,ba,4,2
2.9747,0.294226,race_to_bottom,-0.9821,0.9931,0.0110,0.000,ba,4,2
3.77478,0.294226,race_to_bottom,-0.7627,0.8849,0.1222,0.125,ba,4,2
4.79005,0.294226,race_to_bottom,-0.9906,0.9982,0.0076,0.000,ba,4,2
6.07839,0.294226,race_to_bottom,-0.9919,0.9974,0.0055,0.000,ba,4,2
7.71324,0.294226,race_to_bottom,-0.9918,0.9988,0.0070,0.000,ba,4,2
9.7878,0.294226,race_to_bottom,-0.9999,0.9999,0.0000,0.000,ba,4,2
12.4203,0.294226,race_to_bottom,-0.8890,0.9453,0.0563,0.000,ba,4,2
15.7609,0.294226,transitional,-0.4344,0.6413,0.2068,0.000,ba,4,2
20,0.294226,green_club,0.8052,0.0797,0.8849,1.000,ba,4,2
0.02,0.336718,green_club,0.9995,0.0005,1.0000,1.000,ba,4,2
0.0253792,0.336718,green_club,0.9980,0.0020,1.0000,1.000,ba,4,2
0.0322052,0.336718,green_club,0.7095,0.1446,0.8541,0.875,ba,4,2
0.0408672,0.336718,green_club,0.4995,0.2505,0.7500,0.750,ba,4,2
0.0518589,0.336718,green_club,0.7488,0.1262,0.8750,0.875,ba,4,2
0.0658069,0.336718,green_club,0.2066,0.3975,0.6041,0.625,ba,4,2
0.0835064,0.336718,race_to_bottom,0.0001,0.4999,0.5000,0.500,ba,4,2
0.105966,0.336718,race_to_bottom,-0.2587,0.6325,0.3738,0.375,ba,4,2
0.134467,0.336718,race_to_bottom,-0.2561,0.6305,0.3744,0.375,ba,4,2
0.170634,0.336718,race_to_bottom,-0.2500,0.6250,0.3750,0.375,ba,4,2
0.216527,0.336718,race_to_bottom,-0.5148,0.7585,0.2438,0.250,ba,4,2
0.274765,0.336718,race_to_bottom,-0.7494,0.8744,0.1250,0.125,ba,4,2
0.348666,0.336718,race_to_bottom,-0.9994,0.9994,0.0000,0.000,ba,4,2
0.442443,0.336718,race_to_bottom,-0.7457,0.8787,0.1330,0.125,ba,4,2
0.561443,0.336718,race_to_bottom,-0.9998,0.9998,0.0000,0.000,ba,4,2
0.71245,0.336718,race_to_bottom,-0.9997,0.9997,0.0000,0.000,ba,4,2
0.904071,0.336718,race_to_bottom,-0.9994,0.9994,0.0000,0.000,ba,4,2
1.14723,0.336718,race_to_bottom,-0.9998,0.9998,0.0000,0.000,ba,4,2
1.45579,0.336718,race_to_bottom,-0.9928,0.9989,0.0061,0.000,ba,4,2
1.84734,0.336718,race_to_bottom,-0.9743,0.9924,0.0181,0.000,ba,4,2
2.3442,0.336718,race_to_bottom,-0.9996,0.9996,0.0000,0.000,ba,4,2
2.9747,0.336718,race_to_bottom,-0.9865,0.9964,0.0099,0.000,ba,4,2
3.77478,0.336718,race_to_bottom,-0.9942,0.9978,0.0036,0.000,ba,4,2
4.79005,0.336718,race_to_bottom,-0.8962,0.9465,0.0503,0.000,ba,4,2
6.07839,0.336718,race_to_bottom,-0.9882,0.9964,0.0083,0.000,ba,4,2
7.71324,0.336718,race_to_bottom,-0.9711,0.9912,0.0201,0.000,ba,4,2
9.7878,0.336718,race_to_bottom,-0.9966,0.9994,0.0029,0.000,ba,4,2
12.4203,0.336718,race_to_bottom,-0.9658,0.9871,0.0212,0.000,ba,4,2
15.7609,0.336718,race_to_bottom,-0.3635,0.6015,0.2380,0.000,ba,4,2
20,0.336718,green_club,0.5887,0.1269,0.7156,0.625,ba,4,2
0.02,0.385347,green_club,0.7494,0.1256,0.8750,0.875,ba,4,2
0.0253792,0.385347,green_club,0.9982,0.0018,1.0000,1.000,ba,4,2
0.0322052,0.385347,green_club,0.9982,0.0018,1.0000,1.000,ba,4,2
0.0408672,0.385347,green_club,0.4998,0.2502,0.7500,0.750,ba,4,2
0.0518589,0.385347,green_club,0.4995,0.2505,0.7500,0.750,ba,4,2
0.0658069,0.385347,green_club,0.4997,0.2503,0.7500,0.750,ba,4,2
0.0835064,0.385347,green_club,0.4995,0.2505,0.7500,0.750,ba,4,2
0.105966,0.385347,green_club,0.4994,0.2506,0.7500,0.750,ba,4,2
0.134467,0.385347,race_to_bottom,-0.0002,0.5002,0.5000,0.500,ba,4,2
0.170634,0.385347,race_to_bottom,-0.2499,0.6249,0.3750,0.375,ba,4,2
0.216527,0.385347,race_to_bottom,-0.7498,0.8748,0.1250,0.125,ba,4,2
0.274765,0.385347,race_to_bottom,-0.9997,0.9997,0.0000,0.000,ba,4,2
0.348666,0.385347,race_to_bottom,-0.9951,0.9977,0.0026,0.000,ba,4,2
0.442443,0.385347,race_to_bottom,-0.9995,0.9995,0.0000,0.000,ba,4,2
0.561443,0.385347,race_to_bottom,-0.7656,0.8878,0.1222,0.125,ba,4,2
0.71245,0.385347,race_to_bottom,-0.9997,0.9997,0.0000,0.000,ba,4,2
0.904071,0.385347,race_to_bottom,-0.9998,0.9998,0.0000,0.000,ba,4,2
1.14723,0.385347,race_to_bottom,-0.9889,0.9968,0.0078,0.000,ba,4,2
