mu,tau,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,h_seed4,h_seed5,s_seed0,s_seed1,s_seed2,s_seed3,s_seed4,s_seed5
2.3442,0.758621,green_club,0.9428,0.0306,0.9733,1.000,1.01375e+09,4.34111e+06,12301.6,1.03408e+09,2.46811e+07,1.97449e+07,4.93622e+06,18488.5,9.99858e+08,18730.2,48.6667,53369.5,1.38968e+07,10803.9,1.33333,1462.18,0.0096,0.0186,0.0143,0.0273,0.1136,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
2.9747,0.758621,green_club,0.9286,0.0405,0.9692,1.000,1.00414e+09,4.32473e+06,16003.9,1.03198e+09,3.21848e+07,2.57478e+07,6.43696e+06,18313.1,9.89135e+08,18607.7,48.4625,53145.6,1.50053e+07,9848.78,1.5375,1686.07,0.0721,0.0156,0.0216,0.0217,0.1124,0.0000,0.9550,0.9800,0.9800,0.9800,0.9200,1.0000
3.77478,0.758621,green_club,0.9232,0.0435,0.9667,1.000,1.0028e+09,4.32769e+06,17358.7,1.03236e+09,3.39009e+07,2.71207e+07,6.78018e+06,18288.7,9.86988e+08,18617.4,48.3333,53003.9,1.58132e+07,9672.85,1.66667,1827.72,0.0861,0.0178,0.0131,0.0298,0.1141,0.0000,0.9400,0.9800,0.9800,0.9800,0.9200,1.0000
4.79005,0.758621,green_club,0.6276,0.1932,0.8208,0.833,8.77131e+08,4.55426e+06,22630.2,1.05752e+09,1.84964e+08,1.47971e+08,3.69928e+07,15996.8,8.31425e+08,16197.7,41.0292,44993.9,4.57062e+07,8998.8,8.97083,9837.71,0.0149,0.9789,0.0203,0.0334,0.1117,0.0000,0.9800,0.0646,0.9800,0.9800,0.9200,1.0000
6.07839,0.758621,green_club,0.6185,0.1915,0.8100,0.833,8.77109e+08,4.56017e+06,9276.79,1.05821e+09,1.85666e+08,1.48533e+08,3.71333e+07,15996.4,8.30713e+08,18700.8,40.5,44413.6,4.63955e+07,9166.17,9.5,10418,0.0178,0.9999,0.0156,0.0276,0.0879,0.0000,0.9800,0.0000,0.9800,0.9800,0.9200,1.0000
7.71324,0.758621,green_club,0.6199,0.1934,0.8133,0.833,8.72919e+08,4.52777e+06,14705.9,1.05428e+09,1.85907e+08,1.48726e+08,3.71814e+07,15920,8.24156e+08,16562.5,40.675,44605.6,4.87633e+07,9820.25,9.325,10226.1,0.0079,0.9785,0.0200,0.0232,0.1091,0.0218,0.9800,0.0414,0.9800,0.9800,0.9200,0.9786
9.7878,0.758621,green_club,0.6450,0.1783,0.8233,0.833,8.80607e+08,4.48004e+06,10963.9,1.0483e+09,1.72186e+08,1.37749e+08,3.44372e+07,16060.2,8.38424e+08,16340.2,41.1667,45144.7,4.21827e+07,10443.5,8.83333,9686.93,0.0097,0.0232,0.0214,0.0203,0.9952,0.0000,0.9800,0.9800,0.9800,0.9800,0.0200,1.0000
12.4203,0.758621,green_club,0.6343,0.1898,0.8241,0.833,8.71851e+08,4.43745e+06,17633.3,1.04157e+09,1.74169e+08,1.39336e+08,3.48339e+07,15900.5,8.26745e+08,15954.8,41.2083,45190.4,4.51058e+07,9314.81,8.79167,9641.23,0.0167,0.9796,0.0149,0.0156,0.1121,0.0000,0.9800,0.0846,0.9800,0.9800,0.9200,1.0000
15.7609,0.758621,green_club,0.6463,0.1693,0.8155,0.833,8.79922e+08,4.35308e+06,31208,1.033e+09,1.57464e+08,1.25972e+08,3.14929e+07,16047.7,8.05914e+08,16793.8,40.775,44715.2,7.40084e+07,10770.8,9.225,10116.4,0.0114,0.7676,0.0186,0.0982,0.1197,0.0000,0.9800,0.1489,0.9800,0.8932,0.8912,1.0000
20,0.758621,green_club,0.8998,0.0497,0.9494,1.000,9.8532e+08,4.32191e+06,22613.1,1.03145e+09,5.04745e+07,4.03796e+07,1.00949e+07,17969.9,9.61165e+08,18462.3,47.4583,52044.4,2.41546e+07,10127.3,2.54167,2787.28,0.0256,0.0891,0.0051,0.0232,0.1171,0.0380,0.9800,0.9061,0.9800,0.9800,0.8912,0.9593
0.02,0.793103,green_club,0.9751,0.0116,0.9867,1.000,1.03402e+09,4.38292e+06,3884.9,1.03943e+09,9.79729e+06,7.83783e+06,1.95946e+06,18858.1,1.02594e+09,18962.9,49.3333,54100.6,8.08524e+06,11059.2,0.666667,731.089,0.0214,0.0229,0.0107,0.0144,0.0003,0.0000,0.9800,0.9800,0.9800,0.9800,1.0000,1.0000
0.0253792,0.793103,green_club,0.9726,0.0141,0.9867,1.000,1.03258e+09,4.38539e+06,5113.73,1.03974e+09,1.15526e+07,9.24206e+06,2.31051e+06,18831.8,1.02537e+09,18952.3,49.3333,54100.6,7.21267e+06,9865.65,0.666667,731.089,0.0202,0.0292,0.0203,0.0149,0.0000,0.0000,0.9800,0.9800,0.9800,0.9800,1.0000,1.0000
0.0322052,0.793103,green_club,0.9725,0.0142,0.9867,1.000,1.03263e+09,4.38221e+06,4615.16,1.03934e+09,1.10971e+07,8.87771e+06,2.21943e+06,18832.8,1.02526e+09,18950.3,49.3333,54100.6,7.3773e+06,10090.8,0.666667,731.089,0.0271,0.0172,0.0173,0.0232,0.0002,0.0000,0.9800,0.9800,0.9800,0.9800,1.0000,1.0000
0.0408672,0.793103,green_club,0.9591,0.0209,0.9800,1.000,1.02743e+09,4.38641e+06,8016,1.03984e+09,1.67985e+07,1.34388e+07,3.35971e+06,18738,1.01623e+09,18910.8,49,53735,1.12067e+07,10443.9,1,1096.63,0.0211,0.0165,0.0256,0.0181,0.0443,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.0518589,0.793103,green_club,0.9763,0.0103,0.9867,1.000,1.03559e+09,4.38701e+06,3135.58,1.03994e+09,8.74382e+06,6.99505e+06,1.74876e+06,18886.7,1.02699e+09,18982.5,49.3333,54100.6,8.59699e+06,11759.2,0.666667,731.089,0.0240,0.0163,0.0050,0.0162,0.0006,0.0000,0.9800,0.9800,0.9800,0.9800,1.0000,1.0000
0.0658069,0.793103,green_club,0.9589,0.0211,0.9800,1.000,1.02698e+09,4.3917e+06,7000.67,1.0405e+09,1.79184e+07,1.43348e+07,3.58369e+06,18729.6,1.01681e+09,18921.7,49,53735,1.0165e+07,9464.6,1,1096.63,0.0130,0.0218,0.0227,0.0213,0.0479,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.0835064,0.793103,green_club,0.9410,0.0323,0.9733,1.000,1.01988e+09,4.39928e+06,11318.1,1.04141e+09,2.59401e+07,2.07521e+07,5.18802e+06,18600.2,1.00722e+09,18867.5,48.6667,53369.5,1.26552e+07,9067.21,1.33333,1462.18,0.0290,0.0187,0.0217,0.0195,0.1049,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.105966,0.793103,green_club,0.9366,0.0367,0.9733,1.000,1.01806e+09,4.39743e+06,14243.6,1.04118e+09,2.75322e+07,2.20257e+07,5.50643e+06,18566.9,1.00559e+09,18837.2,48.6667,53369.5,1.24682e+07,9147.52,1.33333,1462.18,0.0193,0.0397,0.0277,0.0256,0.1082,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.134467,0.793103,green_club,0.9430,0.0303,0.9733,1.000,1.02053e+09,4.39815e+06,9964.13,1.04126e+09,2.51421e+07,2.01137e+07,5.02843e+06,18612.1,1.00764e+09,18875.5,48.6667,53369.5,1.28943e+07,9683.24,1.33333,1462.18,0.0181,0.0156,0.0206,0.0231,0.1044,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.170634,0.793103,green_club,0.9401,0.0332,0.9733,1.000,1.01912e+09,4.39548e+06,12289.1,1.04096e+09,2.62527e+07,2.10021e+07,5.25054e+06,18586.3,1.00637e+09,18851.5,48.6667,53369.5,1.27536e+07,9156.73,1.33333,1462.18,0.0298,0.0235,0.0126,0.0291,0.1042,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.216527,0.793103,green_club,0.9411,0.0322,0.9733,1.000,1.01898e+09,4.38535e+06,12350.8,1.03967e+09,2.50915e+07,2.00732e+07,5.0183e+06,18583.7,1.00544e+09,18833.6,48.6667,53369.5,1.35363e+07,10447.5,1.33333,1462.18,0.0248,0.0201,0.0171,0.0098,0.1215,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.274765,0.793103,green_club,0.9616,0.0184,0.9800,1.000,1.02825e+09,4.38591e+06,6447.95,1.03981e+09,1.59491e+07,1.27592e+07,3.18981e+06,18752.8,1.01687e+09,18923,49,53735,1.13837e+07,10803.3,1,1096.63,0.0292,0.0146,0.0041,0.0201,0.0425,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.348666,0.793103,green_club,0.9609,0.0191,0.9800,1.000,1.02664e+09,4.37697e+06,6427.37,1.03866e+09,1.64047e+07,1.31238e+07,3.28095e+06,18723.4,1.01555e+09,18898.5,49,53735,1.10838e+07,10390.1,1,1096.63,0.0143,0.0145,0.0192,0.0246,0.0419,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.442443,0.793103,green_club,0.9577,0.0223,0.9800,1.000,1.0248e+09,4.37419e+06,8589.73,1.03828e+09,1.7862e+07,1.42896e+07,3.5724e+06,18689.9,1.01411e+09,18871.1,49,53735,1.06929e+07,10078,1,1096.63,0.0181,0.0179,0.0266,0.0226,0.0485,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.561443,0.793103,green_club,0.9579,0.0221,0.9800,1.000,1.02562e+09,4.38031e+06,7591.92,1.03907e+09,1.78364e+07,1.42691e+07,3.56728e+06,18704.9,1.01513e+09,18890.4,49,53735,1.04903e+07,9863.3,1,1096.63,0.0182,0.0211,0.0147,0.0203,0.0581,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.71245,0.793103,green_club,0.9378,0.0356,0.9733,1.000,1.01487e+09,4.37289e+06,13624.4,1.03805e+09,2.75699e+07,2.20559e+07,5.51397e+06,18508.8,1.00257e+09,18780.7,48.6667,53369.5,1.22961e+07,9044.11,1.33333,1462.18,0.0178,0.0315,0.0252,0.0234,0.1155,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.904071,0.793103,green_club,0.9390,0.0344,0.9733,1.000,1.01505e+09,4.36622e+06,13199.6,1.0372e+09,2.65298e+07,2.12238e+07,5.30596e+06,18512.2,1.00218e+09,18773.8,48.6667,53369.5,1.28703e+07,9500.46,1.33333,1462.18,0.0228,0.0185,0.0228,0.0319,0.1103,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
1.14723,0.793103,green_club,0.9438,0.0295,0.9733,1.000,1.01655e+09,4.35755e+06,12107.4,1.0361e+09,2.39248e+07,1.91398e+07,4.78495e+06,18539.4,1.00218e+09,18773.9,48.6667,53369.5,1.43714e+07,11254.5,1.33333,1462.18,0.0152,0.0219,0.0091,0.0233,0.1076,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
1.45579,0.793103,green_club,0.9457,0.0276,0.9733,1.000,1.01647e+09,4.34128e+06,9606.18,1.0341e+09,2.19766e+07,1.75812e+07,4.39531e+06,18538,1.00136e+09,18758.7,48.6667,53369.5,1.51116e+07,12274.9,1.33333,1462.18,0.0001,0.0143,0.0215,0.0138,0.1162,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
1.84734,0.793103,green_club,0.9591,0.0209,0.9800,1.000,1.01921e+09,4.32502e+06,9066.57,1.0321e+09,1.72233e+07,1.37787e+07,3.44467e+06,18588,1.0079e+09,18756.3,49,53735,1.13184e+07,10757.1,1,1096.63,0.0150,0.0186,0.0142,0.0313,0.0462,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
2.3442,0.793103,green_club,0.9412,0.0321,0.9733,1.000,1.01182e+09,4.32718e+06,12409.5,1.03231e+09,2.48313e+07,1.98651e+07,4.96627e+06,18453.2,9.9796e+08,18695.1,48.6667,53369.5,1.38597e+07,10942.4,1.33333,1462.18,0.0169,0.0089,0.0152,0.0274,0.1242,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
2.9747,0.793103,green_club,0.9418,0.0316,0.9733,1.000,1.01045e+09,4.31825e+06,13284.3,1.03116e+09,2.50393e+07,2.00314e+07,5.00785e+06,18428.3,9.96567e+08,18670.5,48.6667,53369.5,1.38858e+07,10732.4,1.33333,1462.18,0.0157,0.0258,0.0194,0.0219,0.1066,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
3.77478,0.793103,green_club,0.9377,0.0357,0.9733,1.000,1.00927e+09,4.32874e+06,13482.1,1.03253e+09,2.76066e+07,2.20853e+07,5.52132e+06,18406.7,9.97058e+08,18678.7,48.6667,53369.5,1.22095e+07,9038.91,1.33333,1462.18,0.0327,0.0219,0.0167,0.0261,0.1166,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
4.79005,0.793103,green_club,0.6393,0.1822,0.8215,0.833,8.77126e+08,4.50794e+06,14468.5,1.05178e+09,1.79172e+08,1.43338e+08,3.58345e+07,15996.7,8.31623e+08,17112.5,41.0583,45025.9,4.55024e+07,9938.41,8.94167,9805.73,0.0675,0.0154,0.0193,0.0177,0.9735,0.0000,0.9465,0.9800,0.9800,0.9800,0.0425,1.0000
6.07839,0.793103,green_club,0.9007,0.0588,0.9595,1.000,9.8874e+08,4.32937e+06,26520.5,1.03247e+09,4.80835e+07,3.84668e+07,9.61671e+06,18032.3,9.70082e+08,18425.8,47.9792,52615.5,1.86586e+07,9184.2,2.02083,2216.11,0.0372,0.0656,0.0216,0.0254,0.1699,0.0331,0.9740,0.9518,0.9800,0.9800,0.8913,0.9800
7.71324,0.793103,green_club,0.9334,0.0363,0.9697,1.000,1.00355e+09,4.28896e+06,15653.8,1.02759e+09,2.83433e+07,2.26747e+07,5.66867e+06,18302.3,9.8718e+08,18563.5,48.4875,53173,1.63681e+07,11197.8,1.5125,1658.66,0.0238,0.0185,0.0147,0.0307,0.1177,0.0124,0.9800,0.9800,0.9800,0.9800,0.9200,0.9783
9.7878,0.793103,green_club,0.5625,0.2271,0.7896,0.833,8.45758e+08,4.56815e+06,28471.4,1.05919e+09,2.1803e+08,1.74424e+08,4.3606e+07,15424.6,7.91289e+08,18269.9,39.4792,43294.2,5.44687e+07,8565.49,10.5208,11537.5,0.0641,1.0000,0.0158,0.0841,0.1526,0.0460,0.9527,0.0000,0.9800,0.9425,0.8892,0.9730
12.4203,0.793103,green_club,0.5290,0.2404,0.7694,0.833,8.14646e+08,4.52001e+06,43852.8,1.05359e+09,2.43511e+08,1.94809e+08,4.87022e+07,14857.2,7.45626e+08,17660.6,38.4625,42179.3,6.90198e+07,9029.53,11.5375,12652.4,0.0776,0.9998,0.1220,0.0275,0.1224,0.0931,0.9274,0.0000,0.9092,0.9800,0.9058,0.8943
15.7609,0.793103,green_club,0.8932,0.0558,0.9490,1.000,9.65518e+08,4.28825e+06,36776.4,1.02734e+09,6.6147e+07,5.29176e+07,1.32294e+07,17608.8,9.34721e+08,17927.5,47.4458,52030.7,3.07968e+07,11320.8,2.55417,2800.98,0.0993,0.1296,0.0096,0.0136,0.0829,0.0000,0.9218,0.8924,0.9800,0.9800,0.9200,1.0000
20,0.793103,green_club,0.9298,0.0348,0.9646,1.000,1.00274e+09,4.31778e+06,15107.4,1.03104e+09,3.26259e+07,2.61007e+07,6.52518e+06,18287.6,9.82621e+08,18574.6,48.2375,52898.8,2.01213e+07,11284.4,1.7625,1932.82,0.0076,0.0665,0.0173,0.0220,0.0719,0.0233,0.9800,0.9502,0.9800,0.9800,0.9200,0.9771
0.02,0.827586,green_club,0.9613,0.0187,0.9800,1.000,1.02817e+09,4.38483e+06,6993.95,1.03965e+09,1.58701e+07,1.26961e+07,3.17402e+06,18751.4,1.0166e+09,18917.8,49,53735,1.15741e+07,10678.2,1,1096.63,0.0214,0.0228,0.0128,0.0200,0.0353,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.0253792,0.827586,green_club,0.9749,0.0118,0.9867,1.000,1.03476e+09,4.38362e+06,3905.76,1.03952e+09,9.14951e+06,7.3196e+06,1.8299e+06,18871.5,1.0261e+09,18965.9,49.3333,54100.6,8.65728e+06,11841.6,0.666667,731.089,0.0104,0.0213,0.0130,0.0261,0.0000,0.0000,0.9800,0.9800,0.9800,0.9800,1.0000,1.0000
0.0322052,0.827586,green_club,0.9743,0.0124,0.9867,1.000,1.03343e+09,4.38542e+06,3898.18,1.03974e+09,1.06953e+07,8.55627e+06,2.13907e+06,18847.4,1.02596e+09,18963.4,49.3333,54100.6,7.46765e+06,10214.4,0.666667,731.089,0.0193,0.0193,0.0171,0.0179,0.0006,0.0000,0.9800,0.9800,0.9800,0.9800,1.0000,1.0000
0.0408672,0.827586,green_club,0.9613,0.0187,0.9800,1.000,1.02871e+09,4.38701e+06,7030.21,1.03993e+09,1.56101e+07,1.24881e+07,3.12201e+06,18761.3,1.01689e+09,18923.3,49,53735,1.18203e+07,11270.1,1,1096.63,0.0074,0.0208,0.0218,0.0175,0.0445,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.0518589,0.827586,green_club,0.9712,0.0155,0.9867,1.000,1.03258e+09,4.38234e+06,5446.37,1.03936e+09,1.11693e+07,8.93541e+06,2.23385e+06,18831.9,1.02497e+09,18945,49.3333,54100.6,7.61164e+06,10411.4,0.666667,731.089,0.0278,0.0217,0.0169,0.0257,0.0006,0.0000,0.9800,0.9800,0.9800,0.9800,1.0000,1.0000
0.0658069,0.827586,green_club,0.9708,0.0159,0.9867,1.000,1.03194e+09,4.38857e+06,6807.8,1.04013e+09,1.25896e+07,1.00717e+07,2.51791e+06,18820.1,1.02491e+09,18943.7,49.3333,54100.6,7.02616e+06,9610.55,0.666667,731.089,0.0202,0.0294,0.0240,0.0209,0.0009,0.0000,0.9800,0.9800,0.9800,0.9800,1.0000,1.0000
0.0835064,0.827586,green_club,0.9591,0.0209,0.9800,1.000,1.02786e+09,4.3932e+06,7799.11,1.04069e+09,1.72328e+07,1.37863e+07,3.44657e+06,18745.7,1.01699e+09,18924.9,49,53735,1.0873e+07,10312,1,1096.63,0.0209,0.0207,0.0146,0.0202,0.0491,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.105966,0.827586,green_club,0.9398,0.0336,0.9733,1.000,1.01893e+09,4.40056e+06,13165.9,1.04154e+09,2.70225e+07,2.1618e+07,5.4045e+06,18582.9,1.00638e+09,18851.4,48.6667,53369.5,1.25508e+07,9312.57,1.33333,1462.18,0.0133,0.0252,0.0237,0.0266,0.1125,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.134467,0.827586,green_club,0.9598,0.0202,0.9800,1.000,1.02737e+09,4.39252e+06,6627.64,1.04059e+09,1.76152e+07,1.40922e+07,3.52304e+06,18736.9,1.0171e+09,18927.3,49,53735,1.02724e+07,9499.52,1,1096.63,0.0236,0.0203,0.0191,0.0205,0.0374,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.170634,0.827586,green_club,0.9371,0.0362,0.9733,1.000,1.01779e+09,4.40118e+06,13070.3,1.04164e+09,2.82649e+07,2.26119e+07,5.65298e+06,18562.1,1.00616e+09,18847.5,48.6667,53369.5,1.16346e+07,8341.18,1.33333,1462.18,0.0276,0.0319,0.0214,0.0264,0.1099,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.216527,0.827586,green_club,0.9404,0.0329,0.9733,1.000,1.01885e+09,4.38772e+06,12221.7,1.03998e+09,2.55354e+07,2.04283e+07,5.10709e+06,18581.4,1.00562e+09,18837.4,48.6667,53369.5,1.32292e+07,9890.22,1.33333,1462.18,0.0301,0.0175,0.0150,0.0243,0.1106,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.274765,0.827586,green_club,0.9601,0.0199,0.9800,1.000,1.02779e+09,4.38125e+06,7516.05,1.03922e+09,1.58282e+07,1.26625e+07,3.16563e+06,18744.4,1.01602e+09,18907,49,53735,1.17653e+07,11178.7,1,1096.63,0.0157,0.0248,0.0131,0.0190,0.0469,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.348666,0.827586,green_club,0.9552,0.0248,0.9800,1.000,1.02438e+09,4.37788e+06,8535.2,1.03876e+09,1.87686e+07,1.50149e+07,3.75373e+06,18682.2,1.01434e+09,18875.9,49,53735,1.00385e+07,9479.65,1,1096.63,0.0211,0.0218,0.0288,0.0239,0.0533,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.442443,0.827586,green_club,0.9435,0.0298,0.9733,1.000,1.01882e+09,4.37509e+06,11086.2,1.03838e+09,2.39484e+07,1.91587e+07,4.78968e+06,18580.8,1.00472e+09,18820.8,48.6667,53369.5,1.4098e+07,10982.4,1.33333,1462.18,0.0147,0.0144,0.0139,0.0240,0.1118,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
0.561443,0.827586,green_club,0.9584,0.0216,0.9800,1.000,1.02508e+09,4.37224e+06,7789.66,1.03806e+09,1.73597e+07,1.38878e+07,3.47195e+06,18695,1.01412e+09,18871.7,49,53735,1.09627e+07,10335.9,1,1096.63,0.0146,0.0207,0.0146,0.0240,0.0556,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.71245,0.827586,green_club,0.9579,0.0221,0.9800,1.000,1.0227e+09,4.35577e+06,8346.66,1.03595e+09,1.76199e+07,1.40959e+07,3.52397e+06,18651.6,1.01192e+09,18830.8,49,53735,1.07767e+07,10116.5,1,1096.63,0.0168,0.0294,0.0237,0.0192,0.0435,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
0.904071,0.827586,green_club,0.9443,0.0290,0.9733,1.000,1.01596e+09,4.35743e+06,10856,1.03616e+09,2.45639e+07,1.96511e+07,4.91277e+06,18528.8,1.00249e+09,18780.3,48.6667,53369.5,1.34714e+07,10165.5,1.33333,1462.18,0.0236,0.0228,0.0158,0.0143,0.0976,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
1.14723,0.827586,green_club,0.9417,0.0316,0.9733,1.000,1.01466e+09,4.3516e+06,12499.7,1.0354e+09,2.5103e+07,2.00824e+07,5.0206e+06,18505,1.001e+09,18751.4,48.6667,53369.5,1.36636e+07,10531.6,1.33333,1462.18,0.0261,0.0155,0.0124,0.0238,0.1119,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
1.45579,0.827586,green_club,0.9577,0.0223,0.9800,1.000,1.01989e+09,4.33207e+06,8376.59,1.03297e+09,1.74277e+07,1.39422e+07,3.48554e+06,18600.3,1.00897e+09,18776.4,49,53735,1.09159e+07,10167.5,1,1096.63,0.0160,0.0234,0.0203,0.0264,0.0479,0.0000,0.9800,0.9800,0.9800,0.9800,0.9600,1.0000
1.84734,0.827586,green_club,0.9417,0.0316,0.9733,1.000,1.01124e+09,4.32226e+06,12553.2,1.03175e+09,2.48383e+07,1.98707e+07,4.96767e+06,18442.7,9.97404e+08,18685.6,48.6667,53369.5,1.38401e+07,10669.4,1.33333,1462.18,0.0251,0.0203,0.0091,0.0243,0.1110,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
2.3442,0.827586,green_club,0.9408,0.0326,0.9733,1.000,1.01046e+09,4.32328e+06,13285.8,1.03184e+09,2.57239e+07,2.05791e+07,5.14478e+06,18428.4,9.96995e+08,18677.4,48.6667,53369.5,1.34628e+07,10386.4,1.33333,1462.18,0.0134,0.0206,0.0223,0.0279,0.1114,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
2.9747,0.827586,green_club,0.6505,0.1774,0.8279,0.833,8.87307e+08,4.54061e+06,14353.8,1.0558e+09,1.73047e+08,1.38437e+08,3.46093e+07,16182.4,8.45611e+08,16650.2,41.3917,45391.5,4.16958e+07,9566.96,8.60833,9440.18,0.0231,0.0212,0.0108,0.0294,0.9798,0.0000,0.9800,0.9800,0.9800,0.9800,0.0471,1.0000
3.77478,0.827586,green_club,0.9417,0.0316,0.9733,1.000,1.01108e+09,4.32282e+06,13006.2,1.03175e+09,2.49999e+07,1.99999e+07,4.99998e+06,18439.8,9.97178e+08,18680.3,48.6667,53369.5,1.39055e+07,10709,1.33333,1462.18,0.0143,0.0159,0.0239,0.0234,0.1120,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
4.79005,0.827586,green_club,0.8922,0.0606,0.9528,1.000,9.83705e+08,4.35432e+06,29878.5,1.03559e+09,5.6272e+07,4.50176e+07,1.12544e+07,17940.5,9.59238e+08,18350.5,47.6417,52245.4,2.44669e+07,10380.6,2.35833,2586.23,0.1192,0.0137,0.0267,0.0207,0.1180,0.0651,0.9126,0.9800,0.9800,0.9800,0.9200,0.9442
6.07839,0.827586,green_club,0.9120,0.0479,0.9600,1.000,9.90881e+08,4.32776e+06,25355.2,1.03227e+09,4.57385e+07,3.65908e+07,9.14771e+06,18071.3,9.68425e+08,18394.5,48,52638.4,2.24567e+07,11249.2,2,2193.27,0.0185,0.0200,0.0177,0.0667,0.1039,0.0608,0.9800,0.9800,0.9800,0.9482,0.9200,0.9515
7.71324,0.827586,green_club,0.6141,0.1959,0.8100,0.833,8.74757e+08,4.5563e+06,11121.9,1.05787e+09,1.87677e+08,1.50141e+08,3.75353e+07,15953.5,8.29706e+08,18678.4,40.5,44413.6,4.5051e+07,8613.57,9.5,10418,0.0190,0.9998,0.0203,0.0258,0.1104,0.0000,0.9800,0.0000,0.9800,0.9800,0.9200,1.0000
9.7878,0.827586,green_club,0.9434,0.0300,0.9733,1.000,1.00896e+09,4.30241e+06,12282.1,1.02925e+09,2.46074e+07,1.96859e+07,4.92148e+06,18401,9.95116e+08,18642.8,48.6667,53369.5,1.3843e+07,10581.3,1.33333,1462.18,0.0237,0.0166,0.0169,0.0157,0.1069,0.0000,0.9800,0.9800,0.9800,0.9800,0.9200,1.0000
12.4203,0.827586,green_club,0.6439,0.1832,0.8271,0.833,8.76093e+08,4.43639e+06,19963.5,1.04342e+09,1.71782e+08,1.37425e+08,3.43563e+07,15977.9,8.32609e+08,15952.5,41.3583,45354.9,4.34843e+07,10343.8,8.64167,9476.74,0.0210,0.0168,0.0140,0.0614,0.9860,0.0000,0.9800,0.9800,0.9800,0.9575,0.0651,1.0000
15.7609,0.827586,green_club,0.6121,0.1884,0.8005,0.833,8.57196e+08,4.38838e+06,29033.9,1.03416e+09,1.81379e+08,1.45103e+08,3.62757e+07,15633.2,7.92436e+08,16039.7,40.0375,43906.5,6.476e+07,10136.8,9.9625,10925.2,0.0135,0.8977,0.0145,0.0211,0.1834,0.0000,0.9800,0.0333,0.9800,0.9800,0.8296,1.0000
20,0.827586,green_club,0.9292,0.0362,0.9655,1.000,1.00071e+09,4.2901e+06,13261,1.02745e+09,3.10416e+07,2.48333e+07,6.20832e+06,18250.6,9.81566e+08,18539,48.2708,52935.4,1.91438e+07,11023.4,1.72917,1896.26,0.0180,0.0964,0.0150,0.0149,0.0731,0.0000,0.9800,0.9328,0.9800,0.9800,0.9200,1.0000
