delta_c,t_ratio,g,leakage_mean,leakage_std,import_pen_mean,import_pen_std,price_cv_mean,price_cv_std,price_iqr_mean,price_iqr_std,n_active_mean,n_valid,leakage_ok,import_ok,price_cv_ok,all_pass
1.0,2.0,2.0,9.147548496738647,5.366905902752885,7.154431095964587,2.6187139176628587,9.301317683978073,0.5567241439357148,13.22205649045605,2.2146127766776775,7.651999999999999,5,1,0,0,0
1.0,2.0,2.2,6.473910211042027,4.371614883613822,4.729698881396905,2.111993213563695,9.482525724509804,0.5455004002985364,12.924844488166553,2.3837127836721272,7.651999999999999,5,1,0,0,0
1.0,2.0,2.3,5.2999079186106695,3.612071059084366,3.887225677319711,1.8252408950223022,9.584978753627489,0.5646460542779573,12.897518375475169,2.362545347570153,7.651999999999999,5,1,0,0,0
1.0,2.0,2.4,4.102173585859225,2.811985102797636,3.135939122245636,1.5715842833699591,9.692033984960466,0.5898222803093723,12.897342432743704,2.3576484607071055,7.651999999999999,5,0,0,0,0
1.0,2.0,2.5,2.8349808580213085,1.90141362157995,2.4952445052345182,1.3462959152338272,9.801542623188555,0.6170127064066094,12.953153723461174,2.441198261109864,7.651999999999999,5,0,0,0,0
1.0,2.5,0.3,22.585580851797868,9.436318132787449,60.44124687218304,3.1981956543391523,12.108027480569623,1.188666169570394,14.663737782292582,1.6984906448342043,7.651999999999999,5,0,0,1,0
1.0,2.5,0.5,20.609644885221837,7.811177298673583,54.23883103381,3.1259305090748297,11.529598006193556,1.101101734958473,14.707292909355198,2.1055003900271316,7.651999999999999,5,0,0,1,0
1.0,2.5,0.7,18.793041249037834,6.943434078759724,47.43003218338678,3.143298773319078,11.07727371121446,1.0160902335721824,15.119855311430735,2.09574794364313,7.651999999999999,5,1,0,1,0
1.0,2.5,1.0,16.506983464875578,7.147787770455492,36.466998149819275,3.3933587014117843,10.59563353608755,0.8925818763827068,15.653098892735954,1.5772063787343744,7.651999999999999,5,1,0,1,0
1.0,2.5,1.3,14.342021477603854,7.014222880757646,25.533746452993036,3.7906701011939083,10.260744584904284,0.7677678393135986,15.668072084822361,1.1946215090117929,7.651999999999999,5,1,0,1,0
1.0,2.5,1.5,12.819261873865637,6.393345963247446,19.14685050969073,3.5063902861970386,10.127829024740706,0.712869703618682,15.710307975690407,0.899699337398173,7.651999999999999,5,1,0,1,0
