tau_BA,s0,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,h_seed4,h_seed5,s_seed0,s_seed1,s_seed2,s_seed3,s_seed4,s_seed5
0.0689655,0.206897,race_to_bottom,-0.9949,0.9991,0.0041,0.000,2.05447e+08,5.78616e+06,5237.37,1.19451e+09,9.94851e+08,7.95881e+08,1.9897e+08,3746.87,721212,3808.22,0.204167,223.896,2.04726e+08,3749.33,49.7958,54607.8,1.0000,0.9999,1.0000,0.9945,1.0000,0.9999,0.0000,0.0000,0.0000,0.0247,0.0000,0.0000
0.103448,0.206897,race_to_bottom,-0.9942,0.9979,0.0037,0.000,2.06465e+08,5.78758e+06,2864.93,1.19474e+09,9.9407e+08,7.95256e+08,1.98814e+08,3765.44,1.61073e+06,8531.09,0.183333,201.049,2.04855e+08,3750.05,49.8167,54630.6,1.0000,1.0000,1.0000,0.9879,0.9996,1.0000,0.0000,0.0000,0.0000,0.0224,0.0000,0.0000
0.137931,0.206897,race_to_bottom,-0.9961,0.9999,0.0038,0.000,2.04934e+08,5.78833e+06,6599.94,1.19484e+09,9.95696e+08,7.96557e+08,1.99139e+08,3737.52,345737,1966.26,0.1875,205.619,2.04588e+08,3745.42,49.8125,54626,1.0000,1.0000,0.9997,0.9999,0.9998,1.0000,0.0226,0.0000,0.0000,0.0000,0.0000,0.0000
0.172414,0.206897,race_to_bottom,-0.9922,0.9999,0.0077,0.000,2.04808e+08,5.78213e+06,13157.5,1.19407e+09,9.95062e+08,7.9605e+08,1.99012e+08,3735.21,612533,1772.78,0.3875,424.945,2.04195e+08,3753.48,49.6125,54406.7,1.0000,1.0000,0.9996,1.0000,1.0000,1.0000,0.0257,0.0000,0.0000,0.0203,0.0000,0.0000
0.206897,0.206897,race_to_bottom,-0.9916,0.9999,0.0083,0.000,2.048e+08,5.78148e+06,13426,1.19403e+09,9.95024e+08,7.9602e+08,1.99005e+08,3735.06,516007,1553.39,0.4125,452.361,2.04284e+08,3757.11,49.5875,54379.3,1.0000,1.0000,0.9997,1.0000,1.0000,1.0000,0.0294,0.0000,0.0000,0.0203,0.0000,0.0000
0.241379,0.206897,race_to_bottom,-0.9941,0.9982,0.0041,0.000,2.0601e+08,5.78826e+06,4115.51,1.19479e+09,9.94577e+08,7.95662e+08,1.98915e+08,3757.14,1.16147e+06,5999.07,0.2,219.327,2.04849e+08,3751.27,49.8,54612.3,1.0000,1.0000,0.9999,0.9893,0.9999,1.0000,0.0000,0.0000,0.0000,0.0245,0.0000,0.0000
0.275862,0.206897,race_to_bottom,-0.9955,0.9999,0.0044,0.000,2.04862e+08,5.785e+06,7037.47,1.19438e+09,9.95308e+08,7.96246e+08,1.99062e+08,3736.2,201011,1308.24,0.225,246.742,2.04661e+08,3749.78,49.775,54584.9,1.0000,0.9999,0.9998,0.9998,0.9997,1.0000,0.0261,0.0000,0.0000,0.0000,0.0000,0.0000
0.310345,0.206897,race_to_bottom,-0.9930,0.9999,0.0069,0.000,2.04801e+08,5.78196e+06,12886.7,1.19403e+09,9.95029e+08,7.96023e+08,1.99006e+08,3735.08,741692,2070.35,0.354167,388.391,2.04059e+08,3748.29,49.6458,54443.3,1.0000,1.0000,1.0000,1.0000,1.0000,0.9997,0.0203,0.0000,0.0000,0.0213,0.0000,0.0000
0.344828,0.206897,race_to_bottom,-0.9909,0.9990,0.0081,0.000,2.05453e+08,5.78163e+06,11967.3,1.19399e+09,9.9433e+08,7.95464e+08,1.98866e+08,3746.98,1.09244e+06,3069.94,0.404167,443.223,2.04361e+08,3757.88,49.5958,54388.4,1.0000,1.0000,0.9999,0.9950,0.9993,1.0000,0.0270,0.0000,0.0000,0.0215,0.0000,0.0000
0.37931,0.206897,race_to_bottom,-0.9956,0.9999,0.0042,0.000,2.04886e+08,5.78639e+06,6964.36,1.19455e+09,9.95462e+08,7.96369e+08,1.99092e+08,3736.63,249133,1527.02,0.2125,233.035,2.04637e+08,3748.32,49.7875,54598.6,1.0000,0.9999,1.0000,1.0000,0.9998,0.9994,0.0253,0.0000,0.0000,0.0000,0.0000,0.0000
0.413793,0.206897,race_to_bottom,-0.9948,0.9982,0.0034,0.000,2.06077e+08,5.78861e+06,3668.03,1.19478e+09,9.945e+08,7.956e+08,1.989e+08,3758.35,1.33015e+06,7233.13,0.170833,187.341,2.04747e+08,3747.03,49.8292,54644.3,1.0000,0.9999,1.0000,0.9894,1.0000,0.9999,0.0000,0.0000,0.0000,0.0205,0.0000,0.0000
0.448276,0.206897,race_to_bottom,-0.9951,0.9994,0.0042,0.000,2.0547e+08,5.78691e+06,5478.91,1.19464e+09,9.9496e+08,7.95968e+08,1.98992e+08,3747.28,705147,3704.74,0.208333,228.465,2.04765e+08,3750.37,49.7917,54603.2,1.0000,0.9999,1.0000,0.9963,1.0000,0.9999,0.0000,0.0000,0.0000,0.0253,0.0000,0.0000
0.482759,0.206897,race_to_bottom,-0.9912,0.9986,0.0074,0.000,2.05861e+08,5.78073e+06,10692.9,1.19391e+09,9.93836e+08,7.95069e+08,1.98767e+08,3754.42,1.59796e+06,4427.98,0.366667,402.099,2.04263e+08,3753.08,49.6333,54429.6,1.0000,0.9999,1.0000,0.9920,0.9997,1.0000,0.0241,0.0000,0.0000,0.0203,0.0000,0.0000
0.517241,0.206897,race_to_bottom,-0.9880,0.9992,0.0112,0.000,2.05212e+08,5.77388e+06,18552.8,1.19309e+09,9.93673e+08,7.94939e+08,1.98735e+08,3742.59,1.46376e+06,2643.19,0.5625,616.856,2.03749e+08,3758.57,49.4375,54214.8,1.0000,0.9998,0.9999,0.9958,1.0000,0.9997,0.0221,0.0200,0.0000,0.0252,0.0000,0.0000
0.551724,0.206897,race_to_bottom,-0.9962,0.9999,0.0037,0.000,2.04918e+08,5.7879e+06,6689.91,1.19474e+09,9.95619e+08,7.96495e+08,1.99124e+08,3737.23,316135,1824.52,0.191667,210.188,2.04602e+08,3746.01,49.8083,54621.5,1.0000,0.9999,0.9998,1.0000,0.9995,1.0000,0.0000,0.0222,0.0000,0.0000,0.0000,0.0000
0.586207,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05059e+08,5.79456e+06,0,1.19559e+09,9.96322e+08,7.97058e+08,1.99264e+08,3739.79,0,nan,0,0,2.05059e+08,3739.79,50,54831.7,1.0000,0.9996,1.0000,0.9999,0.9998,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.62069,0.206897,race_to_bottom,-0.9951,1.0000,0.0049,0.000,2.0493e+08,5.78829e+06,7602.8,1.19481e+09,9.95671e+08,7.96537e+08,1.99134e+08,3737.44,120235,940.91,0.245833,269.589,2.0481e+08,3754.18,49.7542,54562.1,1.0000,0.9998,1.0000,1.0000,1.0000,1.0000,0.0294,0.0000,0.0000,0.0000,0.0000,0.0000
0.655172,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05069e+08,5.79535e+06,0,1.19564e+09,9.96367e+08,7.97094e+08,1.99273e+08,3739.97,0,nan,0,0,2.05069e+08,3739.97,50,54831.7,1.0000,0.9998,1.0000,1.0000,0.9997,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.689655,0.206897,race_to_bottom,-1.0000,1.0000,0.0000,0.000,2.05044e+08,5.79437e+06,0,1.1955e+09,9.96249e+08,7.96999e+08,1.9925e+08,3739.52,0,nan,0,0,2.05044e+08,3739.52,50,54831.7,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.724138,0.206897,race_to_bottom,-0.9961,0.9999,0.0038,0.000,2.04928e+08,5.78814e+06,6753.38,1.1948e+09,9.95664e+08,7.96531e+08,1.99133e+08,3737.4,345848,1966.54,0.1875,205.619,2.04582e+08,3745.29,49.8125,54626,1.0000,0.9996,0.9999,0.9999,1.0000,1.0000,0.0229,0.0000,0.0000,0.0000,0.0000,0.0000
0.758621,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05056e+08,5.7944e+06,0,1.19557e+09,9.96307e+08,7.97046e+08,1.99261e+08,3739.73,0,nan,0,0,2.05056e+08,3739.73,50,54831.7,1.0000,0.9995,1.0000,1.0000,0.9998,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.793103,0.206897,race_to_bottom,-0.9960,0.9998,0.0038,0.000,2.04919e+08,5.78729e+06,6912.69,1.19475e+09,9.95626e+08,7.96501e+08,1.99125e+08,3737.25,313676,1820.18,0.195833,214.757,2.04606e+08,3746.4,49.8042,54616.9,1.0000,0.9993,1.0000,0.9998,1.0000,0.9994,0.0228,0.0000,0.0000,0.0000,0.0000,0.0000
0.827586,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05059e+08,5.79513e+06,0,1.19559e+09,9.96322e+08,7.97057e+08,1.99264e+08,3739.8,0,nan,0,0,2.05059e+08,3739.8,50,54831.7,1.0000,0.9997,0.9998,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.862069,0.206897,race_to_bottom,-1.0000,1.0000,0.0000,0.000,2.05078e+08,5.79541e+06,0,1.19569e+09,9.96412e+08,7.97129e+08,1.99282e+08,3740.13,0,nan,0,0,2.05078e+08,3740.13,50,54831.7,1.0000,0.9999,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.896552,0.206897,race_to_bottom,-1.0000,1.0000,0.0000,0.000,2.05056e+08,5.79401e+06,0,1.19557e+09,9.96309e+08,7.97047e+08,1.99262e+08,3739.73,0,nan,0,0,2.05056e+08,3739.73,50,54831.7,1.0000,0.9999,0.9999,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.931034,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05062e+08,5.79444e+06,0,1.1956e+09,9.96337e+08,7.9707e+08,1.99267e+08,3739.84,0,nan,0,0,2.05062e+08,3739.84,50,54831.7,1.0000,0.9998,0.9998,0.9997,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.965517,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05083e+08,5.79564e+06,0,1.19572e+09,9.96435e+08,7.97148e+08,1.99287e+08,3740.22,0,nan,0,0,2.05083e+08,3740.22,50,54831.7,1.0000,1.0000,1.0000,0.9996,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,0.206897,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05063e+08,5.79434e+06,0,1.19561e+09,9.96342e+08,7.97074e+08,1.99268e+08,3739.86,0,nan,0,0,2.05063e+08,3739.86,50,54831.7,1.0000,0.9999,1.0000,1.0000,0.9997,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.241379,race_to_bottom,-0.9948,0.9997,0.0049,0.000,2.0488e+08,5.7863e+06,7065.21,1.19452e+09,9.95435e+08,7.96348e+08,1.99087e+08,3736.53,115030,912.993,0.25,274.158,2.04765e+08,3753.7,49.75,54557.5,1.0000,0.9994,0.9997,0.9999,0.9999,0.9994,0.0296,0.0000,0.0000,0.0000,0.0000,0.0000
0.0344828,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.04974e+08,5.79175e+06,0,1.1951e+09,9.95913e+08,7.9673e+08,1.99183e+08,3738.25,0,nan,0,0,2.04974e+08,3738.25,50,54831.7,1.0000,1.0000,1.0000,1.0000,1.0000,0.9994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0689655,0.241379,race_to_bottom,-0.9958,0.9998,0.0040,0.000,2.05035e+08,5.78754e+06,6296.91,1.19465e+09,9.95406e+08,7.96325e+08,1.99081e+08,3739.35,393365,2278.98,0.2,219.327,2.04642e+08,3747.41,49.8,54612.3,1.0000,0.9987,1.0000,1.0000,1.0000,0.9999,0.0000,0.0240,0.0000,0.0000,0.0000,0.0000
0.103448,0.241379,race_to_bottom,-0.9923,0.9998,0.0076,0.000,2.04787e+08,5.7816e+06,13166.4,1.19395e+09,9.9496e+08,7.95968e+08,1.98992e+08,3734.83,688874,1957.97,0.375,411.237,2.04098e+08,3750.68,49.625,54420.4,1.0000,0.9997,0.9999,0.9997,0.9996,1.0000,0.0239,0.0214,0.0000,0.0000,0.0000,0.0000
0.137931,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05009e+08,5.79257e+06,0,1.1953e+09,9.9608e+08,7.96864e+08,1.99216e+08,3738.87,0,nan,0,0,2.05009e+08,3738.87,50,54831.7,1.0000,0.9999,1.0000,0.9998,0.9998,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.172414,0.241379,race_to_bottom,-0.9954,0.9999,0.0045,0.000,2.04901e+08,5.78763e+06,6946.79,1.19462e+09,9.9551e+08,7.96408e+08,1.99102e+08,3736.9,244441,1506.87,0.216667,237.604,2.04656e+08,3749,49.7833,54594.1,1.0000,0.9995,1.0000,0.9999,1.0000,1.0000,0.0268,0.0000,0.0000,0.0000,0.0000,0.0000
0.206897,0.241379,race_to_bottom,-0.9918,0.9998,0.0080,0.000,2.04735e+08,5.77886e+06,13522.9,1.19366e+09,9.94715e+08,7.95772e+08,1.98943e+08,3733.89,579115,1710.98,0.404167,443.223,2.04156e+08,3754.1,49.5958,54388.4,1.0000,0.9997,0.9993,0.9997,1.0000,1.0000,0.0271,0.0210,0.0000,0.0000,0.0000,0.0000
0.241379,0.241379,race_to_bottom,-1.0000,1.0000,0.0000,0.000,2.05051e+08,5.7946e+06,0,1.19554e+09,9.96284e+08,7.97027e+08,1.99257e+08,3739.65,0,nan,0,0,2.05051e+08,3739.65,50,54831.7,1.0000,0.9999,1.0000,1.0000,0.9999,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.275862,0.241379,race_to_bottom,-0.9961,0.9999,0.0038,0.000,2.04928e+08,5.78795e+06,6603.04,1.19476e+09,9.95623e+08,7.96498e+08,1.99125e+08,3737.4,316177,1824.85,0.191667,210.188,2.04611e+08,3746.18,49.8083,54621.5,1.0000,0.9997,0.9999,1.0000,0.9997,1.0000,0.0000,0.0229,0.0000,0.0000,0.0000,0.0000
0.310345,0.241379,race_to_bottom,-0.9962,0.9999,0.0037,0.000,2.0493e+08,5.78847e+06,6521.39,1.19481e+09,9.95675e+08,7.9654e+08,1.99135e+08,3737.44,348154,1968.25,0.183333,201.049,2.04582e+08,3744.97,49.8167,54630.6,1.0000,1.0000,0.9999,0.9998,1.0000,0.9997,0.0000,0.0222,0.0000,0.0000,0.0000,0.0000
0.344828,0.241379,race_to_bottom,-0.9956,0.9998,0.0042,0.000,2.04932e+08,5.78848e+06,6896.77,1.19482e+09,9.95683e+08,7.96547e+08,1.99137e+08,3737.48,265183,1599.99,0.208333,228.465,2.04667e+08,3748.53,49.7917,54603.2,1.0000,0.9997,1.0000,0.9999,0.9993,1.0000,0.0251,0.0000,0.0000,0.0000,0.0000,0.0000
0.37931,0.241379,race_to_bottom,-0.9953,0.9998,0.0045,0.000,2.04834e+08,5.78458e+06,7180.13,1.19425e+09,9.95212e+08,7.96169e+08,1.99042e+08,3735.69,212062,1358.05,0.225,246.742,2.04622e+08,3749.06,49.775,54584.9,1.0000,0.9999,1.0000,0.9999,0.9998,0.9994,0.0273,0.0000,0.0000,0.0000,0.0000,0.0000
0.413793,0.241379,race_to_bottom,-0.9956,1.0000,0.0044,0.000,2.04935e+08,5.78909e+06,6985.2,1.19483e+09,9.95694e+08,7.96555e+08,1.99139e+08,3737.53,248945,1526.18,0.2125,233.035,2.04686e+08,3749.22,49.7875,54598.6,1.0000,0.9999,1.0000,0.9999,1.0000,0.9999,0.0264,0.0000,0.0000,0.0000,0.0000,0.0000
0.448276,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05028e+08,5.79365e+06,0,1.19541e+09,9.96174e+08,7.96939e+08,1.99235e+08,3739.24,0,nan,0,0,2.05028e+08,3739.24,50,54831.7,1.0000,0.9999,1.0000,0.9996,1.0000,0.9999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.482759,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05022e+08,5.79378e+06,0,1.19537e+09,9.9614e+08,7.96912e+08,1.99228e+08,3739.11,0,nan,0,0,2.05022e+08,3739.11,50,54831.7,1.0000,0.9999,1.0000,0.9999,0.9997,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.517241,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05038e+08,5.79403e+06,0,1.19547e+09,9.96222e+08,7.96978e+08,1.99244e+08,3739.42,0,nan,0,0,2.05038e+08,3739.42,50,54831.7,1.0000,0.9998,1.0000,0.9996,1.0000,0.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.551724,0.241379,race_to_bottom,-0.9911,0.9999,0.0087,0.000,2.0477e+08,5.78036e+06,14305.5,1.19385e+09,9.94876e+08,7.95901e+08,1.98975e+08,3734.52,450255,1417.68,0.4375,479.777,2.0432e+08,3759.78,49.5625,54351.9,1.0000,0.9999,1.0000,1.0000,0.9995,1.0000,0.0263,0.0261,0.0000,0.0000,0.0000,0.0000
0.586207,0.241379,race_to_bottom,-0.9872,0.9999,0.0126,0.000,2.0465e+08,5.77393e+06,20939.2,1.19313e+09,9.94278e+08,7.95422e+08,1.98856e+08,3732.34,719936,1480.83,0.633333,694.534,2.0393e+08,3767.57,49.3667,54137.1,1.0000,0.9998,0.9997,0.9999,0.9998,0.9999,0.0257,0.0265,0.0000,0.0238,0.0000,0.0000
0.62069,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.0507e+08,5.79582e+06,0,1.19565e+09,9.96371e+08,7.97097e+08,1.99274e+08,3739.99,0,nan,0,0,2.0507e+08,3739.99,50,54831.7,1.0000,0.9995,0.9999,0.9999,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.655172,0.241379,race_to_bottom,-0.9998,0.9998,0.0000,0.000,2.05075e+08,5.79579e+06,0,1.19568e+09,9.96396e+08,7.97117e+08,1.99279e+08,3740.08,0,nan,0,0,2.05075e+08,3740.08,50,54831.7,1.0000,0.9998,1.0000,0.9996,0.9997,0.9998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.689655,0.241379,race_to_bottom,-0.9954,0.9999,0.0045,0.000,2.04906e+08,5.78755e+06,7469.98,1.19467e+09,9.95557e+08,7.96446e+08,1.99111e+08,3737.01,196064,1284.25,0.229167,251.312,2.0471e+08,3751,49.7708,54580.3,1.0000,0.9998,1.0000,0.9994,1.0000,1.0000,0.0270,0.0000,0.0000,0.0000,0.0000,0.0000
0.724138,0.241379,race_to_bottom,-0.9959,1.0000,0.0040,0.000,2.04938e+08,5.78835e+06,7021.64,1.19486e+09,9.95713e+08,7.96571e+08,1.99143e+08,3737.59,308701,1801.8,0.2,219.327,2.04629e+08,3747.17,49.8,54612.3,1.0000,0.9998,1.0000,1.0000,1.0000,1.0000,0.0242,0.0000,0.0000,0.0000,0.0000,0.0000
0.758621,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05069e+08,5.79524e+06,0,1.19564e+09,9.9637e+08,7.97096e+08,1.99274e+08,3739.98,0,nan,0,0,2.05069e+08,3739.98,50,54831.7,1.0000,0.9997,0.9998,1.0000,0.9998,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.793103,0.241379,race_to_bottom,-0.9998,0.9998,0.0000,0.000,2.05058e+08,5.79465e+06,0,1.19558e+09,9.96318e+08,7.97054e+08,1.99264e+08,3739.78,0,nan,0,0,2.05058e+08,3739.78,50,54831.7,1.0000,0.9999,0.9996,0.9998,1.0000,0.9994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.827586,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.0507e+08,5.79527e+06,0,1.19565e+09,9.96374e+08,7.97099e+08,1.99275e+08,3740,0,nan,0,0,2.0507e+08,3740,50,54831.7,1.0000,0.9998,0.9997,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.862069,0.241379,race_to_bottom,-1.0000,1.0000,0.0000,0.000,2.05061e+08,5.79426e+06,0,1.1956e+09,9.96334e+08,7.97067e+08,1.99267e+08,3739.83,0,nan,0,0,2.05061e+08,3739.83,50,54831.7,1.0000,0.9998,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.896552,0.241379,race_to_bottom,-0.9946,0.9984,0.0039,0.000,2.05806e+08,5.78952e+06,4764.81,1.19496e+09,9.94952e+08,7.95961e+08,1.9899e+08,3753.41,1.00045e+06,5322.84,0.191667,210.188,2.04805e+08,3749.78,49.8083,54621.5,1.0000,0.9983,0.9998,0.9924,1.0000,1.0000,0.0000,0.0000,0.0000,0.0233,0.0000,0.0000
0.931034,0.241379,race_to_bottom,-1.0000,1.0000,0.0000,0.000,2.05064e+08,5.79451e+06,0,1.19561e+09,9.96345e+08,7.97076e+08,1.99269e+08,3739.88,0,nan,0,0,2.05064e+08,3739.88,50,54831.7,1.0000,1.0000,0.9999,0.9998,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.965517,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05066e+08,5.79506e+06,0,1.19563e+09,9.96357e+08,7.97085e+08,1.99271e+08,3739.93,0,nan,0,0,2.05066e+08,3739.93,50,54831.7,1.0000,1.0000,1.0000,0.9994,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1,0.241379,race_to_bottom,-0.9999,0.9999,0.0000,0.000,2.05064e+08,5.79451e+06,0,1.19561e+09,9.96345e+08,7.97076e+08,1.99269e+08,3739.88,0,nan,0,0,2.05064e+08,3739.88,50,54831.7,1.0000,1.0000,0.9999,1.0000,0.9997,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.275862,race_to_bottom,-0.9915,0.9997,0.0083,0.000,2.04728e+08,5.77957e+06,12767.7,1.19361e+09,9.94678e+08,7.95743e+08,1.98936e+08,3733.76,420406,1291.9,0.416667,456.93,2.04308e+08,3757.89,49.5833,54374.7,1.0000,0.9994,1.0000,0.9999,0.9999,0.9993,0.0296,0.0000,0.0200,0.0000,0.0000,0.0000
0.0344828,0.275862,race_to_bottom,-0.9964,0.9998,0.0033,0.000,2.04829e+08,5.78526e+06,5702.49,1.19423e+09,9.95191e+08,7.96153e+08,1.99038e+08,3735.6,304549,1666.27,0.166667,182.772,2.04525e+08,3742.6,49.8333,54648.9,1.0000,1.0000,0.9999,0.9998,0.9999,0.9991,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000
0.0689655,0.275862,race_to_bottom,-0.9924,0.9998,0.0073,0.000,2.04937e+08,5.78289e+06,11999.4,1.19405e+09,9.94911e+08,7.95929e+08,1.98982e+08,3737.57,697944,1972.71,0.366667,402.099,2.04239e+08,3752.62,49.6333,54429.6,1.0000,0.9987,0.9998,1.0000,1.0000,1.0000,0.0000,0.0240,0.0200,0.0000,0.0000,0.0000
0.103448,0.275862,race_to_bottom,-0.9890,0.9999,0.0109,0.000,2.04675e+08,5.77652e+06,18868.9,1.19328e+09,9.94398e+08,7.95519e+08,1.9888e+08,3732.79,993460,1860.81,0.541667,594.01,2.03682e+08,3755.64,49.4583,54237.6,1.0000,0.9997,0.9998,1.0000,1.0000,0.9998,0.0239,0.0214,0.0200,0.0000,0.0000,0.0000
0.137931,0.275862,race_to_bottom,-0.9965,0.9999,0.0033,0.000,2.04835e+08,5.78462e+06,5702.49,1.19427e+09,9.95226e+08,7.9618e+08,1.99045e+08,3735.71,304681,1667,0.166667,182.772,2.04531e+08,3742.71,49.8333,54648.9,1.0000,0.9999,1.0000,1.0000,0.9999,0.9995,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000
0.172414,0.275862,race_to_bottom,-0.9920,0.9998,0.0078,0.000,2.04784e+08,5.78274e+06,12649.3,1.19393e+09,9.94941e+08,7.95953e+08,1.98988e+08,3734.77,548897,1586.32,0.383333,420.376,2.04235e+08,3753.87,49.6167,54411.3,1.0000,0.9995,1.0000,0.9997,1.0000,0.9997,0.0268,0.0000,0.0200,0.0000,0.0000,0.0000
0.206897,0.275862,race_to_bottom,-0.9846,0.9999,0.0152,0.000,2.04527e+08,5.76939e+06,25751.9,1.19239e+09,9.9366e+08,7.94928e+08,1.98732e+08,3730.09,1.16703e+06,1689.3,0.766667,840.752,2.0336e+08,3767.02,49.2333,53990.9,1.0000,0.9997,0.9997,1.0000,0.9998,1.0000,0.0271,0.0210,0.0200,0.0233,0.0000,0.0000
0.241379,0.275862,race_to_bottom,-0.9966,0.9999,0.0033,0.000,2.04905e+08,5.78844e+06,5702.49,1.19466e+09,9.95554e+08,7.96443e+08,1.99111e+08,3736.98,304885,1668.12,0.166667,182.772,2.046e+08,3743.97,49.8333,54648.9,1.0000,0.9999,0.9999,0.9999,1.0000,1.0000,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000
0.275862,0.275862,race_to_bottom,-0.9927,0.9999,0.0071,0.000,2.0477e+08,5.78125e+06,12305.5,1.19386e+09,9.94885e+08,7.95908e+08,1.98977e+08,3734.53,621279,1747.08,0.358333,392.96,2.04149e+08,3750.29,49.6417,54438.7,1.0000,0.9997,1.0000,0.9998,0.9998,0.9998,0.0000,0.0229,0.0200,0.0000,0.0000,0.0000
0.310345,0.275862,race_to_bottom,-0.9930,1.0000,0.0070,0.000,2.048e+08,5.78261e+06,12223.9,1.19403e+09,9.95028e+08,7.96022e+08,1.99006e+08,3735.07,652646,1817.11,0.35,383.822,2.04148e+08,3749.6,49.65,54447.8,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0222,0.0200,0.0000,0.0000,0.0000
0.344828,0.275862,race_to_bottom,-0.9923,0.9998,0.0075,0.000,2.04763e+08,5.78067e+06,12599.3,1.19382e+09,9.94849e+08,7.95879e+08,1.9897e+08,3734.39,569682,1633,0.375,411.237,2.04193e+08,3752.45,49.625,54420.4,1.0000,0.9997,0.9999,0.9994,1.0000,0.9997,0.0251,0.0000,0.0200,0.0000,0.0000,0.0000
0.37931,0.275862,race_to_bottom,-0.9920,0.9999,0.0079,0.000,2.04798e+08,5.78278e+06,12882.6,1.19401e+09,9.95012e+08,7.96009e+08,1.99002e+08,3735.03,516516,1511.9,0.391667,429.515,2.04281e+08,3755.4,49.6083,54402.1,1.0000,0.9999,0.9995,1.0000,1.0000,0.9997,0.0273,0.0000,0.0200,0.0000,0.0000,0.0000
0.413793,0.275862,race_to_bottom,-0.9922,0.9999,0.0077,0.000,2.04796e+08,5.78223e+06,12687.7,1.19401e+09,9.95007e+08,7.96006e+08,1.99001e+08,3735,553579,1596.46,0.379167,415.807,2.04243e+08,3753.69,49.6208,54415.9,1.0000,0.9999,0.9999,0.9998,0.9999,1.0000,0.0264,0.0000,0.0200,0.0000,0.0000,0.0000
0.448276,0.275862,race_to_bottom,-0.9966,0.9999,0.0033,0.000,2.04915e+08,5.78837e+06,5702.49,1.19472e+09,9.95604e+08,7.96483e+08,1.99121e+08,3737.16,304525,1666.14,0.166667,182.772,2.0461e+08,3744.16,49.8333,54648.9,1.0000,0.9999,1.0000,0.9999,1.0000,0.9997,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000
