period,jurisdiction,policy,population,f_H,f_L,f_total,f_imported,price,pi_H,pi_L,tariff_total,wage_pc,cs_pc,tax_pc,tariff_pc,damage_pc,welfare_pc
108,J10,S,305.04,0,0,0,6.75,19.632,97347.4302,149076.734,1.0,0.0,0.135453,0.0,0.003278,-0.0,0.138731
108,J11,S,4101.45,0,0,0,8.75,19.9638,1378583.8541,2090455.7488,1.5,0.0,0.00131,0.0,0.000366,-0.0,0.001675
108,J12,L,3521.66,11,0,11,4.75,19.9212,2262099.1289,1785373.3658,-1.0,0.003124,0.00621,0.0,-0.000284,-0.000937,0.008112
108,J13,L,1210.81,8,0,8,9.25,19.7547,763366.2192,601072.0077,-0.5,0.006607,0.060175,0.0,-0.000413,-0.001982,0.064387
108,J14,L,5948.31,11,0,11,8.5,19.9426,3829962.2747,3023723.6585,-0.5,0.001849,0.003294,0.0,-8.4e-05,-0.000555,0.004504
108,J15,L,2211.14,15,0,15,4.75,19.8428,1407898.3467,1109964.3104,-1.0,0.006784,0.024719,0.0,-0.000452,-0.002035,0.029016
108,J16,S,302.19,0,0,0,6.5,19.642,96593.2014,147876.4636,1.0,0.0,0.128137,0.0,0.003309,-0.0,0.131446
108,J17,S,1906.69,0,0,0,3.75,19.9666,641158.3541,972159.6266,0.5,0.0,0.001114,0.0,0.000262,-0.0,0.001376
108,J18,S,260.26,0,0,0,0.0,20.0,87967.4373,133252.4494,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
108,J19,S,4095.63,0,0,0,0.0,20.0,1384322.4158,2096961.766,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
108,J20,S,1017.51,0,0,0,0.0,20.0,343917.4818,520963.7594,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
108,J21,S,831.06,0,0,0,0.0,20.0,280899.5329,425504.6179,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
108,J22,S,394.89,0,0,0,0.0,20.0,133472.6116,202183.3642,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
108,J23,S,6862.4,0,0,0,0.0,20.0,2319490.0269,3513547.023,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
108,J24,S,869.75,0,0,0,0.0,20.0,293975.4891,445311.9835,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
108,J25,S,576.81,0,0,0,3.0,19.912,192331.5196,292087.1588,0.5,0.0,0.007737,0.0,0.000867,-0.0,0.008604
108,J26,S,646.65,0,0,0,5.5,19.8566,213772.0837,325176.0257,1.0,0.0,0.020556,0.0,0.001546,-0.0,0.022102
108,J27,L,2436.86,12,0,12,4.0,19.8842,1558833.1151,1229677.94,-1.0,0.004924,0.013406,0.0,-0.00041,-0.001477,0.016443
108,J28,L,1897.26,10,0,10,4.5,19.8658,1211164.9552,955174.0116,-1.0,0.005271,0.018001,0.0,-0.000527,-0.001581,0.021164
108,J29,L,2036.73,6,0,6,83.5,19.2816,1216550.2602,951261.1373,-0.5,0.002946,0.516112,0.0,-0.000245,-0.000884,0.517928
108,J30,S,2092.74,0,0,0,82.0,19.359,639312.4569,987352.6891,1.5,0.0,0.410874,0.0,0.000717,-0.0,0.411591
108,J31,L,27240.81,312,0,312,1.5,19.7953,17252760.4449,13592629.1432,-1.5,0.011453,0.041919,0.0,-5.5e-05,-0.003436,0.049881
108,J32,S,596.08,0,0,0,78.0,18.0329,145115.3575,234762.7714,0.5,0.0,3.869565,0.0,0.000839,-0.0,3.870404
108,J33,S,508.59,0,0,0,79.5,17.7019,116496.9124,190965.4324,1.0,0.0,5.281402,0.0,0.001966,-0.0,5.283368
108,J34,S,323.55,0,0,0,1.5,19.9215,108042.6069,164035.001,0.5,0.0,0.006154,0.0,0.001545,-0.0,0.0077
108,J35,L,2762.71,6,0,6,0.0,19.961,1782488.5122,1407621.4138,-2.0,0.002172,0.001522,0.0,-0.000724,-0.000652,0.002318
108,J36,S,5963.77,0,0,0,3.5,19.99,2012663.9231,3049646.6629,1.0,0.0,9.9e-05,0.0,0.000168,-0.0,0.000267
108,J37,S,924.34,0,0,0,3.5,19.9359,309351.8325,469475.4999,1.0,0.0,0.004112,0.0,0.001082,-0.0,0.005194
108,J38,L,310.99,8,0,8,2.75,19.4071,188465.9336,147646.1155,-1.5,0.025724,0.351492,0.0,-0.004823,-0.007717,0.364675
108,J39,S,318.39,0,0,0,4.75,19.7501,103518.429,157963.5954,1.0,0.0,0.062446,0.0,0.003141,-0.0,0.065587
108,J40,L,2909.94,11,0,11,2.0,19.9206,1869050.793,1475146.1283,-1.5,0.00378,0.0063,0.0,-0.000515,-0.001134,0.008431
108,J41,S,3343.86,0,0,0,2.75,19.986,1127797.1517,1709068.3396,0.5,0.0,0.000195,0.0,0.00015,-0.0,0.000345
108,J42,S,2476.82,0,0,0,4.25,19.9709,833419.3356,1263520.7784,1.0,0.0,0.000848,0.0,0.000404,-0.0,0.001252
108,J43,S,404.13,0,0,0,1.5,19.9371,135277.878,205291.5474,0.5,0.0,0.003952,0.0,0.001237,-0.0,0.005189
108,J44,L,1553.46,6,0,6,0.0,19.9307,998912.9172,788502.6095,-2.0,0.003862,0.004796,0.0,-0.001287,-0.001159,0.006212
108,J45,S,1306.4,0,0,0,1.5,19.9805,440238.9068,667246.4422,0.5,0.0,0.00038,0.0,0.000383,-0.0,0.000763
108,J46,S,1522.38,0,0,0,4.5,19.9499,510607.2046,774586.7497,1.0,0.0,0.00251,0.0,0.000657,-0.0,0.003167
108,J47,S,4052.72,0,0,0,6.25,19.9738,1364307.9108,2068207.8913,1.0,0.0,0.000685,0.0,0.000247,-0.0,0.000932
108,J48,L,1533.63,12,0,12,5.0,19.8059,972473.9783,766281.7799,-1.0,0.007825,0.03768,0.0,-0.000652,-0.002347,0.042506
108,J49,L,3036.23,13,0,13,6.75,19.8859,1942605.3575,1532450.6859,-0.5,0.004282,0.013024,0.0,-0.000165,-0.001284,0.015856
108,J50,L,1213.63,7,0,7,10.5,19.7527,764966.3667,602314.4797,-0.0,0.005768,0.061174,0.0,-0.0,-0.00173,0.065212
109,J1,L,1732.08,8,0,8,7.25,19.8471,1103391.8311,869948.9175,-0.5,0.004619,0.023393,0.0,-0.000289,-0.001386,0.026338
109,J2,L,230.45,9,0,9,5.25,18.9732,132779.4772,103331.5405,-0.5,0.039054,1.054271,0.0,-0.00217,-0.011716,1.07944
109,J3,S,3380.15,0,0,0,5.75,19.9711,1137423.5974,1724399.529,1.5,0.0,0.000833,0.0,0.000444,-0.0,0.001277
109,J4,L,4495.57,6,0,6,5.5,19.9553,2898674.3919,2288885.1695,-1.0,0.001335,0.001999,0.0,-0.000222,-0.0004,0.002711
109,J5,S,58.76,0,0,0,4.75,18.7285,16165.6367,25493.206,1.0,0.0,1.616636,0.0,0.017019,-0.0,1.633654
109,J6,L,155.51,13,0,13,1.5,18.4736,84406.6914,65155.8367,-1.5,0.083594,2.32975,0.0,-0.009645,-0.025078,2.378621
109,J7,S,1328.44,0,0,0,7.25,19.9077,442661.1316,672338.7204,1.0,0.0,0.008515,0.0,0.000753,-0.0,0.009267
109,J8,S,682.41,0,0,0,7.25,19.8213,224357.8024,341634.3387,1.0,0.0,0.031937,0.0,0.001465,-0.0,0.033403
109,J9,L,1069.34,16,0,16,0.0,19.7346,672653.5338,529493.1322,-2.0,0.014962,0.070413,0.0,-0.00187,-0.004489,0.079016
109,J10,S,305.04,0,0,0,6.75,19.632,97347.4302,149076.734,1.0,0.0,0.135453,0.0,0.003278,-0.0,0.138731
109,J11,S,4101.45,0,0,0,8.75,19.9638,1378583.8541,2090455.7488,1.5,0.0,0.00131,0.0,0.000366,-0.0,0.001675
109,J12,L,3521.66,11,0,11,4.75,19.9212,2262099.1289,1785373.3658,-1.0,0.003124,0.00621,0.0,-0.000284,-0.000937,0.008112
109,J13,L,1210.81,8,0,8,9.25,19.7547,763366.2192,601072.0077,-0.5,0.006607,0.060175,0.0,-0.000413,-0.001982,0.064387
109,J14,L,5948.31,11,0,11,8.5,19.9426,3829962.2747,3023723.6585,-0.5,0.001849,0.003294,0.0,-8.4e-05,-0.000555,0.004504
109,J15,L,2211.14,15,0,15,4.75,19.8428,1407898.3467,1109964.3104,-1.0,0.006784,0.024719,0.0,-0.000452,-0.002035,0.029016
109,J16,S,302.19,0,0,0,6.5,19.642,96593.2014,147876.4636,1.0,0.0,0.128137,0.0,0.003309,-0.0,0.131446
109,J17,S,1906.69,0,0,0,3.75,19.9666,641158.3541,972159.6266,0.5,0.0,0.001114,0.0,0.000262,-0.0,0.001376
109,J18,S,260.26,0,0,0,0.0,20.0,87967.4373,133252.4494,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
109,J19,S,4095.63,0,0,0,0.0,20.0,1384322.4158,2096961.766,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
109,J20,S,1017.51,0,0,0,0.0,20.0,343917.4818,520963.7594,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
109,J21,S,831.06,0,0,0,0.0,20.0,280899.5329,425504.6179,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
109,J22,S,394.89,0,0,0,0.0,20.0,133472.6116,202183.3642,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
109,J23,S,6862.4,0,0,0,0.0,20.0,2319490.0269,3513547.023,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
109,J24,S,869.75,0,0,0,0.0,20.0,293975.4891,445311.9835,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
109,J25,S,576.81,0,0,0,3.0,19.912,192331.5196,292087.1588,0.5,0.0,0.007737,0.0,0.000867,-0.0,0.008604
109,J26,S,646.65,0,0,0,5.5,19.8566,213772.0837,325176.0257,1.0,0.0,0.020556,0.0,0.001546,-0.0,0.022102
109,J27,L,2436.86,12,0,12,4.0,19.8842,1558833.1151,1229677.94,-1.0,0.004924,0.013406,0.0,-0.00041,-0.001477,0.016443
109,J28,L,1897.26,10,0,10,4.5,19.8658,1211164.9552,955174.0116,-1.0,0.005271,0.018001,0.0,-0.000527,-0.001581,0.021164
109,J29,L,2036.73,6,0,6,83.5,19.2816,1216550.2602,951261.1373,-0.5,0.002946,0.516112,0.0,-0.000245,-0.000884,0.517928
109,J30,S,2092.74,0,0,0,82.0,19.359,639312.4569,987352.6891,1.5,0.0,0.410874,0.0,0.000717,-0.0,0.411591
109,J31,L,27240.81,312,0,312,1.5,19.7953,17252760.4449,13592629.1432,-1.5,0.011453,0.041919,0.0,-5.5e-05,-0.003436,0.049881
109,J32,S,596.08,0,0,0,78.0,18.0329,145115.3575,234762.7714,0.5,0.0,3.869565,0.0,0.000839,-0.0,3.870404
109,J33,S,508.59,0,0,0,79.5,17.7019,116496.9124,190965.4324,1.0,0.0,5.281402,0.0,0.001966,-0.0,5.283368
109,J34,S,323.55,0,0,0,1.5,19.9215,108042.6069,164035.001,0.5,0.0,0.006154,0.0,0.001545,-0.0,0.0077
109,J35,L,2762.71,6,0,6,0.0,19.961,1782488.5122,1407621.4138,-2.0,0.002172,0.001522,0.0,-0.000724,-0.000652,0.002318
109,J36,S,5963.77,0,0,0,3.5,19.99,2012663.9231,3049646.6629,1.0,0.0,9.9e-05,0.0,0.000168,-0.0,0.000267
109,J37,S,924.34,0,0,0,3.5,19.9359,309351.8325,469475.4999,1.0,0.0,0.004112,0.0,0.001082,-0.0,0.005194
109,J38,L,310.99,8,0,8,2.75,19.4071,188465.9336,147646.1155,-1.5,0.025724,0.351492,0.0,-0.004823,-0.007717,0.364675
109,J39,S,318.39,0,0,0,4.75,19.7501,103518.429,157963.5954,1.0,0.0,0.062446,0.0,0.003141,-0.0,0.065587
109,J40,L,2909.94,11,0,11,2.0,19.9206,1869050.793,1475146.1283,-1.5,0.00378,0.0063,0.0,-0.000515,-0.001134,0.008431
109,J41,S,3343.86,0,0,0,2.75,19.986,1127797.1517,1709068.3396,0.5,0.0,0.000195,0.0,0.00015,-0.0,0.000345
109,J42,S,2476.82,0,0,0,4.25,19.9709,833419.3356,1263520.7784,1.0,0.0,0.000848,0.0,0.000404,-0.0,0.001252
109,J43,S,404.13,0,0,0,1.5,19.9371,135277.878,205291.5474,0.5,0.0,0.003952,0.0,0.001237,-0.0,0.005189
109,J44,L,1553.46,6,0,6,0.0,19.9307,998912.9172,788502.6095,-2.0,0.003862,0.004796,0.0,-0.001287,-0.001159,0.006212
109,J45,S,1306.4,0,0,0,1.5,19.9805,440238.9068,667246.4422,0.5,0.0,0.00038,0.0,0.000383,-0.0,0.000763
109,J46,S,1522.38,0,0,0,4.5,19.9499,510607.2046,774586.7497,1.0,0.0,0.00251,0.0,0.000657,-0.0,0.003167
109,J47,S,4052.72,0,0,0,6.25,19.9738,1364307.9108,2068207.8913,1.0,0.0,0.000685,0.0,0.000247,-0.0,0.000932
109,J48,L,1533.63,12,0,12,5.0,19.8059,972473.9783,766281.7799,-1.0,0.007825,0.03768,0.0,-0.000652,-0.002347,0.042506
109,J49,L,3036.23,13,0,13,6.75,19.8859,1942605.3575,1532450.6859,-0.5,0.004282,0.013024,0.0,-0.000165,-0.001284,0.015856
109,J50,L,1213.63,7,0,7,10.5,19.7527,764966.3667,602314.4797,-0.0,0.005768,0.061174,0.0,-0.0,-0.00173,0.065212
110,J1,L,1732.08,8,0,8,7.25,19.8471,1103391.8311,869948.9175,-0.5,0.004619,0.023393,0.0,-0.000289,-0.001386,0.026338
110,J2,L,230.45,9,0,9,5.25,18.9732,132779.4772,103331.5405,-0.5,0.039054,1.054271,0.0,-0.00217,-0.011716,1.07944
110,J3,S,3380.15,0,0,0,5.75,19.9711,1137423.5974,1724399.529,1.5,0.0,0.000833,0.0,0.000444,-0.0,0.001277
110,J4,L,4495.57,6,0,6,5.5,19.9553,2898674.3919,2288885.1695,-1.0,0.001335,0.001999,0.0,-0.000222,-0.0004,0.002711
110,J5,S,58.76,0,0,0,4.75,18.7285,16165.6367,25493.206,1.0,0.0,1.616636,0.0,0.017019,-0.0,1.633654
110,J6,L,155.51,13,0,13,1.5,18.4736,84406.6914,65155.8367,-1.5,0.083594,2.32975,0.0,-0.009645,-0.025078,2.378621
110,J7,S,1328.44,0,0,0,7.25,19.9077,442661.1316,672338.7204,1.0,0.0,0.008515,0.0,0.000753,-0.0,0.009267
110,J8,S,682.41,0,0,0,7.25,19.8213,224357.8024,341634.3387,1.0,0.0,0.031937,0.0,0.001465,-0.0,0.033403
110,J9,L,1069.34,16,0,16,0.0,19.7346,672653.5338,529493.1322,-2.0,0.014962,0.070413,0.0,-0.00187,-0.004489,0.079016
110,J10,S,305.04,0,0,0,6.75,19.632,97347.4302,149076.734,1.0,0.0,0.135453,0.0,0.003278,-0.0,0.138731
110,J11,S,4101.45,0,0,0,8.75,19.9638,1378583.8541,2090455.7488,1.5,0.0,0.00131,0.0,0.000366,-0.0,0.001675
110,J12,L,3521.66,11,0,11,4.75,19.9212,2262099.1289,1785373.3658,-1.0,0.003124,0.00621,0.0,-0.000284,-0.000937,0.008112
110,J13,L,1210.81,8,0,8,9.25,19.7547,763366.2192,601072.0077,-0.5,0.006607,0.060175,0.0,-0.000413,-0.001982,0.064387
110,J14,L,5948.31,11,0,11,8.5,19.9426,3829962.2747,3023723.6585,-0.5,0.001849,0.003294,0.0,-8.4e-05,-0.000555,0.004504
110,J15,L,2211.14,15,0,15,4.75,19.8428,1407898.3467,1109964.3104,-1.0,0.006784,0.024719,0.0,-0.000452,-0.002035,0.029016
110,J16,S,302.19,0,0,0,6.5,19.642,96593.2014,147876.4636,1.0,0.0,0.128137,0.0,0.003309,-0.0,0.131446
110,J17,S,1906.69,0,0,0,3.75,19.9666,641158.3541,972159.6266,0.5,0.0,0.001114,0.0,0.000262,-0.0,0.001376
110,J18,S,260.26,0,0,0,0.0,20.0,87967.4373,133252.4494,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
110,J19,S,4095.63,0,0,0,0.0,20.0,1384322.4158,2096961.766,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
110,J20,S,1017.51,0,0,0,0.0,20.0,343917.4818,520963.7594,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
110,J21,S,831.06,0,0,0,0.0,20.0,280899.5329,425504.6179,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
110,J22,S,394.89,0,0,0,0.0,20.0,133472.6116,202183.3642,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
110,J23,S,6862.4,0,0,0,0.0,20.0,2319490.0269,3513547.023,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
110,J24,S,869.75,0,0,0,0.0,20.0,293975.4891,445311.9835,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
110,J25,S,576.81,0,0,0,3.0,19.912,192331.5196,292087.1588,0.5,0.0,0.007737,0.0,0.000867,-0.0,0.008604
110,J26,S,646.65,0,0,0,5.5,19.8566,213772.0837,325176.0257,1.0,0.0,0.020556,0.0,0.001546,-0.0,0.022102
110,J27,L,2436.86,12,0,12,4.0,19.8842,1558833.1151,1229677.94,-1.0,0.004924,0.013406,0.0,-0.00041,-0.001477,0.016443
110,J28,L,1897.26,10,0,10,4.5,19.8658,1211164.9552,955174.0116,-1.0,0.005271,0.018001,0.0,-0.000527,-0.001581,0.021164
110,J29,L,2036.73,6,0,6,83.5,19.2816,1216550.2602,951261.1373,-0.5,0.002946,0.516112,0.0,-0.000245,-0.000884,0.517928
110,J30,S,2092.74,0,0,0,82.0,19.359,639312.4569,987352.6891,1.5,0.0,0.410874,0.0,0.000717,-0.0,0.411591
110,J31,L,27240.81,312,0,312,1.5,19.7953,17252760.4449,13592629.1432,-1.5,0.011453,0.041919,0.0,-5.5e-05,-0.003436,0.049881
110,J32,S,596.08,0,0,0,78.0,18.0329,145115.3575,234762.7714,0.5,0.0,3.869565,0.0,0.000839,-0.0,3.870404
110,J33,S,508.59,0,0,0,79.5,17.7019,116496.9124,190965.4324,1.0,0.0,5.281402,0.0,0.001966,-0.0,5.283368
110,J34,S,323.55,0,0,0,1.5,19.9215,108042.6069,164035.001,0.5,0.0,0.006154,0.0,0.001545,-0.0,0.0077
110,J35,L,2762.71,6,0,6,0.0,19.961,1782488.5122,1407621.4138,-2.0,0.002172,0.001522,0.0,-0.000724,-0.000652,0.002318
110,J36,S,5963.77,0,0,0,3.5,19.99,2012663.9231,3049646.6629,1.0,0.0,9.9e-05,0.0,0.000168,-0.0,0.000267
110,J37,S,924.34,0,0,0,3.5,19.9359,309351.8325,469475.4999,1.0,0.0,0.004112,0.0,0.001082,-0.0,0.005194
110,J38,L,310.99,8,0,8,2.75,19.4071,188465.9336,147646.1155,-1.5,0.025724,0.351492,0.0,-0.004823,-0.007717,0.364675
110,J39,S,318.39,0,0,0,4.75,19.7501,103518.429,157963.5954,1.0,0.0,0.062446,0.0,0.003141,-0.0,0.065587
110,J40,L,2909.94,11,0,11,2.0,19.9206,1869050.793,1475146.1283,-1.5,0.00378,0.0063,0.0,-0.000515,-0.001134,0.008431
110,J41,S,3343.86,0,0,0,2.75,19.986,1127797.1517,1709068.3396,0.5,0.0,0.000195,0.0,0.00015,-0.0,0.000345
110,J42,S,2476.82,0,0,0,4.25,19.9709,833419.3356,1263520.7784,1.0,0.0,0.000848,0.0,0.000404,-0.0,0.001252
110,J43,S,404.13,0,0,0,1.5,19.9371,135277.878,205291.5474,0.5,0.0,0.003952,0.0,0.001237,-0.0,0.005189
110,J44,L,1553.46,6,0,6,0.0,19.9307,998912.9172,788502.6095,-2.0,0.003862,0.004796,0.0,-0.001287,-0.001159,0.006212
110,J45,S,1306.4,0,0,0,1.5,19.9805,440238.9068,667246.4422,0.5,0.0,0.00038,0.0,0.000383,-0.0,0.000763
110,J46,S,1522.38,0,0,0,4.5,19.9499,510607.2046,774586.7497,1.0,0.0,0.00251,0.0,0.000657,-0.0,0.003167
110,J47,S,4052.72,0,0,0,6.25,19.9738,1364307.9108,2068207.8913,1.0,0.0,0.000685,0.0,0.000247,-0.0,0.000932
110,J48,L,1533.63,12,0,12,5.0,19.8059,972473.9783,766281.7799,-1.0,0.007825,0.03768,0.0,-0.000652,-0.002347,0.042506
110,J49,L,3036.23,13,0,13,6.75,19.8859,1942605.3575,1532450.6859,-0.5,0.004282,0.013024,0.0,-0.000165,-0.001284,0.015856
110,J50,L,1213.63,7,0,7,10.5,19.7527,764966.3667,602314.4797,-0.0,0.005768,0.061174,0.0,-0.0,-0.00173,0.065212
111,J1,L,1732.08,8,0,8,7.25,19.8471,1103391.8311,869948.9175,-0.5,0.004619,0.023393,0.0,-0.000289,-0.001386,0.026338
111,J2,L,230.45,9,0,9,5.25,18.9732,132779.4772,103331.5405,-0.5,0.039054,1.054271,0.0,-0.00217,-0.011716,1.07944
111,J3,S,3380.15,0,0,0,5.75,19.9711,1137423.5974,1724399.529,1.5,0.0,0.000833,0.0,0.000444,-0.0,0.001277
111,J4,L,4495.57,6,0,6,5.5,19.9553,2898674.3919,2288885.1695,-1.0,0.001335,0.001999,0.0,-0.000222,-0.0004,0.002711
111,J5,S,58.76,0,0,0,4.75,18.7285,16165.6367,25493.206,1.0,0.0,1.616636,0.0,0.017019,-0.0,1.633654
111,J6,L,155.51,13,0,13,1.5,18.4736,84406.6914,65155.8367,-1.5,0.083594,2.32975,0.0,-0.009645,-0.025078,2.378621
111,J7,S,1328.44,0,0,0,7.25,19.9077,442661.1316,672338.7204,1.0,0.0,0.008515,0.0,0.000753,-0.0,0.009267
111,J8,S,682.41,0,0,0,7.25,19.8213,224357.8024,341634.3387,1.0,0.0,0.031937,0.0,0.001465,-0.0,0.033403
111,J9,L,1069.34,16,0,16,0.0,19.7346,672653.5338,529493.1322,-2.0,0.014962,0.070413,0.0,-0.00187,-0.004489,0.079016
111,J10,S,305.04,0,0,0,6.75,19.632,97347.4302,149076.734,1.0,0.0,0.135453,0.0,0.003278,-0.0,0.138731
111,J11,S,4101.45,0,0,0,8.75,19.9638,1378583.8541,2090455.7488,1.5,0.0,0.00131,0.0,0.000366,-0.0,0.001675
111,J12,L,3521.66,11,0,11,4.75,19.9212,2262099.1289,1785373.3658,-1.0,0.003124,0.00621,0.0,-0.000284,-0.000937,0.008112
111,J13,L,1210.81,8,0,8,9.25,19.7547,763366.2192,601072.0077,-0.5,0.006607,0.060175,0.0,-0.000413,-0.001982,0.064387
111,J14,L,5948.31,11,0,11,8.5,19.9426,3829962.2747,3023723.6585,-0.5,0.001849,0.003294,0.0,-8.4e-05,-0.000555,0.004504
111,J15,L,2211.14,15,0,15,4.75,19.8428,1407898.3467,1109964.3104,-1.0,0.006784,0.024719,0.0,-0.000452,-0.002035,0.029016
111,J16,S,302.19,0,0,0,6.5,19.642,96593.2014,147876.4636,1.0,0.0,0.128137,0.0,0.003309,-0.0,0.131446
111,J17,S,1906.69,0,0,0,3.75,19.9666,641158.3541,972159.6266,0.5,0.0,0.001114,0.0,0.000262,-0.0,0.001376
111,J18,S,260.26,0,0,0,0.0,20.0,87967.4373,133252.4494,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
111,J19,S,4095.63,0,0,0,0.0,20.0,1384322.4158,2096961.766,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
111,J20,S,1017.51,0,0,0,0.0,20.0,343917.4818,520963.7594,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
111,J21,S,831.06,0,0,0,0.0,20.0,280899.5329,425504.6179,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
111,J22,S,394.89,0,0,0,0.0,20.0,133472.6116,202183.3642,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
111,J23,S,6862.4,0,0,0,0.0,20.0,2319490.0269,3513547.023,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
111,J24,S,869.75,0,0,0,0.0,20.0,293975.4891,445311.9835,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
111,J25,S,576.81,0,0,0,3.0,19.912,192331.5196,292087.1588,0.5,0.0,0.007737,0.0,0.000867,-0.0,0.008604
111,J26,S,646.65,0,0,0,5.5,19.8566,213772.0837,325176.0257,1.0,0.0,0.020556,0.0,0.001546,-0.0,0.022102
111,J27,L,2436.86,12,0,12,4.0,19.8842,1558833.1151,1229677.94,-1.0,0.004924,0.013406,0.0,-0.00041,-0.001477,0.016443
111,J28,L,1897.26,10,0,10,4.5,19.8658,1211164.9552,955174.0116,-1.0,0.005271,0.018001,0.0,-0.000527,-0.001581,0.021164
111,J29,L,2036.73,6,0,6,83.5,19.2816,1216550.2602,951261.1373,-0.5,0.002946,0.516112,0.0,-0.000245,-0.000884,0.517928
111,J30,S,2092.74,0,0,0,82.0,19.359,639312.4569,987352.6891,1.5,0.0,0.410874,0.0,0.000717,-0.0,0.411591
111,J31,L,27240.81,312,0,312,1.5,19.7953,17252760.4449,13592629.1432,-1.5,0.011453,0.041919,0.0,-5.5e-05,-0.003436,0.049881
111,J32,S,596.08,0,0,0,78.0,18.0329,145115.3575,234762.7714,0.5,0.0,3.869565,0.0,0.000839,-0.0,3.870404
111,J33,S,508.59,0,0,0,79.5,17.7019,116496.9124,190965.4324,1.0,0.0,5.281402,0.0,0.001966,-0.0,5.283368
111,J34,S,323.55,0,0,0,1.5,19.9215,108042.6069,164035.001,0.5,0.0,0.006154,0.0,0.001545,-0.0,0.0077
111,J35,L,2762.71,6,0,6,0.0,19.961,1782488.5122,1407621.4138,-2.0,0.002172,0.001522,0.0,-0.000724,-0.000652,0.002318
111,J36,S,5963.77,0,0,0,3.5,19.99,2012663.9231,3049646.6629,1.0,0.0,9.9e-05,0.0,0.000168,-0.0,0.000267
111,J37,S,924.34,0,0,0,3.5,19.9359,309351.8325,469475.4999,1.0,0.0,0.004112,0.0,0.001082,-0.0,0.005194
111,J38,L,310.99,8,0,8,2.75,19.4071,188465.9336,147646.1155,-1.5,0.025724,0.351492,0.0,-0.004823,-0.007717,0.364675
111,J39,S,318.39,0,0,0,4.75,19.7501,103518.429,157963.5954,1.0,0.0,0.062446,0.0,0.003141,-0.0,0.065587
111,J40,L,2909.94,11,0,11,2.0,19.9206,1869050.793,1475146.1283,-1.5,0.00378,0.0063,0.0,-0.000515,-0.001134,0.008431
111,J41,S,3343.86,0,0,0,2.75,19.986,1127797.1517,1709068.3396,0.5,0.0,0.000195,0.0,0.00015,-0.0,0.000345
111,J42,S,2476.82,0,0,0,4.25,19.9709,833419.3356,1263520.7784,1.0,0.0,0.000848,0.0,0.000404,-0.0,0.001252
111,J43,S,404.13,0,0,0,1.5,19.9371,135277.878,205291.5474,0.5,0.0,0.003952,0.0,0.001237,-0.0,0.005189
111,J44,L,1553.46,6,0,6,0.0,19.9307,998912.9172,788502.6095,-2.0,0.003862,0.004796,0.0,-0.001287,-0.001159,0.006212
111,J45,S,1306.4,0,0,0,1.5,19.9805,440238.9068,667246.4422,0.5,0.0,0.00038,0.0,0.000383,-0.0,0.000763
111,J46,S,1522.38,0,0,0,4.5,19.9499,510607.2046,774586.7497,1.0,0.0,0.00251,0.0,0.000657,-0.0,0.003167
111,J47,S,4052.72,0,0,0,6.25,19.9738,1364307.9108,2068207.8913,1.0,0.0,0.000685,0.0,0.000247,-0.0,0.000932
111,J48,L,1533.63,12,0,12,5.0,19.8059,972473.9783,766281.7799,-1.0,0.007825,0.03768,0.0,-0.000652,-0.002347,0.042506
111,J49,L,3036.23,13,0,13,6.75,19.8859,1942605.3575,1532450.6859,-0.5,0.004282,0.013024,0.0,-0.000165,-0.001284,0.015856
111,J50,L,1213.63,7,0,7,10.5,19.7527,764966.3667,602314.4797,-0.0,0.005768,0.061174,0.0,-0.0,-0.00173,0.065212
112,J1,L,1732.08,8,0,8,7.25,19.8471,1103391.8311,869948.9175,-0.5,0.004619,0.023393,0.0,-0.000289,-0.001386,0.026338
