period,jurisdiction,policy,population,f_H,f_L,f_total,f_imported,price,pi_H,pi_L,tariff_total,wage_pc,cs_pc,tax_pc,tariff_pc,damage_pc,welfare_pc
52,J10,S,305.04,0,0,0,6.75,19.632,97347.4302,149076.734,1.0,0.0,0.135453,0.0,0.003278,-0.0,0.138731
52,J11,S,4101.45,0,0,0,8.75,19.9638,1378583.8541,2090455.7488,1.5,0.0,0.00131,0.0,0.000366,-0.0,0.001675
52,J12,L,3521.66,11,0,11,4.75,19.9212,2262099.1289,1785373.3658,-1.0,0.003124,0.00621,0.0,-0.000284,-0.000937,0.008112
52,J13,L,1210.81,8,0,8,9.25,19.7547,763366.2192,601072.0077,-0.5,0.006607,0.060175,0.0,-0.000413,-0.001982,0.064387
52,J14,L,5948.31,11,0,11,8.5,19.9426,3829962.2747,3023723.6585,-0.5,0.001849,0.003294,0.0,-8.4e-05,-0.000555,0.004504
52,J15,L,2211.14,15,0,15,4.75,19.8428,1407898.3467,1109964.3104,-1.0,0.006784,0.024719,0.0,-0.000452,-0.002035,0.029016
52,J16,S,302.19,0,0,0,6.5,19.642,96593.2014,147876.4636,1.0,0.0,0.128137,0.0,0.003309,-0.0,0.131446
52,J17,S,1906.69,0,0,0,3.75,19.9666,641158.3541,972159.6266,0.5,0.0,0.001114,0.0,0.000262,-0.0,0.001376
52,J18,S,260.26,0,0,0,0.0,20.0,87967.4373,133252.4494,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
52,J19,S,4095.63,0,0,0,0.0,20.0,1384322.4158,2096961.766,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
52,J20,S,1017.51,0,0,0,0.0,20.0,343917.4818,520963.7594,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
52,J21,S,831.06,0,0,0,0.0,20.0,280899.5329,425504.6179,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
52,J22,S,394.89,0,0,0,0.0,20.0,133472.6116,202183.3642,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
52,J23,S,6862.4,0,0,0,0.0,20.0,2319490.0269,3513547.023,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
52,J24,S,869.75,0,0,0,0.0,20.0,293975.4891,445311.9835,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
52,J25,S,576.81,0,0,0,3.0,19.912,192331.5196,292087.1588,0.5,0.0,0.007737,0.0,0.000867,-0.0,0.008604
52,J26,S,646.65,0,0,0,5.5,19.8566,213772.0837,325176.0257,1.0,0.0,0.020556,0.0,0.001546,-0.0,0.022102
52,J27,L,2436.86,12,0,12,4.0,19.8842,1558833.1151,1229677.94,-1.0,0.004924,0.013406,0.0,-0.00041,-0.001477,0.016443
52,J28,L,1897.26,10,0,10,4.5,19.8658,1211164.9552,955174.0116,-1.0,0.005271,0.018001,0.0,-0.000527,-0.001581,0.021164
52,J29,L,2036.73,6,0,6,83.5,19.2816,1216550.2602,951261.1373,-0.5,0.002946,0.516112,0.0,-0.000245,-0.000884,0.517928
52,J30,S,2092.74,0,0,0,82.0,19.359,639312.4569,987352.6891,1.5,0.0,0.410874,0.0,0.000717,-0.0,0.411591
52,J31,L,27240.81,312,0,312,1.5,19.7953,17252760.4449,13592629.1432,-1.5,0.011453,0.041919,0.0,-5.5e-05,-0.003436,0.049881
52,J32,S,596.08,0,0,0,78.0,18.0329,145115.3575,234762.7714,0.5,0.0,3.869565,0.0,0.000839,-0.0,3.870404
52,J33,S,508.59,0,0,0,79.5,17.7019,116496.9124,190965.4324,1.0,0.0,5.281402,0.0,0.001966,-0.0,5.283368
52,J34,S,323.55,0,0,0,1.5,19.9215,108042.6069,164035.001,0.5,0.0,0.006154,0.0,0.001545,-0.0,0.0077
52,J35,L,2762.71,6,0,6,0.0,19.961,1782488.5122,1407621.4138,-2.0,0.002172,0.001522,0.0,-0.000724,-0.000652,0.002318
52,J36,S,5963.77,0,0,0,3.5,19.99,2012663.9231,3049646.6629,1.0,0.0,9.9e-05,0.0,0.000168,-0.0,0.000267
52,J37,S,924.34,0,0,0,3.5,19.9359,309351.8325,469475.4999,1.0,0.0,0.004112,0.0,0.001082,-0.0,0.005194
52,J38,L,310.99,8,0,8,2.75,19.4071,188465.9336,147646.1155,-1.5,0.025724,0.351492,0.0,-0.004823,-0.007717,0.364675
52,J39,S,318.39,0,0,0,4.75,19.7501,103518.429,157963.5954,1.0,0.0,0.062446,0.0,0.003141,-0.0,0.065587
52,J40,L,2909.94,11,0,11,2.0,19.9206,1869050.793,1475146.1283,-1.5,0.00378,0.0063,0.0,-0.000515,-0.001134,0.008431
52,J41,S,3343.86,0,0,0,2.75,19.986,1127797.1517,1709068.3396,0.5,0.0,0.000195,0.0,0.00015,-0.0,0.000345
52,J42,S,2476.82,0,0,0,4.25,19.9709,833419.3356,1263520.7784,1.0,0.0,0.000848,0.0,0.000404,-0.0,0.001252
52,J43,S,404.13,0,0,0,1.5,19.9371,135277.878,205291.5474,0.5,0.0,0.003952,0.0,0.001237,-0.0,0.005189
52,J44,L,1553.46,6,0,6,0.0,19.9307,998912.9172,788502.6095,-2.0,0.003862,0.004796,0.0,-0.001287,-0.001159,0.006212
52,J45,S,1306.4,0,0,0,1.5,19.9805,440238.9068,667246.4422,0.5,0.0,0.00038,0.0,0.000383,-0.0,0.000763
52,J46,S,1522.38,0,0,0,4.5,19.9499,510607.2046,774586.7497,1.0,0.0,0.00251,0.0,0.000657,-0.0,0.003167
52,J47,S,4052.72,0,0,0,6.25,19.9738,1364307.9108,2068207.8913,1.0,0.0,0.000685,0.0,0.000247,-0.0,0.000932
52,J48,L,1533.63,12,0,12,5.0,19.8059,972473.9783,766281.7799,-1.0,0.007825,0.03768,0.0,-0.000652,-0.002347,0.042506
52,J49,L,3036.23,13,0,13,6.75,19.8859,1942605.3575,1532450.6859,-0.5,0.004282,0.013024,0.0,-0.000165,-0.001284,0.015856
52,J50,L,1213.63,7,0,7,10.5,19.7527,764966.3667,602314.4797,-0.0,0.005768,0.061174,0.0,-0.0,-0.00173,0.065212
53,J1,L,1732.08,8,0,8,7.25,19.8471,1103391.8311,869948.9175,-0.5,0.004619,0.023393,0.0,-0.000289,-0.001386,0.026338
53,J2,L,230.45,9,0,9,5.25,18.9732,132779.4772,103331.5405,-0.5,0.039054,1.054271,0.0,-0.00217,-0.011716,1.07944
53,J3,S,3380.15,0,0,0,5.75,19.9711,1137423.5974,1724399.529,1.5,0.0,0.000833,0.0,0.000444,-0.0,0.001277
53,J4,L,4495.57,6,0,6,5.5,19.9553,2898674.3919,2288885.1695,-1.0,0.001335,0.001999,0.0,-0.000222,-0.0004,0.002711
53,J5,S,58.76,0,0,0,4.75,18.7285,16165.6367,25493.206,1.0,0.0,1.616636,0.0,0.017019,-0.0,1.633654
53,J6,L,155.51,13,0,13,1.5,18.4736,84406.6914,65155.8367,-1.5,0.083594,2.32975,0.0,-0.009645,-0.025078,2.378621
53,J7,S,1328.44,0,0,0,7.25,19.9077,442661.1316,672338.7204,1.0,0.0,0.008515,0.0,0.000753,-0.0,0.009267
53,J8,S,682.41,0,0,0,7.25,19.8213,224357.8024,341634.3387,1.0,0.0,0.031937,0.0,0.001465,-0.0,0.033403
53,J9,L,1069.34,16,0,16,0.0,19.7346,672653.5338,529493.1322,-2.0,0.014962,0.070413,0.0,-0.00187,-0.004489,0.079016
53,J10,S,305.04,0,0,0,6.75,19.632,97347.4302,149076.734,1.0,0.0,0.135453,0.0,0.003278,-0.0,0.138731
53,J11,S,4101.45,0,0,0,8.75,19.9638,1378583.8541,2090455.7488,1.5,0.0,0.00131,0.0,0.000366,-0.0,0.001675
53,J12,L,3521.66,11,0,11,4.75,19.9212,2262099.1289,1785373.3658,-1.0,0.003124,0.00621,0.0,-0.000284,-0.000937,0.008112
53,J13,L,1210.81,8,0,8,9.25,19.7547,763366.2192,601072.0077,-0.5,0.006607,0.060175,0.0,-0.000413,-0.001982,0.064387
53,J14,L,5948.31,11,0,11,8.5,19.9426,3829962.2747,3023723.6585,-0.5,0.001849,0.003294,0.0,-8.4e-05,-0.000555,0.004504
53,J15,L,2211.14,15,0,15,4.75,19.8428,1407898.3467,1109964.3104,-1.0,0.006784,0.024719,0.0,-0.000452,-0.002035,0.029016
53,J16,S,302.19,0,0,0,6.5,19.642,96593.2014,147876.4636,1.0,0.0,0.128137,0.0,0.003309,-0.0,0.131446
53,J17,S,1906.69,0,0,0,3.75,19.9666,641158.3541,972159.6266,0.5,0.0,0.001114,0.0,0.000262,-0.0,0.001376
53,J18,S,260.26,0,0,0,0.0,20.0,87967.4373,133252.4494,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
53,J19,S,4095.63,0,0,0,0.0,20.0,1384322.4158,2096961.766,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
53,J20,S,1017.51,0,0,0,0.0,20.0,343917.4818,520963.7594,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
53,J21,S,831.06,0,0,0,0.0,20.0,280899.5329,425504.6179,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
53,J22,S,394.89,0,0,0,0.0,20.0,133472.6116,202183.3642,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
53,J23,S,6862.4,0,0,0,0.0,20.0,2319490.0269,3513547.023,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
53,J24,S,869.75,0,0,0,0.0,20.0,293975.4891,445311.9835,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
53,J25,S,576.81,0,0,0,3.0,19.912,192331.5196,292087.1588,0.5,0.0,0.007737,0.0,0.000867,-0.0,0.008604
53,J26,S,646.65,0,0,0,5.5,19.8566,213772.0837,325176.0257,1.0,0.0,0.020556,0.0,0.001546,-0.0,0.022102
53,J27,L,2436.86,12,0,12,4.0,19.8842,1558833.1151,1229677.94,-1.0,0.004924,0.013406,0.0,-0.00041,-0.001477,0.016443
53,J28,L,1897.26,10,0,10,4.5,19.8658,1211164.9552,955174.0116,-1.0,0.005271,0.018001,0.0,-0.000527,-0.001581,0.021164
53,J29,L,2036.73,6,0,6,83.5,19.2816,1216550.2602,951261.1373,-0.5,0.002946,0.516112,0.0,-0.000245,-0.000884,0.517928
53,J30,S,2092.74,0,0,0,82.0,19.359,639312.4569,987352.6891,1.5,0.0,0.410874,0.0,0.000717,-0.0,0.411591
53,J31,L,27240.81,312,0,312,1.5,19.7953,17252760.4449,13592629.1432,-1.5,0.011453,0.041919,0.0,-5.5e-05,-0.003436,0.049881
53,J32,S,596.08,0,0,0,78.0,18.0329,145115.3575,234762.7714,0.5,0.0,3.869565,0.0,0.000839,-0.0,3.870404
53,J33,S,508.59,0,0,0,79.5,17.7019,116496.9124,190965.4324,1.0,0.0,5.281402,0.0,0.001966,-0.0,5.283368
53,J34,S,323.55,0,0,0,1.5,19.9215,108042.6069,164035.001,0.5,0.0,0.006154,0.0,0.001545,-0.0,0.0077
53,J35,L,2762.71,6,0,6,0.0,19.961,1782488.5122,1407621.4138,-2.0,0.002172,0.001522,0.0,-0.000724,-0.000652,0.002318
53,J36,S,5963.77,0,0,0,3.5,19.99,2012663.9231,3049646.6629,1.0,0.0,9.9e-05,0.0,0.000168,-0.0,0.000267
53,J37,S,924.34,0,0,0,3.5,19.9359,309351.8325,469475.4999,1.0,0.0,0.004112,0.0,0.001082,-0.0,0.005194
53,J38,L,310.99,8,0,8,2.75,19.4071,188465.9336,147646.1155,-1.5,0.025724,0.351492,0.0,-0.004823,-0.007717,0.364675
53,J39,S,318.39,0,0,0,4.75,19.7501,103518.429,157963.5954,1.0,0.0,0.062446,0.0,0.003141,-0.0,0.065587
53,J40,L,2909.94,11,0,11,2.0,19.9206,1869050.793,1475146.1283,-1.5,0.00378,0.0063,0.0,-0.000515,-0.001134,0.008431
53,J41,S,3343.86,0,0,0,2.75,19.986,1127797.1517,1709068.3396,0.5,0.0,0.000195,0.0,0.00015,-0.0,0.000345
53,J42,S,2476.82,0,0,0,4.25,19.9709,833419.3356,1263520.7784,1.0,0.0,0.000848,0.0,0.000404,-0.0,0.001252
53,J43,S,404.13,0,0,0,1.5,19.9371,135277.878,205291.5474,0.5,0.0,0.003952,0.0,0.001237,-0.0,0.005189
53,J44,L,1553.46,6,0,6,0.0,19.9307,998912.9172,788502.6095,-2.0,0.003862,0.004796,0.0,-0.001287,-0.001159,0.006212
53,J45,S,1306.4,0,0,0,1.5,19.9805,440238.9068,667246.4422,0.5,0.0,0.00038,0.0,0.000383,-0.0,0.000763
53,J46,S,1522.38,0,0,0,4.5,19.9499,510607.2046,774586.7497,1.0,0.0,0.00251,0.0,0.000657,-0.0,0.003167
53,J47,S,4052.72,0,0,0,6.25,19.9738,1364307.9108,2068207.8913,1.0,0.0,0.000685,0.0,0.000247,-0.0,0.000932
53,J48,L,1533.63,12,0,12,5.0,19.8059,972473.9783,766281.7799,-1.0,0.007825,0.03768,0.0,-0.000652,-0.002347,0.042506
53,J49,L,3036.23,13,0,13,6.75,19.8859,1942605.3575,1532450.6859,-0.5,0.004282,0.013024,0.0,-0.000165,-0.001284,0.015856
53,J50,L,1213.63,7,0,7,10.5,19.7527,764966.3667,602314.4797,-0.0,0.005768,0.061174,0.0,-0.0,-0.00173,0.065212
54,J1,L,1732.08,8,0,8,7.25,19.8471,1103391.8311,869948.9175,-0.5,0.004619,0.023393,0.0,-0.000289,-0.001386,0.026338
54,J2,L,230.45,9,0,9,5.25,18.9732,132779.4772,103331.5405,-0.5,0.039054,1.054271,0.0,-0.00217,-0.011716,1.07944
54,J3,S,3380.15,0,0,0,5.75,19.9711,1137423.5974,1724399.529,1.5,0.0,0.000833,0.0,0.000444,-0.0,0.001277
54,J4,L,4495.57,6,0,6,5.5,19.9553,2898674.3919,2288885.1695,-1.0,0.001335,0.001999,0.0,-0.000222,-0.0004,0.002711
54,J5,S,58.76,0,0,0,4.75,18.7285,16165.6367,25493.206,1.0,0.0,1.616636,0.0,0.017019,-0.0,1.633654
54,J6,L,155.51,13,0,13,1.5,18.4736,84406.6914,65155.8367,-1.5,0.083594,2.32975,0.0,-0.009645,-0.025078,2.378621
54,J7,S,1328.44,0,0,0,7.25,19.9077,442661.1316,672338.7204,1.0,0.0,0.008515,0.0,0.000753,-0.0,0.009267
54,J8,S,682.41,0,0,0,7.25,19.8213,224357.8024,341634.3387,1.0,0.0,0.031937,0.0,0.001465,-0.0,0.033403
54,J9,L,1069.34,16,0,16,0.0,19.7346,672653.5338,529493.1322,-2.0,0.014962,0.070413,0.0,-0.00187,-0.004489,0.079016
54,J10,S,305.04,0,0,0,6.75,19.632,97347.4302,149076.734,1.0,0.0,0.135453,0.0,0.003278,-0.0,0.138731
54,J11,S,4101.45,0,0,0,8.75,19.9638,1378583.8541,2090455.7488,1.5,0.0,0.00131,0.0,0.000366,-0.0,0.001675
54,J12,L,3521.66,11,0,11,4.75,19.9212,2262099.1289,1785373.3658,-1.0,0.003124,0.00621,0.0,-0.000284,-0.000937,0.008112
54,J13,L,1210.81,8,0,8,9.25,19.7547,763366.2192,601072.0077,-0.5,0.006607,0.060175,0.0,-0.000413,-0.001982,0.064387
54,J14,L,5948.31,11,0,11,8.5,19.9426,3829962.2747,3023723.6585,-0.5,0.001849,0.003294,0.0,-8.4e-05,-0.000555,0.004504
54,J15,L,2211.14,15,0,15,4.75,19.8428,1407898.3467,1109964.3104,-1.0,0.006784,0.024719,0.0,-0.000452,-0.002035,0.029016
54,J16,S,302.19,0,0,0,6.5,19.642,96593.2014,147876.4636,1.0,0.0,0.128137,0.0,0.003309,-0.0,0.131446
54,J17,S,1906.69,0,0,0,3.75,19.9666,641158.3541,972159.6266,0.5,0.0,0.001114,0.0,0.000262,-0.0,0.001376
54,J18,S,260.26,0,0,0,0.0,20.0,87967.4373,133252.4494,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
54,J19,S,4095.63,0,0,0,0.0,20.0,1384322.4158,2096961.766,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
54,J20,S,1017.51,0,0,0,0.0,20.0,343917.4818,520963.7594,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
54,J21,S,831.06,0,0,0,0.0,20.0,280899.5329,425504.6179,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
54,J22,S,394.89,0,0,0,0.0,20.0,133472.6116,202183.3642,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
54,J23,S,6862.4,0,0,0,0.0,20.0,2319490.0269,3513547.023,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
54,J24,S,869.75,0,0,0,0.0,20.0,293975.4891,445311.9835,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
54,J25,S,576.81,0,0,0,3.0,19.912,192331.5196,292087.1588,0.5,0.0,0.007737,0.0,0.000867,-0.0,0.008604
54,J26,S,646.65,0,0,0,5.5,19.8566,213772.0837,325176.0257,1.0,0.0,0.020556,0.0,0.001546,-0.0,0.022102
54,J27,L,2436.86,12,0,12,4.0,19.8842,1558833.1151,1229677.94,-1.0,0.004924,0.013406,0.0,-0.00041,-0.001477,0.016443
54,J28,L,1897.26,10,0,10,4.5,19.8658,1211164.9552,955174.0116,-1.0,0.005271,0.018001,0.0,-0.000527,-0.001581,0.021164
54,J29,L,2036.73,6,0,6,83.5,19.2816,1216550.2602,951261.1373,-0.5,0.002946,0.516112,0.0,-0.000245,-0.000884,0.517928
54,J30,S,2092.74,0,0,0,82.0,19.359,639312.4569,987352.6891,1.5,0.0,0.410874,0.0,0.000717,-0.0,0.411591
54,J31,L,27240.81,312,0,312,1.5,19.7953,17252760.4449,13592629.1432,-1.5,0.011453,0.041919,0.0,-5.5e-05,-0.003436,0.049881
54,J32,S,596.08,0,0,0,78.0,18.0329,145115.3575,234762.7714,0.5,0.0,3.869565,0.0,0.000839,-0.0,3.870404
54,J33,S,508.59,0,0,0,79.5,17.7019,116496.9124,190965.4324,1.0,0.0,5.281402,0.0,0.001966,-0.0,5.283368
54,J34,S,323.55,0,0,0,1.5,19.9215,108042.6069,164035.001,0.5,0.0,0.006154,0.0,0.001545,-0.0,0.0077
54,J35,L,2762.71,6,0,6,0.0,19.961,1782488.5122,1407621.4138,-2.0,0.002172,0.001522,0.0,-0.000724,-0.000652,0.002318
54,J36,S,5963.77,0,0,0,3.5,19.99,2012663.9231,3049646.6629,1.0,0.0,9.9e-05,0.0,0.000168,-0.0,0.000267
54,J37,S,924.34,0,0,0,3.5,19.9359,309351.8325,469475.4999,1.0,0.0,0.004112,0.0,0.001082,-0.0,0.005194
54,J38,L,310.99,8,0,8,2.75,19.4071,188465.9336,147646.1155,-1.5,0.025724,0.351492,0.0,-0.004823,-0.007717,0.364675
54,J39,S,318.39,0,0,0,4.75,19.7501,103518.429,157963.5954,1.0,0.0,0.062446,0.0,0.003141,-0.0,0.065587
54,J40,L,2909.94,11,0,11,2.0,19.9206,1869050.793,1475146.1283,-1.5,0.00378,0.0063,0.0,-0.000515,-0.001134,0.008431
54,J41,S,3343.86,0,0,0,2.75,19.986,1127797.1517,1709068.3396,0.5,0.0,0.000195,0.0,0.00015,-0.0,0.000345
54,J42,S,2476.82,0,0,0,4.25,19.9709,833419.3356,1263520.7784,1.0,0.0,0.000848,0.0,0.000404,-0.0,0.001252
54,J43,S,404.13,0,0,0,1.5,19.9371,135277.878,205291.5474,0.5,0.0,0.003952,0.0,0.001237,-0.0,0.005189
54,J44,L,1553.46,6,0,6,0.0,19.9307,998912.9172,788502.6095,-2.0,0.003862,0.004796,0.0,-0.001287,-0.001159,0.006212
54,J45,S,1306.4,0,0,0,1.5,19.9805,440238.9068,667246.4422,0.5,0.0,0.00038,0.0,0.000383,-0.0,0.000763
54,J46,S,1522.38,0,0,0,4.5,19.9499,510607.2046,774586.7497,1.0,0.0,0.00251,0.0,0.000657,-0.0,0.003167
54,J47,S,4052.72,0,0,0,6.25,19.9738,1364307.9108,2068207.8913,1.0,0.0,0.000685,0.0,0.000247,-0.0,0.000932
54,J48,L,1533.63,12,0,12,5.0,19.8059,972473.9783,766281.7799,-1.0,0.007825,0.03768,0.0,-0.000652,-0.002347,0.042506
54,J49,L,3036.23,13,0,13,6.75,19.8859,1942605.3575,1532450.6859,-0.5,0.004282,0.013024,0.0,-0.000165,-0.001284,0.015856
54,J50,L,1213.63,7,0,7,10.5,19.7527,764966.3667,602314.4797,-0.0,0.005768,0.061174,0.0,-0.0,-0.00173,0.065212
55,J1,L,1732.08,8,0,8,7.25,19.8471,1103391.8311,869948.9175,-0.5,0.004619,0.023393,0.0,-0.000289,-0.001386,0.026338
55,J2,L,230.45,9,0,9,5.25,18.9732,132779.4772,103331.5405,-0.5,0.039054,1.054271,0.0,-0.00217,-0.011716,1.07944
55,J3,S,3380.15,0,0,0,5.75,19.9711,1137423.5974,1724399.529,1.5,0.0,0.000833,0.0,0.000444,-0.0,0.001277
55,J4,L,4495.57,6,0,6,5.5,19.9553,2898674.3919,2288885.1695,-1.0,0.001335,0.001999,0.0,-0.000222,-0.0004,0.002711
55,J5,S,58.76,0,0,0,4.75,18.7285,16165.6367,25493.206,1.0,0.0,1.616636,0.0,0.017019,-0.0,1.633654
55,J6,L,155.51,13,0,13,1.5,18.4736,84406.6914,65155.8367,-1.5,0.083594,2.32975,0.0,-0.009645,-0.025078,2.378621
55,J7,S,1328.44,0,0,0,7.25,19.9077,442661.1316,672338.7204,1.0,0.0,0.008515,0.0,0.000753,-0.0,0.009267
55,J8,S,682.41,0,0,0,7.25,19.8213,224357.8024,341634.3387,1.0,0.0,0.031937,0.0,0.001465,-0.0,0.033403
55,J9,L,1069.34,16,0,16,0.0,19.7346,672653.5338,529493.1322,-2.0,0.014962,0.070413,0.0,-0.00187,-0.004489,0.079016
55,J10,S,305.04,0,0,0,6.75,19.632,97347.4302,149076.734,1.0,0.0,0.135453,0.0,0.003278,-0.0,0.138731
55,J11,S,4101.45,0,0,0,8.75,19.9638,1378583.8541,2090455.7488,1.5,0.0,0.00131,0.0,0.000366,-0.0,0.001675
55,J12,L,3521.66,11,0,11,4.75,19.9212,2262099.1289,1785373.3658,-1.0,0.003124,0.00621,0.0,-0.000284,-0.000937,0.008112
55,J13,L,1210.81,8,0,8,9.25,19.7547,763366.2192,601072.0077,-0.5,0.006607,0.060175,0.0,-0.000413,-0.001982,0.064387
55,J14,L,5948.31,11,0,11,8.5,19.9426,3829962.2747,3023723.6585,-0.5,0.001849,0.003294,0.0,-8.4e-05,-0.000555,0.004504
55,J15,L,2211.14,15,0,15,4.75,19.8428,1407898.3467,1109964.3104,-1.0,0.006784,0.024719,0.0,-0.000452,-0.002035,0.029016
55,J16,S,302.19,0,0,0,6.5,19.642,96593.2014,147876.4636,1.0,0.0,0.128137,0.0,0.003309,-0.0,0.131446
55,J17,S,1906.69,0,0,0,3.75,19.9666,641158.3541,972159.6266,0.5,0.0,0.001114,0.0,0.000262,-0.0,0.001376
55,J18,S,260.26,0,0,0,0.0,20.0,87967.4373,133252.4494,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
55,J19,S,4095.63,0,0,0,0.0,20.0,1384322.4158,2096961.766,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
55,J20,S,1017.51,0,0,0,0.0,20.0,343917.4818,520963.7594,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
55,J21,S,831.06,0,0,0,0.0,20.0,280899.5329,425504.6179,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
55,J22,S,394.89,0,0,0,0.0,20.0,133472.6116,202183.3642,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
55,J23,S,6862.4,0,0,0,0.0,20.0,2319490.0269,3513547.023,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
55,J24,S,869.75,0,0,0,0.0,20.0,293975.4891,445311.9835,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
55,J25,S,576.81,0,0,0,3.0,19.912,192331.5196,292087.1588,0.5,0.0,0.007737,0.0,0.000867,-0.0,0.008604
55,J26,S,646.65,0,0,0,5.5,19.8566,213772.0837,325176.0257,1.0,0.0,0.020556,0.0,0.001546,-0.0,0.022102
55,J27,L,2436.86,12,0,12,4.0,19.8842,1558833.1151,1229677.94,-1.0,0.004924,0.013406,0.0,-0.00041,-0.001477,0.016443
55,J28,L,1897.26,10,0,10,4.5,19.8658,1211164.9552,955174.0116,-1.0,0.005271,0.018001,0.0,-0.000527,-0.001581,0.021164
55,J29,L,2036.73,6,0,6,83.5,19.2816,1216550.2602,951261.1373,-0.5,0.002946,0.516112,0.0,-0.000245,-0.000884,0.517928
55,J30,S,2092.74,0,0,0,82.0,19.359,639312.4569,987352.6891,1.5,0.0,0.410874,0.0,0.000717,-0.0,0.411591
55,J31,L,27240.81,312,0,312,1.5,19.7953,17252760.4449,13592629.1432,-1.5,0.011453,0.041919,0.0,-5.5e-05,-0.003436,0.049881
55,J32,S,596.08,0,0,0,78.0,18.0329,145115.3575,234762.7714,0.5,0.0,3.869565,0.0,0.000839,-0.0,3.870404
55,J33,S,508.59,0,0,0,79.5,17.7019,116496.9124,190965.4324,1.0,0.0,5.281402,0.0,0.001966,-0.0,5.283368
55,J34,S,323.55,0,0,0,1.5,19.9215,108042.6069,164035.001,0.5,0.0,0.006154,0.0,0.001545,-0.0,0.0077
55,J35,L,2762.71,6,0,6,0.0,19.961,1782488.5122,1407621.4138,-2.0,0.002172,0.001522,0.0,-0.000724,-0.000652,0.002318
55,J36,S,5963.77,0,0,0,3.5,19.99,2012663.9231,3049646.6629,1.0,0.0,9.9e-05,0.0,0.000168,-0.0,0.000267
55,J37,S,924.34,0,0,0,3.5,19.9359,309351.8325,469475.4999,1.0,0.0,0.004112,0.0,0.001082,-0.0,0.005194
55,J38,L,310.99,8,0,8,2.75,19.4071,188465.9336,147646.1155,-1.5,0.025724,0.351492,0.0,-0.004823,-0.007717,0.364675
55,J39,S,318.39,0,0,0,4.75,19.7501,103518.429,157963.5954,1.0,0.0,0.062446,0.0,0.003141,-0.0,0.065587
55,J40,L,2909.94,11,0,11,2.0,19.9206,1869050.793,1475146.1283,-1.5,0.00378,0.0063,0.0,-0.000515,-0.001134,0.008431
55,J41,S,3343.86,0,0,0,2.75,19.986,1127797.1517,1709068.3396,0.5,0.0,0.000195,0.0,0.00015,-0.0,0.000345
55,J42,S,2476.82,0,0,0,4.25,19.9709,833419.3356,1263520.7784,1.0,0.0,0.000848,0.0,0.000404,-0.0,0.001252
55,J43,S,404.13,0,0,0,1.5,19.9371,135277.878,205291.5474,0.5,0.0,0.003952,0.0,0.001237,-0.0,0.005189
55,J44,L,1553.46,6,0,6,0.0,19.9307,998912.9172,788502.6095,-2.0,0.003862,0.004796,0.0,-0.001287,-0.001159,0.006212
55,J45,S,1306.4,0,0,0,1.5,19.9805,440238.9068,667246.4422,0.5,0.0,0.00038,0.0,0.000383,-0.0,0.000763
55,J46,S,1522.38,0,0,0,4.5,19.9499,510607.2046,774586.7497,1.0,0.0,0.00251,0.0,0.000657,-0.0,0.003167
55,J47,S,4052.72,0,0,0,6.25,19.9738,1364307.9108,2068207.8913,1.0,0.0,0.000685,0.0,0.000247,-0.0,0.000932
55,J48,L,1533.63,12,0,12,5.0,19.8059,972473.9783,766281.7799,-1.0,0.007825,0.03768,0.0,-0.000652,-0.002347,0.042506
55,J49,L,3036.23,13,0,13,6.75,19.8859,1942605.3575,1532450.6859,-0.5,0.004282,0.013024,0.0,-0.000165,-0.001284,0.015856
55,J50,L,1213.63,7,0,7,10.5,19.7527,764966.3667,602314.4797,-0.0,0.005768,0.061174,0.0,-0.0,-0.00173,0.065212
56,J1,L,1732.08,8,0,8,7.25,19.8471,1103391.8311,869948.9175,-0.5,0.004619,0.023393,0.0,-0.000289,-0.001386,0.026338
