mu,lam,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,s_seed0,s_seed1,s_seed2,s_seed3
20,0.257097,green_club,0.7283,0.1304,0.8587,0.750,8.92896e+08,4.28631e+06,53931.8,1.02613e+09,1.37577e+08,1.10061e+08,2.75154e+07,16284.3,8.12902e+08,17018,42.9375,47086.7,7.99944e+07,10682.4,7.0625,7744.97,0.0642,0.2986,0.0799,0.0789,0.9385,0.6249,0.9382,0.9331
0.02,0.294226,green_club,0.9548,0.0252,0.9800,1.000,1.02642e+09,4.3845e+06,10787.7,1.03962e+09,1.75945e+07,1.40756e+07,3.51891e+06,18719.5,1.01484e+09,18885.9,49,53735,1.15856e+07,10564.7,1,1096.63,0.0187,0.0208,0.0305,0.0310,0.9800,0.9800,0.9800,0.9800
0.0253792,0.294226,green_club,0.9555,0.0245,0.9800,1.000,1.02548e+09,4.39455e+06,8673.16,1.04085e+09,1.97793e+07,1.58234e+07,3.95585e+06,18702.3,1.01599e+09,18907.4,49,53735,9.48494e+06,8649.15,1,1096.63,0.0236,0.0211,0.0211,0.0322,0.9800,0.9800,0.9800,0.9800
0.0322052,0.294226,green_club,0.9600,0.0200,0.9800,1.000,1.02795e+09,4.39035e+06,7225.91,1.04033e+09,1.67729e+07,1.34183e+07,3.35459e+06,18747.5,1.01674e+09,18921.4,49,53735,1.12141e+07,10225.9,1,1096.63,0.0131,0.0186,0.0221,0.0261,0.9800,0.9800,0.9800,0.9800
0.0408672,0.294226,green_club,0.9543,0.0257,0.9800,1.000,1.02542e+09,4.39132e+06,9526.99,1.04043e+09,1.94129e+07,1.55304e+07,3.88259e+06,18701.2,1.01534e+09,18895.3,49,53735,1.00768e+07,9188.88,1,1096.63,0.0209,0.0256,0.0217,0.0345,0.9800,0.9800,0.9800,0.9800
0.0518589,0.294226,green_club,0.9524,0.0276,0.9800,1.000,1.02457e+09,4.38507e+06,11544.3,1.03973e+09,1.95523e+07,1.56418e+07,3.91046e+06,18685.8,1.01407e+09,18871.7,49,53735,1.05017e+07,9576.3,1,1096.63,0.0176,0.0238,0.0247,0.0442,0.9800,0.9800,0.9800,0.9800
0.0658069,0.294226,green_club,0.9530,0.0270,0.9800,1.000,1.0246e+09,4.38747e+06,9466.31,1.04e+09,1.98038e+07,1.5843e+07,3.96076e+06,18686.2,1.01491e+09,18887.3,49,53735,9.68604e+06,8832.53,1,1096.63,0.0282,0.0218,0.0336,0.0246,0.9800,0.9800,0.9800,0.9800
0.0835064,0.294226,green_club,0.9544,0.0256,0.9800,1.000,1.02509e+09,4.3909e+06,9767.83,1.04042e+09,1.97299e+07,1.57839e+07,3.94598e+06,18695.3,1.01527e+09,18894.1,49,53735,9.82053e+06,8955.17,1,1096.63,0.0224,0.0255,0.0159,0.0387,0.9800,0.9800,0.9800,0.9800
0.105966,0.294226,green_club,0.9548,0.0252,0.9800,1.000,1.0226e+09,4.36326e+06,10255.8,1.03695e+09,1.87262e+07,1.4981e+07,3.74524e+06,18649.7,1.01198e+09,18832.8,49,53735,1.06155e+07,9680.09,1,1096.63,0.0235,0.0239,0.0275,0.0258,0.9800,0.9800,0.9800,0.9800
0.134467,0.294226,green_club,0.4873,0.2609,0.7482,0.750,8.25066e+08,4.71437e+06,15145.3,1.076e+09,2.55668e+08,2.04535e+08,5.11336e+07,15047.3,7.65186e+08,15477.2,37.4,41014.1,5.98796e+07,8419.75,12.6,13817.6,0.0230,0.9733,0.0251,0.0222,0.9800,0.0528,0.9800,0.9800
0.170634,0.294226,green_club,0.9575,0.0225,0.9800,1.000,1.02423e+09,4.37041e+06,6605.11,1.03781e+09,1.79517e+07,1.43614e+07,3.59034e+06,18679.6,1.01402e+09,18870.8,49,53735,1.02109e+07,9311.16,1,1096.63,0.0256,0.0189,0.0164,0.0289,0.9800,0.9800,0.9800,0.9800
0.216527,0.294226,green_club,0.4644,0.2706,0.7350,0.750,8.17774e+08,4.72538e+06,7665.91,1.07715e+09,2.64112e+08,2.1129e+08,5.28225e+07,14914.3,7.59118e+08,18836.1,36.75,40301.3,5.86555e+07,7652.98,13.25,14530.4,0.0263,0.9997,0.0254,0.0311,0.9800,0.0000,0.9800,0.9800
0.274765,0.294226,race_to_bottom,-0.0122,0.5072,0.4950,0.500,6.16404e+08,5.05776e+06,4438.66,1.11368e+09,5.02342e+08,4.01874e+08,1.00468e+08,11241.8,5.08545e+08,16961.7,24.75,27141.7,1.07859e+08,6767.31,25.25,27690,0.0223,0.9988,0.9769,0.0309,0.9800,0.0000,0.0200,0.9800
0.348666,0.294226,green_club,0.4445,0.2816,0.7262,0.750,8.02764e+08,4.70637e+06,12805.3,1.07468e+09,2.76632e+08,2.21306e+08,5.53264e+07,14640.5,7.40067e+08,18584.1,36.3062,39814.6,6.26969e+07,7577.64,13.6937,15017,0.0752,1.0000,0.0223,0.0291,0.9446,0.0000,0.9800,0.9800
0.442443,0.294226,green_club,0.4434,0.2895,0.7329,0.750,8.0163e+08,4.69699e+06,25634.7,1.0735e+09,2.76594e+08,2.21275e+08,5.53188e+07,14619.8,7.38929e+08,14156.9,36.6437,40184.8,6.27009e+07,7510.22,13.3562,14646.9,0.1023,0.9995,0.0342,0.0221,0.9427,0.0289,0.9800,0.9800
0.561443,0.294226,race_to_bottom,-0.4133,0.7230,0.3097,0.250,4.26857e+08,5.29734e+06,63679.6,1.1399e+09,7.18399e+08,5.7472e+08,1.4368e+08,7784.87,2.73062e+08,9048.12,15.4938,16991,1.53795e+08,5639.62,34.5062,37840.7,0.0227,0.9851,0.9554,0.9287,0.9800,0.0604,0.0801,0.1182
0.71245,0.294226,race_to_bottom,-0.4640,0.7430,0.2790,0.250,4.13914e+08,5.3288e+06,40263,1.14323e+09,7.34689e+08,5.87751e+08,1.46938e+08,7548.81,2.60164e+08,10314.3,13.9437,15291.2,1.5375e+08,5628.55,36.0562,39540.5,0.9604,0.9991,0.0253,0.9872,0.0958,0.0000,0.9800,0.0400
0.904071,0.294226,race_to_bottom,-0.4765,0.7655,0.2891,0.250,3.77491e+08,5.31759e+06,94624.2,1.14198e+09,7.69903e+08,6.15923e+08,1.53981e+08,6884.55,2.05663e+08,7521.45,14.4437,15839.5,1.71828e+08,5829.62,35.5562,38992.2,0.9396,0.9942,0.9247,0.2034,0.1242,0.0534,0.1137,0.8650
1.14723,0.294226,race_to_bottom,-0.9642,0.9892,0.0250,0.000,2.12014e+08,5.74185e+06,29808.6,1.18962e+09,9.83377e+08,7.86702e+08,1.96675e+08,3866.63,9.76566e+06,8153.31,1.25,1370.79,2.02248e+08,3783.37,48.75,53460.9,0.9831,0.9994,0.9803,0.9941,0.0400,0.0000,0.0200,0.0400
1.45579,0.294226,race_to_bottom,-0.4079,0.7141,0.3062,0.250,4.31977e+08,5.26865e+06,43869.6,1.13644e+09,7.09773e+08,5.67818e+08,1.41955e+08,7878.23,2.79631e+08,12394.8,15.3,16778.5,1.52345e+08,5232.53,34.7,38053.2,0.9234,1.0000,0.0289,0.9040,0.1030,0.0000,0.9800,0.1419
1.84734,0.294226,race_to_bottom,-0.9659,0.9878,0.0218,0.000,2.11049e+08,5.74937e+06,21703.3,1.19027e+09,9.84994e+08,7.87996e+08,1.96999e+08,3849.03,6.9427e+06,7320.49,1.1,1206.3,2.04106e+08,3808.46,48.9,53625.4,1.0000,0.9988,0.9676,0.9847,0.0000,0.0000,0.0329,0.0544
2.3442,0.294226,race_to_bottom,-0.4330,0.7299,0.2969,0.250,4.24892e+08,5.30477e+06,42337.5,1.14038e+09,7.20832e+08,5.76666e+08,1.44166e+08,7749.02,2.71669e+08,10875.5,14.8438,16278.1,1.53223e+08,5071.78,35.1562,38553.5,0.9791,0.9859,0.0281,0.9264,0.0620,0.0214,0.9800,0.1240
2.9747,0.294226,race_to_bottom,-0.7415,0.8892,0.1477,0.000,2.70146e+08,5.51006e+06,75574.6,1.1632e+09,8.9864e+08,7.18912e+08,1.79728e+08,4926.83,7.02777e+07,7201.24,7.375,8087.67,1.99869e+08,4463.49,42.625,46744,0.9757,0.9995,0.6348,0.9468,0.0730,0.0000,0.4189,0.0989
3.77478,0.294226,race_to_bottom,-0.9196,0.9697,0.0501,0.000,2.21871e+08,5.68582e+06,45274.9,1.18316e+09,9.67025e+08,7.7362e+08,1.93405e+08,4046.41,1.97515e+07,7276.84,2.50625,2748.44,2.0212e+08,3885.68,47.4937,52083.2,0.9830,0.9995,0.9524,0.9437,0.0400,0.0000,0.0653,0.0952
4.79005,0.294226,race_to_bottom,-0.9461,0.9833,0.0371,0.000,2.16642e+08,5.69254e+06,36271.6,1.1839e+09,9.72983e+08,7.78387e+08,1.94597e+08,3951.04,1.50182e+07,7560.86,1.8625,2042.48,2.01624e+08,3821.07,48.1375,52789.2,0.9906,0.9998,0.9624,0.9803,0.0400,0.0000,0.0447,0.0638
6.07839,0.294226,race_to_bottom,-0.9380,0.9831,0.0451,0.000,2.14846e+08,5.6447e+06,49698.9,1.17866e+09,9.69506e+08,7.75605e+08,1.93901e+08,3918.29,1.43806e+07,7686.81,2.25,2467.42,2.00466e+08,3829.79,47.75,52364.2,0.9805,0.9768,0.9919,0.9834,0.0635,0.0205,0.0200,0.0764
7.71324,0.294226,race_to_bottom,-0.9097,0.9733,0.0636,0.000,2.2361e+08,5.58595e+06,44599.5,1.17173e+09,9.53748e+08,7.62998e+08,1.9075e+08,4078.12,2.07267e+07,3921.79,3.16875,3474.96,2.02884e+08,3962.46,46.8312,51356.7,0.9953,0.9977,0.9445,0.9556,0.0086,0.0262,0.1232,0.0964
9.7878,0.294226,race_to_bottom,-0.8390,0.9399,0.1008,0.000,2.36702e+08,5.45321e+06,69224.4,1.15688e+09,9.25702e+08,7.40561e+08,1.8514e+08,4316.89,3.41989e+07,6886.54,5.04375,5531.14,2.02503e+08,4121.73,44.9562,49300.5,0.9017,0.9587,0.9461,0.9529,0.1759,0.0813,0.0576,0.0885
12.4203,0.294226,race_to_bottom,-0.7555,0.8905,0.1350,0.000,2.62096e+08,5.27712e+06,80109.3,1.13621e+09,8.79472e+08,7.03578e+08,1.75894e+08,4780.01,5.80987e+07,7966.33,6.75625,7409.13,2.03997e+08,4351.67,43.2438,47422.5,0.8047,0.9982,0.9085,0.8505,0.2224,0.0000,0.1053,0.2122
15.7609,0.294226,green_club,0.0639,0.4334,0.4974,0.500,5.94946e+08,4.59293e+06,72499.1,1.05976e+09,4.69479e+08,3.75583e+08,9.38958e+07,10850.4,4.14683e+08,13042.9,24.85,27251.3,1.80263e+08,7753.03,25.15,27580.3,0.2054,0.7257,0.1443,0.6585,0.7988,0.1491,0.8419,0.1997
20,0.294226,green_club,0.6720,0.1212,0.7932,0.750,8.97036e+08,4.27669e+06,39138.6,1.02468e+09,1.31962e+08,1.0557e+08,2.63925e+07,16359.8,7.63886e+08,17409.4,39.7,43536.3,1.33149e+08,12032.2,10.3,11295.3,0.0640,0.0749,0.2395,0.1064,0.9154,0.8942,0.6135,0.7497
0.02,0.336718,green_club,0.9619,0.0181,0.9800,1.000,1.02876e+09,4.38977e+06,6301.18,1.04025e+09,1.58871e+07,1.27097e+07,3.17743e+06,18762.2,1.01725e+09,18930.9,49,53735,1.15091e+07,10495,1,1096.63,0.0190,0.0141,0.0175,0.0220,0.9800,0.9800,0.9800,0.9800
0.0253792,0.336718,green_club,0.4673,0.2677,0.7350,0.750,8.20438e+08,4.73538e+06,7337.57,1.07842e+09,2.62727e+08,2.10182e+08,5.25454e+07,14962.8,7.6092e+08,18880.8,36.75,40301.3,5.9518e+07,8441.15,13.25,14530.4,0.0215,1.0000,0.0174,0.0320,0.9800,0.0000,0.9800,0.9800
0.0322052,0.336718,green_club,0.9576,0.0224,0.9800,1.000,1.02743e+09,4.39541e+06,10247.4,1.04099e+09,1.79716e+07,1.43773e+07,3.59432e+06,18737.8,1.01623e+09,18911.9,49,53735,1.11958e+07,10209.2,1,1096.63,0.0177,0.0162,0.0378,0.0177,0.9800,0.9800,0.9800,0.9800
0.0408672,0.336718,green_club,0.9545,0.0255,0.9800,1.000,1.02512e+09,4.39711e+06,11337,1.04118e+09,2.04679e+07,1.63744e+07,4.09359e+06,18695.7,1.01534e+09,18895.3,49,53735,9.77702e+06,8915.49,1,1096.63,0.0203,0.0282,0.0288,0.0246,0.9800,0.9800,0.9800,0.9800
0.0518589,0.336718,green_club,0.4716,0.2634,0.7350,0.750,8.21827e+08,4.73785e+06,5607.42,1.07872e+09,2.61638e+08,2.09311e+08,5.23276e+07,14988.2,7.62123e+08,18910.7,36.75,40301.3,5.97031e+07,8611.33,13.25,14530.4,0.0207,0.9995,0.0178,0.0157,0.9800,0.0000,0.9800,0.9800
0.0658069,0.336718,green_club,0.4690,0.2660,0.7350,0.750,8.20835e+08,4.73893e+06,5190.98,1.07881e+09,2.6272e+08,2.10176e+08,5.25439e+07,14970.1,7.61904e+08,18905.2,36.75,40301.3,5.89305e+07,7901.84,13.25,14530.4,0.0161,0.9995,0.0237,0.0246,0.9800,0.0000,0.9800,0.9800
0.0835064,0.336718,green_club,0.9603,0.0197,0.9800,1.000,1.02755e+09,4.38974e+06,5663.31,1.04025e+09,1.70956e+07,1.36765e+07,3.41913e+06,18740.2,1.01707e+09,18927.6,49,53735,1.04803e+07,9556.79,1,1096.63,0.0257,0.0213,0.0102,0.0217,0.9800,0.9800,0.9800,0.9800
0.105966,0.336718,green_club,0.4664,0.2686,0.7350,0.750,8.20176e+08,4.73633e+06,5610.54,1.07851e+09,2.63081e+08,2.10465e+08,5.26162e+07,14958.1,7.61337e+08,18891.1,36.75,40301.3,5.88391e+07,7818.09,13.25,14530.4,0.0240,0.9994,0.0292,0.0219,0.9800,0.0000,0.9800,0.9800
0.134467,0.336718,green_club,0.4700,0.2650,0.7350,0.750,8.20038e+08,4.72803e+06,4933.15,1.07748e+09,2.62176e+08,2.09741e+08,5.24351e+07,14955.6,7.60846e+08,18878.9,36.75,40301.3,5.91925e+07,8139.34,13.25,14530.4,0.0123,0.9998,0.0256,0.0224,0.9800,0.0000,0.9800,0.9800
0.170634,0.336718,green_club,0.4681,0.2669,0.7350,0.750,8.18976e+08,4.72531e+06,6438.73,1.07713e+09,2.62885e+08,2.10308e+08,5.25769e+07,14936.2,7.59852e+08,18854.3,36.75,40301.3,5.91233e+07,8075.17,13.25,14530.4,0.0218,1.0000,0.0202,0.0257,0.9800,0.0000,0.9800,0.9800
0.216527,0.336718,green_club,0.3740,0.3293,0.7034,0.750,7.6609e+08,4.7401e+06,42121.1,1.07859e+09,3.17283e+08,2.53826e+08,6.34565e+07,13971.7,6.92822e+08,17874.9,35.1625,38560.4,7.32675e+07,7450.8,14.8375,16271.3,0.2693,0.9996,0.0254,0.0230,0.8535,0.0000,0.9800,0.9800
0.274765,0.336718,green_club,0.4395,0.2889,0.7284,0.750,7.98719e+08,4.71448e+06,27210.5,1.07576e+09,2.81781e+08,2.25425e+08,5.63562e+07,14566.8,7.33036e+08,14638.5,36.4188,39938,6.56834e+07,7779.88,13.5813,14893.6,0.1228,0.9913,0.0182,0.0233,0.9238,0.0300,0.9800,0.9800
0.348666,0.336718,race_to_bottom,-0.0219,0.5192,0.4973,0.500,6.07349e+08,5.04604e+06,28401.9,1.11246e+09,5.10189e+08,4.08151e+08,1.02038e+08,11076.6,4.98303e+08,13584.5,24.8687,27271.9,1.09045e+08,7707.74,25.1313,27559.8,0.0651,0.9995,0.0158,0.9963,0.9692,0.0000,0.9800,0.0400
0.442443,0.336718,race_to_bottom,-0.4626,0.7486,0.2860,0.250,4.0703e+08,5.32252e+06,74461,1.14286e+09,7.41228e+08,5.92983e+08,1.48246e+08,7423.26,2.53588e+08,9643.2,14.2937,15675,1.53442e+08,5391.77,35.7063,39156.7,0.9862,1.0000,0.0550,0.9533,0.1009,0.0000,0.9572,0.0860
0.561443,0.336718,race_to_bottom,-0.0078,0.5078,0.5000,0.500,6.14666e+08,5.04877e+06,20590.4,1.11266e+09,5.03068e+08,4.02454e+08,1.00614e+08,11210.1,5.07809e+08,14048.1,25,27415.8,1.06857e+08,7146.86,25,27415.8,0.9920,0.9991,0.0227,0.0172,0.0400,0.0000,0.9800,0.9800
0.71245,0.336718,race_to_bottom,-0.4527,0.7380,0.2853,0.250,4.16524e+08,5.32528e+06,45277.5,1.14299e+09,7.31835e+08,5.85468e+08,1.46367e+08,7596.42,2.63373e+08,10650,14.275,15654.4,1.53152e+08,4932.5,35.725,39177.2,0.9475,0.9998,0.0529,0.9518,0.0737,0.0000,0.9800,0.0874
0.904071,0.336718,race_to_bottom,-0.5502,0.7958,0.2456,0.000,3.59237e+08,5.36665e+06,71325.9,1.14765e+09,7.93847e+08,6.35077e+08,1.58769e+08,6551.63,1.83578e+08,10238.5,12.3063,13495.4,1.75659e+08,5102.59,37.6938,41336.2,0.3344,0.9997,0.9800,0.8691,0.7911,0.0000,0.0400,0.1512
1.14723,0.336718,race_to_bottom,-0.9229,0.9760,0.0530,0.000,2.18465e+08,5.69055e+06,52196.3,1.18364e+09,9.70914e+08,7.76732e+08,1.94183e+08,3984.28,1.55286e+07,6876.22,2.6625,2919.79,2.02936e+08,3918.46,47.3375,51911.9,0.9573,0.9989,0.9869,0.9607,0.1146,0.0000,0.0200,0.0776
1.45579,0.336718,race_to_bottom,-0.1376,0.5851,0.4475,0.250,5.33922e+08,5.0617e+06,59326.2,1.1134e+09,5.84604e+08,4.67683e+08,1.16921e+08,9737.47,4.00854e+08,12922.4,22.3875,24550.9,1.33068e+08,6186.48,27.6125,30280.8,0.9811,1.0000,0.3308,0.0285,0.0600,0.0000,0.7501,0.9800
1.84734,0.336718,race_to_bottom,-0.8423,0.9416,0.0992,0.000,2.40518e+08,5.60648e+06,80150.2,1.17414e+09,9.39309e+08,7.51448e+08,1.87862e+08,4386.48,4.02727e+07,7179.28,4.95625,5435.19,2.00245e+08,4072.76,45.0438,49396.5,0.9710,0.9993,0.9283,0.8676,0.1098,0.0000,0.1094,0.1777
2.3442,0.336718,race_to_bottom,-0.9116,0.9683,0.0567,0.000,2.23869e+08,5.68019e+06,50886.1,1.18245e+09,9.6431e+08,7.71448e+08,1.92862e+08,4082.85,2.23093e+07,7295.86,2.83125,3104.84,2.0156e+08,3902.47,47.1688,51726.8,0.9426,0.9995,0.9874,0.9436,0.0632,0.0262,0.0200,0.1173
2.9747,0.336718,race_to_bottom,-0.9419,0.9795,0.0376,0.000,2.1807e+08,5.71246e+06,34366.1,1.18605e+09,9.73728e+08,7.78983e+08,1.94746e+08,3977.07,1.60134e+07,8014.18,1.86875,2049.33,2.02056e+08,3829.88,48.1313,52782.3,0.9885,1.0000,0.9647,0.9647,0.0400,0.0000,0.0432,0.0670
3.77478,0.336718,race_to_bottom,-0.8325,0.9418,0.1093,0.000,2.46598e+08,5.56946e+06,75215.4,1.16954e+09,9.28586e+08,7.42869e+08,1.85717e+08,4497.37,4.65361e+07,7412.05,5.46875,5997.21,2.00062e+08,4122.69,44.5312,48834.4,0.9093,0.9994,0.8869,0.9715,0.1546,0.0000,0.1897,0.0927
4.79005,0.336718,race_to_bottom,-0.9229,0.9769,0.0540,0.000,2.19298e+08,5.65833e+06,59522.7,1.1801e+09,9.66523e+08,7.73219e+08,1.93305e+08,3999.49,1.97429e+07,6558.43,2.7,2960.91,1.99556e+08,3850.61,47.3,51870.7,0.9417,0.9986,0.9830,0.9844,0.1000,0.0000,0.0400,0.0761
6.07839,0.336718,race_to_bottom,-0.9349,0.9809,0.0460,0.000,2.14139e+08,5.64973e+06,51850.3,1.17927e+09,9.70828e+08,7.76663e+08,1.94166e+08,3905.39,1.31995e+07,5835.44,2.3,2522.26,2.0094e+08,3845.76,47.7,52309.4,0.9658,0.9990,0.9685,0.9900,0.1021,0.0000,0.0419,0.0400
7.71324,0.336718,race_to_bottom,-0.9498,0.9871,0.0372,0.000,2.1151e+08,5.62609e+06,40755.6,1.17659e+09,9.70751e+08,7.76601e+08,1.9415e+08,3857.45,1.03144e+07,4746.33,1.875,2056.19,2.01196e+08,3818.66,48.125,52775.5,1.0000,0.9964,0.9560,0.9958,0.0000,0.0212,0.0877,0.0400
9.7878,0.336718,race_to_bottom,-0.8711,0.9642,0.0931,0.000,2.21834e+08,5.47947e+06,96804.7,1.15985e+09,9.43591e+08,7.54873e+08,1.88718e+08,4045.72,2.30133e+07,6361.68,4.6375,5085.64,1.9882e+08,4006.95,45.3625,49746,0.9791,0.9312,0.9736,0.9728,0.0869,0.1422,0.0200,0.1233
12.4203,0.336718,race_to_bottom,-0.9123,0.9645,0.0522,0.000,2.19471e+08,5.35234e+06,42711.4,1.13947e+09,9.25398e+08,7.40318e+08,1.8508e+08,4002.63,1.92425e+07,7111.78,2.61875,2871.81,2.00228e+08,3862.01,47.3813,51959.8,0.9603,0.9992,0.9519,0.9468,0.0400,0.0000,0.0842,0.0846
15.7609,0.336718,race_to_bottom,-0.1460,0.5465,0.4005,0.250,5.14176e+08,4.63577e+06,78021.1,1.06267e+09,5.53208e+08,4.42566e+08,1.10642e+08,9377.35,2.97027e+08,11059,20,21932.7,2.17149e+08,7921.06,30,32899,0.5088,0.7985,0.7503,0.1285,0.3837,0.1145,0.2231,0.8806
20,0.336718,green_club,0.7493,0.1140,0.8633,1.000,8.84912e+08,4.2856e+06,63220.4,1.02616e+09,1.45595e+08,1.16476e+08,2.9119e+07,16138.7,8.02842e+08,16937.4,43.1562,47326.6,8.20702e+07,11018.6,6.84375,7505.08,0.1448,0.1288,0.1161,0.0665,0.7954,0.8778,0.8474,0.9328
0.02,0.385347,green_club,0.9570,0.0230,0.9800,1.000,1.02553e+09,4.38034e+06,7508.83,1.03904e+09,1.78972e+07,1.43178e+07,3.57944e+06,18703.3,1.01511e+09,18891,49,53735,1.04194e+07,9501.29,1,1096.63,0.0195,0.0173,0.0313,0.0239,0.9800,0.9800,0.9800,0.9800
0.0253792,0.385347,green_club,0.9573,0.0227,0.9800,1.000,1.02578e+09,4.38889e+06,8340.27,1.04016e+09,1.87803e+07,1.50242e+07,3.75606e+06,18707.8,1.01577e+09,18903.3,49,53735,1.00101e+07,9128.07,1,1096.63,0.0272,0.0246,0.0185,0.0205,0.9800,0.9800,0.9800,0.9800
0.0322052,0.385347,green_club,0.9543,0.0257,0.9800,1.000,1.02545e+09,4.39013e+06,12656.9,1.04035e+09,1.93034e+07,1.54427e+07,3.86068e+06,18701.7,1.01448e+09,18879.3,49,53735,1.09645e+07,9998.32,1,1096.63,0.0174,0.0223,0.0361,0.0270,0.9800,0.9800,0.9800,0.9800
0.0408672,0.385347,green_club,0.9589,0.0211,0.9800,1.000,1.02828e+09,4.3929e+06,6735.96,1.04067e+09,1.6786e+07,1.34288e+07,3.35721e+06,18753.4,1.01727e+09,18931.1,49,53735,1.10144e+07,10043.8,1,1096.63,0.0192,0.0143,0.0223,0.0288,0.9800,0.9800,0.9800,0.9800
0.0518589,0.385347,green_club,0.9564,0.0236,0.9800,1.000,1.0266e+09,4.39009e+06,8770.5,1.04033e+09,1.81334e+07,1.45067e+07,3.62668e+06,18722.7,1.01604e+09,18908.3,49,53735,1.05622e+07,9631.51,1,1096.63,0.0289,0.0253,0.0216,0.0187,0.9800,0.9800,0.9800,0.9800
0.0658069,0.385347,green_club,0.9557,0.0243,0.9800,1.000,1.02583e+09,4.39276e+06,10075.4,1.04067e+09,1.92405e+07,1.53924e+07,3.8481e+06,18708.7,1.01554e+09,18899,49,53735,1.02891e+07,9382.42,1,1096.63,0.0206,0.0248,0.0286,0.0233,0.9800,0.9800,0.9800,0.9800
0.0835064,0.385347,green_club,0.9517,0.0283,0.9800,1.000,1.02411e+09,4.3826e+06,9926.93,1.03939e+09,1.9674e+07,1.57392e+07,3.9348e+06,18677.3,1.01424e+09,18874.8,49,53735,9.87314e+06,9003.14,1,1096.63,0.0262,0.0325,0.0251,0.0293,0.9800,0.9800,0.9800,0.9800
0.105966,0.385347,green_club,0.9538,0.0262,0.9800,1.000,1.02459e+09,4.38779e+06,8197.2,1.03996e+09,1.97685e+07,1.58148e+07,3.9537e+06,18686.1,1.01524e+09,18893.4,49,53735,9.35222e+06,8528.12,1,1096.63,0.0241,0.0246,0.0329,0.0234,0.9800,0.9800,0.9800,0.9800
0.134467,0.385347,green_club,0.9584,0.0216,0.9800,1.000,1.02529e+09,4.37365e+06,7191.41,1.03822e+09,1.73189e+07,1.38551e+07,3.46378e+06,18698.8,1.01452e+09,18880.1,49,53735,1.07648e+07,9816.21,1,1096.63,0.0203,0.0238,0.0200,0.0222,0.9800,0.9800,0.9800,0.9800
0.170634,0.385347,green_club,0.4130,0.2985,0.7115,0.750,7.84532e+08,4.75235e+06,24787.6,1.08028e+09,3.00527e+08,2.40421e+08,6.01053e+07,14308,7.12394e+08,18248.9,35.575,39012.7,7.21375e+07,8387.36,14.425,15818.9,0.1075,0.9995,0.0199,0.0672,0.9219,0.0000,0.9800,0.9441
0.216527,0.385347,green_club,0.4697,0.2653,0.7350,0.750,8.20358e+08,4.73301e+06,6250.56,1.0781e+09,2.62477e+08,2.09982e+08,5.24955e+07,14961.4,7.61e+08,18882.8,36.75,40301.3,5.93575e+07,8290.15,13.25,14530.4,0.0212,0.9995,0.0199,0.0205,0.9800,0.0000,0.9800,0.9800
0.274765,0.385347,race_to_bottom,-0.0022,0.5022,0.5000,0.500,6.19433e+08,5.0647e+06,16665.9,1.11481e+09,5.00464e+08,4.00371e+08,1.00093e+08,11297,5.11804e+08,14511.2,25,27415.8,1.07628e+08,7762.28,25,27415.8,0.9825,0.9999,0.0052,0.0210,0.0400,0.0000,0.9800,0.9800
0.348666,0.385347,green_club,0.4368,0.2855,0.7223,0.750,8.00765e+08,4.71315e+06,15825.9,1.07555e+09,2.79512e+08,2.2361e+08,5.59025e+07,14604.1,7.349e+08,18555.5,36.1125,39602.2,6.58658e+07,7898.46,13.8875,15229.5,0.0554,0.9997,0.0590,0.0278,0.9498,0.0000,0.9594,0.9800
0.442443,0.385347,race_to_bottom,-0.0229,0.5217,0.4989,0.500,6.05931e+08,5.0472e+06,37924.1,1.11265e+09,5.118e+08,4.0944e+08,1.0236e+08,11050.7,4.95048e+08,13348.1,24.9437,27354.1,1.10883e+08,8290.23,25.0562,27477.5,0.0067,0.9996,0.0845,0.9961,0.9800,0.0000,0.9496,0.0659
0.561443,0.385347,race_to_bottom,-0.0321,0.5292,0.4971,0.500,5.9857e+08,5.03488e+06,42546,1.11095e+09,5.17456e+08,4.13965e+08,1.03491e+08,10916.5,4.89603e+08,10226.3,24.85,27251.3,1.08966e+08,5973.67,25.15,27580.3,0.0852,0.9992,0.0330,0.9994,0.9400,0.0284,0.9800,0.0400
0.71245,0.385347,race_to_bottom,-0.1150,0.5714,0.4564,0.500,5.4883e+08,5.08353e+06,48512.7,1.1163e+09,5.72599e+08,4.58079e+08,1.1452e+08,10009.4,4.19928e+08,13210,22.8375,25044.4,1.28902e+08,6219.64,27.1625,29787.3,0.2806,0.9982,0.9822,0.0246,0.7966,0.0000,0.0490,0.9800
0.904071,0.385347,race_to_bottom,-0.9298,0.9807,0.0509,0.000,2.17035e+08,5.69996e+06,50661.6,1.18474e+09,9.7346e+08,7.78768e+08,1.94692e+08,3958.21,1.37104e+07,8008.3,2.53125,2775.85,2.03325e+08,3910.6,47.4688,52055.8,0.9829,0.9810,0.9785,0.9803,0.0908,0.0218,0.0200,0.0709
