mu,lam,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,s_seed0,s_seed1,s_seed2,s_seed3
0.0835064,1.94479,green_club,0.9606,0.0194,0.9800,1.000,1.02867e+09,4.38723e+06,7025.67,1.03994e+09,1.56638e+07,1.2531e+07,3.13276e+06,18760.6,1.01681e+09,18922.6,49,53735,1.18641e+07,10818.6,1,1096.63,0.0194,0.0228,0.0103,0.0252,0.9800,0.9800,0.9800,0.9800
0.105966,1.94479,green_club,0.9598,0.0202,0.9800,1.000,1.02882e+09,4.39348e+06,7236.49,1.04077e+09,1.63509e+07,1.30808e+07,3.27019e+06,18763.2,1.01745e+09,18934.7,49,53735,1.13627e+07,10361.4,1,1096.63,0.0209,0.0210,0.0236,0.0154,0.9800,0.9800,0.9800,0.9800
0.134467,1.94479,green_club,0.9567,0.0233,0.9800,1.000,1.02673e+09,4.39026e+06,8787,1.04033e+09,1.79994e+07,1.43995e+07,3.59988e+06,18725.1,1.01608e+09,18909,49,53735,1.06515e+07,9712.91,1,1096.63,0.0253,0.0284,0.0208,0.0189,0.9800,0.9800,0.9800,0.9800
0.170634,1.94479,green_club,0.9610,0.0190,0.9800,1.000,1.02953e+09,4.3954e+06,6927.92,1.04097e+09,1.58366e+07,1.26692e+07,3.16731e+06,18776.3,1.01784e+09,18941.9,49,53735,1.16919e+07,10661.7,1,1096.63,0.0138,0.0152,0.0227,0.0240,0.9800,0.9800,0.9800,0.9800
0.216527,1.94479,green_club,0.9617,0.0183,0.9800,1.000,1.03113e+09,4.3944e+06,6483.79,1.04086e+09,1.41227e+07,1.12981e+07,2.82453e+06,18805.4,1.01822e+09,18948.9,49,53735,1.29161e+07,11777.9,1,1096.63,0.0000,0.0285,0.0208,0.0239,0.9800,0.9800,0.9800,0.9800
0.274765,1.94479,green_club,0.4717,0.2633,0.7350,0.750,8.24147e+08,4.74323e+06,5184.37,1.07944e+09,2.60046e+08,2.08037e+08,5.20092e+07,15030.5,7.63405e+08,18942.4,36.75,40301.3,6.07429e+07,9550.99,13.25,14530.4,0.0122,1.0000,0.0199,0.0212,0.9800,0.0000,0.9800,0.9800
0.348666,1.94479,green_club,0.4662,0.2688,0.7350,0.750,8.19768e+08,4.74071e+06,6359.73,1.07906e+09,2.64036e+08,2.11228e+08,5.28071e+07,14950.6,7.61477e+08,18894.6,36.75,40301.3,5.8291e+07,7318.47,13.25,14530.4,0.0308,0.9999,0.0224,0.0221,0.9800,0.0000,0.9800,0.9800
0.442443,1.94479,green_club,0.4712,0.2638,0.7350,0.750,8.21356e+08,4.72591e+06,5577.07,1.07723e+09,2.60611e+08,2.08489e+08,5.21221e+07,14979.6,7.60908e+08,18880.5,36.75,40301.3,6.04475e+07,9282.89,13.25,14530.4,0.0228,1.0000,0.0100,0.0226,0.9800,0.0000,0.9800,0.9800
0.561443,1.94479,green_club,0.4690,0.2660,0.7350,0.750,8.20769e+08,4.72972e+06,5999.13,1.07771e+09,2.61679e+08,2.09344e+08,5.23359e+07,14968.9,7.60923e+08,18880.9,36.75,40301.3,5.98464e+07,8737.23,13.25,14530.4,0.0164,0.9998,0.0252,0.0225,0.9800,0.0000,0.9800,0.9800
0.71245,1.94479,green_club,0.4763,0.2649,0.7412,0.750,8.20642e+08,4.72042e+06,15601.2,1.07661e+09,2.60706e+08,2.08565e+08,5.21412e+07,14966.6,7.6164e+08,14568.2,37.0562,40637.1,5.90016e+07,8529.03,12.9437,14194.5,0.0216,0.9998,0.0170,0.0210,0.9800,0.0249,0.9800,0.9800
0.904071,1.94479,green_club,0.4423,0.2827,0.7250,0.750,8.08915e+08,4.74032e+06,12659.2,1.07895e+09,2.74784e+08,2.19827e+08,5.49567e+07,14752.7,7.45981e+08,18762.2,36.25,39753,6.29336e+07,7755.14,13.75,15078.7,0.0911,0.9998,0.0203,0.0197,0.9400,0.0000,0.9800,0.9800
1.14723,1.94479,race_to_bottom,-0.0120,0.5120,0.5000,0.500,6.13546e+08,5.05573e+06,24226.3,1.11362e+09,5.05151e+08,4.0412e+08,1.0103e+08,11189.6,5.07257e+08,13400.9,25,27415.8,1.06289e+08,6922.46,25,27415.8,0.0285,1.0000,0.0196,1.0000,0.9800,0.0000,0.9800,0.0400
1.45579,1.94479,green_club,0.4672,0.2678,0.7350,0.750,8.16634e+08,4.70246e+06,8029,1.07427e+09,2.62348e+08,2.09878e+08,5.24696e+07,14893.5,7.56662e+08,18775.2,36.75,40301.3,5.99712e+07,8854.07,13.25,14530.4,0.0177,0.9999,0.0283,0.0252,0.9800,0.0000,0.9800,0.9800
1.84734,1.94479,green_club,0.4673,0.2677,0.7350,0.750,8.1708e+08,4.70929e+06,5705.52,1.07504e+09,2.62678e+08,2.10142e+08,5.25356e+07,14901.6,7.58031e+08,18809.1,36.75,40301.3,5.90485e+07,8004.48,13.25,14530.4,0.0289,0.9999,0.0211,0.0207,0.9800,0.0000,0.9800,0.9800
2.3442,1.94479,green_club,0.4534,0.2805,0.7339,0.750,8.06743e+08,4.70329e+06,22227.7,1.07438e+09,2.72362e+08,2.1789e+08,5.44725e+07,14713.1,7.45761e+08,14528.9,36.7,40246.4,6.09814e+07,7675.49,13.3,14585.2,0.0737,1.0000,0.0283,0.0202,0.9531,0.0226,0.9800,0.9800
2.9747,1.94479,race_to_bottom,-0.4814,0.7533,0.2720,0.250,4.08319e+08,5.36606e+06,51796.4,1.14757e+09,7.44669e+08,5.95735e+08,1.48934e+08,7446.77,2.54686e+08,7665.71,13.6125,14927.9,1.53632e+08,6302.97,36.3875,39903.7,1.0000,0.9999,0.0135,1.0000,0.0679,0.0000,0.9800,0.0400
3.77478,1.94479,race_to_bottom,0.0198,0.5009,0.5206,0.500,6.17926e+08,4.98705e+06,40692.8,1.10524e+09,4.92343e+08,3.93874e+08,9.84686e+07,11269.5,5.10454e+08,12064.5,26.0375,28553.6,1.07472e+08,8445.16,23.9625,26278.1,0.0246,0.9797,0.0088,0.9904,0.9800,0.0355,0.9800,0.0870
4.79005,1.94479,race_to_bottom,-0.0275,0.5239,0.4964,0.500,5.96968e+08,5.03082e+06,43772.6,1.11063e+09,5.18739e+08,4.14991e+08,1.03748e+08,10887.3,4.84385e+08,12878.1,24.8125,27210.2,1.12583e+08,8104.83,25.1875,27621.4,0.0833,0.9999,0.0127,0.9999,0.9392,0.0000,0.9800,0.0665
6.07839,1.94479,race_to_bottom,-0.0037,0.5101,0.5065,0.500,6.11461e+08,5.00181e+06,34824.1,1.10739e+09,5.00964e+08,4.00771e+08,1.00193e+08,11151.6,5.06245e+08,10370.5,25.3375,27785.9,1.05216e+08,6932.24,24.6625,27045.7,1.0000,1.0000,0.0156,0.0250,0.0400,0.0258,0.9800,0.9800
7.71324,1.94479,race_to_bottom,-0.4922,0.7522,0.2600,0.250,4.09186e+08,5.32684e+06,23946.8,1.14351e+09,7.39675e+08,5.9174e+08,1.47935e+08,7462.6,2.5649e+08,10332,13,14256.2,1.52696e+08,4838.48,37,40575.4,1.0000,0.9995,0.9886,0.0207,0.0400,0.0000,0.0200,0.9800
9.7878,1.94479,race_to_bottom,-0.8878,0.9673,0.0794,0.000,2.21295e+08,5.47789e+06,83054.7,1.15968e+09,9.43945e+08,7.55156e+08,1.88789e+08,4035.91,2.42688e+07,5394.94,3.95,4331.7,1.97027e+08,3916.6,46.05,50500,0.9063,1.0000,0.9814,0.9813,0.1832,0.0000,0.0684,0.0661
12.4203,1.94479,race_to_bottom,0.0464,0.4906,0.5370,0.500,6.23684e+08,4.82222e+06,40122.4,1.08602e+09,4.67193e+08,3.73755e+08,9.34387e+07,11374.5,5.13769e+08,14898.7,26.8813,29478.9,1.09915e+08,6169.52,23.1187,25352.8,0.0964,0.9998,0.8455,0.0206,0.9400,0.0000,0.2280,0.9800
15.7609,1.94479,race_to_bottom,-0.2257,0.6074,0.3817,0.250,4.87261e+08,4.57751e+06,57207.8,1.04265e+09,5.60027e+08,4.48022e+08,1.12005e+08,8886.5,3.18393e+08,11204.1,19.0625,20904.6,1.68868e+08,6959.5,30.9375,33927.1,0.0183,0.8725,0.9012,0.6378,0.9800,0.0912,0.0926,0.3630
20,1.94479,green_club,0.9096,0.0446,0.9542,1.000,9.95092e+08,4.306e+06,19432.1,1.02947e+09,3.87074e+07,3.09659e+07,7.74148e+06,18148.1,9.68778e+08,18513.5,47.7188,52330,2.6314e+07,10396.8,2.28125,2501.69,0.0719,0.0103,0.0758,0.0204,0.9487,0.9347,0.9534,0.9800
0.02,2.22566,green_club,0.9612,0.0188,0.9800,1.000,1.02813e+09,4.38025e+06,7065.5,1.03903e+09,1.52898e+07,1.22319e+07,3.05797e+06,18750.7,1.01599e+09,18907.4,49,53735,1.21392e+07,11069.5,1,1096.63,0.0185,0.0152,0.0171,0.0246,0.9800,0.9800,0.9800,0.9800
0.0253792,2.22566,green_club,0.9637,0.0163,0.9800,1.000,1.03042e+09,4.38152e+06,5923.98,1.03924e+09,1.32027e+07,1.05621e+07,2.64053e+06,18792.4,1.01722e+09,18930.2,49,53735,1.32037e+07,12040.2,1,1096.63,0.0159,0.0266,0.0098,0.0128,0.9800,0.9800,0.9800,0.9800
0.0322052,2.22566,green_club,0.9553,0.0247,0.9800,1.000,1.02487e+09,4.38334e+06,9525.61,1.03943e+09,1.89525e+07,1.5162e+07,3.7905e+06,18691.2,1.01464e+09,18882.3,49,53735,1.02319e+07,9330.29,1,1096.63,0.0310,0.0266,0.0189,0.0225,0.9800,0.9800,0.9800,0.9800
0.0408672,2.22566,green_club,0.9650,0.0150,0.9800,1.000,1.0316e+09,4.38544e+06,4443.76,1.03971e+09,1.24962e+07,9.99692e+06,2.49923e+06,18814,1.01821e+09,18948.7,49,53735,1.33944e+07,12214.1,1,1096.63,0.0000,0.0182,0.0252,0.0164,0.9800,0.9800,0.9800,0.9800
0.0518589,2.22566,green_club,0.9605,0.0195,0.9800,1.000,1.0281e+09,4.38068e+06,7150.14,1.03911e+09,1.53901e+07,1.23121e+07,3.07803e+06,18750.2,1.016e+09,18907.5,49,53735,1.21066e+07,11039.8,1,1096.63,0.0200,0.0232,0.0079,0.0267,0.9800,0.9800,0.9800,0.9800
0.0658069,2.22566,green_club,0.9613,0.0187,0.9800,1.000,1.02811e+09,4.38449e+06,7507.66,1.03958e+09,1.58575e+07,1.2686e+07,3.17151e+06,18750.3,1.01626e+09,18912.4,49,53735,1.1852e+07,10807.6,1,1096.63,0.0238,0.0159,0.0109,0.0241,0.9800,0.9800,0.9800,0.9800
0.0835064,2.22566,green_club,0.4683,0.2667,0.7350,0.750,8.20418e+08,4.73572e+06,6402.59,1.07844e+09,2.62762e+08,2.1021e+08,5.25524e+07,14962.5,7.61184e+08,18887.3,36.75,40301.3,5.92343e+07,8178.7,13.25,14530.4,0.0202,0.9996,0.0239,0.0229,0.9800,0.0000,0.9800,0.9800
0.105966,2.22566,green_club,0.9589,0.0211,0.9800,1.000,1.0273e+09,4.38431e+06,7606.66,1.0396e+09,1.66891e+07,1.33513e+07,3.33783e+06,18735.6,1.01599e+09,18907.4,49,53735,1.1315e+07,10317.9,1,1096.63,0.0119,0.0272,0.0273,0.0180,0.9800,0.9800,0.9800,0.9800
0.134467,2.22566,green_club,0.9609,0.0191,0.9800,1.000,1.02939e+09,4.38924e+06,6631.54,1.0402e+09,1.51988e+07,1.2159e+07,3.03976e+06,18773.7,1.01743e+09,18934.2,49,53735,1.19625e+07,10908.4,1,1096.63,0.0255,0.0230,0.0115,0.0163,0.9800,0.9800,0.9800,0.9800
0.170634,2.22566,green_club,0.9552,0.0248,0.9800,1.000,1.02494e+09,4.38449e+06,8409.25,1.03956e+09,1.90141e+07,1.52113e+07,3.80282e+06,18692.5,1.01505e+09,18889.9,49,53735,9.89493e+06,9023.01,1,1096.63,0.0233,0.0287,0.0260,0.0213,0.9800,0.9800,0.9800,0.9800
0.216527,2.22566,green_club,0.4678,0.2672,0.7350,0.750,8.21083e+08,4.743e+06,6091.74,1.07934e+09,2.63002e+08,2.10401e+08,5.26004e+07,14974.6,7.6213e+08,18910.8,36.75,40301.3,5.89532e+07,7920.23,13.25,14530.4,0.0284,0.9999,0.0158,0.0248,0.9800,0.0000,0.9800,0.9800
0.274765,2.22566,green_club,0.9617,0.0183,0.9800,1.000,1.02959e+09,4.39124e+06,6476.57,1.04046e+09,1.52601e+07,1.22081e+07,3.05201e+06,18777.4,1.01765e+09,18938.2,49,53735,1.19477e+07,10894.9,1,1096.63,0.0152,0.0239,0.0152,0.0189,0.9800,0.9800,0.9800,0.9800
0.348666,2.22566,green_club,0.4689,0.2661,0.7350,0.750,8.20093e+08,4.72937e+06,6013.12,1.07764e+09,2.62277e+08,2.09822e+08,5.24555e+07,14956.6,7.60662e+08,18874.4,36.75,40301.3,5.94312e+07,8355.85,13.25,14530.4,0.0170,0.9999,0.0222,0.0252,0.9800,0.0000,0.9800,0.9800
0.442443,2.22566,green_club,0.4704,0.2646,0.7350,0.750,8.21703e+08,4.73168e+06,5305.24,1.07792e+09,2.60959e+08,2.08767e+08,5.21918e+07,14985.9,7.61499e+08,18895.2,36.75,40301.3,6.02036e+07,9060.74,13.25,14530.4,0.0206,1.0000,0.0112,0.0267,0.9800,0.0000,0.9800,0.9800
0.561443,2.22566,green_club,0.4694,0.2656,0.7350,0.750,8.20006e+08,4.73099e+06,5783.88,1.07782e+09,2.62555e+08,2.10044e+08,5.2511e+07,14955,7.60824e+08,18878.4,36.75,40301.3,5.91817e+07,8128.78,13.25,14530.4,0.0207,0.9999,0.0182,0.0237,0.9800,0.0000,0.9800,0.9800
0.71245,2.22566,green_club,0.4706,0.2644,0.7350,0.750,8.20717e+08,4.72555e+06,5533.37,1.07716e+09,2.61171e+08,2.08937e+08,5.22343e+07,14967.9,7.60714e+08,18875.7,36.75,40301.3,6.00036e+07,8880.1,13.25,14530.4,0.0192,0.9999,0.0204,0.0183,0.9800,0.0000,0.9800,0.9800
0.904071,2.22566,green_club,0.4792,0.2658,0.7450,0.750,8.21099e+08,4.7104e+06,25308.4,1.07561e+09,2.59244e+08,2.07395e+08,5.18488e+07,14974.9,7.62912e+08,14808.6,37.25,40849.6,5.81868e+07,8907.11,12.75,13982.1,0.0210,0.0225,0.0196,1.0000,0.9800,0.9800,0.9800,0.0400
1.14723,2.22566,race_to_bottom,-0.0110,0.5060,0.4950,0.500,6.18047e+08,5.0716e+06,4478.52,1.11535e+09,5.02384e+08,4.01907e+08,1.00477e+08,11271.7,5.10201e+08,16249.1,24.75,27141.7,1.07847e+08,6835.49,25.25,27690,0.0195,1.0000,0.9852,0.0194,0.9800,0.0000,0.0200,0.9800
1.45579,2.22566,green_club,0.4698,0.2652,0.7350,0.750,8.19652e+08,4.71718e+06,5119.08,1.07608e+09,2.61151e+08,2.08921e+08,5.22302e+07,14948.5,7.59662e+08,18849.6,36.75,40301.3,5.99899e+07,8868.74,13.25,14530.4,0.0170,0.9999,0.0190,0.0248,0.9800,0.0000,0.9800,0.9800
1.84734,2.22566,race_to_bottom,-0.0092,0.5092,0.5000,0.500,6.12898e+08,5.03798e+06,22756.4,1.11134e+09,5.03504e+08,4.02803e+08,1.00701e+08,11177.8,5.05986e+08,13333.4,25,27415.8,1.06912e+08,7429.09,25,27415.8,1.0000,1.0000,0.0151,0.0215,0.0400,0.0000,0.9800,0.9800
2.3442,2.22566,race_to_bottom,-0.0313,0.5229,0.4916,0.500,6.07219e+08,5.07309e+06,20192,1.1157e+09,5.13573e+08,4.10859e+08,1.02715e+08,11074.2,4.9681e+08,14876.9,24.5813,26956.6,1.10409e+08,5839.13,25.4187,27875,0.0901,0.9998,0.9795,0.0222,0.9400,0.0000,0.0462,0.9800
2.9747,2.22566,race_to_bottom,-0.4885,0.7535,0.2650,0.250,4.08955e+08,5.37979e+06,40861.3,1.1493e+09,7.45768e+08,5.96614e+08,1.49154e+08,7458.37,2.55249e+08,7928.42,13.25,14530.4,1.53706e+08,6043.95,36.75,40301.3,1.0000,0.9997,0.0142,0.9999,0.0400,0.0000,0.9800,0.0400
3.77478,2.22566,race_to_bottom,-0.0120,0.5120,0.5000,0.500,6.11627e+08,5.02585e+06,24046.4,1.11e+09,5.03418e+08,4.02734e+08,1.00684e+08,11154.6,5.04619e+08,13336.8,25,27415.8,1.07008e+08,7677.11,25,27415.8,0.0207,0.9998,0.0275,0.9999,0.9800,0.0000,0.9800,0.0400
4.79005,2.22566,race_to_bottom,-0.9412,0.9830,0.0418,0.000,2.15886e+08,5.6842e+06,47490.4,1.18311e+09,9.72953e+08,7.78362e+08,1.94591e+08,3937.26,1.53705e+07,6241.19,2.09375,2296.08,2.00516e+08,3818.87,47.9062,52535.6,1.0000,0.9999,0.9489,0.9833,0.0400,0.0000,0.0641,0.0631
6.07839,2.22566,race_to_bottom,-0.9328,0.9929,0.0601,0.000,2.07958e+08,5.62914e+06,95097.6,1.17682e+09,9.7459e+08,7.79672e+08,1.94918e+08,3792.66,1.12672e+07,6238.09,3,3289.9,1.96691e+08,3820.39,47,51541.8,1.0000,0.9885,0.9832,1.0000,0.1566,0.0238,0.0200,0.0400
7.71324,2.22566,race_to_bottom,-0.4718,0.7441,0.2723,0.250,4.14902e+08,5.2993e+06,30151.2,1.14012e+09,7.30546e+08,5.84437e+08,1.46109e+08,7566.83,2.61217e+08,10684.8,13.625,14941.6,1.53685e+08,5784.02,36.375,39890,0.0190,1.0000,0.9789,0.9787,0.9800,0.0000,0.0460,0.0631
9.7878,2.22566,race_to_bottom,-0.9227,0.9784,0.0557,0.000,2.16213e+08,5.51442e+06,60086.1,1.16372e+09,9.53079e+08,7.62463e+08,1.90616e+08,3943.22,1.88103e+07,5549.75,2.8,3070.57,1.97403e+08,3825.02,47.2,51761.1,1.0000,1.0000,0.9827,0.9310,0.0400,0.0000,0.0420,0.1407
12.4203,2.22566,race_to_bottom,-0.0138,0.5219,0.5082,0.500,5.86168e+08,4.84614e+06,55949.7,1.08984e+09,5.08575e+08,4.0686e+08,1.01715e+08,10690.3,4.68885e+08,13398.8,25.45,27909.3,1.17283e+08,7120.45,24.55,26922.3,0.9241,1.0000,0.0556,0.1081,0.1637,0.0000,0.9544,0.9147
15.7609,2.22566,race_to_bottom,-0.3108,0.6405,0.3298,0.250,4.55833e+08,4.50206e+06,51319.8,1.02406e+09,5.72784e+08,4.58227e+08,1.14557e+08,8313.32,2.76446e+08,11284.5,16.5188,18115,1.79387e+08,6141.66,33.4813,36716.6,0.8336,0.7525,0.0874,0.8887,0.1136,0.1802,0.9311,0.0941
20,2.22566,green_club,0.8852,0.0509,0.9361,1.000,9.76446e+08,4.26971e+06,21632.1,1.02219e+09,5.00397e+07,4.00318e+07,1.00079e+07,17808.1,9.37676e+08,18221.4,46.8312,51356.7,3.87701e+07,10468.6,3.16875,3474.96,0.0889,0.0743,0.0213,0.0191,0.8340,0.9502,0.9800,0.9800
0.02,2.54709,green_club,0.9635,0.0165,0.9800,1.000,1.02942e+09,4.38176e+06,4921.64,1.03924e+09,1.42029e+07,1.13623e+07,2.84059e+06,18774.2,1.01716e+09,18929.1,49,53735,1.22662e+07,11185.3,1,1096.63,0.0173,0.0114,0.0162,0.0211,0.9800,0.9800,0.9800,0.9800
0.0253792,2.54709,green_club,0.9625,0.0175,0.9800,1.000,1.02889e+09,4.37984e+06,6381.44,1.03901e+09,1.45033e+07,1.16026e+07,2.90066e+06,18764.6,1.0164e+09,18915,49,53735,1.24991e+07,11397.7,1,1096.63,0.0146,0.0188,0.0117,0.0249,0.9800,0.9800,0.9800,0.9800
0.0322052,2.54709,green_club,0.9606,0.0194,0.9800,1.000,1.02818e+09,4.38273e+06,7188.84,1.03936e+09,1.55662e+07,1.2453e+07,3.11325e+06,18751.6,1.01627e+09,18912.6,49,53735,1.19124e+07,10862.7,1,1096.63,0.0184,0.0183,0.0243,0.0167,0.9800,0.9800,0.9800,0.9800
0.0408672,2.54709,green_club,0.9606,0.0194,0.9800,1.000,1.02841e+09,4.38262e+06,6891.28,1.03935e+09,1.53303e+07,1.22642e+07,3.06605e+06,18755.7,1.01635e+09,18914.1,49,53735,1.20569e+07,10994.5,1,1096.63,0.0194,0.0231,0.0110,0.0241,0.9800,0.9800,0.9800,0.9800
0.0518589,2.54709,green_club,0.9619,0.0181,0.9800,1.000,1.02861e+09,4.38084e+06,6340.62,1.03912e+09,1.48956e+07,1.19165e+07,2.97912e+06,18759.4,1.01641e+09,18915.2,49,53735,1.2202e+07,11126.8,1,1096.63,0.0159,0.0232,0.0103,0.0230,0.9800,0.9800,0.9800,0.9800
0.0658069,2.54709,green_club,0.9600,0.0200,0.9800,1.000,1.02767e+09,4.38201e+06,7209.37,1.03926e+09,1.59791e+07,1.27833e+07,3.19583e+06,18742.3,1.01591e+09,18906,49,53735,1.17575e+07,10721.5,1,1096.63,0.0180,0.0216,0.0136,0.0268,0.9800,0.9800,0.9800,0.9800
0.0835064,2.54709,green_club,0.9604,0.0196,0.9800,1.000,1.02807e+09,4.38459e+06,6854.19,1.03959e+09,1.59146e+07,1.27317e+07,3.18292e+06,18749.6,1.01645e+09,18916,49,53735,1.16215e+07,10597.5,1,1096.63,0.0229,0.0118,0.0212,0.0224,0.9800,0.9800,0.9800,0.9800
0.105966,2.54709,green_club,0.9538,0.0262,0.9800,1.000,1.02548e+09,4.39092e+06,9512.41,1.04042e+09,1.93428e+07,1.54742e+07,3.86856e+06,18702.3,1.01542e+09,18896.8,49,53735,1.0058e+07,9171.68,1,1096.63,0.0237,0.0285,0.0216,0.0311,0.9800,0.9800,0.9800,0.9800
0.134467,2.54709,green_club,0.9627,0.0173,0.9800,1.000,1.03089e+09,4.39213e+06,6296.2,1.04056e+09,1.40727e+07,1.12581e+07,2.81453e+06,18800.9,1.01802e+09,18945.2,49,53735,1.28668e+07,11733,1,1096.63,0.0203,0.0236,0.0001,0.0251,0.9800,0.9800,0.9800,0.9800
0.170634,2.54709,green_club,0.9564,0.0236,0.9800,1.000,1.0257e+09,4.38958e+06,8915.89,1.04022e+09,1.89114e+07,1.51292e+07,3.78229e+06,18706.4,1.01554e+09,18899,49,53735,1.0165e+07,9269.25,1,1096.63,0.0205,0.0239,0.0239,0.0261,0.9800,0.9800,0.9800,0.9800
0.216527,2.54709,green_club,0.9578,0.0222,0.9800,1.000,1.02616e+09,4.38211e+06,7909.89,1.03929e+09,1.75136e+07,1.40109e+07,3.50272e+06,18714.8,1.01541e+09,18896.5,49,53735,1.07587e+07,9810.64,1,1096.63,0.0230,0.0250,0.0224,0.0184,0.9800,0.9800,0.9800,0.9800
0.274765,2.54709,green_club,0.9618,0.0182,0.9800,1.000,1.0288e+09,4.38583e+06,6762.02,1.03976e+09,1.53622e+07,1.22897e+07,3.07244e+06,18762.8,1.01688e+09,18923.9,49,53735,1.19161e+07,10866.1,1,1096.63,0.0187,0.0179,0.0181,0.0179,0.9800,0.9800,0.9800,0.9800
0.348666,2.54709,green_club,0.4698,0.2652,0.7350,0.750,8.21554e+08,4.73662e+06,4868.78,1.07856e+09,2.6175e+08,2.094e+08,5.235e+07,14983.2,7.62109e+08,18910.3,36.75,40301.3,5.94456e+07,8369.42,13.25,14530.4,0.0216,0.9999,0.0179,0.0212,0.9800,0.0000,0.9800,0.9800
0.442443,2.54709,green_club,0.9584,0.0216,0.9800,1.000,1.02745e+09,4.38425e+06,7751.2,1.03962e+09,1.6564e+07,1.32512e+07,3.3128e+06,18738.2,1.01603e+09,18908.1,49,53735,1.14225e+07,10416,1,1096.63,0.0263,0.0195,0.0147,0.0257,0.9800,0.9800,0.9800,0.9800
0.561443,2.54709,green_club,0.4697,0.2653,0.7350,0.750,8.21975e+08,4.73583e+06,5815.35,1.07848e+09,2.61247e+08,2.08998e+08,5.22494e+07,14990.9,7.61857e+08,18904,36.75,40301.3,6.01183e+07,8983.97,13.25,14530.4,0.0214,1.0000,0.0145,0.0255,0.9800,0.0000,0.9800,0.9800
0.71245,2.54709,green_club,0.9314,0.0386,0.9700,1.000,1.0138e+09,4.38388e+06,14438.9,1.03945e+09,3.00418e+07,2.40334e+07,6.00835e+06,18489.4,9.99535e+08,18790.7,48.5,53186.7,1.42699e+07,9184.69,1.5,1644.95,0.0849,0.0251,0.0215,0.0230,0.9400,0.9800,0.9800,0.9800
0.904071,2.54709,green_club,0.4741,0.2609,0.7350,0.750,8.23592e+08,4.72778e+06,3691.39,1.07737e+09,2.58511e+08,2.06809e+08,5.17022e+07,15020.4,7.62044e+08,18908.7,36.75,40301.3,6.15481e+07,10286.3,13.25,14530.4,0.0000,0.9999,0.0229,0.0208,0.9800,0.0000,0.9800,0.9800
1.14723,2.54709,green_club,0.4766,0.2584,0.7350,0.750,8.26856e+08,4.73869e+06,2795.82,1.07883e+09,2.56717e+08,2.05373e+08,5.13433e+07,15079.9,7.64471e+08,18968.9,36.75,40301.3,6.23846e+07,11051.7,13.25,14530.4,0.0126,0.9999,0.0044,0.0168,0.9800,0.0000,0.9800,0.9800
1.45579,2.54709,green_club,0.4752,0.2598,0.7350,0.750,8.24984e+08,4.72806e+06,3460.74,1.07738e+09,2.57123e+08,2.05698e+08,5.14246e+07,15045.8,7.62477e+08,18919.4,36.75,40301.3,6.25073e+07,11153.2,13.25,14530.4,0.0000,1.0000,0.0139,0.0252,0.9800,0.0000,0.9800,0.9800
1.84734,2.54709,race_to_bottom,-0.0119,0.5119,0.5000,0.500,6.14709e+08,5.06276e+06,24109.8,1.1146e+09,5.04974e+08,4.03979e+08,1.00995e+08,11210.8,5.08422e+08,13430.2,25,27415.8,1.06287e+08,6945.92,25,27415.8,0.0243,0.9999,0.0236,1.0000,0.9800,0.0000,0.9800,0.0400
2.3442,2.54709,race_to_bottom,-0.0113,0.5113,0.5000,0.500,6.12179e+08,5.04397e+06,23699,1.11209e+09,5.04982e+08,4.03986e+08,1.00996e+08,11164.7,5.06051e+08,13335,25,27415.8,1.06128e+08,6725.59,25,27415.8,1.0000,0.9999,0.0226,0.0229,0.0400,0.0000,0.9800,0.9800
2.9747,2.54709,race_to_bottom,-0.0105,0.5055,0.4950,0.500,6.18786e+08,5.07106e+06,5136.54,1.1153e+09,5.01595e+08,4.01276e+08,1.00319e+08,11285.2,5.1039e+08,15966.4,24.75,27141.7,1.08395e+08,7405.72,25.25,27690,0.0161,0.9999,0.9881,0.0179,0.9800,0.0000,0.0200,0.9800
3.77478,2.54709,race_to_bottom,0.0191,0.4991,0.5182,0.500,6.2007e+08,5.00842e+06,36416.3,1.10807e+09,4.93044e+08,3.94435e+08,9.86087e+07,11308.6,5.14683e+08,14598.5,25.9062,28409.7,1.05387e+08,6933.05,24.0938,26422,0.9553,1.0000,0.0205,0.0207,0.1129,0.0000,0.9800,0.9800
4.79005,2.54709,race_to_bottom,-0.9658,0.9981,0.0323,0.000,2.05544e+08,5.70711e+06,54065.3,1.18552e+09,9.8574e+08,7.88592e+08,1.97148e+08,3748.63,5.12912e+06,4150.02,1.63125,1788.88,2.00415e+08,3779.57,48.3687,53042.8,1.0000,1.0000,0.9923,1.0000,0.0400,0.0000,0.0200,0.0692
6.07839,2.54709,race_to_bottom,-0.9355,0.9883,0.0528,0.000,2.11853e+08,5.64692e+06,68872.9,1.17876e+09,9.72625e+08,7.781e+08,1.94525e+08,3863.7,1.21154e+07,3927.51,2.65625,2912.93,1.99738e+08,3850.21,47.3438,51918.7,1.0000,0.9998,0.9800,0.9733,0.0235,0.0456,0.0450,0.0970
