phi,delta_loc,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,s_seed0,s_seed1,s_seed2,s_seed3
344.828,827.586,green_club,0.9617,0.0183,0.9800,1.000,2.29487e+08,4.34865e+06,4848.76,2.37914e+08,1.27805e+07,1.02244e+07,2.55609e+06,4185.3,2.33267e+08,4341.05,49,53735,-3.77958e+06,-3446.53,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
431.034,827.586,green_club,0.9617,0.0183,0.9800,1.000,2.88966e+08,4.34865e+06,4848.76,2.97393e+08,1.27805e+07,1.02244e+07,2.55609e+06,5270.05,2.9148e+08,5424.4,49,53735,-2.51455e+06,-2292.98,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
517.241,827.586,green_club,0.9617,0.0183,0.9800,1.000,3.48444e+08,4.34865e+06,4848.76,3.56871e+08,1.27805e+07,1.02244e+07,2.55609e+06,6354.8,3.49694e+08,6507.74,49,53735,-1.24953e+06,-1139.42,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
603.448,827.586,green_club,0.9617,0.0183,0.9800,1.000,4.07923e+08,4.34865e+06,4848.76,4.1635e+08,1.27805e+07,1.02244e+07,2.55609e+06,7439.54,4.07907e+08,7591.08,49,53735,15496.3,14.1308,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
689.655,827.586,green_club,0.9617,0.0183,0.9800,1.000,4.67401e+08,4.34865e+06,4848.76,4.75828e+08,1.27805e+07,1.02244e+07,2.55609e+06,8524.29,4.66121e+08,8674.43,49,53735,1.28052e+06,1167.68,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
775.862,827.586,green_club,0.9617,0.0183,0.9800,1.000,5.2688e+08,4.34865e+06,4848.76,5.35307e+08,1.27805e+07,1.02244e+07,2.55609e+06,9609.04,5.24334e+08,9757.77,49,53735,2.54555e+06,2321.24,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
862.069,827.586,green_club,0.9627,0.0173,0.9800,1.000,5.8752e+08,4.3499e+06,4431.9,5.94883e+08,1.17175e+07,9.37399e+06,2.3435e+06,10715,5.83016e+08,10849.8,49,53735,4.50361e+06,4106.76,1,1096.63,0.0182,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
948.276,827.586,green_club,0.9608,0.0192,0.9800,1.000,6.4588e+08,4.33935e+06,6977.43,6.53544e+08,1.201e+07,9.60798e+06,2.402e+06,11779.3,6.39712e+08,11904.9,49,53735,6.1681e+06,5624.58,1,1096.63,0.0182,0.0150,0.0207,0.0228,0.9800,0.9800,0.9800,0.9800
1034.48,827.586,green_club,0.9635,0.0165,0.9800,1.000,7.04914e+08,4.32515e+06,6166.84,7.11724e+08,1.11414e+07,8.91315e+06,2.22829e+06,12856,6.97027e+08,12971.6,49,53735,7.88685e+06,7191.88,1,1096.63,0.0089,0.0160,0.0173,0.0240,0.9800,0.9800,0.9800,0.9800
1120.69,827.586,green_club,0.9462,0.0280,0.9742,1.000,7.56459e+08,4.32725e+06,11968.4,7.71257e+08,1.91377e+07,1.53102e+07,3.82755e+06,13796,7.46118e+08,13963.8,48.7188,53426.6,1.03407e+07,7533.78,1.28125,1405.06,0.0165,0.0170,0.0583,0.0203,0.9800,0.9800,0.9568,0.9800
1206.9,827.586,green_club,0.4397,0.2806,0.7203,0.750,6.35607e+08,4.71745e+06,16131.8,8.65773e+08,2.34899e+08,1.87919e+08,4.69798e+07,11592,5.87158e+08,14861.5,36,39478.8,4.8449e+07,6538.98,14,15352.9,0.0828,0.9998,0.0161,0.0237,0.9213,0.0000,0.9800,0.9800
1293.1,827.586,race_to_bottom,-0.9632,0.9949,0.0317,0.000,2.14077e+08,5.73183e+06,49846.5,1.02455e+09,8.16259e+08,6.53007e+08,1.63252e+08,3904.25,6.79977e+06,4824.18,1.58125,1734.05,2.07277e+08,3903.66,48.4188,53097.6,1.0000,0.9981,0.9816,1.0000,0.0400,0.0269,0.0200,0.0400
1379.31,827.586,race_to_bottom,-0.9727,0.9932,0.0205,0.000,2.84191e+08,5.75292e+06,25348.2,1.09505e+09,8.16638e+08,6.5331e+08,1.63328e+08,5182.98,7.58788e+06,6773.33,1.025,1124.05,2.76603e+08,5150.93,48.975,53707.6,1.0000,0.9999,0.9731,1.0000,0.0000,0.0000,0.0421,0.0400
1465.52,827.586,race_to_bottom,-0.9669,0.9946,0.0277,0.000,3.50713e+08,5.73968e+06,41411.5,1.16204e+09,8.17104e+08,6.53683e+08,1.63421e+08,6396.17,8.51803e+06,5522.76,1.39375,1528.43,3.42195e+08,6422.26,48.6063,53303.2,1.0000,1.0000,0.9784,0.9999,0.0000,0.0000,0.0709,0.0400
1551.72,827.586,race_to_bottom,-0.9813,0.9963,0.0150,0.000,4.19545e+08,5.76279e+06,21012.7,1.23308e+09,8.19321e+08,6.55456e+08,1.63864e+08,7651.51,6.80592e+06,9336.64,0.75,822.475,4.12739e+08,7642.14,49.25,54009.2,1.0000,0.9999,0.9866,0.9985,0.0000,0.0000,0.0200,0.0400
1637.93,827.586,race_to_bottom,-0.9816,0.9966,0.0150,0.000,4.87898e+08,5.76301e+06,21522.7,1.30167e+09,8.19552e+08,6.55642e+08,1.6391e+08,8898.11,7.48682e+06,10194.6,0.75,822.475,4.80411e+08,8895.09,49.25,54009.2,1.0000,0.9999,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1724.14,827.586,race_to_bottom,-0.9816,0.9966,0.0150,0.000,5.56409e+08,5.76305e+06,21522.7,1.37018e+09,8.19555e+08,6.55644e+08,1.63911e+08,10147.6,8.31806e+06,11189.7,0.75,822.475,5.48091e+08,10148.2,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1810.34,827.586,race_to_bottom,-0.9816,0.9966,0.0150,0.000,6.2492e+08,5.76309e+06,21522.7,1.43869e+09,8.19558e+08,6.55646e+08,1.63912e+08,11397.1,9.14922e+06,12184.7,0.75,822.475,6.15771e+08,11401.3,49.25,54009.2,1.0000,1.0000,0.9866,0.9998,0.0000,0.0000,0.0200,0.0400
1896.55,827.586,race_to_bottom,-0.9815,0.9965,0.0150,0.000,6.93416e+08,5.76288e+06,21522.7,1.50717e+09,8.19543e+08,6.55634e+08,1.63909e+08,12646.3,9.9805e+06,13179.8,0.75,822.475,6.83436e+08,12654.1,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
1982.76,827.586,race_to_bottom,-0.9815,0.9965,0.0150,0.000,7.61921e+08,5.76284e+06,21522.7,1.57568e+09,8.1954e+08,6.55632e+08,1.63908e+08,13895.6,1.08117e+07,14174.8,0.75,822.475,7.5111e+08,13907.1,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
2068.97,827.586,race_to_bottom,-0.9815,0.9965,0.0150,0.000,8.30429e+08,5.76284e+06,21522.7,1.64418e+09,8.1954e+08,6.55632e+08,1.63908e+08,15145.1,1.16429e+07,15169.8,0.75,822.475,8.18786e+08,15160.1,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
2155.17,827.586,race_to_bottom,-0.9815,0.9965,0.0150,0.000,8.98937e+08,5.76284e+06,21522.7,1.71269e+09,8.1954e+08,6.55632e+08,1.63908e+08,16394.5,1.2474e+07,16164.8,0.75,822.475,8.86463e+08,16413.2,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
2241.38,827.586,race_to_bottom,-0.9763,0.9966,0.0203,0.000,9.66601e+08,5.75389e+06,31497.9,1.77963e+09,8.18816e+08,6.55053e+08,1.63763e+08,17628.5,1.70468e+07,16942.6,1.01875,1117.2,9.49554e+08,17678.3,48.9813,53714.5,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0613
2327.59,827.586,race_to_bottom,-0.9763,0.9966,0.0203,0.000,1.03499e+09,5.7535e+06,31497.9,1.84797e+09,8.18769e+08,6.55015e+08,1.63754e+08,18875.8,1.81573e+07,17924.1,1.01875,1117.2,1.01683e+09,18930.8,48.9813,53714.5,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0613
2413.79,827.586,race_to_bottom,-0.9815,0.9965,0.0150,0.000,1.1044e+09,5.76253e+06,21522.7,1.91812e+09,8.19498e+08,6.55599e+08,1.639e+08,20141.7,1.49675e+07,19149.7,0.75,822.475,1.08944e+09,20171.3,49.25,54009.2,1.0000,1.0000,0.9866,0.9995,0.0000,0.0000,0.0200,0.0400
2500,827.586,race_to_bottom,-0.9816,0.9966,0.0150,0.000,1.17292e+09,5.76268e+06,21522.7,1.98665e+09,8.19509e+08,6.55608e+08,1.63902e+08,21391.4,1.57986e+07,20144.7,0.75,822.475,1.15713e+09,21424.6,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
0,872.414,green_club,0.9597,0.0203,0.9800,1.000,-9.82707e+06,4.35119e+06,6388.71,0,1.41846e+07,1.13477e+07,2.83693e+06,-179.223,-378828,-7.04993,49,53735,-9.44824e+06,-8615.68,1,1096.63,0.0304,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
86.2069,872.414,green_club,0.9632,0.0168,0.9800,1.000,5.08565e+07,4.35001e+06,4822.88,5.94893e+07,1.29876e+07,1.03901e+07,2.59752e+06,927.503,5.85356e+07,1089.34,49,53735,-7.67909e+06,-7002.43,1,1096.63,0.0161,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
172.414,872.414,green_club,0.9617,0.0183,0.9800,1.000,1.09838e+08,4.34865e+06,4848.76,1.18957e+08,1.34727e+07,1.07782e+07,2.69455e+06,2003.18,1.16632e+08,2170.49,49,53735,-6.79377e+06,-6195.11,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
258.621,872.414,green_club,0.9617,0.0183,0.9800,1.000,1.69316e+08,4.34865e+06,4848.76,1.78436e+08,1.34727e+07,1.07782e+07,2.69455e+06,3087.93,1.74845e+08,3253.84,49,53735,-5.52874e+06,-5041.56,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
344.828,872.414,green_club,0.9617,0.0183,0.9800,1.000,2.28795e+08,4.34865e+06,4848.76,2.37914e+08,1.34727e+07,1.07782e+07,2.69455e+06,4172.68,2.33058e+08,4337.18,49,53735,-4.26372e+06,-3888.01,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
431.034,872.414,green_club,0.9617,0.0183,0.9800,1.000,2.88273e+08,4.34865e+06,4848.76,2.97393e+08,1.34727e+07,1.07782e+07,2.69455e+06,5257.42,2.91272e+08,5420.52,49,53735,-2.99869e+06,-2734.45,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
517.241,872.414,green_club,0.9617,0.0183,0.9800,1.000,3.47752e+08,4.34865e+06,4848.76,3.56871e+08,1.34727e+07,1.07782e+07,2.69455e+06,6342.17,3.49485e+08,6503.87,49,53735,-1.73367e+06,-1580.9,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
603.448,872.414,green_club,0.9617,0.0183,0.9800,1.000,4.0723e+08,4.34865e+06,4848.76,4.1635e+08,1.34727e+07,1.07782e+07,2.69455e+06,7426.92,4.07699e+08,7587.21,49,53735,-468640,-427.345,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
689.655,872.414,green_club,0.9617,0.0183,0.9800,1.000,4.66709e+08,4.34865e+06,4848.76,4.75828e+08,1.34727e+07,1.07782e+07,2.69455e+06,8511.67,4.65912e+08,8670.55,49,53735,796385,726.209,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
775.862,872.414,green_club,0.9617,0.0183,0.9800,1.000,5.26187e+08,4.34865e+06,4848.76,5.35307e+08,1.34727e+07,1.07782e+07,2.69455e+06,9596.41,5.24126e+08,9753.9,49,53735,2.06141e+06,1879.76,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
862.069,872.414,green_club,0.9617,0.0183,0.9800,1.000,5.85666e+08,4.34865e+06,4848.76,5.94785e+08,1.34727e+07,1.07782e+07,2.69455e+06,10681.2,5.82339e+08,10837.2,49,53735,3.32644e+06,3033.32,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
948.276,872.414,green_club,0.9627,0.0173,0.9800,1.000,6.46374e+08,4.3499e+06,4431.9,6.54371e+08,1.23522e+07,9.88175e+06,2.47044e+06,11788.3,6.41054e+08,11929.9,49,53735,5.31998e+06,4851.19,1,1096.63,0.0182,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
1034.48,872.414,green_club,0.9616,0.0184,0.9800,1.000,7.05359e+08,4.33936e+06,6277.01,7.12927e+08,1.19137e+07,9.53094e+06,2.38274e+06,12864.1,6.98013e+08,12989.9,49,53735,7.3452e+06,6697.95,1,1096.63,0.0182,0.0172,0.0207,0.0175,0.9800,0.9800,0.9800,0.9800
1120.69,872.414,green_club,0.9639,0.0161,0.9800,1.000,7.65323e+08,4.33787e+06,5055.43,7.72243e+08,1.12632e+07,9.01052e+06,2.25263e+06,13957.7,7.56564e+08,14079.5,49,53735,8.75867e+06,7986.87,1,1096.63,0.0129,0.0240,0.0173,0.0104,0.9800,0.9800,0.9800,0.9800
1206.9,872.414,green_club,0.9258,0.0402,0.9660,1.000,8.02161e+08,4.35455e+06,20355.8,8.333e+08,3.55143e+07,2.84115e+07,7.10287e+06,14629.5,7.89337e+08,14887.9,48.3125,52981.1,1.28241e+07,7357.69,1.6875,1850.57,0.0988,0.0168,0.0177,0.0276,0.9241,0.9800,0.9800,0.9800
1293.1,872.414,race_to_bottom,-0.0089,0.5089,0.5000,0.500,5.26368e+08,5.05239e+06,22978.5,9.59688e+08,4.38395e+08,3.50716e+08,8.7679e+07,9599.71,4.38225e+08,11528.9,25,27415.8,8.81428e+07,6968.22,25,27415.8,0.0302,0.9995,0.0058,1.0000,0.9800,0.0000,0.9800,0.0400
1379.31,872.414,race_to_bottom,-0.9704,0.9954,0.0250,0.000,2.38208e+08,5.74345e+06,39399,1.0941e+09,8.61672e+08,6.89337e+08,1.72334e+08,4344.35,6.72582e+06,6155.78,1.25,1370.79,2.31482e+08,4329.98,48.75,53460.9,1.0000,0.9999,0.9816,0.9999,0.0400,0.0000,0.0200,0.0400
1465.52,872.414,race_to_bottom,-0.9557,0.9904,0.0348,0.000,3.08836e+08,5.72718e+06,44153.7,1.16061e+09,8.57549e+08,6.86039e+08,1.7151e+08,5632.43,1.06426e+07,6059.69,1.71875,1884.84,2.98193e+08,5633.52,48.2812,52946.8,0.9890,0.9996,0.9731,0.9999,0.0570,0.0000,0.0421,0.0400
1551.72,872.414,race_to_bottom,-0.9669,0.9946,0.0277,0.000,3.74808e+08,5.73967e+06,41411.5,1.23039e+09,8.61363e+08,6.8909e+08,1.72273e+08,6835.61,9.08199e+06,5891.96,1.39375,1528.43,3.65726e+08,6863.87,48.6063,53303.2,1.0000,1.0000,0.9784,0.9999,0.0000,0.0000,0.0709,0.0400
1637.93,872.414,race_to_bottom,-0.9813,0.9963,0.0150,0.000,4.4367e+08,5.76279e+06,21012.7,1.30159e+09,8.637e+08,6.9096e+08,1.7274e+08,8091.49,7.19116e+06,9862.52,0.75,822.475,4.36479e+08,8081.69,49.25,54009.2,1.0000,0.9999,0.9866,0.9985,0.0000,0.0000,0.0200,0.0400
1724.14,872.414,race_to_bottom,-0.9816,0.9966,0.0150,0.000,5.12015e+08,5.76301e+06,21522.7,1.37017e+09,8.63945e+08,6.91156e+08,1.72789e+08,9337.94,7.86388e+06,10713,0.75,822.475,5.04151e+08,9334.64,49.25,54009.2,1.0000,0.9999,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1810.34,872.414,race_to_bottom,-0.9816,0.9966,0.0150,0.000,5.80525e+08,5.76305e+06,21522.7,1.43869e+09,8.63948e+08,6.91158e+08,1.7279e+08,10587.4,8.69512e+06,11708.1,0.75,822.475,5.7183e+08,10587.7,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1896.55,872.414,race_to_bottom,-0.9816,0.9966,0.0150,0.000,6.49036e+08,5.76308e+06,21522.7,1.5072e+09,8.6395e+08,6.9116e+08,1.7279e+08,11836.9,9.52627e+06,12703.1,0.75,822.475,6.3951e+08,11840.8,49.25,54009.2,1.0000,1.0000,0.9866,0.9999,0.0000,0.0000,0.0200,0.0400
1982.76,872.414,race_to_bottom,-0.9816,0.9966,0.0150,0.000,7.17546e+08,5.76309e+06,21522.7,1.57571e+09,8.63951e+08,6.91161e+08,1.7279e+08,13086.3,1.03575e+07,13698.1,0.75,822.475,7.07188e+08,13093.9,49.25,54009.2,1.0000,1.0000,0.9866,0.9998,0.0000,0.0000,0.0200,0.0400
2068.97,872.414,race_to_bottom,-0.9815,0.9965,0.0150,0.000,7.86037e+08,5.76284e+06,21522.7,1.64418e+09,8.63932e+08,6.91145e+08,1.72786e+08,14335.5,1.11887e+07,14693.2,0.75,822.475,7.74849e+08,14346.6,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
2155.17,872.414,race_to_bottom,-0.9815,0.9965,0.0150,0.000,8.54545e+08,5.76284e+06,21522.7,1.71269e+09,8.63932e+08,6.91145e+08,1.72786e+08,15584.9,1.20199e+07,15688.2,0.75,822.475,8.42525e+08,15599.7,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
2241.38,872.414,race_to_bottom,-0.9815,0.9965,0.0150,0.000,9.23053e+08,5.76284e+06,21522.7,1.7812e+09,8.63932e+08,6.91145e+08,1.72786e+08,16834.3,1.28511e+07,16683.2,0.75,822.475,9.10202e+08,16852.7,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
2327.59,872.414,race_to_bottom,-0.9816,0.9966,0.0150,0.000,9.9158e+08,5.76306e+06,21522.7,1.84974e+09,8.63949e+08,6.91159e+08,1.7279e+08,18084.1,1.36821e+07,17678.1,0.75,822.475,9.77898e+08,18106.1,49.25,54009.2,1.0000,1.0000,0.9866,0.9999,0.0000,0.0000,0.0200,0.0400
2413.79,872.414,race_to_bottom,-0.9763,0.9966,0.0203,0.000,1.05908e+09,5.7535e+06,31497.9,1.91642e+09,8.63119e+08,6.90495e+08,1.72624e+08,19315.2,1.86213e+07,18436.3,1.01875,1117.2,1.04046e+09,19370.8,48.9813,53714.5,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0613
2500,872.414,race_to_bottom,-0.9815,0.9965,0.0150,0.000,1.12852e+09,5.76253e+06,21522.7,1.98662e+09,8.63888e+08,6.9111e+08,1.72778e+08,20581.5,1.53446e+07,19668.2,0.75,822.475,1.11317e+09,20610.8,49.25,54009.2,1.0000,1.0000,0.9866,0.9995,0.0000,0.0000,0.0200,0.0400
0,917.241,green_club,0.9597,0.0203,0.9800,1.000,-1.05559e+07,4.35119e+06,6388.71,0,1.49135e+07,1.19308e+07,2.9827e+06,-192.515,-617147,-11.485,49,53735,-9.93878e+06,-9062.99,1,1096.63,0.0304,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
86.2069,917.241,green_club,0.9632,0.0168,0.9800,1.000,5.01892e+07,4.35001e+06,4822.88,5.94893e+07,1.3655e+07,1.0924e+07,2.73099e+06,915.332,5.83328e+07,1085.56,49,53735,-8.14358e+06,-7425.98,1,1096.63,0.0161,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
172.414,917.241,green_club,0.9617,0.0183,0.9800,1.000,1.09145e+08,4.34865e+06,4848.76,1.18957e+08,1.4165e+07,1.1332e+07,2.833e+06,1990.56,1.16423e+08,2166.62,49,53735,-7.2779e+06,-6636.59,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
258.621,917.241,green_club,0.9617,0.0183,0.9800,1.000,1.68624e+08,4.34865e+06,4848.76,1.78436e+08,1.4165e+07,1.1332e+07,2.833e+06,3075.3,1.74637e+08,3249.96,49,53735,-6.01288e+06,-5483.03,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
344.828,917.241,green_club,0.9617,0.0183,0.9800,1.000,2.28103e+08,4.34865e+06,4848.76,2.37914e+08,1.4165e+07,1.1332e+07,2.833e+06,4160.05,2.3285e+08,4333.31,49,53735,-4.74785e+06,-4329.48,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
431.034,917.241,green_club,0.9617,0.0183,0.9800,1.000,2.87581e+08,4.34865e+06,4848.76,2.97393e+08,1.4165e+07,1.1332e+07,2.833e+06,5244.8,2.91064e+08,5416.65,49,53735,-3.48283e+06,-3175.93,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
517.241,917.241,green_club,0.9617,0.0183,0.9800,1.000,3.4706e+08,4.34865e+06,4848.76,3.56871e+08,1.4165e+07,1.1332e+07,2.833e+06,6329.55,3.49277e+08,6499.99,49,53735,-2.2178e+06,-2022.37,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
603.448,917.241,green_club,0.9617,0.0183,0.9800,1.000,4.06538e+08,4.34865e+06,4848.76,4.1635e+08,1.4165e+07,1.1332e+07,2.833e+06,7414.29,4.07491e+08,7583.34,49,53735,-952777,-868.82,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
689.655,917.241,green_club,0.9617,0.0183,0.9800,1.000,4.66017e+08,4.34865e+06,4848.76,4.75828e+08,1.4165e+07,1.1332e+07,2.833e+06,8499.04,4.65704e+08,8666.68,49,53735,312248,284.734,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
775.862,917.241,green_club,0.9617,0.0183,0.9800,1.000,5.25495e+08,4.34865e+06,4848.76,5.35307e+08,1.4165e+07,1.1332e+07,2.833e+06,9583.79,5.23918e+08,9750.02,49,53735,1.57727e+06,1438.29,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
862.069,917.241,green_club,0.9617,0.0183,0.9800,1.000,5.84974e+08,4.34865e+06,4848.76,5.94785e+08,1.4165e+07,1.1332e+07,2.833e+06,10668.5,5.82131e+08,10833.4,49,53735,2.8423e+06,2591.84,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
948.276,917.241,green_club,0.9627,0.0173,0.9800,1.000,6.45739e+08,4.3499e+06,4431.9,6.54371e+08,1.29869e+07,1.03895e+07,2.59738e+06,11776.8,6.40863e+08,11926.4,49,53735,4.8759e+06,4446.25,1,1096.63,0.0182,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
1034.48,917.241,green_club,0.9608,0.0192,0.9800,1.000,7.03819e+08,4.33871e+06,6196.38,7.129e+08,1.34255e+07,1.07404e+07,2.6851e+06,12836,6.97524e+08,12980.8,49,53735,6.29503e+06,5740.33,1,1096.63,0.0182,0.0150,0.0208,0.0228,0.9800,0.9800,0.9800,0.9800
1120.69,917.241,green_club,0.9605,0.0195,0.9800,1.000,7.62503e+08,4.33306e+06,7690.84,7.71783e+08,1.36213e+07,1.08971e+07,2.72427e+06,13906.2,7.54668e+08,14044.2,49,53735,7.83485e+06,7144.46,1,1096.63,0.0182,0.0210,0.0173,0.0215,0.9800,0.9800,0.9800,0.9800
1206.9,917.241,green_club,0.9602,0.0198,0.9800,1.000,8.20772e+08,4.3316e+06,7341.15,8.30923e+08,1.44901e+07,1.15921e+07,2.89802e+06,14968.9,8.12357e+08,15117.8,49,53735,8.41519e+06,7673.66,1,1096.63,0.0278,0.0111,0.0138,0.0265,0.9800,0.9800,0.9800,0.9800
1293.1,917.241,green_club,0.9191,0.0447,0.9638,1.000,8.54786e+08,4.34018e+06,22266.5,8.9129e+08,4.08663e+07,3.2693e+07,8.17326e+06,15589.3,8.39642e+08,15869.4,48.2,52857.7,1.51447e+07,7913.93,1.8,1973.94,0.1131,0.0195,0.0251,0.0211,0.9152,0.9800,0.9800,0.9800
1379.31,917.241,green_club,0.4746,0.2663,0.7409,0.750,7.51836e+08,4.6899e+06,15414.9,9.86329e+08,2.39199e+08,1.91359e+08,4.78397e+07,13711.7,6.9694e+08,13374.7,37.0438,40623.4,5.48961e+07,7861.94,12.9563,14208.3,0.0178,0.9999,0.0238,0.0237,0.9800,0.0234,0.9800,0.9800
1465.52,917.241,race_to_bottom,-0.9704,0.9954,0.0250,0.000,2.6236e+08,5.74248e+06,39234.5,1.1624e+09,9.05818e+08,7.24654e+08,1.81164e+08,4784.83,7.36779e+06,6680.33,1.25,1370.79,2.54992e+08,4769.74,48.75,53460.9,0.9996,0.9999,0.9823,0.9999,0.0400,0.0000,0.0200,0.0400
1551.72,917.241,race_to_bottom,-0.9557,0.9905,0.0348,0.000,3.33062e+08,5.728e+06,44153.7,1.22895e+09,9.01663e+08,7.2133e+08,1.80333e+08,6074.26,1.13912e+07,6482.64,1.71875,1884.84,3.21671e+08,6077.03,48.2812,52946.8,0.9890,0.9998,0.9731,0.9999,0.0570,0.0000,0.0421,0.0400
1637.93,917.241,race_to_bottom,-0.9817,0.9967,0.0150,0.000,3.98598e+08,5.76296e+06,22756.4,1.30165e+09,9.08836e+08,7.27068e+08,1.81767e+08,7269.49,6.14392e+06,8449.12,0.75,822.475,3.92455e+08,7266.57,49.25,54009.2,1.0000,1.0000,0.9871,0.9999,0.0000,0.0000,0.0200,0.0400
1724.14,917.241,race_to_bottom,-0.9816,0.9966,0.0150,0.000,4.67595e+08,5.76282e+06,21522.7,1.37009e+09,9.08283e+08,7.26626e+08,1.81657e+08,8527.82,7.40985e+06,10236.5,0.75,822.475,4.60185e+08,8520.61,49.25,54009.2,1.0000,0.9999,0.9866,0.9998,0.0000,0.0000,0.0200,0.0400
1810.34,917.241,race_to_bottom,-0.9816,0.9966,0.0150,0.000,5.36131e+08,5.76301e+06,21522.7,1.43868e+09,9.08337e+08,7.2667e+08,1.81667e+08,9777.76,8.24094e+06,11231.5,0.75,822.475,5.2789e+08,9774.18,49.25,54009.2,1.0000,0.9999,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1896.55,917.241,race_to_bottom,-0.9816,0.9966,0.0150,0.000,6.04634e+08,5.76292e+06,21522.7,1.50718e+09,9.08329e+08,7.26663e+08,1.81666e+08,11027.1,9.07218e+06,12226.5,0.75,822.475,5.95562e+08,11027.1,49.25,54009.2,1.0000,0.9999,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1982.76,917.241,race_to_bottom,-0.9816,0.9966,0.0150,0.000,6.73153e+08,5.76308e+06,21522.7,1.57571e+09,9.08343e+08,7.26674e+08,1.81669e+08,12276.7,9.90334e+06,13221.5,0.75,822.475,6.63249e+08,12280.4,49.25,54009.2,1.0000,1.0000,0.9866,0.9999,0.0000,0.0000,0.0200,0.0400
