phi,delta_loc,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,s_seed0,s_seed1,s_seed2,s_seed3
344.828,468.966,green_club,0.9617,0.0183,0.9800,1.000,2.35025e+08,4.34865e+06,4848.76,2.37914e+08,7.24226e+06,5.79381e+06,1.44845e+06,4286.31,2.34932e+08,4372.04,49,53735,93513.4,85.2732,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
431.034,468.966,green_club,0.9617,0.0183,0.9800,1.000,2.94504e+08,4.34865e+06,4848.76,2.97393e+08,7.24226e+06,5.79381e+06,1.44845e+06,5371.05,2.93145e+08,5455.38,49,53735,1.35854e+06,1238.83,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
517.241,468.966,green_club,0.9624,0.0176,0.9800,1.000,3.54443e+08,4.34489e+06,4337.81,3.56715e+08,6.62152e+06,5.29722e+06,1.3243e+06,6464.2,3.51427e+08,6539.99,49,53735,3.01584e+06,2750.09,1,1096.63,0.0182,0.0150,0.0208,0.0164,0.9800,0.9800,0.9800,0.9800
603.448,468.966,green_club,0.9598,0.0202,0.9800,1.000,4.12761e+08,4.33474e+06,6809.32,4.15654e+08,7.23522e+06,5.78818e+06,1.44704e+06,7527.78,4.0855e+08,7603.05,49,53735,4.21056e+06,3839.54,1,1096.63,0.0129,0.0240,0.0173,0.0266,0.9800,0.9800,0.9800,0.9800
689.655,468.966,green_club,0.4439,0.2827,0.7266,0.750,3.65711e+08,4.70248e+06,27345.3,4.93913e+08,1.32931e+08,1.06345e+08,2.65863e+07,6669.71,3.36659e+08,6560.78,36.3188,39828.3,2.90519e+07,3708.72,13.6813,15003.3,0.0828,1.0000,0.0164,0.0317,0.9213,0.0250,0.9800,0.9800
775.862,468.966,race_to_bottom,-0.9586,0.9911,0.0325,0.000,1.59397e+08,5.72783e+06,41951.8,6.14462e+08,4.60835e+08,3.68668e+08,9.2167e+07,2907.02,5.87101e+06,3852.94,1.61875,1775.17,1.53526e+08,2894.49,48.3813,53056.5,0.9791,0.9999,0.9856,1.0000,0.0699,0.0000,0.0200,0.0400
862.069,468.966,race_to_bottom,-0.9819,0.9969,0.0150,0.000,2.26481e+08,5.76472e+06,21522.7,6.8515e+08,4.64456e+08,3.71565e+08,9.28912e+07,4130.47,3.63893e+06,5052.07,0.75,822.475,2.22842e+08,4126.07,49.25,54009.2,1.0000,0.9999,0.9881,0.9997,0.0000,0.0000,0.0200,0.0400
948.276,468.966,race_to_bottom,-0.9816,0.9966,0.0150,0.000,2.94968e+08,5.76301e+06,21522.7,7.53596e+08,4.64413e+08,3.7153e+08,9.28826e+07,5379.51,4.47034e+06,6047.2,0.75,822.475,2.90497e+08,5378.71,49.25,54009.2,1.0000,0.9999,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1034.48,468.966,race_to_bottom,-0.9816,0.9966,0.0150,0.000,3.63479e+08,5.76309e+06,21522.7,8.2211e+08,4.64416e+08,3.71533e+08,9.28832e+07,6629,5.30155e+06,7042.23,0.75,822.475,3.58177e+08,6631.82,49.25,54009.2,1.0000,1.0000,0.9866,0.9998,0.0000,0.0000,0.0200,0.0400
1120.69,468.966,race_to_bottom,-0.9815,0.9965,0.0150,0.000,4.31978e+08,5.76284e+06,21522.7,8.906e+08,4.64406e+08,3.71525e+08,9.28812e+07,7878.27,6.13278e+06,8037.29,0.75,822.475,4.25846e+08,7884.71,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
1206.9,468.966,race_to_bottom,-0.9815,0.9965,0.0150,0.000,5.00486e+08,5.76284e+06,21522.7,9.59108e+08,4.64406e+08,3.71525e+08,9.28812e+07,9127.69,6.96396e+06,9032.29,0.75,822.475,4.93522e+08,9137.75,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
1293.1,468.966,race_to_bottom,-0.9763,0.9966,0.0203,0.000,5.68467e+08,5.7535e+06,31497.9,1.02665e+09,4.63969e+08,3.71175e+08,9.27938e+07,10367.5,1.00031e+07,9900.24,1.01875,1117.2,5.58464e+08,10397.2,48.9813,53714.5,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0613
1379.31,468.966,race_to_bottom,-0.9815,0.9965,0.0150,0.000,6.37469e+08,5.76253e+06,21522.7,1.09607e+09,4.64382e+08,3.71506e+08,9.28765e+07,11625.9,8.62629e+06,11022.3,0.75,822.475,6.28843e+08,11643.2,49.25,54009.2,1.0000,1.0000,0.9866,0.9995,0.0000,0.0000,0.0200,0.0400
1465.52,468.966,race_to_bottom,-0.9816,0.9966,0.0150,0.000,7.05983e+08,5.76268e+06,21522.7,1.16459e+09,4.64389e+08,3.71511e+08,9.28777e+07,12875.5,9.45742e+06,12017.2,0.75,822.475,6.96526e+08,12896.4,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1551.72,468.966,race_to_bottom,-0.9816,0.9966,0.0150,0.000,7.74494e+08,5.76276e+06,21522.7,1.2331e+09,4.64392e+08,3.71514e+08,9.28784e+07,14124.9,1.02886e+07,13012.2,0.75,822.475,7.64205e+08,14149.5,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1637.93,468.966,race_to_bottom,-0.9816,0.9966,0.0150,0.000,8.43e+08,5.76276e+06,21522.7,1.30161e+09,4.64392e+08,3.71514e+08,9.28784e+07,15374.3,1.11197e+07,14007.2,0.75,822.475,8.3188e+08,15402.5,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1724.14,468.966,race_to_bottom,-0.9816,0.9966,0.0150,0.000,9.11505e+08,5.76276e+06,21522.7,1.37011e+09,4.64392e+08,3.71514e+08,9.28784e+07,16623.7,1.19509e+07,15002.2,0.75,822.475,8.99554e+08,16655.5,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1810.34,468.966,race_to_bottom,-0.9816,0.9966,0.0150,0.000,9.80011e+08,5.76276e+06,21522.7,1.43862e+09,4.64392e+08,3.71514e+08,9.28784e+07,17873.1,1.27821e+07,15997.2,0.75,822.475,9.67229e+08,17908.5,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1896.55,468.966,race_to_bottom,-0.9810,0.9960,0.0150,0.000,1.04844e+09,5.76168e+06,21522.7,1.50701e+09,4.64356e+08,3.71485e+08,9.28713e+07,19121,1.36134e+07,16992.5,0.75,822.475,1.03482e+09,19160,49.25,54009.2,1.0000,1.0000,0.9840,1.0000,0.0000,0.0000,0.0200,0.0400
1982.76,468.966,race_to_bottom,-0.9810,0.9960,0.0150,0.000,1.11694e+09,5.76168e+06,21522.7,1.57551e+09,4.64356e+08,3.71485e+08,9.28713e+07,20370.3,1.44446e+07,17987.5,0.75,822.475,1.10249e+09,20412.9,49.25,54009.2,1.0000,1.0000,0.9840,1.0000,0.0000,0.0000,0.0200,0.0400
2068.97,468.966,race_to_bottom,-0.9810,0.9960,0.0150,0.000,1.18543e+09,5.76164e+06,21522.7,1.644e+09,4.64355e+08,3.71484e+08,9.2871e+07,21619.5,1.52758e+07,18982.5,0.75,822.475,1.17016e+09,21665.8,49.25,54009.2,1.0000,1.0000,0.9840,1.0000,0.0000,0.0000,0.0200,0.0400
2155.17,468.966,race_to_bottom,-0.9809,0.9959,0.0150,0.000,1.25391e+09,5.76144e+06,21522.7,1.71247e+09,4.64346e+08,3.71477e+08,9.28692e+07,22868.4,1.6107e+07,19977.5,0.75,822.475,1.2378e+09,22918.2,49.25,54009.2,1.0000,0.9998,0.9840,0.9998,0.0000,0.0000,0.0200,0.0400
2241.38,468.966,race_to_bottom,-0.9809,0.9959,0.0150,0.000,1.32241e+09,5.76144e+06,21522.7,1.78097e+09,4.64346e+08,3.71477e+08,9.28692e+07,24117.6,1.69382e+07,20972.5,0.75,822.475,1.30547e+09,24171.1,49.25,54009.2,1.0000,0.9998,0.9840,0.9998,0.0000,0.0000,0.0200,0.0400
2327.59,468.966,race_to_bottom,-0.9809,0.9959,0.0150,0.000,1.3909e+09,5.7614e+06,21522.7,1.84947e+09,4.64345e+08,3.71476e+08,9.2869e+07,25366.8,1.77693e+07,21967.5,0.75,822.475,1.37313e+09,25423.9,49.25,54009.2,1.0000,0.9998,0.9840,0.9998,0.0000,0.0000,0.0200,0.0400
2413.79,468.966,race_to_bottom,-0.9809,0.9959,0.0150,0.000,1.4594e+09,5.7614e+06,21522.7,1.91796e+09,4.64345e+08,3.71476e+08,9.2869e+07,26616,1.86005e+07,22962.6,0.75,822.475,1.4408e+09,26676.8,49.25,54009.2,1.0000,0.9998,0.9840,0.9998,0.0000,0.0000,0.0200,0.0400
2500,468.966,race_to_bottom,-0.9809,0.9959,0.0150,0.000,1.5279e+09,5.7614e+06,21522.7,1.98646e+09,4.64345e+08,3.71476e+08,9.2869e+07,27865.3,1.94317e+07,23957.6,0.75,822.475,1.50847e+09,27929.7,49.25,54009.2,1.0000,0.9998,0.9840,0.9998,0.0000,0.0000,0.0200,0.0400
0,513.793,green_club,0.9597,0.0203,0.9800,1.000,-3.99623e+06,4.35119e+06,6388.71,0,8.3538e+06,6.68304e+06,1.67076e+06,-72.8818,1.52773e+06,28.4307,49,53735,-5.52395e+06,-5037.19,1,1096.63,0.0304,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
86.2069,513.793,green_club,0.9638,0.0162,0.9800,1.000,5.68409e+07,4.34991e+06,4586.49,5.94885e+07,7.00216e+06,5.60173e+06,1.40043e+06,1036.64,6.03297e+07,1122.73,49,53735,-3.48887e+06,-3181.43,1,1096.63,0.0137,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
172.414,513.793,green_club,0.9617,0.0183,0.9800,1.000,1.15376e+08,4.34865e+06,4848.76,1.18957e+08,7.93454e+06,6.34763e+06,1.58691e+06,2104.19,1.18297e+08,2201.48,49,53735,-2.92067e+06,-2663.31,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
258.621,513.793,green_club,0.9617,0.0183,0.9800,1.000,1.74854e+08,4.34865e+06,4848.76,1.78436e+08,7.93454e+06,6.34763e+06,1.58691e+06,3188.93,1.7651e+08,3284.82,49,53735,-1.65565e+06,-1509.76,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
344.828,513.793,green_club,0.9617,0.0183,0.9800,1.000,2.34333e+08,4.34865e+06,4848.76,2.37914e+08,7.93454e+06,6.34763e+06,1.58691e+06,4273.68,2.34724e+08,4368.17,49,53735,-390623,-356.202,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
431.034,513.793,green_club,0.9617,0.0183,0.9800,1.000,2.93811e+08,4.34865e+06,4848.76,2.97393e+08,7.93454e+06,6.34763e+06,1.58691e+06,5358.43,2.92937e+08,5451.51,49,53735,874402,797.351,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
517.241,513.793,green_club,0.9627,0.0173,0.9800,1.000,3.5401e+08,4.3499e+06,4431.9,3.5693e+08,7.27461e+06,5.81969e+06,1.45492e+06,6456.3,3.51439e+08,6540.23,49,53735,2.57037e+06,2343.87,1,1096.63,0.0182,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
603.448,513.793,green_club,0.9592,0.0208,0.9800,1.000,4.12317e+08,4.34266e+06,7850.05,4.16045e+08,8.0788e+06,6.46304e+06,1.61576e+06,7519.68,4.08532e+08,7602.72,49,53735,3.78458e+06,3451.09,1,1096.63,0.0182,0.0172,0.0207,0.0270,0.9800,0.9800,0.9800,0.9800
689.655,513.793,green_club,0.9447,0.0295,0.9742,1.000,4.67299e+08,4.33902e+06,12970.5,4.75327e+08,1.23803e+07,9.90424e+06,2.47606e+06,8522.42,4.61131e+08,8630.16,48.7188,53426.6,6.16768e+06,4464.77,1.28125,1405.06,0.0111,0.0224,0.0583,0.0261,0.9800,0.9800,0.9568,0.9800
775.862,513.793,green_club,0.4154,0.2979,0.7133,0.750,4.10516e+08,4.73237e+06,23387.6,5.57509e+08,1.51749e+08,1.21399e+08,3.03498e+07,7486.84,3.72832e+08,9512.2,35.6812,39129.2,3.76839e+07,4099.23,14.3187,15702.4,0.1460,0.9998,0.0238,0.0220,0.8933,0.0000,0.9800,0.9800
862.069,513.793,race_to_bottom,-0.9555,0.9903,0.0348,0.000,1.83514e+08,5.72784e+06,43865.8,6.82727e+08,5.04984e+08,4.03987e+08,1.00997e+08,3346.87,6.37328e+06,3628.47,1.71875,1884.84,1.77141e+08,3346.58,48.2812,52946.8,0.9890,0.9996,0.9731,0.9994,0.0570,0.0000,0.0421,0.0400
948.276,513.793,race_to_bottom,-0.9819,0.9969,0.0150,0.000,2.50599e+08,5.76472e+06,21522.7,7.53665e+08,5.08852e+08,4.07082e+08,1.0177e+08,4570.34,4.01597e+06,5570.48,0.75,822.475,2.46583e+08,4565.66,49.25,54009.2,1.0000,0.9999,0.9881,0.9997,0.0000,0.0000,0.0200,0.0400
1034.48,513.793,race_to_bottom,-0.9816,0.9966,0.0150,0.000,3.19084e+08,5.76301e+06,21522.7,8.22105e+08,5.08805e+08,4.07044e+08,1.01761e+08,5819.34,4.8474e+06,6565.63,0.75,822.475,3.14237e+08,5818.26,49.25,54009.2,1.0000,0.9999,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1120.69,513.793,race_to_bottom,-0.9816,0.9966,0.0150,0.000,3.87595e+08,5.76309e+06,21522.7,8.9062e+08,5.08809e+08,4.07047e+08,1.01762e+08,7068.82,5.67861e+06,7560.66,0.75,822.475,3.81917e+08,7071.37,49.25,54009.2,1.0000,1.0000,0.9866,0.9998,0.0000,0.0000,0.0200,0.0400
1206.9,513.793,race_to_bottom,-0.9815,0.9965,0.0150,0.000,4.56093e+08,5.76279e+06,21522.7,9.59104e+08,5.08796e+08,4.07037e+08,1.01759e+08,8318.05,6.50985e+06,8555.72,0.75,822.475,4.49583e+08,8324.21,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
1293.1,513.793,race_to_bottom,-0.9815,0.9965,0.0150,0.000,5.24602e+08,5.76284e+06,21522.7,1.02762e+09,5.08798e+08,4.07038e+08,1.0176e+08,9567.5,7.34103e+06,9550.72,0.75,822.475,5.17261e+08,9577.29,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
1379.31,513.793,race_to_bottom,-0.9816,0.9966,0.0150,0.000,5.93122e+08,5.76306e+06,21522.7,1.09614e+09,5.08808e+08,4.07046e+08,1.01762e+08,10817.1,8.17213e+06,10545.7,0.75,822.475,5.84949e+08,10830.6,49.25,54009.2,1.0000,1.0000,0.9866,0.9999,0.0000,0.0000,0.0200,0.0400
1465.52,513.793,race_to_bottom,-0.9815,0.9965,0.0150,0.000,6.61584e+08,5.76253e+06,21522.7,1.16457e+09,5.08772e+08,4.07018e+08,1.01754e+08,12065.7,9.00336e+06,11540.7,0.75,822.475,6.52581e+08,12082.8,49.25,54009.2,1.0000,1.0000,0.9866,0.9995,0.0000,0.0000,0.0200,0.0400
1551.72,513.793,race_to_bottom,-0.9816,0.9966,0.0150,0.000,7.30098e+08,5.76268e+06,21522.7,1.23309e+09,5.08779e+08,4.07023e+08,1.01756e+08,13315.3,9.83448e+06,12535.7,0.75,822.475,7.20264e+08,13335.9,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1637.93,513.793,race_to_bottom,-0.9816,0.9966,0.0150,0.000,7.98609e+08,5.76276e+06,21522.7,1.30161e+09,5.08782e+08,4.07026e+08,1.01756e+08,14564.7,1.06656e+07,13530.6,0.75,822.475,7.87944e+08,14589,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1724.14,513.793,race_to_bottom,-0.9816,0.9966,0.0150,0.000,8.67115e+08,5.76276e+06,21522.7,1.37011e+09,5.08782e+08,4.07026e+08,1.01756e+08,15814.1,1.14968e+07,14525.6,0.75,822.475,8.55618e+08,15842,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1810.34,513.793,race_to_bottom,-0.9816,0.9966,0.0150,0.000,9.3562e+08,5.76276e+06,21522.7,1.43862e+09,5.08782e+08,4.07026e+08,1.01756e+08,17063.5,1.2328e+07,15520.6,0.75,822.475,9.23292e+08,17095,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1896.55,513.793,race_to_bottom,-0.9816,0.9966,0.0150,0.000,1.00413e+09,5.76276e+06,21522.7,1.50712e+09,5.08782e+08,4.07026e+08,1.01756e+08,18312.9,1.31592e+07,16515.7,0.75,822.475,9.90967e+08,18348.1,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1982.76,513.793,race_to_bottom,-0.9816,0.9966,0.0150,0.000,1.07263e+09,5.76276e+06,21522.7,1.57563e+09,5.08782e+08,4.07026e+08,1.01756e+08,19562.3,1.39903e+07,17510.7,0.75,822.475,1.05864e+09,19601.1,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
2068.97,513.793,race_to_bottom,-0.9816,0.9966,0.0150,0.000,1.14114e+09,5.76276e+06,21522.7,1.64414e+09,5.08782e+08,4.07026e+08,1.01756e+08,20811.7,1.48215e+07,18505.7,0.75,822.475,1.12632e+09,20854.1,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
2155.17,513.793,race_to_bottom,-0.9810,0.9960,0.0150,0.000,1.20955e+09,5.76168e+06,21522.7,1.71251e+09,5.08743e+08,4.06995e+08,1.01749e+08,22059.3,1.56528e+07,19500.9,0.75,822.475,1.1939e+09,22105.3,49.25,54009.2,1.0000,1.0000,0.9840,1.0000,0.0000,0.0000,0.0200,0.0400
2241.38,513.793,race_to_bottom,-0.9810,0.9960,0.0150,0.000,1.27805e+09,5.76164e+06,21522.7,1.781e+09,5.08742e+08,4.06993e+08,1.01748e+08,23308.5,1.6484e+07,20496,0.75,822.475,1.26156e+09,23358.2,49.25,54009.2,1.0000,1.0000,0.9840,1.0000,0.0000,0.0000,0.0200,0.0400
2327.59,513.793,race_to_bottom,-0.9810,0.9960,0.0150,0.000,1.34655e+09,5.76164e+06,21522.7,1.8495e+09,5.08742e+08,4.06993e+08,1.01748e+08,24557.8,1.73152e+07,21491,0.75,822.475,1.32923e+09,24611.1,49.25,54009.2,1.0000,1.0000,0.9840,1.0000,0.0000,0.0000,0.0200,0.0400
2413.79,513.793,race_to_bottom,-0.9809,0.9959,0.0150,0.000,1.41502e+09,5.76144e+06,21522.7,1.91797e+09,5.08732e+08,4.06986e+08,1.01746e+08,25806.6,1.81464e+07,22486,0.75,822.475,1.39687e+09,25863.5,49.25,54009.2,1.0000,0.9998,0.9840,0.9998,0.0000,0.0000,0.0200,0.0400
2500,513.793,race_to_bottom,-0.9809,0.9959,0.0150,0.000,1.48352e+09,5.76144e+06,21522.7,1.98647e+09,5.08732e+08,4.06986e+08,1.01746e+08,27055.9,1.89776e+07,23481,0.75,822.475,1.46454e+09,27116.4,49.25,54009.2,1.0000,0.9998,0.9840,0.9998,0.0000,0.0000,0.0200,0.0400
0,558.621,green_club,0.9597,0.0203,0.9800,1.000,-4.72508e+06,4.35119e+06,6388.71,0,9.08266e+06,7.26613e+06,1.81653e+06,-86.1744,1.28941e+06,23.9956,49,53735,-6.01449e+06,-5484.5,1,1096.63,0.0304,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
86.2069,558.621,green_club,0.9638,0.0162,0.9800,1.000,5.62299e+07,4.34991e+06,4586.49,5.94885e+07,7.61308e+06,6.09047e+06,1.52262e+06,1025.5,6.01415e+07,1119.22,49,53735,-3.91152e+06,-3566.84,1,1096.63,0.0137,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
172.414,558.621,green_club,0.9617,0.0183,0.9800,1.000,1.14684e+08,4.34865e+06,4848.76,1.18957e+08,8.62681e+06,6.90145e+06,1.72536e+06,2091.56,1.18089e+08,2197.61,49,53735,-3.40481e+06,-3104.79,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
258.621,558.621,green_club,0.9617,0.0183,0.9800,1.000,1.74162e+08,4.34865e+06,4848.76,1.78436e+08,8.62681e+06,6.90145e+06,1.72536e+06,3176.31,1.76302e+08,3280.95,49,53735,-2.13979e+06,-1951.23,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
344.828,558.621,green_club,0.9617,0.0183,0.9800,1.000,2.33641e+08,4.34865e+06,4848.76,2.37914e+08,8.62681e+06,6.90145e+06,1.72536e+06,4261.05,2.34515e+08,4364.29,49,53735,-874760,-797.678,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
431.034,558.621,green_club,0.9617,0.0183,0.9800,1.000,2.93119e+08,4.34865e+06,4848.76,2.97393e+08,8.62681e+06,6.90145e+06,1.72536e+06,5345.8,2.92729e+08,5447.64,49,53735,390265,355.876,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
517.241,558.621,green_club,0.9617,0.0183,0.9800,1.000,3.52598e+08,4.34865e+06,4848.76,3.56871e+08,8.62681e+06,6.90145e+06,1.72536e+06,6430.55,3.50942e+08,6530.98,49,53735,1.65529e+06,1509.43,1,1096.63,0.0221,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
603.448,558.621,green_club,0.9627,0.0173,0.9800,1.000,4.12863e+08,4.3499e+06,4431.9,4.16418e+08,7.9093e+06,6.32744e+06,1.58186e+06,7529.65,4.09476e+08,7620.29,49,53735,3.38673e+06,3088.3,1,1096.63,0.0182,0.0150,0.0195,0.0164,0.9800,0.9800,0.9800,0.9800
689.655,558.621,green_club,0.9615,0.0185,0.9800,1.000,4.71814e+08,4.34086e+06,6420.57,4.75399e+08,7.93144e+06,6.34515e+06,1.58629e+06,8604.78,4.66849e+08,8687.98,49,53735,4.96576e+06,4528.19,1,1096.63,0.0182,0.0171,0.0173,0.0215,0.9800,0.9800,0.9800,0.9800
775.862,558.621,green_club,0.9226,0.0435,0.9660,1.000,5.1681e+08,4.35936e+06,23056.6,5.3604e+08,2.36127e+07,1.88902e+07,4.72254e+06,9425.39,5.08659e+08,9594.09,48.3125,52981.1,8.15111e+06,4592.91,1.6875,1850.57,0.0988,0.0220,0.0291,0.0239,0.9241,0.9800,0.9800,0.9800
862.069,558.621,race_to_bottom,-0.4835,0.7542,0.2707,0.250,2.49274e+08,5.37951e+06,50853.8,6.60553e+08,4.16709e+08,3.33367e+08,8.33418e+07,4546.18,1.4811e+08,4725.53,13.5375,14845.7,1.01165e+08,3531.37,36.4625,39986,1.0000,0.9998,0.0175,0.9996,0.0400,0.0000,0.9800,0.0630
948.276,558.621,race_to_bottom,-0.9606,0.9911,0.0305,0.000,2.07712e+08,5.73163e+06,41928.1,7.51352e+08,5.49414e+08,4.39532e+08,1.09883e+08,3788.17,7.45836e+06,4465.84,1.525,1672.37,2.00253e+08,3767.39,48.475,53159.3,0.9913,1.0000,0.9731,0.9999,0.0400,0.0000,0.0421,0.0400
1034.48,558.621,race_to_bottom,-0.9813,0.9963,0.0150,0.000,2.74689e+08,5.7643e+06,21621.4,8.2217e+08,5.53267e+08,4.42614e+08,1.10653e+08,5009.69,4.37179e+06,6050.2,0.75,822.475,2.70318e+08,5005.11,49.25,54009.2,1.0000,0.9999,0.9859,0.9997,0.0000,0.0000,0.0200,0.0400
1120.69,558.621,race_to_bottom,-0.9816,0.9966,0.0150,0.000,3.432e+08,5.76301e+06,21522.7,8.90614e+08,5.53198e+08,4.42558e+08,1.1064e+08,6259.16,5.22446e+06,7084.05,0.75,822.475,3.37976e+08,6257.81,49.25,54009.2,1.0000,0.9999,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1206.9,558.621,race_to_bottom,-0.9816,0.9966,0.0150,0.000,4.11712e+08,5.76308e+06,21522.7,9.59128e+08,5.53201e+08,4.42561e+08,1.1064e+08,7508.65,6.05567e+06,8079.08,0.75,822.475,4.05656e+08,7510.91,49.25,54009.2,1.0000,1.0000,0.9866,0.9999,0.0000,0.0000,0.0200,0.0400
1293.1,558.621,race_to_bottom,-0.9815,0.9965,0.0150,0.000,4.80208e+08,5.76279e+06,21522.7,1.02761e+09,5.53187e+08,4.4255e+08,1.10637e+08,8757.87,6.88692e+06,9074.15,0.75,822.475,4.73322e+08,8763.75,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
1379.31,558.621,race_to_bottom,-0.9815,0.9965,0.0150,0.000,5.48718e+08,5.76284e+06,21522.7,1.09612e+09,5.53189e+08,4.42551e+08,1.10638e+08,10007.3,7.71809e+06,10069.2,0.75,822.475,5.41e+08,10016.8,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
1465.52,558.621,race_to_bottom,-0.9815,0.9965,0.0150,0.000,6.17226e+08,5.76284e+06,21522.7,1.16463e+09,5.53189e+08,4.42551e+08,1.10638e+08,11256.7,8.54927e+06,11064.2,0.75,822.475,6.08676e+08,11269.9,49.25,54009.2,1.0000,0.9999,0.9866,0.9994,0.0000,0.0000,0.0200,0.0400
1551.72,558.621,race_to_bottom,-0.9763,0.9966,0.0203,0.000,6.85098e+08,5.7535e+06,31497.9,1.23198e+09,5.52669e+08,4.42135e+08,1.10534e+08,12494.6,1.20417e+07,11906.2,1.01875,1117.2,6.73056e+08,12530.6,48.9813,53714.5,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0613
1637.93,558.621,race_to_bottom,-0.9815,0.9965,0.0150,0.000,7.54203e+08,5.76253e+06,21522.7,1.30158e+09,5.53161e+08,4.42529e+08,1.10632e+08,13754.9,1.02116e+07,13054.1,0.75,822.475,7.43992e+08,13775.3,49.25,54009.2,1.0000,1.0000,0.9866,0.9995,0.0000,0.0000,0.0200,0.0400
1724.14,558.621,race_to_bottom,-0.9816,0.9966,0.0150,0.000,8.22719e+08,5.76268e+06,21522.7,1.3701e+09,5.53169e+08,4.42535e+08,1.10634e+08,15004.4,1.10427e+07,14049.1,0.75,822.475,8.11676e+08,15028.5,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1810.34,558.621,race_to_bottom,-0.9816,0.9966,0.0150,0.000,8.9123e+08,5.76276e+06,21522.7,1.43862e+09,5.53173e+08,4.42538e+08,1.10635e+08,16253.9,1.18739e+07,15044.1,0.75,822.475,8.79356e+08,16281.6,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
1896.55,558.621,race_to_bottom,-0.9816,0.9966,0.0150,0.000,9.59736e+08,5.76276e+06,21522.7,1.50712e+09,5.53173e+08,4.42538e+08,1.10635e+08,17503.3,1.2705e+07,16039.1,0.75,822.475,9.47031e+08,17534.6,49.25,54009.2,1.0000,1.0000,0.9866,1.0000,0.0000,0.0000,0.0200,0.0400
